method,seed,epoch,layer,mean,median,p90,p99
M2_a_ghost_p05,3407,1,conv1,0.00026699123554863036,0.00018648449622560292,0.0004948021960444748,0.0015673403395339847
M2_a_ghost_p05,3407,1,conv2,0.014585476368665695,0.011215729638934135,0.030006960034370422,0.05204169079661369
M2_a_ghost_p05,3407,1,fc1,0.5448883175849915,0.5380768775939941,0.6364219784736633,0.7984226942062378
M2_a_ghost_p05,3407,1,fc2,0.4402592182159424,0.4493190348148346,0.5385741591453552,0.5963478684425354
M2_a_ghost_p05,3407,2,conv1,0.0056191193871200085,0.005024435929954052,0.00910862721502781,0.01486264169216156
M2_a_ghost_p05,3407,2,conv2,0.07464183866977692,0.06995327770709991,0.10134869068861008,0.14994560182094574
M2_a_ghost_p05,3407,2,fc1,0.751610279083252,0.7514745593070984,0.8020365238189697,0.8355903029441833
M2_a_ghost_p05,3407,2,fc2,0.16812874376773834,0.16594457626342773,0.2234000563621521,0.27875781059265137
M2_a_ghost_p05,3407,3,conv1,0.00888210628181696,0.007695016451179981,0.015333089046180248,0.02407560497522354
M2_a_ghost_p05,3407,3,conv2,0.07965879887342453,0.07681237906217575,0.10351967066526413,0.13650615513324738
M2_a_ghost_p05,3407,3,fc1,0.8212870359420776,0.825323224067688,0.8545672297477722,0.8717408776283264
M2_a_ghost_p05,3407,3,fc2,0.09017210453748703,0.08534181118011475,0.12676091492176056,0.17496375739574432
M2_a_ghost_p05,3407,4,conv1,0.011025173589587212,0.009346816688776016,0.01920425333082676,0.032766010612249374
M2_a_ghost_p05,3407,4,conv2,0.09391636401414871,0.09064728021621704,0.12162081152200699,0.15767619013786316
M2_a_ghost_p05,3407,4,fc1,0.7940085530281067,0.7989894151687622,0.8399019837379456,0.8629220128059387
M2_a_ghost_p05,3407,4,fc2,0.10104991495609283,0.09361493587493896,0.15088655054569244,0.2178388237953186
M2_a_ghost_p05,3407,5,conv1,0.011714101769030094,0.009704269468784332,0.020812876522541046,0.034299492835998535
M2_a_ghost_p05,3407,5,conv2,0.10283678770065308,0.10018633306026459,0.1324554979801178,0.17022588849067688
M2_a_ghost_p05,3407,5,fc1,0.7224306464195251,0.7326431274414062,0.7923857569694519,0.8253345489501953
M2_a_ghost_p05,3407,5,fc2,0.16301845014095306,0.1488904058933258,0.26430222392082214,0.37925994396209717
