epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent
1,234,0.7795635333173295,0.5494770095825195,0.881,0.7861127240333559
2,468,0.572814728714462,0.49275036334991457,0.9116,0.8385078418579571
3,702,0.542512011133198,0.5056987973213196,0.9126,0.8909029596825585
4,936,0.522642005712558,0.4935321040391922,0.9212,0.9432980775071597
5,1170,0.5057967975098863,0.4828686626538634,0.9287,0.995693195331761
