epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent
1,234,0.8744245883491304,0.5444240705370903,0.8972,0.7861127240333559
2,468,0.5640679530353627,0.4693407387495041,0.9356,0.8385078418579571
3,702,0.48815607496051705,0.41676110365241764,0.9436,0.8909029596825585
4,936,0.44181565074329704,0.3761886245350353,0.9482,0.9432980775071597
5,1170,0.39316115827641934,0.3586811783909798,0.9512,0.995693195331761
