gamma,test_accuracy,accuracy_auc,test_loss,clip_fraction,mean_clip_factor,wiener_norm_ratio,cos_raw_clean,cos_filtered_clean,nsr_raw,nsr_filtered,effective_gain_mean,effective_gain_median,effective_gain_p10,effective_gain_p90,effective_gain_p99,delta_accuracy_vs_gamma0
0.0,0.9276,3.57515,0.2963035239458084,0.2813100814819336,0.7638702988624573,1.0,0.0053876996995546,0.0053876996995546,186.00987306252503,186.00987306252503,1.0,1.0,1.0,1.0,1.0,0.0
0.1,0.9277,3.5753,0.2964253142356872,0.2814903855323791,0.7638388872146606,0.9011229475339254,0.0053877364605283,0.0054057928064885,186.0062553210136,167.61451924641926,0.900189220905304,0.9000000953674316,0.8999999761581421,0.9000056982040405,0.9011896848678588,9.999999999998899e-05
0.25,0.9279,3.5749000000000004,0.2966586622476578,0.2816907167434692,0.763757586479187,0.753063430541601,0.0053881706646046,0.0054434492658728,185.9857548640325,140.05923794477414,0.7504705786705017,0.7500001788139343,0.75,0.7500144243240356,0.7529973983764648,0.00029999999999996696
0.5,0.9276,3.57335,0.2973741719961166,0.2823117077350616,0.7633660435676575,0.507722658988757,0.0053918357795247,0.0055738364919446,185.82836209810696,94.35040197127904,0.5009738802909851,0.5000002980232239,0.5,0.5000306367874146,0.5062485933303833,0.0
0.75,0.9277,3.56835,0.3009179989099502,0.2844551205635071,0.7610806822776794,0.2683531545675718,0.0054208072666556,0.0059501159243667,184.86965003380408,49.61530088767027,0.2515320479869842,0.2500004470348358,0.25,0.2500481009483337,0.2602740824222564,9.999999999998899e-05
1.0,0.718,2.54495,1.0977469774246216,0.7655048370361328,0.3076276779174804,0.0993305821067247,0.0102881647765827,0.0223044264249694,99.360545701247,9.89883253880036,0.0018606638768687,3.552399263639927e-08,4.1195769018287365e-11,7.250461749208625e-06,0.0034361346624791,-0.2096
