task,method,source,beta,seed,epoch,layer,research_only,cosA,relative_error_A,group,trace_S,trace_R,layer_dimension,trace_S_per_dim,d_total,tau_layer,operator_state_bytes,condition_S,log_eigenvalue_spread_S,effective_rank_S,A_condition_raw,A_eigenvalue_min,A_eigenvalue_max
vit,dp_kfm_a,public,0.25,42,1,patch_embed,True,0.9991607662922732,0.1392733434042978,patch_head,147648.0,30128.75105187927,147648,1.0,5526346,4.900568222883256,79679648,20.537706886911717,0.2775158035877298,127691.10550718295,177913.0501668289,0.0010017209385508122,178.21922759355357
vit,dp_kfm_a,public,0.25,42,1,blocks.0.attn.q_proj,True,0.9886516326513766,0.1600272341249859,attention_qkv,37056.0,13092.084117356118,37056,1.0,5526346,2.830412611760951,79679648,8.906269941343886,0.6350567357324493,27253.763283041342,6291.923249392721,0.001000003570205801,6.291945712853605
vit,dp_kfm_a,public,0.25,42,1,blocks.0.attn.k_proj,True,0.9886516326513766,0.1600272341249859,attention_qkv,37056.0,13092.084117356118,37056,1.0,5526346,2.830412611760951,79679648,8.906269941343886,0.6350567357324493,27253.763283041342,6291.923249392721,0.001000003570205801,6.291945712853605
vit,dp_kfm_a,public,0.25,42,1,blocks.0.attn.v_proj,True,0.9886516326513766,0.1600272341249859,attention_qkv,37056.0,13092.084117356118,37056,1.0,5526346,2.830412611760951,79679648,8.906269941343886,0.6350567357324493,27253.763283041342,6291.923249392721,0.001000003570205801,6.291945712853605
vit,dp_kfm_a,public,0.25,42,1,blocks.0.attn.out_proj,True,0.9708667368223768,0.2969648171181025,attention_out,37056.0,10223.45258702229,37056,1.0,5526346,3.6246072141068177,79679648,6.598890245973117,0.47348229230951716,30990.19968584976,1896.1977224680234,0.001000444362159864,1.8970403209835085
vit,dp_kfm_a,public,0.25,42,1,blocks.0.mlp.fc1,True,0.9885138744145511,0.1739466697747348,mlp_fc1,148224.0,75240.80491009878,148224,1.0,5526346,1.969994874152462,79679648,12.20629677559414,0.676187211188194,113292.59593360654,22199.116970146304,0.001,22.199116970146303
vit,dp_kfm_a,public,0.25,42,1,blocks.0.mlp.fc2,True,0.9933974372301647,0.11796328977876887,mlp_fc2,147648.0,50419.70158748795,147648,1.0,5526346,2.9283790929187097,79679648,10.832128702660198,0.45717869821680357,128271.82639854249,13767.505095247721,0.0010173516493354345,14.006394015884267
vit,dp_kfm_a,public,0.25,42,1,blocks.1.attn.q_proj,True,0.9939433473116853,0.11079292202091777,attention_qkv,37056.0,18854.236973849864,37056,1.0,5526346,1.9653937760194335,79679648,9.306833767724543,0.578522318630604,30641.543535539826,7502.53150219249,0.001,7.50253150219249
vit,dp_kfm_a,public,0.25,42,1,blocks.1.attn.k_proj,True,0.9939433473116853,0.11079292202091777,attention_qkv,37056.0,18854.236973849864,37056,1.0,5526346,1.9653937760194335,79679648,9.306833767724543,0.578522318630604,30641.543535539826,7502.53150219249,0.001,7.50253150219249
vit,dp_kfm_a,public,0.25,42,1,blocks.1.attn.v_proj,True,0.9939433473116853,0.11079292202091777,attention_qkv,37056.0,18854.236973849864,37056,1.0,5526346,1.9653937760194335,79679648,9.306833767724543,0.578522318630604,30641.543535539826,7502.53150219249,0.001,7.50253150219249
vit,dp_kfm_a,public,0.25,42,1,blocks.1.attn.out_proj,True,0.9916812507354869,0.13058808127810823,attention_out,37056.0,14186.24578814576,37056,1.0,5526346,2.6121075690768416,79679648,9.716693531126028,0.4547827846892167,32568.810501957214,8914.028543720337,0.0010877882950070614,9.696575911217824
vit,dp_kfm_a,public,0.25,42,1,blocks.1.mlp.fc1,True,0.9913147799038119,0.13173138207045604,mlp_fc1,148224.0,100957.11588105351,148224,1.0,5526346,1.4681877419580387,79679648,11.525795881399288,0.47743731169223225,132227.85400328186,17647.520551257654,0.001,17.647520551257653
vit,dp_kfm_a,public,0.25,42,1,blocks.1.mlp.fc2,True,0.9952361007872776,0.09767864120399854,mlp_fc2,147648.0,50857.826436658506,147648,1.0,5526346,2.9031519894757984,79679648,9.874070213608684,0.36927325588742793,135661.78931159826,9505.716211231926,0.0010105445742495782,9.605949941616679
vit,dp_kfm_a,public,0.25,42,1,blocks.2.attn.q_proj,True,0.9930319966874323,0.11807872059619132,attention_qkv,37056.0,24176.663372774718,37056,1.0,5526346,1.5327177050299121,79679648,10.36414809172052,0.4319006902321872,33454.02420402618,11538.103747586094,0.0010000059194918984,11.538172047297751
