task,method,source,beta,seed,epoch,layer,research_only,cosA,relative_error_A,group,trace_S,d_total,tau,operator_state_bytes,condition_S,log_eigenvalue_spread_S,effective_rank_S,A_condition_raw,A_eigenvalue_min,A_eigenvalue_max
mnist,dp_kfm_a,pink,0.75,42,1,conv1,True,0.8618116263472527,0.7908662092298306,conv1,2025.2635041200992,206922,33.97003382350338,19996224,11.731486279187832,0.8137370646350025,109.75676343226482,26.65655667793419,0.04390336635477699,1.1703125735882218
mnist,dp_kfm_a,pink,0.75,42,1,conv2,True,0.8169699345649275,0.6628943531273978,conv2,18318.863390418686,206922,33.97003382350338,19996224,696.254725365211,1.0657015720141938,656.43128547114,6171.028340240056,0.0019927776100180064,12.297487107216964
mnist,dp_kfm_a,pink,0.75,42,1,fc1,True,0.7100319801040785,0.7637139184871902,fc1,185717.62330869606,206922,33.97003382350338,19996224,2738.1047736452083,0.7248253627611002,16562.811319959863,38305.9951968204,0.001,38.3059951968204
mnist,dp_kfm_a,pink,0.75,42,1,fc2,True,0.854649087127294,0.5625582573472794,fc2,860.2497967651674,206922,33.97003382350338,19996224,246.78179922800223,0.5961895872857779,169.38455043504433,1547.9282810655716,0.001,1.5479282810655717
mnist,dp_kfm_a,pink,0.75,42,2,conv1,True,0.861674992974544,0.7909976554819105,conv1,140.9940393488842,206922,2.3652305647034666,19996224,11.714594951047422,0.8135987222687096,109.77512898286702,26.605394469385256,0.04394917128192075,1.1692850385580797
mnist,dp_kfm_a,pink,0.75,42,2,conv2,True,0.8678759885317632,0.7836434901909861,conv2,1524.6231981992107,206922,2.3652305647034666,19996224,1353.0287843842102,1.1635967930310578,553.4286928974409,14964.976798657673,0.0011663103212031295,17.45380689683981
mnist,dp_kfm_a,pink,0.75,42,2,fc1,True,0.6683169541930448,0.8298274161393454,fc1,186198.7798108488,206922,2.3652305647034666,19996224,66171.03222215155,1.4387958560646843,1510.184935879908,2676438.1550847786,0.001,2676.438155084779
mnist,dp_kfm_a,pink,0.75,42,2,fc2,True,0.9795126421830261,0.42387188521803054,fc2,19057.602951603116,206922,2.3652305647034666,19996224,138314.80185728119,2.095176488349274,13.072683339647828,7153054.685137956,0.001,7153.054685137957
mnist,dp_kfm_a,pink,0.75,42,3,conv1,True,0.8611448779803761,0.7913566638596873,conv1,582.5149536413977,206922,9.766690569810091,19996224,11.657647106768604,0.8118135627562223,109.93787487778283,26.43308622538906,0.04414639619698689,1.1669254972151422
mnist,dp_kfm_a,pink,0.75,42,3,conv2,True,0.7749618977266729,0.8446676245521804,conv2,3337.107769538605,206922,9.766690569810091,19996224,544.2297719184988,1.038190625313904,853.5819322800587,4443.341859520507,0.001379757442339105,6.130733999530296
mnist,dp_kfm_a,pink,0.75,42,3,fc1,True,0.629332169787692,0.8056127441645387,fc1,131725.02418048217,206922,9.766690569810091,19996224,9920.649040239823,0.987658291194584,3625.53065245025,213167.06943337692,0.001,213.16706943337692
mnist,dp_kfm_a,pink,0.75,42,3,fc2,True,0.9516916414621432,0.3464559158100718,fc2,71277.35309633783,206922,9.766690569810091,19996224,125990.82148011931,1.9179594959574517,12.449114382302728,6316141.876774102,0.001,6316.1418767741025
mnist,dp_kfm_a,pink,0.75,42,4,conv1,True,0.8614926739551457,0.7910968550528737,conv1,322.0963778414246,206922,5.3992550220495055,19996224,11.687032454735771,0.8127726432728731,109.87904326340472,26.52196311677133,0.0440558284960565,1.1684470584512139
mnist,dp_kfm_a,pink,0.75,42,4,conv2,True,0.9445652299427446,0.8715072138913276,conv2,3168.809696571625,206922,5.3992550220495055,19996224,1324.8397165381743,1.2875189645687921,489.9310698890192,14550.718943017102,0.0010001792996449364,14.553327881757154
mnist,dp_kfm_a,pink,0.75,42,4,fc1,True,0.6399222903709963,0.9451314836233025,fc1,200323.8350087683,206922,5.3992550220495055,19996224,17993.930036103036,1.283488206489446,3744.3400011608524,471521.3588041769,0.001,471.52135880417694
mnist,dp_kfm_a,pink,0.75,42,4,fc2,True,0.772935645572229,0.9565159512079674,fc2,3107.2589168186373,206922,5.3992550220495055,19996224,5701.906080059465,1.6322036913263092,95.173664686037,101865.41197981588,0.001,101.86541197981587
mnist,dp_kfm_a,pink,0.75,42,5,conv1,True,0.8616006439084417,0.7910250283976866,conv1,562.5999127308025,206922,9.435860060853624,19996224,11.712265521796391,0.8131699665977702,109.8100305720328,26.598340780623076,0.04395867931369705,1.1692279326518402
mnist,dp_kfm_a,pink,0.75,42,5,conv2,True,0.9395743758458396,0.8770374298428428,conv2,6505.405143105717,206922,9.435860060853624,19996224,1347.0957147735774,1.2882962184322908,509.6323717511823,14877.545009167041,0.0011651210070272504,17.334140223173947
mnist,dp_kfm_a,pink,0.75,42,5,fc1,True,0.5557893337491291,0.9628704047807722,fc1,185713.4796730356,206922,9.435860060853624,19996224,7295.132846654366,1.2350586050825552,7204.719783016718,141485.17617753177,0.001,141.48517617753177
mnist,dp_kfm_a,pink,0.75,42,5,fc2,True,0.8870336914939478,0.9301196660891927,fc2,14140.51527112788,206922,9.435860060853624,19996224,18039.63943681965,1.933579165272247,56.76825805055567,473119.08860119584,0.001,473.11908860119587
