estimator,label_seed,layer,floored_condition_number,floored_log_eigenvalue_spread,A_effective_rank,A_dim,C_effective_rank,C_dim,spectral_floor_ratio
KFLR,-1,conv1,64.88093058700255,0.9673247293733841,10,10,16,16,1e-07
KFLR,-1,conv2,1231696.0723517677,2.0526195347815697,145,145,32,32,1e-07
KFLR,-1,fc1,100000000000000.0,6.353259747345428,4,1569,36,128,1e-07
KFLR,-1,fc2,100000000000000.0,5.461126902998107,4,129,9,10,1e-07
KFAC-M-1,0,conv1,64.88007852233085,0.9673248183032821,10,10,16,16,1e-07
KFAC-M-1,0,conv2,1231304.6482203798,2.052599908673481,145,145,32,32,1e-07
KFAC-M-1,0,fc1,100000000000000.0,5.983463489549345,4,1569,36,128,1e-07
KFAC-M-1,0,fc2,100000000000000.0,5.474937699516161,4,129,9,10,1e-07
KFAC-U-9,1,conv1,64.88139386291758,0.9673232963604163,10,10,16,16,1e-07
KFAC-U-9,1,conv2,1231414.5691072377,2.052619386876867,145,145,32,32,1e-07
KFAC-U-9,1,fc1,100000000000000.0,6.195236815785644,4,1569,36,128,1e-07
KFAC-U-9,1,fc2,100000000000000.0,4.986365649428581,4,129,9,10,1e-07
KFAC-U-1,1,conv1,64.87884928641472,0.9673237563394649,10,10,16,16,1e-07
KFAC-U-1,1,conv2,1230437.7550898013,2.0525701302011496,145,145,32,32,1e-07
KFAC-U-1,1,fc1,100000000000000.02,6.032163385809794,4,1569,36,128,1e-07
KFAC-U-1,1,fc2,100000000000000.0,5.466613207700843,4,129,9,10,1e-07
KFAC-M-3,0,conv1,64.87996931731861,0.9673215617520708,10,10,16,16,1e-07
KFAC-M-3,0,conv2,1231524.3782003673,2.0526001046687754,145,145,32,32,1e-07
KFAC-M-3,0,fc1,100000000000000.0,6.247873244456397,4,1569,36,128,1e-07
KFAC-M-3,0,fc2,100000000000000.0,4.990836383650272,4,129,9,10,1e-07
KFAC-M-9,1,conv1,64.88135845357435,0.9673236611915503,10,10,16,16,1e-07
KFAC-M-9,1,conv2,1231394.5974183504,2.052627746668909,145,145,32,32,1e-07
KFAC-M-9,1,fc1,100000000000000.0,6.185983342631955,4,1569,36,128,1e-07
KFAC-M-9,1,fc2,100000000000000.0,4.987114283803133,4,129,9,10,1e-07
KFAC-U-9,0,conv1,64.88039443159056,0.9673242314609124,10,10,16,16,1e-07
KFAC-U-9,0,conv2,1231635.3628331602,2.0526078919505064,145,145,32,32,1e-07
KFAC-U-9,0,fc1,100000000000000.0,6.340238990500568,4,1569,36,128,1e-07
KFAC-U-9,0,fc2,100000000000000.02,5.339868928136073,4,129,9,10,1e-07
KFAC-M-9,0,conv1,64.88039443159056,0.9673242314609124,10,10,16,16,1e-07
KFAC-M-9,0,conv2,1231635.3628331602,2.0526078919505064,145,145,32,32,1e-07
KFAC-M-9,0,fc1,100000000000000.0,6.340238990500568,4,1569,36,128,1e-07
KFAC-M-9,0,fc2,100000000000000.02,5.339868928136073,4,129,9,10,1e-07
KFAC-M-1,1,conv1,64.87884928641472,0.9673237563394649,10,10,16,16,1e-07
KFAC-M-1,1,conv2,1230437.7550898013,2.0525701302011496,145,145,32,32,1e-07
KFAC-M-1,1,fc1,100000000000000.02,6.032163385809794,4,1569,36,128,1e-07
KFAC-M-1,1,fc2,100000000000000.0,5.466613207700843,4,129,9,10,1e-07
KFAC-U-3,0,conv1,64.87996931731861,0.9673215617520708,10,10,16,16,1e-07
KFAC-U-3,0,conv2,1231524.3782003673,2.0526001046687754,145,145,32,32,1e-07
KFAC-U-3,0,fc1,100000000000000.0,6.247873244456397,4,1569,36,128,1e-07
KFAC-U-3,0,fc2,100000000000000.0,4.990836383650272,4,129,9,10,1e-07
KFAC-U-3,1,conv1,64.88047939027572,0.9673230495300215,10,10,16,16,1e-07
KFAC-U-3,1,conv2,1231415.4970866737,2.0526198272847536,145,145,32,32,1e-07
KFAC-U-3,1,fc1,100000000000000.02,6.0669525866356455,4,1569,36,128,1e-07
KFAC-U-3,1,fc2,100000000000000.02,4.662770597103589,4,129,9,10,1e-07
KFRA-block,-1,conv1,64.8827813802949,0.9673282059493219,10,10,16,16,1e-07
KFRA-block,-1,conv2,1231872.1313765226,2.0526191805608414,145,145,32,32,1e-07
KFRA-block,-1,fc1,100000000000000.0,6.353266073307818,4,1569,36,128,1e-07
KFRA-block,-1,fc2,100000000000000.0,5.4611269396897235,4,129,9,10,1e-07
KFAC-U-1,0,conv1,64.88007852233085,0.9673248183032821,10,10,16,16,1e-07
KFAC-U-1,0,conv2,1231304.6482203798,2.052599908673481,145,145,32,32,1e-07
KFAC-U-1,0,fc1,100000000000000.0,5.983463489549345,4,1569,36,128,1e-07
KFAC-U-1,0,fc2,100000000000000.0,5.474937699516161,4,129,9,10,1e-07
KFAC-M-3,1,conv1,64.88047939027572,0.9673230495300215,10,10,16,16,1e-07
KFAC-M-3,1,conv2,1231415.4970866737,2.0526198272847536,145,145,32,32,1e-07
KFAC-M-3,1,fc1,100000000000000.02,6.0669525866356455,4,1569,36,128,1e-07
KFAC-M-3,1,fc2,100000000000000.02,4.662770597103589,4,129,9,10,1e-07
