task,method,source,beta,seed,epoch,layer,research_only,cosA,relative_error_A,cosG,relative_error_G,group,trace_S,trace_R,layer_dimension,trace_S_per_dim,d_total,tau_layer,operator_state_bytes,condition_S,log_eigenvalue_spread_S,effective_rank_S,A_condition_raw,A_eigenvalue_min,A_eigenvalue_max,G_condition_raw,G_eigenvalue_min,G_eigenvalue_max
mnist,dp_kfm,public,0.5,42,1,conv1,True,0.9660282295184386,0.9784331189526183,0.9602655070538624,0.2939348904776388,conv1,160.0,4.102855523990125,160,1.0,206922,38.99722987184208,20138360,19.89927159070566,0.8296802621263716,102.85573078885749,395.691981769996,0.029905743251455643,11.833462813473167,1.0007304370166321,0.0010000955613114282,0.0010008260681295795
mnist,dp_kfm,public,0.5,42,1,conv2,True,0.9336224782831184,0.8054845076380771,0.9778417985488469,0.20950976294702925,conv2,4640.0,31.911963273122623,4640,1.0,206922,145.40001692431036,20138360,167.69072329526267,0.8792679740793236,1673.1470929581023,27834.50520087131,0.0015100995273601104,42.0328731481383,1.010263285672062,0.00100008015705891,0.001010344265405766
mnist,dp_kfm,public,0.5,42,1,fc1,True,0.8361055847818185,0.5683062079376703,0.838050190344123,0.5767823576680139,fc1,200832.0,562.9899264403753,200832,1.0,206922,356.7239671050661,20138360,1593.5448678433784,0.6511753422304897,82909.96007968759,90705.98599344745,0.001,90.70598599344746,27.995784600295444,0.001,0.027995784600295445
mnist,dp_kfm,public,0.5,42,1,fc2,True,0.9332410043666731,0.3713046355254961,0.9956489595702971,0.09319473705885735,fc2,1290.0,22.600506984306822,1290,1.0,206922,57.07836558249516,20138360,524.7378576343693,0.8612069074133875,650.1900850820559,2488.395510222416,0.001,2.488395510222416,110.65355893127156,0.001,0.11065355893127156
mnist,dp_kfm,public,0.5,42,2,conv1,True,0.9661403163949288,0.9965325945176372,0.9934163435323332,4.8980891017556605,conv1,160.0,4.278178637768533,160,1.0,206922,37.399092825972986,20138360,24.752860827343564,0.8296241888490216,102.86573465660264,394.03404002678036,0.03033189995576493,11.951801081258177,1.55495225513054,0.0010070956306688858,0.0015659856220406974
mnist,dp_kfm,public,0.5,42,2,conv2,True,0.9809749615108282,1.0408351030442247,0.981074917845094,4.394138284664138,conv2,4640.0,57.18346794559297,4640,1.0,206922,81.14233303259455,20138360,593.6349668686368,1.0061873358745104,957.4128891548161,183398.8043768188,0.0013651090115942965,250.35936057041482,1.921509112813335,0.001,0.0019215091128133351
mnist,dp_kfm,public,0.5,42,2,fc1,True,0.834221621242115,0.8435928631550179,0.7313587982283064,5.325218715194928,fc1,200832.0,4009.6264711261297,200832,1.0,206922,50.08745863142584,20138360,55838.42829386646,1.2177155048389194,12190.979306811834,16054266.494779889,0.001,16054.26649477989,194.21192960407592,0.001,0.19421192960407593
mnist,dp_kfm,public,0.5,42,2,fc2,True,0.956658591931246,0.7252095669363705,0.6584511180388462,5.3857864887096385,fc2,1290.0,1145.872354683206,1290,1.0,206922,1.125779843389834,20138360,115632.13292051789,1.8682958827721647,111.35415090676595,22654781.723683234,0.001,22654.781723683234,590.1972628485111,0.0010000038573484394,0.5901995394450018
mnist,dp_kfm,public,0.5,42,3,conv1,True,0.9665223723415756,0.9633589764940979,0.9930131550298245,3.3736883370674153,conv1,160.0,4.57607387775624,160,1.0,206922,34.96447047713571,20138360,34.96420790927924,0.8351492327030708,102.1422691321937,378.5765307387435,0.031014027277385652,11.741182850909418,3.229190759231063,0.0010205367033353616,0.0032955076918666825
mnist,dp_kfm,public,0.5,42,3,conv2,True,0.9774063854193884,0.9656226424966374,0.9764488861514666,2.716325134045269,conv2,4640.0,57.93594141409598,4640,1.0,206922,80.08845436437622,20138360,736.0739556332303,0.9881681069888305,1116.6965697062335,109785.67830838345,0.0016138955297281812,177.18261545007618,4.935114274556314,0.0010000729776943047,0.004935474427817201
