task,method,source,beta,seed,epoch,layer,research_only,cosA,relative_error_A,group,trace_S,trace_R,layer_dimension,trace_S_per_dim,d_total,tau_layer,operator_state_bytes,condition_S,log_eigenvalue_spread_S,effective_rank_S,A_condition_raw,A_eigenvalue_min,A_eigenvalue_max
mnist,dp_kfm_a,public,0.5,42,1,conv1,True,0.9660282295184386,0.9784331189526183,conv1,160.0,129.7110067661893,160,1.0,206922,1.2335113572004581,19996248,19.892007987380158,0.8296802555417737,102.85573135075204,395.691981769996,0.029905743251455643,11.833462813473167
mnist,dp_kfm_a,public,0.5,42,1,conv2,True,0.9336224782831184,0.8054845076380771,conv2,4640.0,1006.2892354405085,4640,1.0,206922,4.6110003332876905,19996248,166.8367621385386,0.8792667547503817,1673.14888627935,27834.50520087131,0.0015100995273601104,42.0328731481383
mnist,dp_kfm_a,public,0.5,42,1,fc1,True,0.8361055847818185,0.5683062079376703,fc1,200832.0,13654.181475800797,200832,1.0,206922,14.708461313183294,19996248,301.17434484605,0.5471933410419012,93997.78868922814,90705.98599344745,0.001,90.70598599344746
mnist,dp_kfm_a,public,0.5,42,1,fc2,True,0.9332410043666731,0.3713046355254961,fc2,1290.0,78.14351787742251,1290,1.0,206922,16.50808710741075,19996248,49.883820124589654,0.5117259052106867,696.9962771098106,2488.395510222416,0.001,2.488395510222416
mnist,dp_kfm_a,public,0.5,42,2,conv1,True,0.9661403163949288,0.9965325945176372,conv1,160.0,130.4787999328417,160,1.0,206922,1.22625284783699,19996248,19.85029067864701,0.8280316218694502,103.01670618540106,394.03404002678036,0.03033189995576493,11.951801081258177
mnist,dp_kfm_a,public,0.5,42,2,conv2,True,0.9809650873700582,1.0438026590478298,conv2,4640.0,1620.4881851767486,4640,1.0,206922,2.8633346681845198,19996248,426.963336301791,1.0038295026716726,961.899529678997,182297.69054595628,0.001358263995218357,247.60838948003027
mnist,dp_kfm_a,public,0.5,42,2,fc1,True,0.836182259236,0.850166364130283,fc1,200832.0,75327.60608313589,200832,1.0,206922,2.6661141969432856,19996248,4042.5042832123386,1.089540799139244,17503.076809590155,16341840.879790105,0.001,16341.840879790105
mnist,dp_kfm_a,public,0.5,42,2,fc2,True,0.9570823821017547,0.7634856938625799,fc2,1290.0,3411.2934200205873,1290,1.0,206922,0.37815568500472607,19996248,5465.43262383486,1.7294277685433377,115.07333296599961,29870953.76567841,0.001,29870.95376567841
mnist,dp_kfm_a,public,0.5,42,3,conv1,True,0.9665223723415756,0.9633589764940979,conv1,160.0,129.90346781062263,160,1.0,206922,1.231683824124334,19996248,19.457043216756844,0.8236630058732182,103.41996268571266,378.5765307387435,0.031014027277385652,11.741182850909418
mnist,dp_kfm_a,public,0.5,42,3,conv2,True,0.9797702601838671,0.9911436746011489,conv2,4640.0,1592.4917629761974,4640,1.0,206922,2.9136728414395905,19996248,367.8822944137078,0.9898394468272047,1051.1358356816388,135337.38254309402,0.0016022454643583191,216.84370733779917
mnist,dp_kfm_a,public,0.5,42,3,fc1,True,0.8376969909172183,0.840406548588306,fc1,200832.0,79455.65223532359,200832,1.0,206922,2.5275986584968986,19996248,4248.098155048558,1.1288342711079842,17438.650441741247,18046337.934926957,0.001,18046.337934926956
mnist,dp_kfm_a,public,0.5,42,3,fc2,True,0.9723905062429216,0.7637884741056419,fc2,1290.0,8535.479364912837,1290,1.0,206922,0.15113386663470346,19996248,15861.615449031062,2.0258153057775536,76.61758873701078,251590844.65294084,0.001,251590.84465294084
mnist,dp_kfm_a,public,0.5,42,4,conv1,True,0.9659774451333032,0.9922542403752851,conv1,160.0,130.52846402999972,160,1.0,206922,1.2257862772615384,19996248,19.737471874228962,0.8265594548786521,103.15198228037,389.56779598597933,0.030600689356173133,11.921043108135985
mnist,dp_kfm_a,public,0.5,42,4,conv2,True,0.9723750751546352,0.939925280590881,conv2,4640.0,1382.3557568674387,4640,1.0,206922,3.356588907702544,19996248,272.2909455034754,0.9522695073796655,1304.120311189999,74142.35900317662,0.0016544832625375572,122.6672920158065
mnist,dp_kfm_a,public,0.5,42,4,fc1,True,0.7886543273603148,0.7915050245607225,fc1,200832.00000000003,48873.34702988481,200832,1.0000000000000002,206922,4.10923360491755,19996248,1908.595665339727,1.0382871837916943,31715.24143945221,3642737.4137535957,0.001,3642.737413753596
mnist,dp_kfm_a,public,0.5,42,4,fc2,True,0.9617664735094369,0.37382470180368543,fc2,1290.0,3449.8145904956395,1290,1.0,206922,0.3739331393501539,19996248,5468.883671544922,1.7059610951644137,125.18420954581231,29908688.612890676,0.001,29908.688612890677
mnist,dp_kfm_a,public,0.5,42,5,conv1,True,0.9663790212973998,0.9715354833250512,conv1,160.0,130.01493100071374,160,1.0,206922,1.2306278884163053,19996248,19.665253072995654,0.8263141754007844,103.2540001493712,386.72217842496497,0.03049287652583704,11.792271636515178
mnist,dp_kfm_a,public,0.5,42,5,conv2,True,0.968655367541697,0.8887079807998807,conv2,4640.0,1443.8127006795758,4640,1.0,206922,3.213713245364886,19996248,277.76565681447613,0.9668934916003453,1337.6478804953604,77153.76010557734,0.0016306846082276847,125.81344907105616
mnist,dp_kfm_a,public,0.5,42,5,fc1,True,0.7520648473977618,0.6908212500231042,fc1,200832.0,50039.65748847624,200832,1.0,206922,4.01345672772141,19996248,1545.324233684659,1.0943984803050901,38403.75935275151,2388026.9872130784,0.001,2388.0269872130784
mnist,dp_kfm_a,public,0.5,42,5,fc2,True,0.9361148195753691,0.44275021016823096,fc2,1290.0,3873.013322325355,1290,1.0,206922,0.3330739898476478,19996248,5396.3934794876295,1.7541731054482497,157.8729074729372,29121062.585456606,0.001,29121.062585456606
