p,seed,epoch,layer,mean,median,p90,p99
0.0,42,1,conv1,0.0021703161764889956,0.0012629705015569925,0.004369847476482391,0.017267193645238876
0.0,42,1,conv2,0.019401485100388527,0.014900397509336472,0.03176531195640564,0.08156876266002655
0.0,42,1,fc1,0.6824854612350464,0.6756571531295776,0.7473964691162109,0.8310257196426392
0.0,42,1,fc2,0.2959427833557129,0.30654412508010864,0.35800501704216003,0.39674538373947144
0.0,42,2,conv1,0.0012082252651453018,0.0010058514308184385,0.0021718183998018503,0.004143149591982365
0.0,42,2,conv2,0.023428119719028473,0.022862639278173447,0.031167715787887573,0.038744036108255386
0.0,42,2,fc1,0.6749868988990784,0.6771128177642822,0.7178875803947449,0.7499759793281555
0.0,42,2,fc2,0.300376832485199,0.2985103726387024,0.3488416075706482,0.39150136709213257
0.0,42,3,conv1,0.0011927062878385186,0.0010322794551029801,0.0020252084359526634,0.0035047803539782763
0.0,42,3,conv2,0.030922241508960724,0.030566029250621796,0.03890996426343918,0.0466705858707428
0.0,42,3,fc1,0.6518744826316833,0.6547222137451172,0.6976974010467529,0.7255052924156189
0.0,42,3,fc2,0.3160105347633362,0.31296679377555847,0.3686559498310089,0.4101978540420532
0.0,42,4,conv1,0.0013948602136224508,0.0012481182347983122,0.0023062536492943764,0.003585192607715726
0.0,42,4,conv2,0.03813529387116432,0.03734155371785164,0.04897122457623482,0.05774682015180588
0.0,42,4,fc1,0.633322536945343,0.637229323387146,0.6793472170829773,0.7092325687408447
0.0,42,4,fc2,0.3271472752094269,0.3214774429798126,0.38432109355926514,0.4264332950115204
0.0,42,5,conv1,0.0016268522012978792,0.0014915752690285444,0.002563116606324911,0.003854552749544382
0.0,42,5,conv2,0.045354198664426804,0.04498257488012314,0.05746953561902046,0.06720457226037979
0.0,42,5,fc1,0.6179628968238831,0.619468092918396,0.6685444712638855,0.698886513710022
0.0,42,5,fc2,0.33505600690841675,0.33239197731018066,0.39185526967048645,0.4381677806377411
