method,seed,epoch,interval,global_update_index,interval_steps,feedback_type,update_after_step,applies_from_step,layer,E_G_norm,correction_G_norm,K_G_min_eigenvalue,K_G_max_eigenvalue,E_A_norm,correction_A_norm,K_A_min_eigenvalue,K_A_max_eigenvalue
Wiener-Residual-AG,42,2,2,6,2,wiener_filtered_grad,4,5,conv2,0.010512457269410115,0.05874480899193456,0.9048374180359599,1.0591786057817414,0.09310013365510648,0.033562112472703846,0.9048374180359596,1.0115442346235068
Wiener-Residual-AG,42,2,2,6,2,wiener_filtered_grad,4,5,fc1,0.012806500971460258,0.06191992175391231,0.9048374180359593,1.073312787306085,0.507384094375128,0.02512121638983569,0.9048374180359597,1.0052355263316133
Wiener-Residual-AG,42,2,2,6,2,wiener_filtered_grad,4,5,fc2,0.0040242017773232585,0.07404640920565071,0.9048374180359596,1.060157465298209,0.1581023893239242,0.027533005555425136,0.9048374180359595,1.005143155230282
Wiener-Residual-AG,42,2,3,7,2,wiener_filtered_grad,6,7,conv1,0.01780978182058887,0.062349362405103165,0.9048374180359596,1.0277518328830992,0.009017675238664717,0.0740438027794459,0.9048374180359599,1.0460832394849109
Wiener-Residual-AG,42,2,3,7,2,wiener_filtered_grad,6,7,conv2,0.010542294610922489,0.07284883635925579,0.9048374180359596,1.0579441169398287,0.09388444572035341,0.04143657769201881,0.9048374180359596,1.0114830951477647
Wiener-Residual-AG,42,2,3,7,2,wiener_filtered_grad,6,7,fc1,0.012724770594681386,0.07611475521899838,0.9048374180359597,1.071483811111755,0.5092550287225677,0.030644581517075217,0.9048374180359595,1.0051801226239172
Wiener-Residual-AG,42,2,3,7,2,wiener_filtered_grad,6,7,fc2,0.0036515938166254325,0.09835713977023268,0.90483741803596,1.0835654278161617,0.14412118472344,0.033031544219251203,0.9048374180359593,1.0051660351016147
Wiener-Residual-AG,42,2,4,8,2,wiener_filtered_grad,8,9,conv1,0.01774694091088829,0.0751451217785613,0.9048374180359599,1.0330945882139622,0.008865998089330746,0.08349851575893172,0.9048374180359595,1.0602284777825952
Wiener-Residual-AG,42,2,4,8,2,wiener_filtered_grad,8,9,conv2,0.010947918507212303,0.08888284350004315,0.9048374180359599,1.0635484936201705,0.09720165619795286,0.04917009994723906,0.9048374180359592,1.0125221623080207
Wiener-Residual-AG,42,2,4,8,2,wiener_filtered_grad,8,9,fc1,0.012544456963143142,0.0894596968788973,0.9048374180359595,1.0795896512594458,0.5042609602280554,0.03558273119631099,0.9048374180359595,1.0053334056909566
Wiener-Residual-AG,42,2,4,8,2,wiener_filtered_grad,8,9,fc2,0.0037249588536624745,0.1166896144774194,0.9048374180359595,1.0699964400493072,0.15312033267458444,0.03808181337481254,0.9048374180359601,1.0054682410261346
Wiener-Residual-AOnly,42,1,1,1,2,wiener_filtered_grad,2,3,conv1,0.018529095422879463,0.0,1.0,1.0,0.009972771012233431,0.03863492230761859,0.90483741803596,1.0359809846528294
Wiener-Residual-AOnly,42,1,1,1,2,wiener_filtered_grad,2,3,conv2,0.010356243480720008,0.0,1.0,1.0,0.0940152611737919,0.026173954942100657,0.90483741803596,1.0127788714855164
Wiener-Residual-AOnly,42,1,1,1,2,wiener_filtered_grad,2,3,fc1,0.012577776390221913,0.0,1.0,1.0,0.5060662834195956,0.0180615964022925,0.9048374180359595,1.0053449003416188
Wiener-Residual-AOnly,42,1,1,1,2,wiener_filtered_grad,2,3,fc2,0.0037921492982779816,0.0,1.0,1.0,0.1538351862717372,0.019096867442103593,0.9048374180359594,1.0054941010273637
Wiener-Residual-AOnly,42,1,2,2,2,wiener_filtered_grad,4,5,conv1,0.019706508462617033,0.0,1.0,1.0,0.00996977378223119,0.06580796043722109,0.9172190378264743,1.0594956141315386
Wiener-Residual-AOnly,42,1,2,2,2,wiener_filtered_grad,4,5,conv2,0.010749990873142235,0.0,1.0,1.0,0.0938560180953568,0.03557157360349737,0.9048374180359594,1.0114508653442007
Wiener-Residual-AOnly,42,1,2,2,2,wiener_filtered_grad,4,5,fc1,0.012453216220062924,0.0,1.0,1.0,0.5074903065022955,0.025642528724886454,0.9048374180359594,1.0053995779049991
Wiener-Residual-AOnly,42,1,2,2,2,wiener_filtered_grad,4,5,fc2,0.003944748825599258,0.0,1.0,1.0,0.14846015611025648,0.026155048237457897,0.9048374180359591,1.0050486505730218
Wiener-Residual-AOnly,42,1,3,3,2,wiener_filtered_grad,6,7,conv1,0.017892065836960687,0.0,1.0,1.0,0.008990868249234826,0.07690608368449883,0.9182976645777383,1.0522153384236805
Wiener-Residual-AOnly,42,1,3,3,2,wiener_filtered_grad,6,7,conv2,0.010651735283478177,0.0,1.0,1.0,0.09585231019063717,0.04313050238038193,0.9048374180359599,1.0118640537176165
Wiener-Residual-AOnly,42,1,3,3,2,wiener_filtered_grad,6,7,fc1,0.012462127390271444,0.0,1.0,1.0,0.5057396698861872,0.03130598139852447,0.9048374180359596,1.0053118124046254
Wiener-Residual-AOnly,42,1,3,3,2,wiener_filtered_grad,6,7,fc2,0.0038316427362263495,0.0,1.0,1.0,0.15039214211284857,0.03181351100612624,0.9048374180359596,1.0050774308786572
Wiener-Residual-AOnly,42,1,4,4,2,wiener_filtered_grad,8,9,conv1,0.01475658314661857,0.0,1.0,1.0,0.007138401945899792,0.0850677781469445,0.9295998129034979,1.0434386761343912
Wiener-Residual-AOnly,42,1,4,4,2,wiener_filtered_grad,8,9,conv2,0.01037947015817923,0.0,1.0,1.0,0.09416448170881454,0.050372153323115586,0.9048374180359594,1.012634799082803
Wiener-Residual-AOnly,42,1,4,4,2,wiener_filtered_grad,8,9,fc1,0.012621704139693215,0.0,1.0,1.0,0.5058776837920613,0.03603355618052804,0.9048374180359599,1.0052779444405944
Wiener-Residual-AOnly,42,1,4,4,2,wiener_filtered_grad,8,9,fc2,0.0035650337837513056,0.0,1.0,1.0,0.15245934319406806,0.036729319704132304,0.9048374180359595,1.0054263598420872
Wiener-Residual-AOnly,42,2,1,5,2,wiener_filtered_grad,2,3,conv1,0.01706478153065517,0.0,1.0,1.0,0.008485338518817033,0.045559463683354964,0.9048374180359592,1.0505627243360283
Wiener-Residual-AOnly,42,2,1,5,2,wiener_filtered_grad,2,3,conv2,0.01090287244095937,0.0,1.0,1.0,0.09701237890052791,0.023370700339387054,0.9048374180359595,1.0112595754583622
Wiener-Residual-AOnly,42,2,1,5,2,wiener_filtered_grad,2,3,fc1,0.012424485263747122,0.0,1.0,1.0,0.5034512790057284,0.017780886632799458,0.9048374180359599,1.0052627917181858
Wiener-Residual-AOnly,42,2,1,5,2,wiener_filtered_grad,2,3,fc2,0.003235864996311992,0.0,1.0,1.0,0.14342490801630903,0.020622881168927548,0.9048374180359596,1.0060141008878891
Wiener-Residual-AOnly,42,2,2,6,2,wiener_filtered_grad,4,5,conv1,0.022339292731875675,0.0,1.0,1.0,0.011341544410783916,0.07104419353491985,0.9048374180359597,1.0554347949541873
Wiener-Residual-AOnly,42,2,2,6,2,wiener_filtered_grad,4,5,conv2,0.010512457513751385,0.0,1.0,1.0,0.09310013485293667,0.03356211271827099,0.90483741803596,1.0115442342675967
Wiener-Residual-AOnly,42,2,2,6,2,wiener_filtered_grad,4,5,fc1,0.012806503630810182,0.0,1.0,1.0,0.5073844316057452,0.02512068916674286,0.9048374180359595,1.0052354945891733
Wiener-Residual-AOnly,42,2,2,6,2,wiener_filtered_grad,4,5,fc2,0.004009973802904375,0.0,1.0,1.0,0.15808062146066104,0.02758837110814207,0.9048374180359593,1.005158730382377
Wiener-Residual-AOnly,42,2,3,7,2,wiener_filtered_grad,6,7,conv1,0.01780978347629966,0.0,1.0,1.0,0.009017675618149815,0.074043814933472,0.9048374180359597,1.0460832454635678
Wiener-Residual-AOnly,42,2,3,7,2,wiener_filtered_grad,6,7,conv2,0.01054229450143209,0.0,1.0,1.0,0.09388444820614712,0.04143657761193251,0.9048374180359595,1.0114830952511638
Wiener-Residual-AOnly,42,2,3,7,2,wiener_filtered_grad,6,7,fc1,0.012724900284810397,0.0,1.0,1.0,0.509256688674495,0.030644206096394854,0.9048374180359597,1.0051801639528823
Wiener-Residual-AOnly,42,2,3,7,2,wiener_filtered_grad,6,7,fc2,0.0036462912167332454,0.0,1.0,1.0,0.14394787836379316,0.033079670555448394,0.9048374180359599,1.005171226017159
Wiener-Residual-AOnly,42,2,4,8,2,wiener_filtered_grad,8,9,conv1,0.017746942162272048,0.0,1.0,1.0,0.008865999003937796,0.08349853835670404,0.9048374180359599,1.0602284638952004
Wiener-Residual-AOnly,42,2,4,8,2,wiener_filtered_grad,8,9,conv2,0.010947918004646447,0.0,1.0,1.0,0.09720165852583745,0.04917010197637969,0.9048374180359597,1.0125221644422422
Wiener-Residual-AOnly,42,2,4,8,2,wiener_filtered_grad,8,9,fc1,0.012544514635879283,0.0,1.0,1.0,0.5042647648536283,0.035582202005520557,0.9048374180359597,1.0053332703305928
Wiener-Residual-AOnly,42,2,4,8,2,wiener_filtered_grad,8,9,fc2,0.0037387496919396106,0.0,1.0,1.0,0.15310990075613917,0.03810404690993763,0.9048374180359596,1.0054537951284046
