method,seed,epoch,interval,global_update_index,interval_steps,feedback_type,update_after_step,applies_from_step,layer,E_G_norm,correction_G_norm,K_G_min_eigenvalue,K_G_max_eigenvalue,E_A_norm,correction_A_norm,K_A_min_eigenvalue,K_A_max_eigenvalue
Wiener-Residual-AG,42,1,1,1,2,wiener_filtered_grad,2,3,conv1,0.018529095428525693,0.031433185898532445,0.9048374180359596,1.022473004155903,0.0099727710122702,0.03863492232171016,0.90483741803596,1.035980984671076
Wiener-Residual-AG,42,1,1,1,2,wiener_filtered_grad,2,3,conv2,0.010356243480720008,0.043639735318348506,0.9048374180359597,1.0654373343339225,0.0940152611737919,0.026173954942100657,0.90483741803596,1.0127788714855164
Wiener-Residual-AG,42,1,1,1,2,wiener_filtered_grad,2,3,fc1,0.012577776390221913,0.04593883924210301,0.9048374180359595,1.0776850715464288,0.5060662834195956,0.0180615964022925,0.9048374180359595,1.0053449003416188
Wiener-Residual-AG,42,1,1,1,2,wiener_filtered_grad,2,3,fc2,0.0037921492982779816,0.0498413204875496,0.9195670840242509,1.08015408655746,0.1538351862717372,0.019096867442103593,0.9048374180359594,1.0054941010273637
Wiener-Residual-AG,42,1,2,2,2,wiener_filtered_grad,4,5,conv1,0.01970621513702784,0.05616209292169341,0.9048374180359596,1.0372869830192897,0.009969612925991482,0.06580715496636062,0.917218274338263,1.0594943531169039
Wiener-Residual-AG,42,1,2,2,2,wiener_filtered_grad,4,5,conv2,0.010749964315817647,0.058453299603756795,0.9048374180359595,1.0557338906765312,0.093855641898916,0.03557144271280167,0.9048374180359596,1.0114507697497683
Wiener-Residual-AG,42,1,2,2,2,wiener_filtered_grad,4,5,fc1,0.012453251195300379,0.06405853517315503,0.9048374180359597,1.075844697838505,0.5074907354845098,0.025642529743835473,0.9048374180359595,1.005399578263616
Wiener-Residual-AG,42,1,2,2,2,wiener_filtered_grad,4,5,fc2,0.003945962339827277,0.06284841265972312,0.9048374180359596,1.0678779415246298,0.1484717455862945,0.026153166529449955,0.9048374180359597,1.0050476489097067
Wiener-Residual-AG,42,1,3,3,2,wiener_filtered_grad,6,7,conv1,0.017892250071105387,0.06963928972885124,0.9048374180359594,1.0337836492949664,0.008990972928897724,0.07690733244696919,0.9182938996792154,1.0522159903098998
Wiener-Residual-AG,42,1,3,3,2,wiener_filtered_grad,6,7,conv2,0.01065191412927683,0.07497535271466649,0.9048374180359594,1.0661702786014067,0.09585292257639293,0.04313035213085085,0.9048374180359596,1.0118639494243482
Wiener-Residual-AG,42,1,3,3,2,wiener_filtered_grad,6,7,fc1,0.01246209656091981,0.07910221398853452,0.9048374180359593,1.075593378074077,0.5057393639634303,0.03130603003099045,0.9048374180359596,1.0053118396416587
Wiener-Residual-AG,42,1,3,3,2,wiener_filtered_grad,6,7,fc2,0.003831708477174971,0.08212080601814592,0.9095363441832035,1.0753953706681676,0.15039564799226177,0.0318121430865427,0.9048374180359596,1.0050773400135875
Wiener-Residual-AG,42,1,4,4,2,wiener_filtered_grad,8,9,conv1,0.014756211723484108,0.08316806642782813,0.9048374180359593,1.033441358197545,0.007138079493591115,0.08506672382091068,0.9295978326794979,1.0434371057723815
Wiener-Residual-AG,42,1,4,4,2,wiener_filtered_grad,8,9,conv2,0.010379522671024929,0.08960410837931561,0.9048374180359595,1.06169259018812,0.09416488390923132,0.05037157429304481,0.9048374180359595,1.0126344541222272
Wiener-Residual-AG,42,1,4,4,2,wiener_filtered_grad,8,9,fc1,0.012621709946457551,0.09042388075983866,0.9048374180359595,1.0739858934202722,0.5058772387231535,0.036033603236792625,0.9048374180359597,1.0052779442422517
Wiener-Residual-AG,42,1,4,4,2,wiener_filtered_grad,8,9,fc2,0.003566428184418081,0.09084324118526403,0.9190069806144947,1.0613044423538998,0.15246494411455488,0.036725588829903164,0.9048374180359595,1.0054246957493564
Wiener-Residual-AG,42,2,1,5,2,wiener_filtered_grad,2,3,conv1,0.017064779939467305,0.037757185103937135,0.9048374180359597,1.031892245574134,0.008485336843689018,0.045559457293748266,0.9048374180359597,1.0505627350039775
Wiener-Residual-AG,42,2,1,5,2,wiener_filtered_grad,2,3,conv2,0.010902872427875028,0.043397658535760414,0.9048374180359591,1.0628437613577526,0.097012378576106,0.02337069960681129,0.9048374180359597,1.01125957518191
Wiener-Residual-AG,42,2,1,5,2,wiener_filtered_grad,2,3,fc1,0.01242460567707917,0.043267243120215446,0.9048374180359597,1.0724777001395371,0.5034524227082006,0.017781506413304966,0.9048374180359594,1.0052629791782604
Wiener-Residual-AG,42,2,1,5,2,wiener_filtered_grad,2,3,fc2,0.0032335903902582738,0.04996915074036503,0.9253051569925113,1.0843695970729015,0.14340989021287534,0.02060013996946058,0.9048374180359596,1.006006921392344
Wiener-Residual-AG,42,2,2,6,2,wiener_filtered_grad,4,5,conv1,0.022339292623019577,0.057465920342261244,0.9048374180359599,1.0337539492443926,0.011341545626879784,0.07104418074448499,0.9048374180359595,1.055434778853769
