p,seed,epoch,layer,mean,median,p90,p99
0.75,2024,1,conv1,7.736540283076465e-05,5.700004112441093e-05,0.0001624168362468481,0.00034804371534846723
0.75,2024,1,conv2,0.009370308369398117,0.00755495298653841,0.017790138721466064,0.031431034207344055
0.75,2024,1,fc1,0.500980019569397,0.5027012825012207,0.6069817543029785,0.7426102161407471
0.75,2024,1,fc2,0.48957231640815735,0.4881850481033325,0.6054309010505676,0.7075608372688293
0.75,2024,2,conv1,0.0006865064497105777,0.0006025769398547709,0.0011657081777229905,0.001885628211311996
0.75,2024,2,conv2,0.033549387007951736,0.03191173076629639,0.0452052541077137,0.06313187628984451
0.75,2024,2,fc1,0.7533922791481018,0.7556467056274414,0.839384913444519,0.8752728700637817
0.75,2024,2,fc2,0.21237187087535858,0.20889705419540405,0.30326610803604126,0.3903612196445465
0.75,2024,3,conv1,0.0013167770812287927,0.0011470499448478222,0.0022659010719507933,0.003672161838039756
0.75,2024,3,conv2,0.053116798400878906,0.05018283426761627,0.0741439089179039,0.10252577066421509
0.75,2024,3,fc1,0.6742015480995178,0.6823375225067139,0.7834826111793518,0.8521097898483276
0.75,2024,3,fc2,0.27136480808258057,0.2622142434120178,0.40733858942985535,0.5162875056266785
0.75,2024,4,conv1,0.0019301516003906727,0.0016860624309629202,0.0032753737177699804,0.005011974833905697
0.75,2024,4,conv2,0.06511066854000092,0.06346533447504044,0.08355250954627991,0.10283197462558746
0.75,2024,4,fc1,0.737860381603241,0.7386777400970459,0.8478051424026489,0.8968968391418457
0.75,2024,4,fc2,0.19509874284267426,0.19263219833374023,0.3116605281829834,0.3989659547805786
0.75,2024,5,conv1,0.0030280095525085926,0.002534551778808236,0.005341923329979181,0.008310857228934765
0.75,2024,5,conv2,0.09320850670337677,0.09117360413074493,0.11821242421865463,0.1457866132259369
0.75,2024,5,fc1,0.742437481880188,0.7558096647262573,0.8425809741020203,0.8780445456504822
0.75,2024,5,fc2,0.16132596135139465,0.1428724229335785,0.2949705421924591,0.4072505831718445
