epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent,clip_fraction,preclip_norm_mean,preclip_norm_p90,preclip_norm_p99,powell_rate,modified_rate,damping_trigger_rate
1,234,0.6741519388225343,0.46915081610679626,0.9016,0.7861127240333559,0.5299813034188035,20.6978798544305,80.75452276580354,151.67114751563113,0.0,1.0,0.5
2,468,0.45566176559425825,0.42480494978427885,0.9253,0.8385078418579571,0.24823050213675213,13.195342999238234,50.2363188572419,153.12285356440097,0.25,0.925,0.5875
3,702,0.4132325069453472,0.378059739279747,0.9357,0.8909029596825585,0.19484508547008547,12.187802742689083,33.01889698118226,168.41846775804828,0.3333333333333333,0.9083333333333333,0.6208333333333333
4,936,0.3760448251651902,0.3135180546618998,0.9449,0.9432980775071597,0.1615418002136752,11.124681521684696,19.27491880583967,176.92350097395416,0.375,0.91875,0.646875
5,1170,0.3354643605904192,0.3141852294400334,0.9474,0.995693195331761,0.150257077991453,10.533810675653637,12.825376579776789,182.15645570021408,0.4,0.935,0.6675
