method,seed,epoch,interval,global_update_index,interval_steps,sensor_type,update_frequency,layer,NSR_G,cos_G,clean_G_norm,noisy_G_norm,NSR_A,cos_A,clean_A_norm,noisy_A_norm
CLW-Clean-Fast,42,2,2,6,2,clean,4,conv1,569.2983405830618,0.033408404616402765,7.896957019423834e-05,0.04495981480596075,406.28812906879364,0.17198796017910095,4.995633764800925e-05,0.020305199601009735
CLW-Clean-Fast,42,2,2,6,2,clean,4,conv2,7833.87315510992,-0.03808204901338055,2.46639867295576e-06,0.019321368103063393,13433.011031458218,-0.00415061084574211,1.3965640889132416e-05,0.1876005630723316
CLW-Clean-Fast,42,2,2,6,2,clean,4,fc1,44392.29158498051,-0.014965695345135697,5.224456468756388e-07,0.023192596060407952,142568.14505460384,-0.001161545697461661,7.034340645156515e-06,1.0028730318349355
CLW-Clean-Fast,42,2,2,6,2,clean,4,fc2,1068.7357200339384,-0.060915445442672814,5.867704697090708e-06,0.006270666494592969,3132.587049547451,0.01953780710032298,9.405850224999181e-05,0.2946482718705
CLW-Clean-Fast,42,2,3,7,1,clean,4,conv1,341.89963422169643,-0.09183020604043289,6.87401143437513e-05,0.023495808190381214,294.9781476980234,0.028147692993735467,3.840685323960234e-05,0.011330198739514562
CLW-Clean-Fast,42,2,3,7,1,clean,4,conv2,5251.785128513292,0.07897674039377986,2.6406267885001814e-06,0.013868218053540823,10407.851347942506,-0.012529281173316332,1.2753471720692894e-05,0.13273608784249505
CLW-Clean-Fast,42,2,3,7,1,clean,4,fc1,27270.19900852,-0.005533489178924796,6.014940638555572e-07,0.01640288675425719,95906.78315893744,-0.0005661094051428108,7.408016987010485e-06,0.7104791704853531
CLW-Clean-Fast,42,2,3,7,1,clean,4,fc2,773.5520465561859,0.07677946877756757,5.3730532979094505e-06,0.004156746254554222,2734.5259185056566,-0.004545724914110807,7.38507758928237e-05,0.20194651430675278
CLW-Clean-Fast,42,2,4,8,2,clean,4,conv1,485.764861073932,0.1156320979858069,7.941558225950748e-05,0.038586402112605826,371.81819283479723,0.1793602593803281,5.120141413580546e-05,0.019046734516850378
CLW-Clean-Fast,42,2,4,8,2,clean,4,conv2,8616.574828762643,0.0028640678751542577,2.2219653643957725e-06,0.019145745680884646,13469.01453073332,0.007458698018824897,1.354937373311499e-05,0.1824968257204495
CLW-Clean-Fast,42,2,4,8,2,clean,4,fc1,51306.733382665094,-0.0044908478990186955,4.5912748224109854e-07,0.023556380560195156,146422.75142154124,-0.0003916542976664087,6.8976959798869205e-06,1.0099797675420317
CLW-Clean-Fast,42,2,4,8,2,clean,4,fc2,1858.5519769339164,-0.09288811825838893,4.301347481602988e-06,0.007993879021079533,3735.4988254355876,0.004976912280525991,7.943062635031745e-05,0.2967133998583991
