method,seed,epoch,layer,mean,median,p90,p99
M1_full_ghost,3407,1,conv1,0.0004889998235739768,0.0003126029623672366,0.0008878939552232623,0.003794410265982151
M1_full_ghost,3407,1,conv2,0.02747534029185772,0.02054998092353344,0.0525105856359005,0.11058884114027023
M1_full_ghost,3407,1,fc1,0.8753423690795898,0.9192048907279968,0.9390994906425476,0.9559406638145447
M1_full_ghost,3407,1,fc2,0.09669331461191177,0.0561956912279129,0.09091506898403168,0.6723511815071106
M1_full_ghost,3407,2,conv1,0.03328574448823929,0.027599921450018883,0.06291463971138,0.1099206805229187
M1_full_ghost,3407,2,conv2,0.23922012746334076,0.22124356031417847,0.3886370062828064,0.5287365913391113
M1_full_ghost,3407,2,fc1,0.6279784440994263,0.6338024139404297,0.7538893222808838,0.8184645175933838
M1_full_ghost,3407,2,fc2,0.09951569139957428,0.023123832419514656,0.24275141954421997,0.3397125005722046
M1_full_ghost,3407,3,conv1,0.044184841215610504,0.0358121357858181,0.0848272517323494,0.15324506163597107
M1_full_ghost,3407,3,conv2,0.207965686917305,0.19137634336948395,0.331425279378891,0.45030927658081055
M1_full_ghost,3407,3,fc1,0.6871494650840759,0.6994880437850952,0.7936081290245056,0.8479418754577637
M1_full_ghost,3407,3,fc2,0.060700032860040665,0.06068796664476395,0.13705873489379883,0.20530714094638824
M1_full_ghost,3407,4,conv1,0.04604587331414223,0.035564832389354706,0.09127230197191238,0.1680515855550766
M1_full_ghost,3407,4,conv2,0.22435405850410461,0.21421487629413605,0.333699107170105,0.42925718426704407
M1_full_ghost,3407,4,fc1,0.6554737687110901,0.664962887763977,0.7592921853065491,0.8108615279197693
M1_full_ghost,3407,4,fc2,0.07412631064653397,0.07775908708572388,0.161290243268013,0.263714075088501
M1_full_ghost,3407,5,conv1,0.04393044486641884,0.034750811755657196,0.08637955039739609,0.15848594903945923
M1_full_ghost,3407,5,conv2,0.2235877811908722,0.21973639726638794,0.33995452523231506,0.44998452067375183
M1_full_ghost,3407,5,fc1,0.6052672266960144,0.6337811350822449,0.7299343347549438,0.7830531001091003
M1_full_ghost,3407,5,fc2,0.12713102996349335,0.08084432780742645,0.38883551955223083,0.706017017364502
