p,seed,epoch,m_p,m_reference,scale_match,operator_gain_p10,operator_gain_p50,operator_gain_p90,operator_gain_p99,transformed_eig_p10,transformed_eig_p50,transformed_eig_p90,transformed_eig_p99,transformed_condition_proxy
0.0,42,1,6748.74328558338,34275.441083965314,2.253616802384591,2.253616802384591,2.253616802384591,2.253616802384591,2.253616802384591,0.0,4.6029057917100727e-08,0.0569023420929942,1.2780558821222636,inf
0.125,42,1,4731.178035904421,34275.441083965314,2.6915774471255904,4.668683807815405,6.38272875406101,6.3827359848655485,6.3827359848655485,0.0,3.692195763181784e-07,0.2442074572887229,2.5714312924763694,inf
0.25,42,1,6213.642841692844,34275.441083965314,2.3486504361541645,7.0663239789299706,13.20740206219132,13.20743198675824,13.20743198675824,0.0,1.580908520324246e-06,0.5594446027609605,2.76165695533089,inf
0.375,42,1,13117.136076622292,34275.441083965314,1.6164862477852333,8.43596477593897,21.556117301243518,21.556190562188824,21.556190562188824,0.0,4.211269342290025e-06,0.7973325852630665,1.845224163088082,inf
0.5,42,1,34275.441083965314,34275.441083965314,1.0,9.052120460383478,31.622633304058105,31.622776601683796,31.622776601683796,0.0,9.062917075514164e-06,0.918059115131706,0.9960418403310498,inf
0.625,42,1,99124.14977087322,34275.441083965314,0.5880331211876101,9.232933220409816,44.09601347151774,44.09626324742791,44.09626324742791,0.0,1.762262498535503e-05,0.9918436670319032,1.0397305885354442,inf
0.75,42,1,305251.5558590117,34275.441083965314,0.3350908607474391,9.126159822983988,59.58811278113353,59.58851781593909,59.58851781593909,0.0,3.218038268858411e-05,1.1048258957207029,1.3530439835958372,inf
1.0,42,1,3295229.2382600824,34275.441083965314,0.1019879142089508,8.356979936153081,101.98698990094168,101.98791420895084,101.98791420895084,0.0,9.426739159763832e-05,1.3521581991155205,2.574893765362152,inf
