p,seed,epoch,layer,mean,median,p90,p99
0.125,3407,1,conv1,0.0015787051524966955,0.0010725886095315218,0.0031263765413314104,0.009607121348381042
0.125,3407,1,conv2,0.014854254201054573,0.011083798483014107,0.028840983286499977,0.05973192676901817
0.125,3407,1,fc1,0.5832390189170837,0.5698127746582031,0.6649466156959534,0.8202692866325378
0.125,3407,1,fc2,0.4003279507160187,0.4178144335746765,0.4748421013355255,0.5187375545501709
0.125,3407,2,conv1,0.006348286755383015,0.00550038181245327,0.010872655548155308,0.017626311630010605
0.125,3407,2,conv2,0.05348331108689308,0.0514625683426857,0.0693342462182045,0.09520257264375687
0.125,3407,2,fc1,0.5883084535598755,0.5871837139129639,0.6456089615821838,0.6877850294113159
0.125,3407,2,fc2,0.3518599271774292,0.3519832193851471,0.4109419882297516,0.46038568019866943
0.125,3407,3,conv1,0.00795090664178133,0.007335036061704159,0.012158113531768322,0.018458843231201172
0.125,3407,3,conv2,0.07629954814910889,0.0742824375629425,0.0960000604391098,0.12062560766935349
0.125,3407,3,fc1,0.598250150680542,0.5982878804206848,0.639898955821991,0.6727758646011353
0.125,3407,3,fc2,0.31749939918518066,0.31614065170288086,0.3622794449329376,0.40446603298187256
0.125,3407,4,conv1,0.009067347273230553,0.008675158023834229,0.013477660715579987,0.01812911406159401
0.125,3407,4,conv2,0.09318489581346512,0.09031257033348083,0.11856736987829208,0.1486426293849945
0.125,3407,4,fc1,0.5865040421485901,0.5867096185684204,0.6276784539222717,0.6579627394676208
0.125,3407,4,fc2,0.3112436830997467,0.308122843503952,0.35965412855148315,0.4092439115047455
0.125,3407,5,conv1,0.009950969368219376,0.009409683756530285,0.01475946418941021,0.0201759934425354
0.125,3407,5,conv2,0.10776121914386749,0.10353323817253113,0.14032454788684845,0.1728970855474472
0.125,3407,5,fc1,0.5749578475952148,0.5756291151046753,0.615240752696991,0.6452130079269409
0.125,3407,5,fc2,0.3073299527168274,0.3030857741832733,0.359108567237854,0.41221579909324646
