method,seed,epoch,interval,alpha,alpha_over_tau2,wiener_gain_mean,wiener_gain_median,wiener_gain_p10,wiener_gain_p90,wiener_gain_min,wiener_gain_max,cos_raw,cos_filtered,NSR_raw,NSR_filtered,layer,tau2,interval_steps,fitted_batches,first_batch_identity
Wiener-Residual-AG,42,3,5,2.4296326823656867e-06,0.13956751075190413,0.08329083078901393,0.021739130434782608,0.021739130434782608,0.2952088412178608,0.021739130434782608,0.7069945939668594,0.012514383816757364,-0.01857018371008274,45.07778239706221,8.208692246503398,conv1,1.7408297026122455e-05,46,45,True
Wiener-Residual-AG,42,3,5,2.535332857266626e-06,0.1456393381536498,0.06757266613791975,0.021739130434782608,0.021739130434782608,0.21516986725327242,0.021739130434782608,0.6723894988837027,0.020475637764866432,0.008024357906795164,67.20606382164279,9.911851645044276,conv2,1.7408297026122455e-05,46,45,True
Wiener-Residual-AG,42,3,5,3.496294957220145e-06,0.20084072278716822,0.054975553719602444,0.021739130434782608,0.021739130434782608,0.14469669330888438,0.021739130434782608,0.637616930453856,0.0163975070626727,0.007179940154199727,62.431507002361336,7.629259263271423,fc1,1.7408297026122455e-05,46,45,True
Wiener-Residual-AG,42,3,5,3.596975545968668e-06,0.2066242057204754,0.055814991418487836,0.021739130434782608,0.021739130434782608,0.14699389077348943,0.021739130434782608,0.609948849066923,0.04328063953559166,0.006754947550804712,22.988454031958224,3.0126641131817897,fc2,1.7408297026122455e-05,46,45,True
Wiener-Residual-AG,42,4,1,2.3673028838148687e-06,0.13598704573242018,0.08901023981634894,0.02127659574468085,0.02127659574468085,0.3058864971268024,0.02127659574468085,0.6412554436576703,0.0072018591232211856,0.009967221520054487,37.188921723395325,6.671396990096962,conv1,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,4,1,2.534789399737671e-06,0.14560811984848546,0.06772817403957174,0.02127659574468085,0.02127659574468085,0.2203604810524542,0.02127659574468085,0.6724689394911602,0.011968861257176751,0.002391971118034485,69.634325776302,10.474379487007761,conv2,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,4,1,3.488344848268446e-06,0.2003840377398158,0.05572607317155683,0.02127659574468085,0.02127659574468085,0.1523469782920338,0.02127659574468085,0.6309224634739606,0.016362874274883362,0.007004706921866107,61.919237999446864,7.703436166180171,fc1,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,4,1,3.5346062504680323e-06,0.20304147184323035,0.050980679825175464,0.02127659574468085,0.02127659574468085,0.11998176408071835,0.02127659574468085,0.5670176985517101,0.05079070161744608,0.026308976657153073,22.037862432491558,2.6741049892688187,fc2,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,4,2,2.2854969247341106e-06,0.13128779462485918,0.08615213714552973,0.02127659574468085,0.02127659574468085,0.27303891934793806,0.02127659574468085,0.6504181677729426,0.04131289458214314,0.01623210894425116,37.194050700973214,6.792882834224219,conv1,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,4,2,2.5844199638040976e-06,0.1484590916576149,0.06981303658239801,0.02127659574468085,0.02127659574468085,0.23348290068058414,0.02127659574468085,0.6706220163699765,0.020679456222559355,0.006549614363211345,66.09233586760564,10.393864778412837,conv2,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,4,2,3.474922689313375e-06,0.19961301694812503,0.05512104657071332,0.02127659574468085,0.02127659574468085,0.14910738882510322,0.02127659574468085,0.6308887612792322,0.015669722540545748,0.006957022202853798,64.67317924135877,8.163619107138183,fc1,1.7408297026122455e-05,47,46,True
