method,seed,epoch,privacy_valid,base_reset_error,train_loss,test_loss,test_accuracy,epsilon_spent,clip_fraction,mean_clip_factor,layer,base_W_kron,base_W_G,base_W_A,base_log_kappa_kron,corrected_W_kron,corrected_W_G,corrected_W_A,corrected_log_kappa_kron,gain_A,gain_G,gain_kron
Wiener-Residual-AG,42,1,True,0.0,0.8933569792753611,0.5886460252016783,0.92,0.7861127240333559,0.6183894230769231,0.41008973610338667,conv1,1.214663666124097,0.8237211537321015,0.6890277698045604,4.663879583708031,1.2349349654853208,0.8960904506405646,0.6328478650645258,4.648378992681689,0.08153503705078492,-0.08785654778995719,-0.016688816770084162
Wiener-Residual-AG,42,1,True,0.0,0.8933569792753611,0.5886460252016783,0.92,0.7861127240333559,0.6183894230769231,0.41008973610338667,conv2,5.996738194043589,0.5418292764287005,5.250958477578355,14.186088051139663,5.94538822960006,0.5531481829864653,5.179946837037466,14.092620484303184,0.013523557812180302,-0.020890171591261837,0.008562982538496232
Wiener-Residual-AG,42,1,True,0.0,0.8933569792753611,0.5886460252016783,0.92,0.7861127240333559,0.6183894230769231,0.41008973610338667,fc1,96.66346764957069,3.8008584799860916,24.575987660760674,inf,93.36888704558972,3.782684224221089,23.843846851023255,inf,0.029790900770445716,0.0047816186423939545,0.03408299623519256
Wiener-Residual-AG,42,1,True,0.0,0.8933569792753611,0.5886460252016783,0.92,0.7861127240333559,0.6183894230769231,0.41008973610338667,fc2,9.717689944243487,0.5738997296000241,8.413620278444833,55.02555129411196,8.728839202903492,0.5853130163414159,7.516332704333854,54.494932264685254,0.10664702523000402,-0.019887248856775327,0.10175779912856399
Wiener-Residual-AG,42,2,True,0.0,0.6215212550173458,0.5536947336554527,0.9389,0.8385078418579571,0.2635884081196581,0.761310718762569,conv1,0.7743706426986399,0.2916078454672389,0.6886827689390913,3.1621106389246765,0.8399763858331474,0.32240470798110465,0.7382200597084193,3.5162822717510034,-0.07193049253379707,-0.10561054166605295,-0.0847213718044308
Wiener-Residual-AG,42,2,True,0.0,0.6215212550173458,0.5536947336554527,0.9389,0.8385078418579571,0.2635884081196581,0.761310718762569,conv2,4.315885067345234,0.3967093241562966,3.994751190515892,14.194814490679663,4.361020468180472,0.4272174330020855,3.9910841520072506,14.31333424350931,0.0009179641819363677,-0.07690292863842342,-0.010457970991104614
Wiener-Residual-AG,42,2,True,0.0,0.6215212550173458,0.5536947336554527,0.9389,0.8385078418579571,0.2635884081196581,0.761310718762569,fc1,81.89398991594018,3.738353674368411,21.140315863453658,inf,81.63023065791079,3.7528547058515205,20.995899688270836,inf,0.006831315866594131,-0.003878988652821747,0.0032207401092574717
Wiener-Residual-AG,42,2,True,0.0,0.6215212550173458,0.5536947336554527,0.9389,0.8385078418579571,0.2635884081196581,0.761310718762569,fc2,8.616731388595534,0.5584435221386287,7.507320510702123,50.35045985546218,8.694869196172274,0.6038923108302925,7.425003777208646,50.33694337365162,0.010964862013834339,-0.08138475403495063,-0.00906814940061344
Wiener-Residual-AG,42,3,True,0.0,0.5960823073983192,0.5180460421918622,0.9457,0.8909029596825585,0.2033420138888889,0.8156583110491434,conv1,0.7711653323174603,0.28131972111543824,0.6911917181701429,3.044879215581922,0.8265090964395508,0.33358058586441713,0.7173428637375943,3.38261896038007,-0.03783486532026707,-0.1857703560268137,-0.07176640572751725
Wiener-Residual-AG,42,3,True,0.0,0.5960823073983192,0.5180460421918622,0.9457,0.8909029596825585,0.2033420138888889,0.8156583110491434,conv2,3.381703463930304,0.36589365331025153,3.1571500762990294,11.594291007049048,3.4075227506728605,0.38819582028745997,3.155889379843218,11.539941523805378,0.00039931470641058574,-0.06095259312491491,-0.007634994321042205
Wiener-Residual-AG,42,3,True,0.0,0.5960823073983192,0.5180460421918622,0.9457,0.8909029596825585,0.2033420138888889,0.8156583110491434,fc1,79.03317800934921,3.651611168175472,20.852478906452685,inf,77.78528463265827,3.620048777920618,20.689208472970883,inf,0.007829785332202356,0.008643414865724723,0.015789487505403363
Wiener-Residual-AG,42,3,True,0.0,0.5960823073983192,0.5180460421918622,0.9457,0.8909029596825585,0.2033420138888889,0.8156583110491434,fc2,8.992957010732432,0.7089236792444766,7.31359866416804,50.57465820042667,9.11565016616866,0.7556857979998681,7.247590587852657,50.64139675675103,0.009025389462342362,-0.06596213404132223,-0.01364324941060011
Wiener-Residual-AG,42,4,True,0.0,0.6096777403965975,0.49819612655828244,0.9484,0.9432980775071597,0.1755642361111111,0.8387464261971987,conv1,0.7864736824430748,0.3223991845720193,0.6827500686540994,3.3267309260914932,0.8213383352380924,0.37566066861645936,0.6837407960457886,3.5040643995289007,-0.0014510835475158215,-0.16520353212165828,-0.04433034896567072
