epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent
1,234,0.7404976557207923,0.5144773748457432,0.9095,0.7861127240333559
2,468,0.4969839074800157,0.41998552664518357,0.9366,0.8385078418579571
3,702,0.4024184363392683,0.3193851922892965,0.9493,0.8909029596825585
4,936,0.33940268963830084,0.27861991603272906,0.9553,0.9432980775071597
5,1170,0.3193813176491322,0.2973372143615969,0.9548,0.995693195331761
