estimator,k,label_seed,layer,C_relative_error
KFAC-M-3,3,1,conv1,0.006423821207135916
KFAC-M-3,3,1,conv2,0.004375943448394537
KFAC-M-3,3,1,fc1,0.04094802588224411
KFAC-M-3,3,1,fc2,0.024082088842988014
KFAC-M-3,3,0,conv1,0.008826585486531258
KFAC-M-3,3,0,conv2,0.008370325900614262
KFAC-M-3,3,0,fc1,0.04282573238015175
KFAC-M-3,3,0,fc2,0.02853803150355816
KFAC-U-3,3,0,conv1,1.5978401899337769
KFAC-U-3,3,0,conv2,1.5104849338531494
KFAC-U-3,3,0,fc1,1.9704829454421997
KFAC-U-3,3,0,fc2,1.1191154718399048
KFAC-U-9,9,2,conv1,1.5837198495864868
KFAC-U-9,9,2,conv2,1.4939204454421997
KFAC-U-9,9,2,fc1,1.932969570159912
KFAC-U-9,9,2,fc2,1.1045113801956177
KFAC-U-3,3,1,conv1,1.5674339532852173
KFAC-U-3,3,1,conv2,1.4875156879425049
KFAC-U-3,3,1,fc1,1.9336216449737549
KFAC-U-3,3,1,fc2,1.1079939603805542
KFAC-M-3,3,2,conv1,0.018909679725766182
KFAC-M-3,3,2,conv2,0.018747083842754364
KFAC-M-3,3,2,fc1,0.04270627349615097
KFAC-M-3,3,2,fc2,0.02790931612253189
KFAC-M-9,9,1,conv1,0.004225101787596941
KFAC-M-9,9,1,conv2,0.003405768657103181
KFAC-M-9,9,1,fc1,0.02651563100516796
KFAC-M-9,9,1,fc2,0.022182146087288857
KFAC-U-3,3,2,conv1,1.6300814151763916
KFAC-U-3,3,2,conv2,1.5345711708068848
KFAC-U-3,3,2,fc1,2.0112040042877197
KFAC-U-3,3,2,fc2,1.1270601749420166
KFAC-M-1,1,2,conv1,0.01033593900501728
KFAC-M-1,1,2,conv2,0.01189972460269928
KFAC-M-1,1,2,fc1,0.08129139989614487
KFAC-M-1,1,2,fc2,0.055566392838954926
KFAC-M-9,9,0,conv1,0.009535393677651882
KFAC-M-9,9,0,conv2,0.006594744045287371
KFAC-M-9,9,0,fc1,0.02443278767168522
KFAC-M-9,9,0,fc2,0.01786368153989315
KFAC-M-1,1,0,conv1,0.012299034744501114
KFAC-M-1,1,0,conv2,0.010249914601445198
KFAC-M-1,1,0,fc1,0.08155740797519684
KFAC-M-1,1,0,fc2,0.0603567510843277
KFAC-U-1,1,0,conv1,1.5928808450698853
KFAC-U-1,1,0,conv2,1.4999784231185913
KFAC-U-1,1,0,fc1,1.946575403213501
KFAC-U-1,1,0,fc2,1.1268014907836914
KFAC-M-1,1,1,conv1,0.017024392262101173
KFAC-M-1,1,1,conv2,0.016228364780545235
KFAC-M-1,1,1,fc1,0.07293315976858139
KFAC-M-1,1,1,fc2,0.06357571482658386
KFAC-U-1,1,1,conv1,1.5825116634368896
KFAC-U-1,1,1,conv2,1.4926366806030273
KFAC-U-1,1,1,fc1,1.9318392276763916
KFAC-U-1,1,1,fc2,1.1166749000549316
KFAC-M-9,9,2,conv1,0.0040674670599401
KFAC-M-9,9,2,conv2,0.004350390750914812
KFAC-M-9,9,2,fc1,0.02663293667137623
KFAC-M-9,9,2,fc2,0.02040986716747284
KFAC-U-9,9,0,conv1,1.5723600387573242
KFAC-U-9,9,0,conv2,1.4825087785720825
KFAC-U-9,9,0,fc1,1.9430910348892212
KFAC-U-9,9,0,fc2,1.103840708732605
KFAC-U-9,9,1,conv1,1.5919243097305298
KFAC-U-9,9,1,conv2,1.4952795505523682
KFAC-U-9,9,1,fc1,1.9559221267700195
KFAC-U-9,9,1,fc2,1.1116251945495605
KFAC-U-1,1,2,conv1,1.6739370822906494
KFAC-U-1,1,2,conv2,1.592311143875122
KFAC-U-1,1,2,fc1,2.0305581092834473
KFAC-U-1,1,2,fc2,1.1316277980804443
