estimator,k,label_seed,reverse_vectors,vjp_calls,forward_calls,samples,median_build_seconds,build_median_seconds,min_build_seconds,max_build_seconds,warmup,repeats,baseline_allocated,peak_allocated_absolute,peak_allocated_increment,baseline_reserved,peak_reserved_absolute,peak_reserved_increment,synthetic_samples
Private-KFLR,9,-1,23040,90,10,2560,0.08023235481232405,0.08023235481232405,0.0801914306357503,0.0814835848286748,2,5,25405440,125004800,99599360,33554432,169869312,136314880,0
KFLR,9,-1,23040,90,10,2560,0.08060832135379314,0.08060832135379314,0.08050974924117327,0.08360240887850523,2,5,25405440,125004800,99599360,33554432,169869312,136314880,2560
KFAC-M-3,3,1,7680,30,10,2560,0.05265010613948107,0.05265010613948107,0.05242545157670975,0.05286373570561409,2,5,25405440,121303040,95897600,33554432,192937984,159383552,2560
KFAC-M-3,3,0,7680,30,10,2560,0.05272248852998018,0.05272248852998018,0.05249518807977438,0.05393510777503252,2,5,25405440,121303040,95897600,33554432,192937984,159383552,2560
KFAC-U-3,3,0,7680,30,10,2560,0.05301112588495016,0.05301112588495016,0.052982147783041,0.05602499470114708,2,5,25405440,121313280,95907840,33554432,192937984,159383552,2560
KFAC-U-9,9,2,23040,90,10,2560,0.09241408202797174,0.09241408202797174,0.0920760640874505,0.09494982752949,2,5,25405440,121313280,95907840,33554432,192937984,159383552,2560
KFAC-U-3,3,1,7680,30,10,2560,0.053101709112524986,0.053101709112524986,0.05301737226545811,0.05572129786014557,2,5,25405440,121313280,95907840,33554432,192937984,159383552,2560
KFAC-M-3,3,2,7680,30,10,2560,0.05274447798728943,0.05274447798728943,0.05260664317756891,0.053028746508061886,2,5,25405440,121303040,95897600,33554432,192937984,159383552,2560
KFAC-M-9,9,1,23040,90,10,2560,0.09116341732442379,0.09116341732442379,0.09104201011359692,0.09429424721747637,2,5,25405440,121303040,95897600,33554432,192937984,159383552,2560
KFAC-U-3,3,2,7680,30,10,2560,0.05295392032712698,0.05295392032712698,0.052867756225168705,0.0575404018163681,2,5,25405440,121313280,95907840,33554432,192937984,159383552,2560
KFAC-M-1,1,2,2560,10,10,2560,0.03954328503459692,0.03954328503459692,0.03951012995094061,0.042858065105974674,2,5,25405440,119077376,93671936,33554432,192937984,159383552,2560
KFAC-M-9,9,0,23040,90,10,2560,0.09129357896745205,0.09129357896745205,0.09119881968945265,0.09357556514441967,2,5,25405440,121303040,95897600,33554432,192937984,159383552,2560
KFAC-M-1,1,0,2560,10,10,2560,0.040397622622549534,0.040397622622549534,0.03956518042832613,0.041285304352641106,2,5,25405440,119077376,93671936,33554432,192937984,159383552,2560
KFAC-U-1,1,0,2560,10,10,2560,0.039740124717354774,0.039740124717354774,0.039633799344301224,0.03977918066084385,2,5,25405440,119087616,93682176,33554432,192937984,159383552,2560
KFAC-M-1,1,1,2560,10,10,2560,0.04188500717282295,0.04188500717282295,0.039624893106520176,0.04281706549227238,2,5,25405440,119077376,93671936,33554432,192937984,159383552,2560
KFAC-U-1,1,1,2560,10,10,2560,0.03972943127155304,0.03972943127155304,0.03965765517205,0.03973772469907999,2,5,25405440,119087616,93682176,33554432,192937984,159383552,2560
KFAC-M-9,9,2,23040,90,10,2560,0.09128574654459953,0.09128574654459953,0.09126151073724031,0.09131787903606892,2,5,25405440,121303040,95897600,33554432,192937984,159383552,2560
KFAC-U-9,9,0,23040,90,10,2560,0.09245905559509993,0.09245905559509993,0.09237214829772711,0.09360120072960854,2,5,25405440,121313280,95907840,33554432,192937984,159383552,2560
KFAC-U-9,9,1,23040,90,10,2560,0.09228678792715073,0.09228678792715073,0.09211983066052198,0.09252253919839859,2,5,25405440,121313280,95907840,33554432,192937984,159383552,2560
KFRA-block,0,-1,0,0,10,2560,0.04105450678616762,0.04105450678616762,0.040916659869253635,0.043005410581827164,2,5,25405440,120933888,95528448,33554432,178257920,144703488,2560
KFAC-U-1,1,2,2560,10,10,2560,0.040102092549204826,0.040102092549204826,0.04007641784846783,0.04318345244973898,2,5,25405440,119087616,93682176,33554432,192937984,159383552,2560
