epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent
1,234,0.7467614737076637,0.5279501430511475,0.894,0.7861127240333559
2,468,0.54947312692037,0.501158781504631,0.9185,0.8385078418579571
3,702,0.49018419463919777,0.4274318252325058,0.9303,0.8909029596825585
4,936,0.4388180702415287,0.38072613043934106,0.9378,0.9432980775071597
5,1170,0.4172827950400165,0.39259889087986666,0.9401,0.995693195331761
