beta,seeds,test_accuracy_mean,test_accuracy_std,clip_fraction_mean,clip_fraction_std,transformed_norm_p90_mean,transformed_norm_p90_std,transformed_norm_p99_mean,transformed_norm_p99_std,transformed_block_condition_number_mean,transformed_block_condition_number_std
0.0,2,0.9265,0.006222539674441561,0.20170606303418803,0.017871255120132747,69.11491203308105,18.26707533582477,414.74452209472656,5.089084275133272,inf,
0.25,2,0.9576,0.0011313708498985084,0.12544237446581197,0.010422931486840967,4.481348395347595,2.0011284897871855,540.1293029785156,6.135092179321978,inf,
0.5,2,0.95,0.001272792206135724,0.1599559294871795,0.010198655497882899,45.81547164916992,19.063376986752743,4381.8662109375,188.738815189698,inf,
0.75,2,0.9251,0.0008485281374238421,0.23500934829059827,0.013031615358405937,4950.401611328125,660.8924502448481,73344.435546875,12907.297926502526,inf,
1.0,2,0.9112,0.0022627416997969383,0.3416382879273504,0.014743195274138558,478530.140625,30225.56662394883,1561618.375,211934.57478731792,inf,
