seed,beta,reference_beta,test_accuracy_difference,clip_fraction_difference,transformed_norm_p90_difference,transformed_norm_p99_difference,transformed_block_condition_number_difference
7,0.0,0.5,-0.020000000000000018,0.036324786324786335,23.862510681152344,-3837.26171875,inf
7,0.25,0.5,0.007500000000000062,-0.03467214209401709,-29.269291639328003,-3712.6165771484375,inf
7,0.75,0.5,-0.0252,0.07305021367521367,4450.7444496154785,59969.18994140625,inf
7,1.0,0.5,-0.0413,0.17846888354700857,457125.1018714905,1407509.5922851562,inf
42,0.0,0.5,-0.027000000000000024,0.047175480769230754,22.736370086669922,-4096.981658935547,
42,0.25,0.5,0.007699999999999929,-0.03435496794871795,-53.39895486831665,-3970.8572387695312,
42,0.75,0.5,-0.024600000000000066,0.07705662393162394,5358.427829742432,77955.94873046875,
42,1.0,0.5,-0.03630000000000011,0.18489583333333331,499843.5484352112,1706963.4252929688,
