estimator,beta,accountant,seed,epoch,test_accuracy,test_loss,train_loss,epsilon,noise_multiplier,clip_fraction,mean_clip_factor,transformed_norm_p50,transformed_norm_p90,transformed_norm_p99,preconditioner_build_seconds,private_train_seconds,geometry_seconds,state_metric_seconds,evaluation_seconds,algorithm_epoch_seconds,wall_epoch_seconds,seconds_per_batch,samples_per_second,build_peak_cuda_allocated_bytes,train_peak_cuda_allocated_bytes,total_peak_cuda_allocated_bytes,batches,samples,accountant_steps,builder_reverse_vectors,builder_vjp_calls,builder_forward_calls,builder_samples,predicted_second_moment_raw,predicted_second_moment_ref,scale_match,predicted_rms_raw,predicted_rms_matched,synthetic_mean_max_probability,synthetic_mean_prediction_entropy,synthetic_normalized_entropy,synthetic_mean_kl_to_uniform,state_metric_forward_calls
KFLR,0.0,RDP,42,1,0.8735,0.7961340676307678,0.9387871806438153,0.7861127240333559,1.068115234375,0.6720920138888888,0.36605327141184646,80.55349731445312,5103.89892578125,12038.607421875,0.15372686553746462,10.450175162404776,0.1089030196890235,0.0038809189572930336,1.0657039564102888,10.60390202794224,11.782389922998846,0.044658868215405025,5732.344106107308,167181312,137742336,167181312,234,59904,234,23040,90,10,2560,9.928369012493315,20663.07941101612,45.62034519911859,3.1509314515700457,143.7465805193853,0.10722001862966095,2.301875525039212,0.9996918385526803,0.0007095679548339007,10
KFLR,0.0,RDP,42,2,0.9025,0.6194533759951592,0.7156809055142932,0.8385078418579571,1.068115234375,0.31386885683760685,0.722158493903967,0.011899752542376518,683.8900146484375,1401.89453125,0.15433064103126526,10.437622394412756,0.0768171576783061,0.0036457665264606476,1.0561872143298388,10.591953035444021,11.728603173978627,0.04460522390774682,5739.238088558034,167988736,137742336,167988736,234,59904,468,23040,90,10,2560,1962.1067714005385,31174.323292101868,3.9859991263960697,44.29567440959149,176.56251949975643,0.7292735618930609,0.7255035424748508,0.31508218509808916,1.577081550519195,10
KFLR,0.0,RDP,42,3,0.9108,0.624874371778965,0.6699599652972996,0.8909029596825585,1.068115234375,0.2702156784188034,0.7598702831146045,0.00282985158264637,622.2647094726562,1623.648681640625,0.1547453785315156,10.406370115466416,0.07729274407029152,0.0036251721903681755,1.059227996505797,10.561115493997931,11.701261406764388,0.04447166716011289,5756.474095704897,167988736,137742336,167988736,234,59904,702,23040,90,10,2560,2322.24179026738,35930.41707822906,3.933484210041045,48.18964401474014,189.55320381947928,0.7703956389904008,0.6092807669493479,0.26460727501588294,1.693304326044698,10
KFLR,0.0,RDP,42,4,0.9253,0.5428995619416237,0.6104666722508577,0.9432980775071597,1.068115234375,0.2424045138888889,0.7854931262823251,0.001280914293602109,402.8703308105469,1659.3677978515625,0.15460943523794413,10.390324826352298,0.07752074114978313,0.0036327913403511047,1.0558189377188683,10.544934261590242,11.681906731799245,0.0444030975485141,5765.363547448432,167988736,137742336,167988736,234,59904,936,23040,90,10,2560,2895.731499984011,39803.892422776225,3.70752106029915,53.81200144934223,199.50912867028472,0.7726901154888861,0.5951806716533217,0.2584836814345087,1.7074044213407242,10
KFLR,0.0,RDP,42,5,0.9183,0.599974841843173,0.5914734652281827,0.995693195331761,1.068115234375,0.22667935363247863,0.7990113142718617,0.0005953947547823191,314.1875,1712.4384765625,0.15477505046874285,10.396550145931542,0.07776246313005686,0.0037410538643598557,1.0522850779816508,10.551325196400285,11.685113791376352,0.044429701478339925,5761.911322424785,167988736,137742336,167988736,234,59904,1170,23040,90,10,2560,2998.7243730252258,36964.20415490444,3.5109318968496344,54.76060968456456,192.2607712324707,0.801919642840566,0.5101391350791741,0.2215506113677829,1.7924459579148717,10
KFLR,0.25,RDP,42,1,0.9037,0.6212508797883988,0.8317469725242028,0.7861127240333559,1.068115234375,0.6704226762820513,0.36613854607835844,94.83026123046875,10764.4990234375,30673.94921875,0.29095735400915146,10.34261539299041,0.07694469578564167,0.0036275768652558327,1.0493063600733876,10.633572746999562,11.763451379723847,0.0441992110811556,5791.9585833772035,167334912,137742336,167334912,234,59904,234,23040,90,10,2560,125.51197776661448,20663.07941101612,12.830835463956324,11.203212832335842,143.7465805193853,0.10722001862966095,2.301875525039212,0.9996918385526803,0.0007095679548339007,10
KFLR,0.25,RDP,42,2,0.9329,0.4717962357491255,0.5725542509402984,0.8385078418579571,1.068115234375,0.24909855769230768,0.7777434633328364,0.0010567927965894341,789.1818237304688,3753.77197265625,0.2783908462151885,10.391931354999542,0.0773070091381669,0.0036225346848368645,1.0552920559421182,10.67032220121473,11.806543800979853,0.0444099630555536,5764.472257717549,168142336,137742336,168142336,234,59904,468,23040,90,10,2560,1227.790395555262,47124.28115029641,6.19527021285765,35.03984011885987,217.08127775166702,0.6188960016569005,1.0548852842002754,0.4581308579691231,1.2476998087937705,10
KFLR,0.25,RDP,42,3,0.9484,0.3956151816744357,0.4671313044989211,0.8909029596825585,1.068115234375,0.18579727564102563,0.8347787844319629,3.31235678459052e-05,136.5152130126953,3886.843505859375,0.2798851830884814,10.388233178295195,0.07783778756856918,0.003781740553677082,1.0481630461290479,10.668118361383677,11.79790093563497,0.0443941588816034,5766.524390804135,168142336,137742336,168142336,234,59904,702,23040,90,10,2560,1544.0870147472258,51116.25488871332,5.75365249546377,39.29487262668281,226.08904194744454,0.7066912688705955,0.8036138779654142,0.34900507278125253,1.4989712150286318,10
KFLR,0.25,RDP,42,4,0.9547,0.3490386579154758,0.3922016818044532,0.9432980775071597,1.068115234375,0.15476428952991453,0.8623116332241613,6.752829904144164e-06,31.889446258544922,3632.505859375,0.29131350945681334,10.417908996343613,0.07809521816670895,0.003735097125172615,1.0553917372599244,10.709222505800426,11.846444558352232,0.044520978616853044,5750.0982223039755,168142336,137742336,168142336,234,59904,936,23040,90,10,2560,1806.7498397650916,54572.36950143764,5.495881917623703,42.50588006105851,233.60729762025338,0.7237473548978712,0.7580153470379924,0.32920188241657855,1.5445697459560535,10
KFLR,0.25,RDP,42,5,0.9566,0.33355565884687166,0.3516249063814807,0.995693195331761,1.068115234375,0.13994057158119658,0.8756978050765828,2.75360798696056e-06,14.961846351623535,4036.375244140625,0.2799082016572356,10.37772954814136,0.07786579243838787,0.0036847926676273346,1.038896351121366,10.657637749798596,11.778084686025977,0.044349271573253676,5772.360873552418,168142336,137742336,168142336,234,59904,1170,23040,90,10,2560,1804.4940082697983,51302.15798000689,5.331999434511681,42.4793362503441,226.49979686526626,0.7603549601464914,0.6485437220328172,0.2816589597518489,1.6540413709612287,10
