estimator,beta,seed,epoch,layer,A_zero_eigenvalue_count,A_dimension,A_effective_rank,A_floored_condition_number,A_log_eigenvalue_spread,A_spectral_floor_ratio,C_zero_eigenvalue_count,C_dimension,C_effective_rank,C_floored_condition_number,C_log_eigenvalue_spread,C_spectral_floor_ratio,floored_kappa_block
KFRA-block,0.75,42,2,conv2,0,145,145,45.15029447245494,0.6268163662787234,1e-07,0,32,32,64.33646217762785,0.7046011099442104,1e-07,2904.810212635857
KFRA-block,0.75,42,2,fc1,0,1569,1569,32568.9506443293,0.928954149894516,1e-07,0,128,127,10000000.000000002,2.066901080499692,1e-07,325689506443.293
KFRA-block,0.75,42,2,fc2,0,129,128,10000000.0,1.6384943284653473,1e-07,0,10,10,193505.25513418313,3.467012281760833,1e-07,1935052551341.8313
KFRA-block,0.75,42,3,conv1,0,10,10,5.029160967633985,0.5349804166326756,1e-07,0,16,16,8.115425992176162,0.51472229675863,1e-07,40.81378363557466
KFRA-block,0.75,42,3,conv2,0,145,145,48.49985676539818,0.6596443572224673,1e-07,0,32,32,8.900103324661178,0.4775514196900762,1e-07,431.65373644331123
KFRA-block,0.75,42,3,fc1,0,1569,1569,303.86166432436596,0.6868620784036877,9.999999999999998e-08,1,128,126,10000000.000000002,2.495689664184019,1e-07,3038616643.24366
KFRA-block,0.75,42,3,fc2,2,129,127,10000000.0,2.0211540237732204,1.0000000000000001e-07,1,10,9,10000000.0,4.568858215032761,1e-07,100000000000000.0
KFRA-block,0.75,42,4,conv1,0,10,10,5.037363087025895,0.5356015691652868,1e-07,0,16,16,5.818927431950178,0.4340675401217988,1e-07,29.312050251788214
KFRA-block,0.75,42,4,conv2,0,145,145,50.38124304596808,0.6758785450954731,1e-07,0,32,32,7.524406573330633,0.4045420481375403,1e-07,379.0889563476504
KFRA-block,0.75,42,4,fc1,0,1569,1569,361.71545650735476,0.735086855274758,1e-07,1,128,127,10000000.0,2.1184670180883196,1e-07,3617154565.0735474
KFRA-block,0.75,42,4,fc2,1,129,128,10000000.0,1.57225138695496,1e-07,0,10,10,116381.64507868528,3.2745521813292027,1e-07,1163816450786.8528
KFRA-block,0.75,42,5,conv1,0,10,10,5.044349324157619,0.5358578334196268,1e-07,0,16,16,4.676698342908808,0.38447838598486117,9.999999999999998e-08,23.590900125341104
KFRA-block,0.75,42,5,conv2,0,145,145,51.49750504732494,0.6861323034122371,1e-07,0,32,32,27.677268495773628,0.5488395963249356,1e-07,1425.3102740572701
KFRA-block,0.75,42,5,fc1,0,1569,1569,380.3686411389421,0.7732480227055604,1e-07,1,128,126,10000000.0,2.276289239975221,1e-07,3803686411.389421
KFRA-block,0.75,42,5,fc2,1,129,127,10000000.0,1.9796896581531362,1e-07,1,10,9,10000000.0,4.6074287482882825,1.0000000000000001e-07,100000000000000.0
KFRA-block,1.0,42,1,conv1,0,10,10,26.07166990540314,1.078713930305232,9.999999999999998e-08,0,16,16,4.768788504034217,0.4287592055442931,1e-07,124.33027972586136
KFRA-block,1.0,42,1,conv2,0,145,145,3074.5814106646367,1.3097509644684038,1e-07,0,32,32,711.8054129230477,1.467778894708311,1e-07,2188503.690583668
KFRA-block,1.0,42,1,fc1,46,1569,1486,10000000.0,3.6013122529392314,1e-07,4,128,122,10000000.0,3.438655882764424,1e-07,100000000000000.0
KFRA-block,1.0,42,1,fc2,3,129,123,10000000.000000002,3.6570368445463175,1e-07,0,10,10,18375.7328907428,2.9320584387251434,1e-07,183757328907.428
KFRA-block,1.0,42,2,conv1,0,10,10,26.022281960092993,1.0785321708687934,1e-07,0,16,16,7.723622208393956,0.53243336806979,1e-07,200.98627486006365
KFRA-block,1.0,42,2,conv2,0,145,145,2833.286359900108,1.298416514489365,1e-07,0,32,32,85.07795191049534,0.7810894168007433,1e-07,241050.20067624378
KFRA-block,1.0,42,2,fc1,4,1569,1564,10000000.0,1.6259285894282138,1e-07,1,128,126,10000000.0,2.4531071499252577,1e-07,100000000000000.0
KFRA-block,1.0,42,2,fc2,0,129,128,10000000.000000002,1.9650778402251747,1e-07,1,10,9,10000000.0,4.634524505762582,1e-07,100000000000000.02
KFRA-block,1.0,42,3,conv1,0,10,10,25.85648423600019,1.0761856333257398,9.999999999999998e-08,0,16,16,5.012454086720325,0.41968586687479803,1e-07,129.6044400769588
KFRA-block,1.0,42,3,conv2,0,145,145,2846.896954078548,1.320226750445432,9.999999999999998e-08,0,32,32,7.721359970807592,0.48624172710216423,1e-07,21981.91618223616
KFRA-block,1.0,42,3,fc1,0,1569,1569,82861.2928713264,1.356833243216334,1e-07,4,128,123,10000000.0,3.590706217641383,1e-07,828612928713.2639
KFRA-block,1.0,42,3,fc2,1,129,127,10000000.0,2.4900643675743765,1e-07,1,10,9,10000000.000000002,4.269148788459864,9.999999999999998e-08,100000000000000.02
KFRA-block,1.0,42,4,conv1,0,10,10,25.942157326392618,1.0774461524185464,1e-07,0,16,16,3.4120135704242625,0.3273986525036915,1e-07,88.51499284373281
KFRA-block,1.0,42,4,conv2,0,145,145,3328.018391765156,1.3428540448514448,1e-07,0,32,32,6.233806404172828,0.3939155556009586,1e-07,20746.222363790584
KFRA-block,1.0,42,4,fc1,0,1569,1569,126253.74121881588,1.454313706512859,1e-07,3,128,124,10000000.0,3.2470451098564235,1e-07,1262537412188.1587
KFRA-block,1.0,42,4,fc2,0,129,127,10000000.0,2.542553872504707,1e-07,0,10,10,709836.1137412929,3.4872829090813333,1e-07,7098361137412.929
KFRA-block,1.0,42,5,conv1,0,10,10,26.015514970290006,1.0779672775523743,1e-07,0,16,16,2.609168422435429,0.2722194469565711,1e-07,67.87886015387686
KFRA-block,1.0,42,5,conv2,0,145,145,3442.7435430794803,1.3495704699134896,1e-07,0,32,32,13.82040078236328,0.43734300123970626,1e-07,47580.09555625178
KFRA-block,1.0,42,5,fc1,0,1569,1569,145607.0657176167,1.5034226476251245,1e-07,1,128,125,10000000.0,2.7519416369271745,1e-07,1456070657176.167
KFRA-block,1.0,42,5,fc2,3,129,126,10000000.0,2.635318433201688,1e-07,0,10,10,61665.02018864578,2.827551457945432,1e-07,616650201886.4578
KFLR,0.0,7,1,conv1,0,10,10,26.93934407010298,1.0877987916514424,1e-07,0,16,16,10.201015698323829,0.7361157589654579,1e-07,274.8086717616674
KFLR,0.0,7,1,conv2,0,145,145,25034.92208492366,1.6983388460245155,1e-07,0,32,32,789.145251771944,1.4236660785298416,1e-07,19756189.891798083
KFLR,0.0,7,1,fc1,5,1569,1471,10000000.0,2.0960789697080435,1e-07,13,128,107,10000000.0,4.511856044167839,1e-07,100000000000000.0
KFLR,0.0,7,1,fc2,8,129,112,10000000.0,3.333159063087645,1e-07,1,10,9,10000000.0,4.786312605739023,1e-07,100000000000000.0
KFLR,0.0,7,2,conv1,0,10,10,27.007664375812723,1.0885908768107748,1e-07,0,16,16,104.55022454328682,1.1307204269800228,1e-07,2823.6573748809483
KFLR,0.0,7,2,conv2,0,145,145,46630.73941390537,1.85774752001017,1e-07,0,32,32,12.415859367498165,0.4812274288340276,1e-07,578960.7027655029
KFLR,0.0,7,2,fc1,0,1569,1545,10000000.0,2.0838861397928214,1e-07,1,128,125,10000000.0,2.8098919654416563,1e-07,100000000000000.0
KFLR,0.0,7,2,fc2,0,129,128,10000000.0,2.541882128566708,1e-07,0,10,9,10000000.0,4.486848591734277,1e-07,100000000000000.0
KFLR,0.0,7,3,conv1,0,10,10,27.316771211796073,1.0913538137171461,1e-07,0,16,16,68.7015461056616,1.0268421962201737,1e-07,1876.7044168650175
KFLR,0.0,7,3,conv2,0,145,145,59668.061999541846,1.9132592425704313,1e-07,0,32,32,7.214412764826716,0.36904638830005837,1e-07,430470.0281419666
KFLR,0.0,7,3,fc1,0,1569,1565,10000000.0,2.0455177638081485,1e-07,1,128,126,10000000.0,2.8277886994669563,1e-07,100000000000000.0
KFLR,0.0,7,3,fc2,0,129,126,10000000.0,2.552879152136449,1e-07,0,10,9,10000000.000000002,4.466912830719326,1e-07,100000000000000.02
KFLR,0.0,7,4,conv1,0,10,10,27.232923422292124,1.0909579735852188,1e-07,0,16,16,34.52918632919916,0.9164493610034268,1e-07,940.3306871371369
KFLR,0.0,7,4,conv2,0,145,145,38571.32216963322,1.8786377395710219,1e-07,0,32,32,5.938832936329441,0.3438955446224915,1e-07,229068.63849879173
KFLR,0.0,7,4,fc1,0,1569,1566,10000000.0,2.029196779242349,1e-07,0,128,127,10000000.0,2.508279730527575,1.0000000000000001e-07,100000000000000.0
KFLR,0.0,7,4,fc2,0,129,127,10000000.0,2.3536528416081715,1e-07,0,10,10,9084426.378350347,4.365347633338479,1e-07,90844263783503.47
KFLR,0.0,7,5,conv1,0,10,10,27.38946488160475,1.0924294975025584,1e-07,0,16,16,20.838698168117283,0.792641500362083,1.0000000000000001e-07,570.7607916540095
KFLR,0.0,7,5,conv2,0,145,145,35040.58381649009,1.858437801175459,1e-07,0,32,32,6.121734618521401,0.32325643158712036,1e-07,214509.15500260817
KFLR,0.0,7,5,fc1,0,1569,1565,10000000.0,2.009858233051751,1e-07,2,128,125,10000000.0,2.7871005316317556,1e-07,100000000000000.0
KFLR,0.0,7,5,fc2,1,129,126,10000000.000000002,2.483699956102984,9.999999999999998e-08,0,10,9,10000000.0,4.397610717006232,1e-07,100000000000000.02
KFLR,0.25,7,1,conv1,0,10,10,5.247729871191676,0.5470159508774096,1e-07,0,16,16,10.195920465187669,0.7359597043160279,1e-07,53.50543638945986
KFLR,0.25,7,1,conv2,0,145,145,299.9744743657871,0.9796817248983469,1.0000000000000001e-07,0,32,32,785.3390005195085,1.4224105437172776,1e-07,235581.65387979217
KFLR,0.25,7,1,fc1,5,1569,1549,10000000.0,2.190466467663244,1e-07,13,128,107,10000000.0,4.877929640292788,1.0000000000000001e-07,100000000000000.0
KFLR,0.25,7,1,fc2,8,129,113,10000000.000000002,4.140425585321493,1e-07,1,10,9,10000000.0,4.810475655572769,1e-07,100000000000000.02
KFLR,0.25,7,2,conv1,0,10,10,5.254512515971813,0.5474196202790724,1e-07,0,16,16,93.62777118592756,1.0775146569557508,1e-07,491.9682955390014
KFLR,0.25,7,2,conv2,0,145,145,307.3069593367818,0.9776416674182377,1e-07,0,32,32,8.796522868186429,0.4209761088163303,1e-07,2703.232695358838
KFLR,0.25,7,2,fc1,0,1569,1569,15374.111594581167,1.131062315858988,1e-07,0,128,128,11638.491944624906,1.6505728913278492,1e-07,178931473.94929728
KFLR,0.25,7,2,fc2,0,129,129,1151.514570356453,1.0709775381990914,1e-07,0,10,10,4407327.533594806,4.4160297881505315,1e-07,5075101871.267589
KFLR,0.25,7,3,conv1,0,10,10,5.284910166934875,0.5488184530319079,1e-07,0,16,16,58.6492969035111,0.9513999627600291,1e-07,309.9562654889479
KFLR,0.25,7,3,conv2,0,145,145,390.5368820389302,1.006293839652133,1e-07,0,32,32,5.415371187121342,0.30449491414591723,9.999999999999998e-08,2114.902178501829
KFLR,0.25,7,3,fc1,0,1569,1569,17548.502683858107,1.0815786980323403,1e-07,0,128,128,3930.052727172425,1.6126570863890322,1e-07,68966540.83048917
KFLR,0.25,7,3,fc2,0,129,129,952.2431706739776,1.0057772226468011,1e-07,0,10,10,1827050.4990269104,4.103875668440826,1e-07,1739796360.174858
KFLR,0.25,7,4,conv1,0,10,10,5.276727737317326,0.5486199445908282,1e-07,0,16,16,27.64857734134448,0.8171969388560186,1e-07,145.89401495443573
KFLR,0.25,7,4,conv2,0,145,145,258.45061809172495,0.9546111598009268,1e-07,0,32,32,4.412308119564209,0.2696790555179756,1e-07,1140.3637607125063
KFLR,0.25,7,4,fc1,0,1569,1569,19281.936771074947,1.0558424103918218,1e-07,0,128,128,3802.817417301928,1.6252253399369843,1.0000000000000001e-07,73325684.9923583
KFLR,0.25,7,4,fc2,0,129,129,1630.1480052720913,1.0305269141850313,1e-07,0,10,10,1364353.6862662344,3.9922794188309987,1e-07,2224098440.1525264
KFLR,0.25,7,5,conv1,0,10,10,5.292108545697444,0.5493659915657052,1e-07,0,16,16,16.78595741944519,0.7389091583174044,1e-07,88.83310870715931
KFLR,0.25,7,5,conv2,0,145,145,230.41215445223594,0.9488889100253788,1e-07,0,32,32,4.61172290299133,0.2629411209809721,1.0000000000000001e-07,1062.5970098149523
KFLR,0.25,7,5,fc1,0,1569,1569,19285.88652701405,1.0325400370483768,1e-07,0,128,127,10000000.0,2.0013119980028122,1e-07,192858865270.14047
KFLR,0.25,7,5,fc2,0,129,129,11379.719248906875,1.129152410094628,1e-07,0,10,10,1357716.0631140315,4.007761228759586,1e-07,15450427617.968805
KFLR,0.5,7,1,conv1,0,10,10,1.0222471909239819,0.006840845832816484,1e-07,0,16,16,10.190827777033446,0.7358036520989111,1e-07,10.417545068262527
KFLR,0.5,7,1,conv2,0,145,145,3.5943664999548837,0.3194373225144676,1e-07,0,32,32,781.5511077993763,1.4211553653565259,1e-07,2809.181119876706
KFLR,0.5,7,1,fc1,5,1569,1559,10000000.0,2.159349733323361,1e-07,13,128,107,10000000.0,5.29562861776429,1e-07,100000000000000.0
KFLR,0.5,7,1,fc2,8,129,114,10000000.000000002,5.036672142950756,1e-07,1,10,9,10000000.0,4.834962086699856,1e-07,100000000000000.02
KFLR,0.5,7,2,conv1,0,10,10,1.0222987592081847,0.0068586473766365065,1e-07,0,16,16,106.4486276320173,1.1466350727144128,1e-07,108.82229994762538
KFLR,0.5,7,2,conv2,0,145,145,2.6708209038895463,0.22252118519872818,1e-07,0,32,32,7.335297833961944,0.39485333880433193,9.999999999999998e-08,19.59126679120127
KFLR,0.5,7,2,fc1,0,1569,1569,9.667300620154938,0.34668215991287993,1e-07,1,128,127,10000000.0,1.8129611074734977,1e-07,96673006.20154938
KFLR,0.5,7,2,fc2,0,129,128,10000000.0,1.4203312108536112,1e-07,1,10,9,10000000.0,4.828773748318353,1e-07,100000000000000.0
KFLR,0.5,7,3,conv1,0,10,10,1.0224588863749242,0.0069012138970457665,1e-07,0,16,16,71.41516882895064,1.046745300290936,1e-07,73.01907399112608
KFLR,0.5,7,3,conv2,0,145,145,2.931955721399544,0.2394043052567514,1e-07,0,32,32,4.961006070481611,0.28903849532220105,1e-07,14.54545013224643
KFLR,0.5,7,3,fc1,0,1569,1569,8.533428030107432,0.2208323629986501,1e-07,0,128,128,396.27900051076625,1.3778382010942134,1e-07,3381.61833070153
KFLR,0.5,7,3,fc2,0,129,129,1.505980219037399,0.05871235307941992,1e-07,0,10,10,448700.6944715972,3.8866229736930853,1e-07,675734.370142569
KFLR,0.5,7,4,conv1,0,10,10,1.0224335882713866,0.006897980893481917,1e-07,0,16,16,33.27088497826188,0.891400042512503,1e-07,34.017270313288876
KFLR,0.5,7,4,conv2,0,145,145,2.0960608464728,0.1631642285037289,1e-07,0,32,32,3.5714737462622055,0.22375736743003502,1.0000000000000001e-07,7.4860262837457405
KFLR,0.5,7,4,fc1,0,1569,1569,8.525595873600205,0.1813193861133144,1e-07,0,128,128,10960.306868533391,1.6750644663537153,1e-07,93443.14701176026
KFLR,0.5,7,4,fc2,0,129,129,35012.856367890105,1.0517725400895384,1e-07,0,10,10,387630.0973722977,3.846924894418269,1e-07,13572036923.167515
KFLR,0.5,7,5,conv1,0,10,10,1.02252501027333,0.0069225901931747585,1e-07,0,16,16,17.983350936759244,0.7597484690710933,1e-07,18.388426101358647
KFLR,0.5,7,5,conv2,0,145,145,1.909479675212735,0.14346711037356547,1e-07,0,32,32,3.1640528064770086,0.1952511817224639,1e-07,6.041694525267661
KFLR,0.5,7,5,fc1,0,1569,1569,7.928071687729419,0.14735212017553231,1e-07,0,128,127,10000000.000000002,1.9208978120449685,1e-07,79280716.87729421
KFLR,0.5,7,5,fc2,1,129,128,10000000.0,1.4136243008090519,1e-07,0,10,10,176623.1079992909,3.5922391802650857,1e-07,1766231079992.909
KFLR,0.75,7,1,conv1,0,10,10,5.021802399325904,0.5345720261017348,1e-07,0,16,16,10.185737632589987,0.7356476023156562,1e-07,51.15076168224455
KFLR,0.75,7,1,conv2,0,145,145,37.812095809490785,0.5578051619177775,1e-07,0,32,32,777.7814850636072,1.4199005443928852,1e-07,29409.54803207314
KFLR,0.75,7,1,fc1,5,1569,1559,10000000.000000002,2.026536674417529,9.999999999999998e-08,13,128,109,10000000.000000002,5.526085490321224,9.999999999999998e-08,100000000000000.03
KFLR,0.75,7,1,fc2,8,129,114,10000000.0,5.166419969270359,1e-07,1,10,9,10000000.0,4.818420256838914,1e-07,100000000000000.0
KFLR,0.75,7,2,conv1,0,10,10,5.027785758653272,0.5349453226337356,1e-07,0,16,16,72.8496513253562,1.1002577124599402,1e-07,366.2724394564824
KFLR,0.75,7,2,conv2,0,145,145,38.60665509019002,0.5813525316693828,1e-07,0,32,32,7.391249103381342,0.37953988588279974,1e-07,285.3514048199197
KFLR,0.75,7,2,fc1,0,1569,1569,189.60859564011244,0.5281306524296033,1e-07,1,128,127,10000000.0,1.9312055291954822,1e-07,1896085956.4011245
KFLR,0.75,7,2,fc2,0,129,128,10000000.0,1.6712971874880544,1e-07,1,10,9,10000000.0,4.693404160655529,1e-07,100000000000000.0
KFLR,0.75,7,3,conv1,0,10,10,5.055287994380672,0.536275063572518,1e-07,0,16,16,53.0198951819415,1.0209225577156014,1e-07,268.0308395765905
KFLR,0.75,7,3,conv2,0,145,145,41.380351195624684,0.6086030549346291,1e-07,0,32,32,4.04111268578806,0.26083257640421625,1e-07,167.22266215900405
KFLR,0.75,7,3,fc1,0,1569,1569,290.2076834122766,0.6654948744725572,1e-07,0,128,128,387.5144861469728,1.2725135073662843,1e-07,112459.68131341173
KFLR,0.75,7,3,fc2,0,129,129,259.3406696085918,0.937534337381726,1e-07,0,10,10,494817.1744345763,3.729814741119461,1.0000000000000001e-07,128326217.35169438
KFLR,0.75,7,4,conv1,0,10,10,5.047710862260547,0.536078833514118,1e-07,0,16,16,24.654004693815473,0.8513075385712074,1e-07,124.44628729119488
KFLR,0.75,7,4,conv2,0,145,145,43.155046340327814,0.6255522867604627,1.0000000000000001e-07,0,32,32,2.732346028122788,0.18638565710373944,1e-07,117.91451946144956
KFLR,0.75,7,4,fc1,0,1569,1569,323.1479870147589,0.7028973010600702,1e-07,2,128,126,10000000.000000002,2.327554463397585,9.999999999999998e-08,3231479870.147589
KFLR,0.75,7,4,fc2,2,129,127,10000000.000000002,2.02645630834019,9.999999999999998e-08,1,10,9,10000000.0,4.640049528511901,1e-07,100000000000000.02
KFLR,0.75,7,5,conv1,0,10,10,5.061518920656215,0.5367839376431908,1e-07,0,16,16,11.628783708830413,0.680820539957558,1e-07,58.85930876646389
KFLR,0.75,7,5,conv2,0,145,145,43.62336170196483,0.6402524863747082,9.999999999999998e-08,0,32,32,2.2356246285342585,0.14256616947350836,1.0000000000000001e-07,97.52546180037072
KFLR,0.75,7,5,fc1,0,1569,1569,369.54277732829064,0.736084660326995,1e-07,0,128,126,10000000.0,2.3566309337666356,1e-07,3695427773.2829065
KFLR,0.75,7,5,fc2,0,129,127,10000000.0,1.9476303845857321,1e-07,0,10,10,206201.29748617634,3.434117520681159,1e-07,2062012974861.7634
KFLR,1.0,7,1,conv1,0,10,10,25.77954010746143,1.0753547378752433,1.0000000000000001e-07,0,16,16,10.180650030586754,0.7354915549678122,1e-07,262.4524757835397
KFLR,1.0,7,1,conv2,0,145,145,2388.0892777443955,1.2597997733927873,1e-07,0,32,32,774.0300441913505,1.4186460817747306,9.999999999999998e-08,1848452.8491853848
KFLR,1.0,7,1,fc1,5,1569,1559,10000000.0,1.9823851474997998,1e-07,13,128,109,10000000.0,5.529404808423847,1e-07,100000000000000.0
KFLR,1.0,7,1,fc2,8,129,114,10000000.0,5.176166248145073,1e-07,1,10,9,10000000.0,4.801370185309186,1.0000000000000001e-07,100000000000000.0
KFLR,1.0,7,2,conv1,0,10,10,25.842311710258553,1.0761164491624997,1.0000000000000001e-07,0,16,16,52.17167368541952,1.0046920864539313,1e-07,1348.2366538245049
KFLR,1.0,7,2,conv2,0,145,145,2317.820171089299,1.2480845751968408,1e-07,0,32,32,8.372573743677052,0.38466818485435483,1e-07,19406.120307027315
KFLR,1.0,7,2,fc1,0,1569,1569,34105.66110101944,0.9943051415510274,1e-07,1,128,125,10000000.0,2.6646118731681745,1e-07,341056611010.1944
KFLR,1.0,7,2,fc2,2,129,126,10000000.0,2.618654150011566,1e-07,0,10,10,9047.163255937374,2.5422815661193154,1e-07,90471632559.37373
KFLR,1.0,7,3,conv1,0,10,10,26.12989458481707,1.0788102917370148,1e-07,0,16,16,29.176283662716333,0.8583915357594072,1e-07,762.3732164834983
KFLR,1.0,7,3,conv2,0,145,145,2405.2012838309574,1.2577172433921995,1e-07,0,32,32,2.4908295588362797,0.18731402336220665,1e-07,5990.946452717118
KFLR,1.0,7,3,fc1,0,1569,1569,70258.47394049373,1.3048454201701212,1e-07,0,128,128,486.5487311375817,1.2340960111247719,1e-07,34184171.347410075
KFLR,1.0,7,3,fc2,0,129,129,65186.84430444128,1.8532379952760039,1e-07,0,10,10,36158.307109908856,2.8630070581987646,1e-07,2357045935.885801
KFLR,1.0,7,4,conv1,0,10,10,26.050978980336776,1.0784167304002639,1e-07,0,16,16,11.379900951390269,0.6567605728938793,1e-07,296.4575604829824
KFLR,1.0,7,4,conv2,0,145,145,2713.5159465507454,1.266969487499149,1e-07,0,32,32,1.851741536748199,0.13179933493604293,1e-07,5024.730188856622
KFLR,1.0,7,4,fc1,0,1569,1569,86583.18854695465,1.3774670258472395,1e-07,0,128,127,10000000.0,1.8908904437437095,1e-07,865831885469.5465
KFLR,1.0,7,4,fc2,1,129,128,10000000.0,2.077718982409763,1e-07,1,10,9,10000000.0,4.480625714442296,1e-07,100000000000000.0
KFLR,1.0,7,5,conv1,0,10,10,26.196041431841252,1.0798473100671266,1e-07,0,16,16,4.983095757687947,0.4656601684671348,1e-07,130.53738292722582
KFLR,1.0,7,5,conv2,0,145,145,2690.5702439499087,1.2853981452523262,1e-07,0,32,32,1.5818003439325807,0.09042095731497142,1e-07,4255.944937254733
KFLR,1.0,7,5,fc1,0,1569,1569,123424.58727706365,1.4562260450304156,1e-07,0,128,127,10000000.0,1.9083174093333097,1e-07,1234245872770.6365
KFLR,1.0,7,5,fc2,1,129,128,10000000.0,2.1895128951868172,1e-07,1,10,9,10000000.0,4.332460753033939,1e-07,100000000000000.0
KFRA-block,0.0,7,1,conv1,0,10,10,26.93934407010298,1.0877987916514424,1e-07,0,16,16,9.929108809579528,0.7434409671560984,1e-07,267.48367853075354
KFRA-block,0.0,7,1,conv2,0,145,145,25034.92208492366,1.6983388460245155,1e-07,0,32,32,785.8715549198589,1.4237490042226553,1e-07,19674233.146176472
KFRA-block,0.0,7,1,fc1,5,1569,1471,10000000.0,2.0960789697080435,1e-07,11,128,107,10000000.0,4.511843843468273,1.0000000000000001e-07,100000000000000.0
KFRA-block,0.0,7,1,fc2,8,129,112,10000000.0,3.333159063087645,1e-07,1,10,9,10000000.000000002,4.786312588152347,1e-07,100000000000000.02
KFRA-block,0.0,7,2,conv1,0,10,10,27.007664375812723,1.0885908768107748,1e-07,0,16,16,39.43365352175532,0.9012754603766203,9.999999999999998e-08,1065.010879427653
KFRA-block,0.0,7,2,conv2,0,145,145,46630.85000030711,1.8577476330499314,1e-07,0,32,32,12.498228878211815,0.47912715264291833,1.0000000000000001e-07,582803.0360894018
KFRA-block,0.0,7,2,fc1,0,1569,1545,10000000.0,2.0838940481377937,1e-07,1,128,126,10000000.000000002,2.691792471836074,1e-07,100000000000000.02
KFRA-block,0.0,7,2,fc2,0,129,128,10000000.0,2.541896032663358,1e-07,1,10,9,10000000.0,4.486847383028627,1e-07,100000000000000.0
KFRA-block,0.0,7,3,conv1,0,10,10,27.316771211796073,1.0913538137171461,1e-07,0,16,16,31.6193116367772,0.8686369874039648,1e-07,863.737501856324
KFRA-block,0.0,7,3,conv2,0,145,145,59736.19102358405,1.9134524804022863,1e-07,0,32,32,7.104498215861261,0.36244522992590567,9.999999999999998e-08,424395.66254940035
KFRA-block,0.0,7,3,fc1,0,1569,1565,10000000.0,2.0459160214620606,1e-07,0,128,126,10000000.000000002,2.6746250262267726,1e-07,100000000000000.02
KFRA-block,0.0,7,3,fc2,0,129,126,10000000.0,2.553496499261633,1e-07,1,10,9,10000000.0,4.466992435728915,1e-07,100000000000000.0
KFRA-block,0.0,7,4,conv1,0,10,10,27.232923422292124,1.0909579735852188,1e-07,0,16,16,18.546400983724816,0.7895187391320899,1e-07,505.07271774890125
KFRA-block,0.0,7,4,conv2,0,145,145,38622.04515436614,1.8788999283112382,1e-07,0,32,32,5.928790921235025,0.3399505196235086,1e-07,228982.03067073517
KFRA-block,0.0,7,4,fc1,0,1569,1566,10000000.0,2.029578864931346,1e-07,1,128,127,10000000.0,2.3943795966541765,1.0000000000000001e-07,100000000000000.0
KFRA-block,0.0,7,4,fc2,1,129,127,10000000.0,2.354152146713396,1e-07,1,10,9,10000000.000000002,4.39365375015614,9.999999999999998e-08,100000000000000.02
KFRA-block,0.0,7,5,conv1,0,10,10,27.38946488160475,1.0924294975025584,1e-07,0,16,16,12.000105128369253,0.6698955026209814,1e-07,328.6764579890347
KFRA-block,0.0,7,5,conv2,0,145,145,35087.8153896187,1.858687540657781,1e-07,0,32,32,6.156391703585974,0.3251250205466544,9.999999999999998e-08,216014.33556160482
KFRA-block,0.0,7,5,fc1,0,1569,1565,10000000.000000002,2.010437469174262,9.999999999999998e-08,2,128,125,10000000.0,2.731622761592161,1e-07,100000000000000.02
KFRA-block,0.0,7,5,fc2,2,129,126,10000000.000000002,2.482801581311012,9.999999999999998e-08,1,10,9,10000000.0,4.397956296285276,1e-07,100000000000000.02
KFRA-block,0.25,7,1,conv1,0,10,10,5.247729871191676,0.5470159508774096,1e-07,0,16,16,9.924180080533146,0.7432843023221257,1e-07,52.0794162556992
KFRA-block,0.25,7,1,conv2,0,145,145,299.9744743657871,0.9796817248983469,1.0000000000000001e-07,0,32,32,782.0827416522333,1.4224931814167732,1.0000000000000001e-07,234604.85933768234
KFRA-block,0.25,7,1,fc1,5,1569,1549,10000000.0,2.190466467663244,1e-07,11,128,107,10000000.0,4.877927313669082,1e-07,100000000000000.0
KFRA-block,0.25,7,1,fc2,8,129,113,10000000.000000002,4.140425585321493,1e-07,1,10,9,10000000.0,4.810475646639436,1e-07,100000000000000.02
KFRA-block,0.25,7,2,conv1,0,10,10,5.254512515971813,0.5474196202790724,1e-07,0,16,16,34.95667355596011,0.8429361811259011,1e-07,183.68027871653328
KFRA-block,0.25,7,2,conv2,0,145,145,307.2765019777577,0.9775670482394431,1e-07,0,32,32,8.747239721243906,0.4176257911611849,1e-07,2687.8212235047235
KFRA-block,0.25,7,2,fc1,0,1569,1569,15364.602190890324,1.1309778380217468,1e-07,0,128,128,8810.967192714317,1.5859123143767957,1e-07,135377005.83304116
KFRA-block,0.25,7,2,fc2,0,129,129,1132.7074095968128,1.068976978127893,1e-07,0,10,10,8620064.291886797,4.616335998521804,9.999999999999998e-08,9764010694.621078
KFRA-block,0.25,7,3,conv1,0,10,10,5.284910166934875,0.5488184530319079,1e-07,0,16,16,28.264290389012356,0.7929630792004231,9.999999999999998e-08,149.37423563809108
KFRA-block,0.25,7,3,conv2,0,145,145,391.6574957502321,1.0069838948320553,1e-07,0,32,32,5.395154856979047,0.30032157370204937,1.0000000000000001e-07,2113.052840469115
KFRA-block,0.25,7,3,fc1,0,1569,1569,17553.221278890866,1.0820042456461432,1e-07,0,128,128,3030.0567310926317,1.5484955733564407,1e-07,53187256.28846168
KFRA-block,0.25,7,3,fc2,0,129,129,952.2848916333163,1.001948022506025,1e-07,1,10,9,10000000.0,4.60899641662936,1.0000000000000001e-07,9522848916.333162
