method,seeds,final_accuracy_mean,final_accuracy_std,clip_fraction_mean,clip_fraction_std,mean_clip_factor_mean,mean_clip_factor_std,preconditioner_build_time_mean,total_runtime_mean,peak_allocated_memory_mean,peak_allocated_memory_max
DP-KFC,2,0.95,0.0012727922061357632,0.1599559294871795,0.010198655497882899,0.8577607461275198,0.008164899848805642,1.011629325337708,58.076683145947754,168142336.0,168142336
DP-KFLR,2,0.95165,0.0010606601717798615,0.15456396901709402,0.009136295550186758,0.8616854657984188,0.007358398108666366,1.0523511031642556,58.054236750118434,168142336.0,168142336
DP-KFRA-block,2,0.9518500000000001,0.000636396103067862,0.15452223557692307,0.00903005955541716,0.8617325948599057,0.007339778747705683,0.852089268155396,57.80174203403294,168142336.0,168142336
