method,seed,epoch,test_accuracy,test_loss,train_loss,epsilon,noise_multiplier,clip_fraction,mean_clip_factor,transformed_norm_p50,transformed_norm_p90,transformed_norm_p99,preconditioner_build_seconds,private_train_seconds,state_metric_seconds,evaluation_seconds,algorithm_epoch_seconds,wall_epoch_seconds,seconds_per_batch,samples_per_second,build_peak_cuda_allocated_bytes,train_peak_cuda_allocated_bytes,total_peak_cuda_allocated_bytes,batches,samples,accountant_steps,builder_reverse_vectors,builder_vjp_calls,builder_forward_calls,builder_samples,synthetic_mean_max_probability,synthetic_mean_prediction_entropy,synthetic_normalized_entropy,synthetic_mean_kl_to_uniform,state_metric_forward_calls,total_private_train_seconds,total_build_seconds,total_algorithm_seconds,total_state_metric_seconds,total_wall_seconds,peak_allocated_bytes
DP-KFC,42,5,0.9491,0.3841891255537048,0.41652758594634187,0.995693195331761,1.068115234375,0.16716746794871795,0.8519872900767204,1.1940846889046952e-05,59.29531478881836,4515.32470703125,0.1643019486218691,10.369502112269402,0.0036999350413680077,1.0491479681804776,10.53380406089127,11.586651964113116,0.04431411159089488,5776.940816581771,168142336,138213888,168142336,234,59904,1170,2560,10,10,2560,0.6946266710685188,0.8434195949822929,0.36629247602988535,1.459165498011753,10,51.79506239760667,0.8378953514620662,52.63295774906874,0.01848276797682047,57.90560211148113,168142336
DP-KFLR,42,5,0.9509,0.37324201297946275,0.40492657708943397,0.995693195331761,1.068115234375,0.16102430555555555,0.8564822925971105,6.633713383052964e-06,47.423179626464844,6081.0986328125,0.22564813867211342,10.310893681831658,0.003667098470032215,1.0356203708797693,10.536541820503771,11.575829289853573,0.0440636482129558,5809.777682564415,168142336,138213888,168142336,234,59904,1170,23040,90,10,2560,0.704996675625227,0.8107250202379026,0.3520934026302232,1.4918600727561433,10,51.58226075489074,1.0435091853141785,52.62576994020492,0.018430675379931927,57.8249800754711,168142336
DP-KFRA-block,42,5,0.9514,0.3741862228232436,0.40582026264224297,0.995693195331761,1.068115234375,0.16090745192307693,0.8565425875349941,6.361767191265244e-06,46.80681610107422,6177.9267578125,0.16604078095406294,10.3879373408854,0.0036903908476233482,1.0528103401884437,10.553978121839464,11.61047885287553,0.04439289461916838,5766.688615287139,168142336,138000384,168142336,234,59904,1170,0,0,10,2560,0.706216955228477,0.8071661877516625,0.35054782131943113,1.4954189052423834,10,51.72145980410278,0.8330402160063386,52.55450002010912,0.018464457243680954,57.80526829417795,168142336
DP-KFC,7,5,0.9509,0.3782116118852049,0.4279022572132257,0.995693195331761,1.068115234375,0.15274439102564102,0.8635342021783193,7.375955647148658e-06,32.335628509521484,4248.40771484375,0.16466724034398794,10.332763472571969,0.0036874907091259956,1.0465577756986022,10.497430712915957,11.547675979323685,0.04415710885714517,5797.481008736288,168142336,138213888,168142336,234,59904,1170,2560,10,10,2560,0.7605082424060041,0.6658286551327006,0.2891657108171951,1.6367564378613453,10,51.57821500953287,0.8237976627424359,52.402012672275305,0.018395747058093548,57.62018405459821,168142336
DP-KFLR,7,5,0.9524,0.3743100321967155,0.41929856974344987,0.995693195331761,1.068115234375,0.14810363247863248,0.866888638999727,4.029663614346646e-06,29.13922882080078,6674.0546875,0.20484246034175158,10.325400656089187,0.003671870566904545,1.0446887090802193,10.530243116430938,11.578603696078062,0.044125643829440966,5801.61506514257,168142336,138213888,168142336,234,59904,1170,23040,90,10,2560,0.7693089672747808,0.638980569517677,0.2775057353849243,1.6636045234763688,10,51.53035226929933,1.0226777642965317,52.55303003359586,0.01838679052889347,57.754869759082794,168142336
DP-KFRA-block,7,5,0.9523,0.37570729972720146,0.4212052973671856,0.995693195331761,1.068115234375,0.14813701923076922,0.8669226021848173,3.7371339658420766e-06,29.597267150878906,6813.1025390625,0.16610033996403217,10.331781613640487,0.003690003417432308,1.0447162929922342,10.49788195360452,11.546288250014186,0.0441529128788055,5798.0319600360135,168142336,138000384,168142336,234,59904,1170,0,0,10,2560,0.7719352490777391,0.6300792072561093,0.27363992287330363,1.6725058857379365,10,51.55035224184394,0.8300912557169795,52.38044349756092,0.018406657502055168,57.60050213895738,168142336
