epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent
1,235,0.7360872685750326,0.5526894395828247,0.8871,0.7863366347932901
2,470,0.5387560331344604,0.5296330974578858,0.9053,0.8389556633778256
3,705,0.5224590620676677,0.522759926700592,0.9113,0.891574691962361
4,940,0.5085604044596355,0.5677933404684067,0.9118,0.9441937205468965
5,1175,0.48107075576782227,0.5021094473361969,0.9207,0.9968127491314319
