p,seed,epoch,layer,mean,median,p90,p99
0.625,7,1,conv1,0.000147548271343112,0.00010139995720237494,0.00029216313851065934,0.0008469757158309221
0.625,7,1,conv2,0.015098443254828453,0.011019734665751457,0.0318341962993145,0.0613093338906765
0.625,7,1,fc1,0.5513352155685425,0.5525847673416138,0.6503734588623047,0.7334747910499573
0.625,7,1,fc2,0.433418869972229,0.4334879517555237,0.5430729389190674,0.6345703601837158
0.625,7,2,conv1,0.0031983419321477413,0.0028318713884800673,0.005537151359021664,0.009056920185685158
0.625,7,2,conv2,0.07188668847084045,0.06830847263336182,0.09948825091123581,0.142853245139122
0.625,7,2,fc1,0.7755549550056458,0.7856320738792419,0.8373106122016907,0.8672425746917725
0.625,7,2,fc2,0.1493600308895111,0.13897953927516937,0.22424434125423431,0.29978302121162415
0.625,7,3,conv1,0.00486353924497962,0.004107063636183739,0.00877384003251791,0.013714881613850594
0.625,7,3,conv2,0.09090661257505417,0.08758752048015594,0.1222943663597107,0.16222357749938965
0.625,7,3,fc1,0.7347428798675537,0.754761815071106,0.826963484287262,0.8618790507316589
0.625,7,3,fc2,0.16948696970939636,0.14565792679786682,0.29719164967536926,0.4851953685283661
0.625,7,4,conv1,0.005460002925246954,0.0043963100761175156,0.010145113803446293,0.016854725778102875
0.625,7,4,conv2,0.09750116616487503,0.09508541226387024,0.12792913615703583,0.1589880734682083
0.625,7,4,fc1,0.71760493516922,0.7393842935562134,0.8239122629165649,0.8617932796478271
0.625,7,4,fc2,0.1794338971376419,0.1524621546268463,0.3330993354320526,0.466147780418396
0.625,7,5,conv1,0.007096440065652132,0.005849539302289486,0.012913304381072521,0.0220333281904459
0.625,7,5,conv2,0.09866127371788025,0.09770480543375015,0.13163356482982635,0.16414031386375427
0.625,7,5,fc1,0.634695827960968,0.6554805040359497,0.7988868951797485,0.8492240309715271
0.625,7,5,fc2,0.2595463693141937,0.23375698924064636,0.48546352982521057,0.632042646408081
