seed,Penalty_A,Penalty_Full,Interaction,Fashion_A_minus_Full,CIFAR_A_minus_Full,a_fashion_minus_pink,a_cifar10_minus_pink,full_fashion_minus_pink,full_cifar10_minus_pink
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
