method,source,seed,smoke,final_accuracy,best_accuracy,accuracy_auc,builder_seconds,private_train_seconds,peak_allocated_cuda_bytes,clip_fraction,transformed_norm_mean,transformed_norm_p90,transformed_norm_p99
a_public_fashion,fashion,42,True,0.232421875,0.232421875,0.0,0.9598408099263906,0.26842110604047775,175437312,1.0,24.852245330810547,27.943037033081055,29.9307918548584
full_public_fashion,fashion,42,True,0.193359375,0.193359375,0.0,0.809545386582613,0.21304318122565746,175404032,1.0,389.6199645996094,449.1991271972656,498.9207458496094
a_public_cifar10,cifar10,42,True,0.240234375,0.240234375,0.0,1.4135638773441315,0.26631406135857105,175437312,1.0,34.82984924316406,38.41294860839844,40.58843994140625
full_public_cifar10,cifar10,42,True,0.20703125,0.20703125,0.0,1.5770744029432535,0.18345711193978786,175404032,1.0,647.0369262695312,729.024169921875,784.6781005859375
a_pink,pink,42,True,0.236328125,0.236328125,0.0,0.5944234440103173,0.250654399394989,175437312,1.0,36.492740631103516,41.88026428222656,45.46882247924805
full_pink,pink,42,True,0.21484375,0.21484375,0.0,0.5835991092026234,0.19903792534023523,175404032,1.0,569.107421875,648.5616455078125,731.954345703125
dp_sgd,none,42,True,0.193359375,0.193359375,0.0,2.2443942725658417e-05,0.4307376565411687,116984832,1.0,4.872245788574219,5.592968463897705,6.0535359382629395
