epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent
1,234,0.6977728309794369,0.4951664249897003,0.8983,0.7861127240333559
2,468,0.4801173931640437,0.44878974332809446,0.923,0.8385078418579571
3,702,0.44521179989489734,0.408866634696722,0.9328,0.8909029596825585
4,936,0.414487754750965,0.34638168065641073,0.9436,0.9432980775071597
5,1170,0.3640775531848781,0.34498591639902443,0.9451,0.995693195331761
