epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent,clip_fraction,preclip_norm_mean,preclip_norm_p90,preclip_norm_p99,powell_rate,modified_rate,damping_trigger_rate
1,2,290.4704611301422,4051.763916015625,0.09375,0.7123345048484723,0.75,1410.394415140152,2827.8588733673096,2840.2680320739746,0.0,0.4166666666666667,0.20833333333333334
2,4,5987.873779296875,16007.85009765625,0.125,0.9963923627328367,0.875,16385.6025390625,22741.26953125,23775.947265625,0.125,0.5833333333333334,0.3541666666666667
