p,seed,epoch,layer,mean,median,p90,p99
0.75,3407,1,conv1,5.904565841774456e-05,4.0432398236589506e-05,0.00011539227853063494,0.00035026224213652313
0.75,3407,1,conv2,0.012143703177571297,0.00917633343487978,0.026086576282978058,0.043714217841625214
0.75,3407,1,fc1,0.5698304772377014,0.5664182305335999,0.674888551235199,0.7928368449211121
0.75,3407,1,fc2,0.41796669363975525,0.423019677400589,0.5281969308853149,0.5931861400604248
0.75,3407,2,conv1,0.0007989340811036527,0.0007054682355374098,0.00129029992967844,0.0023264780174940825
0.75,3407,2,conv2,0.057041872292757034,0.05269024521112442,0.08156785368919373,0.12841148674488068
0.75,3407,2,fc1,0.7202761173248291,0.7254883050918579,0.7947189211845398,0.8438383936882019
0.75,3407,2,fc2,0.22188304364681244,0.21473391354084015,0.31302493810653687,0.4167347252368927
0.75,3407,3,conv1,0.0014983239816501737,0.001356205902993679,0.0023733528796583414,0.004017014522105455
0.75,3407,3,conv2,0.0646466389298439,0.06119288504123688,0.08660110831260681,0.12481703609228134
0.75,3407,3,fc1,0.8556645512580872,0.8620507121086121,0.8953761458396912,0.9121970534324646
0.75,3407,3,fc2,0.07819048315286636,0.06939356029033661,0.1315123587846756,0.1990099847316742
0.75,3407,4,conv1,0.001781814033165574,0.001603415934368968,0.002864191075786948,0.004902040585875511
0.75,3407,4,conv2,0.0686672106385231,0.06564027070999146,0.09294429421424866,0.13076777756214142
0.75,3407,4,fc1,0.7990169525146484,0.8242319226264954,0.8819864988327026,0.9063431620597839
0.75,3407,4,fc2,0.1305340826511383,0.10209688544273376,0.263554185628891,0.40693989396095276
0.75,3407,5,conv1,0.001484728534705937,0.0013131280429661274,0.0024819537065923214,0.004315729718655348
0.75,3407,5,conv2,0.06037931516766548,0.057004936039447784,0.0890834778547287,0.1332584172487259
0.75,3407,5,fc1,0.6185479164123535,0.6292088031768799,0.7798638939857483,0.8544592261314392
0.75,3407,5,fc2,0.3195880353450775,0.3073684275150299,0.5169898867607117,0.6524831056594849
