method,seed,epoch,privacy_valid,base_reset_error,train_loss,test_loss,test_accuracy,epsilon_spent,clip_fraction,mean_clip_factor,layer,base_W_kron,base_W_G,base_W_A,base_log_kappa_kron,corrected_W_kron,corrected_W_G,corrected_W_A,corrected_log_kappa_kron,gain_A,gain_G,gain_kron
Residual-Noisy,42,1,True,0.0,543.979746500651,2324.9091796875,0.25,0.7473062944952246,0.9722222222222222,0.037105057846828354,conv1,0.9933755526165965,0.5028572161900101,0.7653762821966144,4.064032751604296,1.020020232461573,0.5522666643840385,0.7507052464923719,4.310209699182325,0.019168396049766355,-0.09825741105673716,-0.02682236317855139
Residual-Noisy,42,1,True,0.0,543.979746500651,2324.9091796875,0.25,0.7473062944952246,0.9722222222222222,0.037105057846828354,conv2,4.751893477245984,0.5765918151806915,4.086194461190117,19.883056216901757,4.772661274671722,0.599220290937801,4.061535425696298,20.008645465031506,0.006034719034550593,-0.039245225411356735,-0.0043704257103369054
Residual-Noisy,42,1,True,0.0,543.979746500651,2324.9091796875,0.25,0.7473062944952246,0.9722222222222222,0.037105057846828354,fc1,150.42235714225507,5.2375471288786954,28.19330754764084,inf,149.97561778740666,5.215650307503641,28.22345407906291,inf,-0.001069279699486533,0.004180739731069874,0.002969899975878723
Residual-Noisy,42,1,True,0.0,543.979746500651,2324.9091796875,0.25,0.7473062944952246,0.9722222222222222,0.037105057846828354,fc2,15.927491473247283,1.429324647938474,9.093745949867717,inf,16.030698513256063,1.4538210316177784,9.047487699781053,inf,0.0050868201444903,-0.017138432276135252,-0.006479805070505425
Residual-Noisy,42,2,True,0.0,15283.086995442709,27382.88671875,0.0,0.998851928401898,0.8611111111111112,0.1388888998424722,conv1,0.9954151346959194,0.5993997891708425,0.6816425186443352,5.006220268215781,1.0042594910108904,0.5969640475741147,0.6934135107595534,5.126002335806781,-0.01726857083186146,0.004063634390157465,-0.008885093270832005
Residual-Noisy,42,2,True,0.0,15283.086995442709,27382.88671875,0.0,0.998851928401898,0.8611111111111112,0.1388888998424722,conv2,5.034903258411105,0.6320507869774614,4.222379770232499,inf,5.092890946098429,0.6506754270998366,4.233800911359694,inf,-0.0027049061781967173,-0.029466999339468166,-0.011517140392012872
Residual-Noisy,42,2,True,0.0,15283.086995442709,27382.88671875,0.0,0.998851928401898,0.8611111111111112,0.1388888998424722,fc1,138.5869864498133,5.433549112775011,25.0652216702598,inf,138.85638152216808,5.4420694969912375,25.075925244716746,inf,-0.0004270289167100077,-0.0015681065983546769,-0.0019438699062290748
Residual-Noisy,42,2,True,0.0,15283.086995442709,27382.88671875,0.0,0.998851928401898,0.8611111111111112,0.1388888998424722,fc2,12.094903676101652,1.612800287155457,6.316659889584505,inf,12.278908156714792,1.6509609183435097,6.303705362579012,inf,0.002050850802788002,-0.02366110143454755,-0.015213389501953216
Residual-Clean,42,1,False,0.0,545.2116321987576,2367.34326171875,0.25,0.7473062944952246,0.9722222222222222,0.03830926683760557,conv1,0.9932923240963721,0.5027535304839177,0.7653762821966144,4.068974951335212,0.8702004357846861,0.5507112542423896,0.5901905833184494,3.7933181297516176,0.22888832977079657,-0.0953901282648597,0.12392312446757951
Residual-Clean,42,1,False,0.0,545.2116321987576,2367.34326171875,0.25,0.7473062944952246,0.9722222222222222,0.03830926683760557,conv2,4.752189722511127,0.5763187945387411,4.086964678878803,19.888406253523797,4.298490764875203,0.5693574250400533,3.7025501099121083,19.53403173991328,0.09405869616474224,0.012079025644581697,0.09547155819279504
Residual-Clean,42,1,False,0.0,545.2116321987576,2367.34326171875,0.25,0.7473062944952246,0.9722222222222222,0.03830926683760557,fc1,150.50790441067113,5.240415544664128,28.194444056512115,inf,133.39776303159027,5.06466147208852,25.82142584571267,inf,0.08416616429971223,0.033538193885132406,0.11368267630911041
Residual-Clean,42,1,False,0.0,545.2116321987576,2367.34326171875,0.25,0.7473062944952246,0.9722222222222222,0.03830926683760557,fc2,15.927822129046483,1.429324649614514,9.093936262061622,inf,13.726401274884743,1.2999705476435148,8.331636399362205,inf,0.08382507208452776,0.09050015474502991,0.13821229521060246
Residual-Clean,42,2,False,0.0,15380.339857313367,27581.37109375,0.0,0.998851928401898,0.8611111111111112,0.13888889955768458,conv1,1.001737835031864,0.6065489525301686,0.6816425186443352,5.060524572171934,0.9835135500580982,0.6366032196971473,0.6324160266721404,4.968880339417119,0.07221746095020236,-0.04954961514913148,0.01819266911605284
Residual-Clean,42,2,False,0.0,15380.339857313367,27581.37109375,0.0,0.998851928401898,0.8611111111111112,0.13888889955768458,conv2,5.030484123718243,0.6310115328832622,4.2207054488964415,inf,4.407885578085923,0.5955876630799235,3.7523530007554973,inf,0.11096544258102661,0.056138228791916746,0.12376513479027361
Residual-Clean,42,2,False,0.0,15380.339857313367,27581.37109375,0.0,0.998851928401898,0.8611111111111112,0.13888889955768458,fc1,138.68348235626792,5.035194710089422,26.997387685015447,inf,124.16811698036877,4.943427922838016,24.599631345068524,inf,0.08881438337375756,0.018225072223627348,0.10466542323050569
Residual-Clean,42,2,False,0.0,15380.339857313367,27581.37109375,0.0,0.998851928401898,0.8611111111111112,0.13888889955768458,fc2,13.206356035201553,1.5844553959042305,6.99761683670605,inf,11.556683546450593,1.5414151374544884,6.23356854128874,inf,0.10918692938565729,0.027164070734335466,0.12491503972433857
