p,seed,epoch,m_p,m_reference,scale_match,operator_gain_p10,operator_gain_p50,operator_gain_p90,operator_gain_p99,transformed_eig_p10,transformed_eig_p50,transformed_eig_p90,transformed_eig_p99,transformed_condition_proxy
0.75,123,5,1778256.9006307318,152640.67517105592,0.2929799414276752,2.1592581696323,12.529529179585932,36.97827868818348,52.09953215083477,0.2569347746634977,0.7895439641206504,1.0329355541764038,1.044642701966466,4.020224804249323
1.0,123,1,32432887.305779032,96820.3267271574,0.0546374554539937,5.960059091202699,26.985346518961148,53.62384226482427,54.62160094385703,0.0367175143783651,0.5411058880645473,0.7378854947146603,0.7462319656210527,20.096281221842197
1.0,123,2,31852255.595115986,111907.27220674756,0.0592732934352175,3.90360672348572,21.171120151208807,55.18591233197119,59.26512119778131,0.0761921132392886,0.5812129860110976,0.8635788044409874,0.8781475834790123,11.334228278048096
1.0,123,3,30977762.47825157,124301.66027627436,0.0633451606636516,2.7504318970073585,18.17680091928557,55.64469921153095,63.28776988316285,0.0719451325951229,0.6112885673706998,0.982482311740252,1.0029162060277248,13.655994176412896
1.0,123,4,29800465.165219128,132751.63427284066,0.0667434138492484,2.1796430229062103,16.152176115796536,57.49551178289132,66.71114130047458,0.0832107467393127,0.6320211610495681,1.088463351747678,1.1133976090269209,13.080802593415925
1.0,123,5,29054621.88351216,143042.68035339948,0.0701657554948265,1.5661431095055227,13.82804423456784,50.1747658000784,70.16332903750585,0.068466902596299,0.66984558100355,1.2009352832905198,1.2304969396188634,17.540376996044145
0.0,2024,1,5279.065349948103,98043.59382361948,4.309541745233178,4.309541745233178,4.309541745233178,4.309541745233178,4.309541745233178,0.0003049710386701,0.0193984518638116,0.1516935374379138,3.3655514874897845,497.40309145218725
0.0,2024,2,542696.2025616368,163521.7654751306,0.5489204268054064,0.5489204268054064,0.5489204268054064,0.5489204268054064,0.5489204268054064,0.0002469291786502,0.0028567781053778,0.050919322897079,5.126072864993079,206.21023070427304
0.0,2024,3,631942.0311542846,174315.5532580977,0.5252057213657381,0.5252057213657381,0.5252057213657381,0.5252057213657381,0.5252057213657381,0.0003969270386482,0.0036717023042654,0.0704006306526044,6.169367003978333,177.36415965100085
0.0,2024,4,666486.910692169,178579.95244128365,0.5176313118157384,0.5176313118157384,0.5176313118157384,0.5176313118157384,0.5176313118157384,0.0004884694136377,0.004120552561104,0.0846341874802889,6.5733173359461095,173.26404707717973
0.0,2024,5,691665.9853318012,183053.84280493023,0.5144476834191115,0.5144476834191115,0.5144476834191115,0.5144476834191115,0.5144476834191115,0.0005971362544089,0.0048469952546197,0.0986460571790446,7.101123116466301,165.19857310739388
0.125,2024,1,4430.108289943914,98043.59382361948,4.704380486813473,8.457060454196847,10.20185807984901,11.13315467374835,11.15559750594641,0.0020353208146156,0.1087084849100599,0.5841754945970132,6.136510164817617,287.018877025204
0.125,2024,2,76662.86303174382,161951.80964617676,1.4534509678988925,1.8808860374405936,2.5970436315958287,3.1987269371731832,3.4434826760265342,0.0083607445982463,0.0581677555187517,0.4462994299579083,11.466407916631074,53.3803448620497
0.125,2024,3,93621.85716946132,173788.88954557612,1.3624556622611397,1.654650923501693,2.326553569011404,2.8932143536496997,3.193158394862186,0.0118732758320739,0.0694559162575844,0.5758160658807551,12.692642435227546,48.4968153713125
0.125,2024,4,100137.27374721222,178760.55190009385,1.3360969163500973,1.570326138453658,2.2299887623813217,2.7752655750771,3.1173402596719626,0.0145246920610421,0.0776095779087762,0.6748091101980946,13.480392880061508,46.45944350228645
0.125,2024,5,103807.91391322884,183759.73541977,1.3304848895510046,1.523269352237391,2.167348704175671,2.705337757877911,2.9679153094731303,0.0177278650429042,0.0900368078649281,0.7836740129814488,13.543964768523177,44.20577498107267
0.25,2024,1,8385.950657142961,98043.59382361948,3.4192705025027887,11.050132243457565,16.080040388787204,19.14983628688995,19.22712071383739,0.0060218022963103,0.2700717496997847,0.9973303511926288,4.961264805938463,165.61990947522605
0.25,2024,2,35058.88266086498,158020.13754358332,2.1230351387300748,3.889433883511925,7.035177038577765,10.444485620794351,11.917534054265516,0.077144864780025,0.3609736813407245,1.3278169068356582,9.670326101093428,17.211993444046684
0.25,2024,3,44465.66476815892,171738.92137471878,1.9652688509267868,3.100141693435303,5.866646393488695,8.942126632902017,10.95512887063051,0.1065932036146212,0.3990015723889016,1.5425281820224137,10.178656036535363,14.471168233195192
0.25,2024,4,48912.82431599413,176964.03829924096,1.9020903397140212,2.766172873105209,5.406445330476516,8.271759323296953,10.628413977719504,0.1228841176003191,0.4185877115979161,1.7030291191736016,10.205268536804947,13.85882205471587
0.25,2024,5,52394.46011040851,181798.40678345648,1.8627404763239075,2.556650375316752,5.022652359434875,7.788873433251278,9.810700430240122,0.1377877058416918,0.4520199194303723,1.835370617955701,10.136921522927684,13.3202785164622
0.375,2024,1,26209.83823226466,98043.59382361948,1.934093390572389,11.236433934313308,19.72458861460421,25.634499917370867,25.78983898397748,0.010790610951348,0.4063692110962683,1.0312423999427875,2.4298286985151165,95.5684904768022
0.375,2024,2,54784.42036190917,152837.72014071033,1.6702702273614298,4.815123544786678,10.770272467173216,18.746692699053305,22.198180600929685,0.2050824813633884,0.6892811069081686,1.3541082207504949,3.3603113021606665,6.6027493511312265
0.375,2024,3,65798.31469503352,168075.3046268934,1.59824946778641,3.576299902257255,8.77202029927972,15.987093224890884,21.177774800682236,0.294636407319754,0.7440061778985329,1.4803366057108136,3.4592337117067458,5.024282705511946
0.375,2024,4,71081.7167596477,173639.67226890975,1.562951582635992,3.0782147958325297,7.948081049221085,14.708320022215204,20.804994855053064,0.3317059142862029,0.7628910785323572,1.5452569715110802,3.463319377718468,4.658514982575197
0.375,2024,5,75669.77911376648,178374.82541023946,1.5353434741874492,2.743111225649988,7.219534438744095,13.671017742821132,19.52822162128724,0.3618192204115974,0.7877417399808727,1.5934552115743092,3.4330854834664954,4.404009299897419
0.5,2024,1,98043.59382361948,98043.59382361948,1.0,10.444030545567651,22.11603920241234,31.366294208798603,31.61997967907092,0.016155586634376,0.5108808099973607,0.8909221237043059,0.9944945189005489,55.146380250197126
0.5,2024,2,146765.33678376238,146765.33678376238,1.0,4.835144453367456,13.225608705097596,26.105664699012863,31.46792940190731,0.3184940951790206,0.8250832743796468,0.976621348114827,0.999021284031211,3.066371913632757
0.5,2024,3,163176.8818752295,163176.8818752295,1.0,3.45982997704217,10.63103623096346,22.72005266307158,31.43107620322778,0.4837990608854428,0.8869810686559422,0.9880295703506496,0.9993956119368276,2.042231269615056
0.5,2024,4,169302.97642822695,169302.97642822695,1.0,2.89556005492228,9.578109612709753,21.053312422295576,31.59303392399398,0.5567580301982306,0.908259816246917,0.9916157312455154,0.9995551990297152,1.7810533076504638
0.5,2024,5,174498.19550881317,174498.19550881317,1.0,2.525262195093294,8.651304565743484,19.588926396747837,30.384965374682544,0.6162737733325953,0.9251549293107458,0.9936230357413312,0.9996065054666688,1.6123078390439394
0.625,2024,1,396458.4669790087,98043.59382361948,0.4972911866135675,9.33675563943977,23.850360688482237,36.91388688797518,37.28745527989932,0.0223756591094662,0.5585218113326638,0.7382041379940958,0.7439309373642311,32.99139186839822
0.625,2024,2,490360.1609227332,140010.85765027997,0.5343468684162803,4.6783134484679865,15.022554473119609,33.306066885724256,39.8570979021297,0.3412234167841813,0.7701319545283448,0.855735667896085,0.8589687219573847,2.507845668860777
0.625,2024,3,511691.71597833215,157396.45254944987,0.5546171271611752,3.183141271444441,11.950550019905409,29.43062628706293,41.39540059953647,0.4731692701229381,0.825994394940441,0.9215710149499976,0.9253707714672292,1.9476560992867444
0.625,2024,4,512237.5502072174,164302.16832040052,0.5663513519532537,2.5314995557569056,10.71198743396229,27.3718651948684,42.45353108246347,0.5039292237199798,0.8519812117203707,0.9601897207409946,0.9649175608216908,1.9054059092920288
0.625,2024,5,508400.88812406285,170239.54593758663,0.5786648142435538,2.1713740974439566,9.57125592904816,25.579612872891317,42.24740557588812,0.4985503566225223,0.8792703314829209,1.001645779733549,1.0073432707031031,2.0091165645117486
0.75,2024,1,1679255.4872607754,98043.59382361948,0.2416302053563754,8.155556027937312,25.13114347776098,42.44690611671133,42.96290139789837,0.0288790426907016,0.5584850627582317,0.7056183650120081,0.7105947500246009,24.433578791695872
0.75,2024,2,1849837.1771763796,133047.04632152192,0.2681858544082945,4.347002309838413,16.405427953398263,40.245221526903286,47.44176919763126,0.2338950419581745,0.7083123903347074,0.8675019324025883,0.8753375032024673,3.7089368168724
0.75,2024,3,1838807.852509606,151145.87838295696,0.2867015095187094,2.8622348727352915,12.964282058960206,36.37122660791493,50.84067058613435,0.2960665451368346,0.7765154471821362,0.9888444617991612,1.000340884221319,3.339939881901015
0.75,2024,4,1790438.1977076468,158877.51732732565,0.2978870029884128,2.1770911042720837,11.422340058761984,34.22536497089241,52.96790407794805,0.2713725670426478,0.8076740548789992,1.0644668545256322,1.0798918455741808,3.9225293334766023
0.75,2024,5,1716923.256509256,166204.35581943733,0.3111327725184094,1.8252397251739765,10.07200124807838,31.569650943020285,54.5785719795304,0.2616025325424396,0.8300213487495969,1.15703579708245,1.178048614349587,4.422876895867759
1.0,2024,1,32965825.00020994,98043.59382361948,0.0545352912208047,5.948593749532596,26.674257468478057,53.65424159885609,54.525644740633815,0.0309025007220641,0.5386167888395337,0.7340315227914437,0.7434010817229827,23.75314313211393
1.0,2024,2,31870327.47649958,120953.3690919717,0.0616049659626887,3.4059185404235173,18.326307244323843,53.94364099733106,61.354777256211,0.1117430034469815,0.5900880113468627,0.927407458414151,0.9485921336613392,8.299467794904723
1.0,2024,3,29894604.762595803,140363.64462675303,0.0685221387938307,2.160406004665557,13.919301690423955,50.945424015414375,68.43231595526692,0.1015888533204408,0.6509200605498633,1.14042744579351,1.1734202889584722,11.225911195161046
1.0,2024,4,27794777.979702823,149194.32050422125,0.0732646603781846,1.5088045519717612,11.800527490184155,49.48649871800812,73.26466037818452,0.0778174372830181,0.6508637839501318,1.291643238812621,1.3411739400826583,16.598377997401528
1.0,2024,5,25451237.7843606,159739.30200594227,0.0792230278767358,1.2400988745253474,10.022617779324024,43.20423842666051,79.0650393403882,0.0694102116054899,0.6455636975854016,1.4929135190263956,1.5683098303620744,21.5085573793052
0.0,3407,1,7723.960471704042,100838.9846832908,3.6132183806332874,3.6132183806332874,3.6132183806332874,3.6132183806332874,3.6132183806332874,0.0009721839030418,0.0141093986271088,0.1179352399589167,3.2843393170962565,121.30959954171784
0.0,3407,2,571747.5988169165,166369.9207177729,0.5394301669225618,0.5394301669225618,0.5394301669225618,0.5394301669225618,0.5394301669225618,0.000319887170219,0.0025510946765459,0.045783004499636,5.5174812460870255,143.12235301055887
0.0,3407,3,670414.1102585813,171606.89436743085,0.5059362445089007,0.5059362445089007,0.5059362445089007,0.5059362445089007,0.5059362445089007,0.0003559624919884,0.0029032419800137,0.0585814103877086,6.045080352828062,164.57186278382767
0.0,3407,4,692199.7725113344,176629.11112473573,0.5051442520324557,0.5051442520324557,0.5051442520324557,0.5051442520324557,0.5051442520324557,0.000465301149164,0.003545771445487,0.0743247150428397,6.61023606831424,159.7346474995232
0.0,3407,5,740062.384082661,179133.32930059094,0.4919874601919923,0.4919874601919923,0.4919874601919923,0.4919874601919923,0.4919874601919923,0.0005060901140424,0.0040014519547781,0.0884784523598121,7.76957961277439,174.82746630454022
0.125,3407,1,5667.624488241489,100838.9846832908,4.218069178136967,7.49777249319001,9.127178525831024,9.913216776811336,10.002550254841132,0.0073179402052244,0.0900312277336612,0.5078314820444028,6.313807132770988,69.39541288979815
0.125,3407,2,82207.25157011072,163798.17317386836,1.411560388341437,1.837431884867811,2.5471260761465064,3.0726536037605463,3.3473201917869235,0.009287778834776,0.0512277266704406,0.4061963159609245,12.160364634906568,43.73449488698103
0.125,3407,3,98816.63587654286,171080.56847534224,1.315786147974904,1.6173577930819514,2.284267064971383,2.8022345514343643,3.1202206735815228,0.0107022674315713,0.0580234855755237,0.499318364764387,12.986460694168636,46.65538101686898
0.125,3407,4,104699.71483723664,177416.26454717678,1.3017391487873895,1.5464991077000692,2.199638365510678,2.7073909577431987,3.047615491792228,0.0136056637035801,0.0679536516224539,0.6002979378772185,13.977793790039726,44.12118004351802
0.125,3407,5,113319.49719383357,179955.7614862064,1.2601741259688668,1.4467301677212272,2.0811458879693503,2.583659375330285,2.988034214525917,0.0147059503937553,0.0739449563480881,0.6915232614250116,14.825678722789062,47.02336421035785
0.25,3407,1,9406.379069826524,100838.9846832908,3.274183336390732,10.345229239534785,15.330230626228811,18.08442920028532,18.41183532002885,0.0243539219857868,0.2539904915992245,0.966796968431849,5.366291461424762,39.6977936036782
0.25,3407,2,35976.99241848387,158722.54645867107,2.1004235738695427,3.891344246920337,7.121794052849378,10.19434006612405,11.804475297639572,0.0833631568045657,0.3330303373639865,1.270228169837493,10.6090764146105,15.237284893317804
0.25,3407,3,44269.63583802186,168532.03435446584,1.95113921127982,3.1538899571026864,6.043166243203208,8.989476109995099,10.972062097019462,0.0985323370528324,0.3603279118501354,1.4470667172036116,10.938149159479734,14.686211252938248
0.25,3407,4,48670.29578150236,176826.92607132677,1.906084746279024,2.860588906561303,5.556694974572279,8.335158252472638,9.930559719263824,0.1205197639600573,0.396622736626198,1.6049045328928904,11.255886192627552,13.316525689718304
0.25,3407,5,52735.461402123765,179150.63156347792,1.843137760703866,2.5935659216074103,5.134808030032194,7.836226284152737,10.209907328676884,0.1265327506506592,0.4113400120051537,1.7089604991420806,11.282358407862718,13.5060724623011
0.375,3407,1,27597.51891183763,100838.9846832908,1.911521610762919,10.735812195230192,19.36634900355197,24.81315179108873,25.490029858964395,0.0458482555302721,0.4053363851062129,1.041177563983988,2.5800675949608047,22.70920784099475
0.375,3407,2,54195.80150992511,152447.36458227955,1.6771702056717752,4.850791468131425,11.24116649072548,18.56585786855716,22.25635145768853,0.2216295118364412,0.6649184734139754,1.3621532111982428,3.733236077925314,6.146082260937741
0.375,3407,3,63197.77673403462,163653.49055802473,1.6092063448210698,3.75473211879203,9.39365095312238,16.598957203986465,21.457723490340616,0.2709585895362976,0.7105046864222746,1.457918077459967,3.7787331272447777,5.3805936912904695
0.375,3407,4,69366.47064596329,173200.33211369868,1.5801545321094732,3.2933190492731987,8.420015803793067,15.02578826254696,18.618583584411844,0.3305234596664519,0.7475497007481167,1.519453298308202,3.8331098791422646,4.597111805139519
0.375,3407,5,73055.4460554072,175989.1280317645,1.552089001377314,2.9363576709872765,7.780093823166068,14.219344935398162,19.49962874576441,0.3480153608796531,0.7619421000881819,1.5662257733345897,3.8085522764881503,4.500450122016898
0.5,3407,1,100838.9846832908,100838.9846832908,1.0,9.983303313270712,21.922566139815824,30.507289949021327,31.62191564836545,0.0693052071778184,0.5194010938454008,0.9003336397312846,0.996040703078392,12.99085128511732
0.5,3407,2,145796.69149877896,145796.69149877896,1.0,4.852356255235812,13.831257646432553,25.738125515837787,31.290972634301504,0.3375488343101495,0.8086963119180012,0.9764544521383371,0.9993364408386284,2.8927798080947986
0.5,3407,3,157383.0047761974,157383.0047761974,1.0,3.650184236442584,11.568325430002572,23.97139688146637,31.58920073151126,0.4253720397395222,0.8661738467455558,0.9866761325443584,0.9996201670794004,2.3195603856533507
0.5,3407,4,167936.98024296697,167936.98024296697,1.0,3.086879708803804,10.284222795994856,21.47253177712272,27.56536446723314,0.5389302417953011,0.8942347614823398,0.9904711523677032,0.999691005146414,1.8378466739372707
0.5,3407,5,171397.76914420802,171397.76914420802,1.0,2.748773734643766,9.577419505451752,20.48591575032293,29.050411955606133,0.5803270094567462,0.9082730356165925,0.9924442107844208,0.9997340408652904,1.7101465115564145
0.625,3407,1,404381.0013761513,100838.9846832908,0.4993658745896684,8.861591035966732,23.688256482545867,35.80332835129791,37.44588336568567,0.0954564036166633,0.561983002785359,0.7449804365002243,0.7501655266437102,7.804405029671336
0.625,3407,2,495512.8027030375,139188.49914704871,0.5299980063835865,4.606775685313108,15.665302732716372,32.04652864332341,39.43812619057737,0.3722456087064744,0.7581062822307393,0.8417561991054981,0.8450391370098637,2.261292489199638
0.625,3407,3,500329.4233601097,150752.53968901493,0.5489139864643683,3.301868074571761,13.134386592460991,31.18326217406543,41.138873286798,0.4055625252875012,0.8081183884883996,0.9029101364092852,0.906436846835566,2.22631550035156
0.625,3407,4,519841.9056443869,161909.0221351843,0.5580843986317094,2.7437789038100875,11.57927427616094,27.82460086794485,36.909082344303776,0.5041652364608468,0.8370238055768493,0.9331621872081468,0.9369748708638406,1.850905456629229
0.625,3407,5,517391.8859399818,165795.55373579822,0.5660784642479146,2.425426844200124,10.825922163454775,26.756155803847623,39.88518240899428,0.5103685969391659,0.8566635223863756,0.9597015870570876,0.9640011116254404,1.8804087728216567
0.75,3407,1,1708805.808182175,100838.9846832908,0.2429225751891984,7.662655491225367,24.93474664783704,40.93297688158557,43.19665721817674,0.1091823141890569,0.5655724300840922,0.7131915871665303,0.7182018212928742,6.53211641888803
0.75,3407,2,1898846.524573457,132954.72805624583,0.2646104315121235,4.342809297030731,16.926466634390945,38.06349868280458,46.93949376221162,0.2794227519826723,0.7075359205706644,0.846263943483906,0.8521790664329628,3.0286150196401507
0.75,3407,3,1820241.39927538,144695.13981134034,0.2819437540669848,2.944598605459013,14.200757669602668,38.09492855315814,50.13733777870973,0.229123196905999,0.7645342412958301,0.9584994993764464,0.967438020297462,4.183336791384261
0.75,3407,4,1853966.503661869,155711.86240692422,0.2898076918020781,2.403003008844032,12.50641589653977,34.28137942484915,47.20033726859917,0.3118348310633192,0.7967481367309391,1.0115432952558676,1.02214393133213,3.2438431967545984
0.75,3407,5,1813514.6995646928,159736.14144436189,0.2967843900702133,2.114347657477064,11.759683206794143,33.328313621016264,51.47513878791074,0.2781777072242271,0.8187984250069191,1.0594542331453554,1.0719378926548764,3.808551891943573
1.0,3407,1,33624306.28465793,100838.9846832908,0.0547630421407703,5.458033087412854,26.319058150552436,50.967678159516616,54.76006025339167,0.071880504512914,0.5386190664532604,0.739823012306894,0.749635791839615,10.292401497738204
1.0,3407,2,33714352.22207887,122665.90229042846,0.0603190536191662,3.524085416220655,18.619658575960084,49.74088705407967,60.31839536608703,0.1222690377078728,0.6208262198266759,0.8952928405426901,0.9094328628824452,7.322318530728425
1.0,3407,3,30230972.346104197,135621.0654361342,0.0669788239855898,2.231394299651626,15.28393952349896,51.26349827915247,66.97882398558986,0.069105952303801,0.6571600113481817,1.0941860674884851,1.1212101036025446,15.833456178684358
1.0,3407,4,29626425.2657242,144980.772845205,0.0699544874639401,1.7496984718189137,13.309864351397376,48.05239326429405,68.52726691590007,0.1020287103736362,0.6708435688347333,1.1882935126539114,1.2230024560476975,11.646658164180437
1.0,3407,5,28444954.011873733,148938.10611789982,0.0723602894741624,1.443442678724017,12.635863771664502,46.739134891691656,72.33871879020337,0.0735105882230115,0.6732620979954242,1.2694562410570218,1.308508287044717,17.26902575185263
