p,seed,epoch,train_loss,test_loss,test_accuracy,epsilon,accountant_steps,noise_multiplier,clip_fraction,mean_clip_factor,mean_clipping_severity,mean_transformed_norm,transformed_norm_p50,transformed_norm_p90,transformed_norm_p99,transformed_norm_max,samples,batches,algorithm_epoch_seconds,wall_epoch_seconds,private_samples_per_second,seconds_per_batch,ghost_first_pass_seconds,ghost_second_pass_seconds,aggregate_transform_seconds,noise_step_seconds,builder_forward_calls,builder_vjp_calls,builder_reverse_vectors,builder_samples,curvature_backward_seconds,m_p,m_reference,scale_match,operator_gain_p10,operator_gain_p50,operator_gain_p90,operator_gain_p99,transformed_eig_p10,transformed_eig_p50,transformed_eig_p90,transformed_eig_p99,transformed_condition_proxy,operator_state_bytes,preconditioner_build_seconds,synthetic_generation_seconds,activation_forward_seconds,factor_accumulation_seconds,matrix_function_seconds,build_allocated_at_phase_start_bytes,build_reserved_at_phase_start_bytes,build_peak_cuda_allocated_bytes,build_peak_cuda_reserved_bytes,build_incremental_peak_bytes,grad_sample_bytes,private_train_seconds,train_allocated_at_phase_start_bytes,train_reserved_at_phase_start_bytes,train_peak_cuda_allocated_bytes,train_peak_cuda_reserved_bytes,train_incremental_peak_bytes,diagnostic_postprocess_seconds,evaluation_seconds,total_peak_cuda_allocated_bytes,total_peak_cuda_reserved_bytes
0.0,42,1,0.8293802636301416,0.6435454492568969,0.8763,0.7861127240333559,234,1.068115234375,0.625534176826477,0.4304149150848388,0.5695851445198059,98.87578582763672,10.886733055114746,358.9383850097656,847.7897338867188,1321.7802734375,59904,234,8.834643002599478,9.9896524483338,6886.728140231245,0.037172949880871,3.5390009250640886,0.302942076206207,0.0234977272376417,0.0165758718103171,10,0,0,2560,0.0,6727.039401072485,97661.0323146266,3.81020786901448,3.81020786901448,3.81020786901448,3.81020786901448,3.81020786901448,0.0008469285362859,0.0147153817918447,0.1202512136375893,3.639898655574355,141.98507723559038,9998116,0.1361727304756641,0.003197632074356,0.0034664319455623,0.0282574078924954,0.101066047668457,9349120,241172480,167368192,245366784,158019072,0,8.698470272123814,19348480,245366784,168558592,245366784,149210112,0.0270688319578766,1.1134605798870325,168558592,245366784
0.0,42,2,0.5656446147168803,0.4881469622373581,0.9043,0.8385078418579571,468,1.068115234375,0.2795973420143127,0.7633613348007202,0.2366386204957962,15.030214309692385,0.0169978383928537,72.96800231933594,154.62310791015625,226.87203979492188,59904,234,8.714743309654295,9.861811017617583,6982.787794089589,0.0366615752259699,3.5355789470672594,0.3027905563116071,0.0233707511946559,0.0150247358679772,10,0,0,2560,0.0,575195.1316790613,163650.0439063419,0.5333968692285482,0.5333968692285482,0.5333968692285482,0.5333968692285482,0.5333968692285482,0.0002672419828514,0.0022881084538757,0.0498494885832412,5.705948596661676,186.5331489138043,9998116,0.1359347067773342,0.0031076478958129,0.0026791039705276,0.0283526403792202,0.1016233291625976,9349120,245366784,167368192,245366784,158019072,0,8.578808602876961,19348480,245366784,168558592,245366784,149210112,0.0257833627983927,1.10782250482589,168558592,245366784
0.0,42,3,0.5196570371970152,0.4947007853865623,0.9114,0.8909029596825585,702,1.068115234375,0.2454927861690521,0.7919042706489563,0.2080957144498825,14.748257637023926,0.0064897751435637,64.73348999023438,172.3096923828125,241.9027099609375,59904,234,8.752530646510422,9.88535099476576,6952.256671742976,0.0368225760479322,3.5444005098342903,0.3034283481836319,0.0236042232736944,0.015051583878696,10,0,0,2560,0.0,648035.2096399453,170171.3882959217,0.5124411173474128,0.5124411173474128,0.5124411173474128,0.5124411173474128,0.5124411173474128,0.0003103967536827,0.0026688226785822,0.0656129161661346,6.0561699182755175,211.3840283045834,9998116,0.1360478512942791,0.0030263040065765,0.002664479970932,0.0283680965043604,0.101800064086914,9349120,245366784,167368192,245366784,158019072,0,8.616482795216143,19348480,245366784,168558592,245366784,149210112,0.0253031505271792,1.0941384034231303,168558592,245366784
0.0,42,4,0.4767157725798778,0.4264416404128074,0.9248,0.9432980775071595,936,1.068115234375,0.2201021611690521,0.8138483762741089,0.1861516237258911,13.810200691223145,0.0033790895249694,48.375709533691406,178.3148956298828,294.03179931640625,59904,234,8.724368553608656,9.86464441753924,6975.650312983778,0.036699087327171,3.549556477546693,0.3034603484869002,0.023505919240415,0.0151058239042759,10,0,0,2560,0.0,712328.2547958419,172084.55411722,0.4915083042893658,0.4915083042893658,0.4915083042893658,0.4915083042893658,0.4915083042893658,0.0003289940530061,0.0028621580274759,0.078630687613767,6.880292348475804,239.0033707153508,9998116,0.136782119050622,0.002845407962799,0.0026552320122718,0.0284948475249111,0.1026337585449218,9349120,245366784,167368192,245366784,158019072,0,8.587586434558034,19348480,245366784,168558592,245366784,149210112,0.025234461762011,1.1017809696495533,168558592,245366784
0.0,42,5,0.4667792034964276,0.4815182217374444,0.9195,0.995693195331761,1170,1.068115234375,0.2068142294883728,0.8245699405670166,0.1754299700260162,14.126590728759766,0.0018765670247375,42.50791931152344,192.2162170410156,302.9603881835937,59904,234,8.766561492346227,9.91737789195031,6941.770807043038,0.0368781982459382,3.547450496673584,0.3036873892545699,0.0236769272983073,0.0150847038850188,10,0,0,2560,0.0,741787.9078385213,173482.13495908992,0.4836013497820924,0.4836013497820924,0.4836013497820924,0.4836013497820924,0.4836013497820924,0.0003666346366464,0.0032065304616249,0.0882955403314743,7.239404125394306,240.8270564371329,9998116,0.1370631027966737,0.002963040113449,0.0026535040438175,0.0284919996224343,0.1027879028320312,9349120,245366784,167368192,245366784,158019072,0,8.629498389549553,19348480,245366784,168558592,245366784,149210112,0.0256441170349717,1.1117314295843244,168558592,245366784
0.125,42,1,0.7715088933961004,0.5561702860355378,0.8957,0.7861127240333559,234,1.068115234375,0.6200587749481201,0.4329119920730591,0.5670880079269409,148.37245178222656,10.719921112060549,538.8399047851562,1367.5576171875,2081.66650390625,59904,234,8.750205307267606,9.89308081753552,6967.204445795706,0.0367435751299763,3.5542082853317267,0.3043590413331991,0.0235898872688412,0.0167981439828873,10,0,0,2560,0.0,5144.25141949177,97661.0323146266,4.357120413458657,7.820576043221883,9.466783260336896,10.259389963849898,10.332360780877496,0.0061403322846958,0.0908404053552326,0.506601996613195,6.7198696073807085,82.50400354975102,9998116,0.1522087268531322,0.0031539199352264,0.0026777599751949,0.0283566086180508,0.1178372192382812,9349120,241172480,167368192,245366784,158019072,0,8.597996580414474,19348480,245366784,168558592,245366784,149210112,0.0259048575535416,1.1034566788002849,168558592,245366784
0.125,42,2,0.5016987466404581,0.4163060463190078,0.925,0.8385078418579571,468,1.068115234375,0.2502337098121643,0.7871420383453369,0.2128578871488571,20.012527465820312,0.0069735003635287,85.77330780029297,235.32278442382807,330.603515625,59904,234,8.723591800779104,9.855463752523065,6989.759363467932,0.0366250090579637,3.5573179826736463,0.3046149779558186,0.0234792952314019,0.0152058879286051,10,0,0,2560,0.0,81210.5014435448,160913.99315907471,1.407637441536976,1.8126853563126517,2.5583722530930544,3.09382960798054,3.3309933709979425,0.008005362052658,0.0484270510167968,0.4312188571269426,12.030308790512116,53.86625293027991,9998116,0.1533396812155842,0.002984256029129,0.0026716160476207,0.0285583357699215,0.1189651870727539,9349120,245366784,167368192,245366784,158019072,0,8.57025211956352,19348480,245366784,168558592,245366784,149210112,0.0252416869625449,1.0932416785508394,168558592,245366784
0.125,42,3,0.419899182441907,0.3670505865067243,0.9363,0.8909029596825585,702,1.068115234375,0.1993856877088546,0.8304638862609863,0.1695360988378524,17.199630737304688,0.0014517492381855,41.217918395996094,248.73895263671875,331.3796691894531,59904,234,8.758831636048853,9.885352871380746,6961.10475588709,0.0367757718031031,3.5577027559280423,0.3045255379676821,0.0236121912822126,0.0151888959258795,10,0,0,2560,0.0,97941.04920101057,169996.10235415972,1.3174589919249522,1.5988619920113254,2.3053100503761645,2.8353399146812754,3.041857489315479,0.009429793544484,0.0551528746659299,0.5407373142790205,13.262190141266618,57.34349450262587,9998116,0.1533010341227054,0.0030160319805145,0.0026676480472087,0.0285644798167049,0.118886978149414,9349120,245366784,167368192,245366784,158019072,0,8.605530601926148,19348480,245366784,168558592,245366784,149210112,0.0254257479682564,1.0878302389755845,168558592,245366784
0.125,42,4,0.3608456147022736,0.3234025089025497,0.9461,0.9432980775071595,936,1.068115234375,0.1703392118215561,0.855614960193634,0.1443850845098495,14.965703010559082,0.0005217886064201,18.189085006713867,249.5826416015625,369.4290466308594,59904,234,8.740873243659735,9.878371108323336,6975.510391254605,0.0366998234739861,3.557083142280578,0.3043997458219532,0.0234874872341751,0.0151893759295345,10,0,0,2560,0.0,108493.82532891294,173578.02082237066,1.2648669794270904,1.477507523514433,2.153401823476278,2.677053222300448,2.9571225073718472,0.0106332628906008,0.0610693677539986,0.6275855456128222,14.260684813297472,59.02097522366063,9998116,0.1531145507469773,0.0029702720642089,0.0026574400365352,0.0285583357699215,0.118770652770996,9349120,245366784,167368192,245366784,158019072,0,8.587758692912757,19348480,245366784,168558592,245366784,149210112,0.0254841335117816,1.0987176792696118,168558592,245366784
0.125,42,5,0.3318883129674145,0.3236602076437324,0.9455,0.995693195331761,1170,1.068115234375,0.1546975225210189,0.869057834148407,0.1309422701597213,14.87362575531006,0.0002268109237775,11.128058433532717,272.7861022949219,383.8697204589844,59904,234,8.71908498648554,9.852860539220272,6993.907511238269,0.0366032864444721,3.556931934356689,0.3045125145912175,0.0236451832875608,0.0152106239274144,10,0,0,2560,0.0,112418.04190292612,175496.6072052367,1.2494427293807355,1.425361979301646,2.0852898761900223,2.607730514956856,2.960795008987749,0.0120864012561722,0.0678839960347619,0.706207310296069,14.495215927595032,58.42990773911523,9998116,0.1539159584790468,0.0029823360443115,0.002671520024538,0.0288053438551723,0.1193023071289062,9349120,245366784,167368192,245366784,158019072,0,8.565169028006494,19348480,245366784,168558592,245366784,149210112,0.0251985546201467,1.0954111469909549,168558592,245366784
