epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent,clip_fraction,preclip_norm_mean,preclip_norm_p90,preclip_norm_p99,powell_rate,modified_rate,damping_trigger_rate
1,2,289.6156027317047,4063.670654296875,0.09375,0.7123345048484723,0.75,1166.975730895996,2350.620007276535,2375.4148808717728,0.0,1.0,0.5
2,4,6008.54833984375,15905.34521484375,0.125,0.9963923627328367,0.875,10485.55419921875,13594.94287109375,13984.19677734375,0.125,0.875,0.5
