geometry,source,speedup_mean,speedup_std,memory_saving_pct_mean,memory_saving_pct_std,seed_count
a_only,match,1.1379291586417455,0.019258321131293544,69.11708553722889,0.0,5
a_only,mismatch,1.144557993823001,0.044343593754952865,69.11708553722889,0.0,5
a_only,pink,1.1612073699684982,0.05801794866058889,69.11708553722889,0.0,5
base,none,0.7072190565471058,0.021202100506789754,60.81942704227011,0.0,5
full,match,1.2128945530554076,0.048197068948562266,79.82601067399725,0.0,5
full,mismatch,1.2152885660008361,0.045525479397645195,79.82601067399725,0.0,5
full,pink,1.230028945754457,0.0302712917550475,79.82601067399725,0.0,5
