epsilon_target,geometry,match_minus_mismatch_pp,pink_minus_mismatch_pp,match_minus_pink_pp
0.5,full,2.5400000000000205,2.024000000000015,0.5160000000000053
0.5,a_only,1.8060000000000116,1.2480000000000047,0.5580000000000069
3.0,full,1.1640000000000015,1.0,0.16400000000000148
3.0,a_only,1.0159999999999911,0.6400000000000006,0.37599999999999056
8.0,full,0.8659999999999997,0.6679999999999922,0.1980000000000075
8.0,a_only,0.8860000000000099,0.5860000000000127,0.29999999999999716
