method,seed,epoch,privacy_valid,base_reset_error,train_loss,test_loss,test_accuracy,epsilon_spent,clip_fraction,mean_clip_factor,layer,base_W_kron,base_W_G,base_W_A,base_log_kappa_kron,corrected_W_kron,corrected_W_G,corrected_W_A,corrected_log_kappa_kron,gain_A,gain_G,gain_kron
Residual-Clean,42,3,False,0.0,0.5683577686038792,0.4897798453924217,0.9471,0.8909029596825585,0.1973323985042735,0.8212664478864425,conv2,3.409493620938817,0.372150880562493,3.1762994774973135,11.606859268805508,2.7772422570260593,0.3330333154246761,2.615946926027137,10.888830590761996,0.1764167879760798,0.10511211226664857,0.18543849445263516
Residual-Clean,42,3,False,0.0,0.5683577686038792,0.4897798453924217,0.9471,0.8909029596825585,0.1973323985042735,0.8212664478864425,fc1,78.78558825483327,3.6560592772567726,20.76343023859529,inf,55.28878924441052,3.2775797776741027,16.106152316029576,inf,0.22430195151033935,0.10352116059416082,0.29823727322339677
Residual-Clean,42,3,False,0.0,0.5683577686038792,0.4897798453924217,0.9471,0.8909029596825585,0.1973323985042735,0.8212664478864425,fc2,8.689026681885368,0.7029363831070334,7.085208268379606,50.43871777311372,6.707156094848472,0.5282546043323654,5.9121163399291605,48.809679115947695,0.16556915252383017,0.24850296978876102,0.22808890565023154
Residual-Clean,42,4,False,0.0,0.5805411657207032,0.475739304839354,0.95,0.9432980775071597,0.17104033119658119,0.8431552121272454,conv1,0.7853687594867169,0.3205567924858785,0.6827500686540994,3.3195356241063756,0.6153787552607543,0.32680450454392906,0.49563466387607225,2.7577538810741586,0.2740613489016361,-0.019490187712449772,0.2164460989472777
Residual-Clean,42,4,False,0.0,0.5805411657207032,0.475739304839354,0.95,0.9432980775071597,0.17104033119658119,0.8431552121272454,conv2,2.708447104158224,0.35555520626400394,2.529853953212367,11.143440153849998,2.180270089453125,0.33896281797102695,2.0397650975458514,10.324112269041358,0.19372219295276263,0.046666137917994496,0.1950110134675325
Residual-Clean,42,4,False,0.0,0.5805411657207032,0.475739304839354,0.95,0.9432980775071597,0.17104033119658119,0.8431552121272454,fc1,73.25158718618245,3.587673408828029,19.644246184899583,inf,51.082396318495356,3.2618160981732562,14.942317071594887,inf,0.23935401079014376,0.09082691580926792,0.3026445121433341
Residual-Clean,42,4,False,0.0,0.5805411657207032,0.475739304839354,0.95,0.9432980775071597,0.17104033119658119,0.8431552121272454,fc2,9.381681110969776,0.5706256967287837,8.13331054295518,50.542175661104125,8.115846585983878,0.5289441326872238,7.158821125887323,49.79443996251908,0.11981460832230591,0.07304536805914467,0.13492619393189437
Residual-Clean,42,5,False,0.0,0.5796363223184887,0.557226795719564,0.949,0.995693195331761,0.15504807692307693,0.8569832630137093,conv1,0.7625155745298633,0.27503737049376326,0.6857220920882543,3.0684735615346836,0.5859381206137111,0.3121366657977221,0.47335378302213743,2.722180035795289,0.30970025833553644,-0.13488819805598054,0.23157225873717113
Residual-Clean,42,5,False,0.0,0.5796363223184887,0.557226795719564,0.949,0.995693195331761,0.15504807692307693,0.8569832630137093,conv2,3.276928512081798,0.3808490839277424,3.0416021774871327,11.723705676738218,2.605041617310648,0.3470172600092022,2.4391370478246297,11.120087612236087,0.19807492712943775,0.08883262516907893,0.20503556677966941
Residual-Clean,42,5,False,0.0,0.5796363223184887,0.557226795719564,0.949,0.995693195331761,0.15504807692307693,0.8569832630137093,fc1,65.14296313925723,3.557454164070784,17.60213987308169,inf,46.3072415415524,3.2792891341931893,13.473152118142911,inf,0.2345730567255115,0.07819216131776979,0.28914437860984904
