method,seed,epoch,interval,global_update_index,interval_steps,feedback_type,update_after_step,applies_from_step,layer,E_G_norm,correction_G_norm,K_G_min_eigenvalue,K_G_max_eigenvalue,E_A_norm,correction_A_norm,K_A_min_eigenvalue,K_A_max_eigenvalue
Residual-Noisy,42,1,3,3,47,grad,141,142,fc2,1.550178220662219e-06,0.05219822741209941,0.964023281869324,1.0260180196068973,5.5266561450823613e-05,0.027194945269537186,0.9048374180359603,1.0141701888903285
Residual-Noisy,42,1,4,4,47,grad,188,189,conv1,5.7445950411997805e-06,0.09847913841583601,0.9048374180359599,1.0813409241829854,2.772087747120945e-06,0.08479815366107273,0.9134374786806584,1.0766378039179445
Residual-Noisy,42,1,4,4,47,grad,188,189,conv2,2.6685617463588867e-06,0.10146790037122327,0.912454971600928,1.0887307012096155,2.513042724574106e-05,0.08731386136532085,0.9048374180359595,1.0741294118130469
Residual-Noisy,42,1,4,4,47,grad,188,189,fc1,3.1715031849913442e-06,0.09474546300336344,0.9076525053684606,1.0974882361945737,0.0001339458091962784,0.0735203709497566,0.9048374180359595,1.0602885255642236
Residual-Noisy,42,1,4,4,47,grad,188,189,fc2,1.1219524596709854e-06,0.05594920099563632,0.9791505341664035,1.02235423438321,4.580009561029267e-05,0.03535208959057959,0.9048374180359592,1.0231994075722868
Residual-Noisy,42,2,1,5,47,grad,47,48,conv1,5.160803181125395e-06,0.050062335352650957,0.9168338455633321,1.0958338846965487,2.3015526721993437e-06,0.050672806453895027,0.9317124515086721,1.1036601871935534
Residual-Noisy,42,2,1,5,47,grad,47,48,conv2,2.574034372046645e-06,0.04982413308156201,0.9049609243961425,1.092432872507269,2.4733304381987143e-05,0.04402950707205579,0.9048374180359595,1.074959768335794
Residual-Noisy,42,2,1,5,47,grad,47,48,fc1,3.154238590206167e-06,0.04809414125899222,0.9048374180359599,1.094794400599175,0.00013368894483654106,0.03960890767992733,0.90483741803596,1.060658028309184
Residual-Noisy,42,2,1,5,47,grad,47,48,fc2,7.345227672031679e-07,0.05028565053154622,0.920786480894425,1.0970951447854034,3.920902803333466e-05,0.04165157549732515,0.9048374180359597,1.0630816167463963
Residual-Noisy,42,2,2,6,47,grad,94,95,conv1,6.042163836845675e-06,0.07613823451654983,0.9048374180359595,1.0909315348536834,2.655517030950662e-06,0.07616132053868373,0.9087454694644408,1.0959801491125967
Residual-Noisy,42,2,2,6,47,grad,94,95,conv2,2.708495440955343e-06,0.07359601358510352,0.9069563157420665,1.0912076378642057,2.5154826872840648e-05,0.06166405359213774,0.9048374180359595,1.07461832425787
Residual-Noisy,42,2,2,6,47,grad,94,95,fc1,3.1643411093628197e-06,0.06967840782842327,0.9088625476074442,1.0973456554382632,0.000133822859210829,0.055622751207535785,0.90483741803596,1.0597260004970415
Residual-Noisy,42,2,2,6,47,grad,94,95,fc2,7.541501287603725e-07,0.07093680451906344,0.9193523335092704,1.092392460623883,3.929794911418872e-05,0.05941364364403719,0.9048374180359596,1.0625186789206509
Residual-Noisy,42,2,3,7,47,grad,141,142,conv1,5.307926947281357e-06,0.09732906756959944,0.9115228208247927,1.0902438809649975,2.0923241389423567e-06,0.0826379018381736,0.9258730344401646,1.0787703186865611
Residual-Noisy,42,2,3,7,47,grad,141,142,conv2,2.656389931280215e-06,0.08470574535860464,0.9068679963577947,1.0911742671566398,2.4849434254263793e-05,0.07582061237394064,0.9048374180359596,1.0724982947180532
Residual-Noisy,42,2,3,7,47,grad,141,142,fc1,3.1437190322619785e-06,0.08645680435243559,0.9114680242413827,1.0978516646384855,0.0001338559208681953,0.06812040902002728,0.9048374180359596,1.0602640280753646
Residual-Noisy,42,2,3,7,47,grad,141,142,fc2,8.719833883436743e-07,0.09137114414514771,0.9048374180359596,1.0873357452223067,3.989787805995765e-05,0.07154982741026793,0.9048374180359596,1.0577806675466204
Residual-Noisy,42,2,4,8,47,grad,188,189,conv1,4.922818382984127e-06,0.10957573558075008,0.913948421721809,1.0734413955057867,2.2328772432380823e-06,0.1058331687757745,0.9259354104766921,1.0863435579584753
Residual-Noisy,42,2,4,8,47,grad,188,189,conv2,2.62272339136631e-06,0.09884668501773901,0.9117472231782675,1.103151518303927,2.4761623338431102e-05,0.08760751193213336,0.9048374180359597,1.07924195972483
Residual-Noisy,42,2,4,8,47,grad,188,189,fc1,3.114387982276774e-06,0.0994998717632424,0.9123810671285483,1.0957264417611563,0.0001339786257187884,0.07887535118022165,0.90483741803596,1.06028920171006
Residual-Noisy,42,2,4,8,47,grad,188,189,fc2,9.695684512444184e-07,0.10659704009448506,0.908365014983392,1.1051709180756477,3.9318834525057096e-05,0.0827429599211213,0.9048374180359592,1.0627909420212556
Residual-Noisy,42,3,1,9,47,grad,47,48,conv1,4.84596724694076e-06,0.04981729203018333,0.9138365395447343,1.0825385765583895,2.182710193949767e-06,0.049751842338537085,0.9106326674826297,1.0837646087345139
Residual-Noisy,42,3,1,9,47,grad,47,48,conv2,2.4637574861761864e-06,0.050005775675610833,0.9144397835464456,1.0940838698282653,2.4892244163978263e-05,0.04384721883935363,0.9048374180359594,1.076585315476667
Residual-Noisy,42,3,1,9,47,grad,47,48,fc1,3.116248746413509e-06,0.05003628398441902,0.9086534047121828,1.0997739403043116,0.00013385092072590153,0.039415842276392325,0.9048374180359595,1.060540532908208
Residual-Noisy,42,3,1,9,47,grad,47,48,fc2,8.265100013934125e-07,0.05045292234630204,0.9253313984765834,1.0938859703937514,3.953948966225204e-05,0.040366679216262365,0.9048374180359594,1.0612487966917499
Residual-Noisy,42,3,2,10,47,grad,94,95,conv1,5.28257552566482e-06,0.06869917443390722,0.9048374180359593,1.072417111019821,2.6353226025514494e-06,0.08345756348772254,0.9109166846857575,1.0975840331534639
Residual-Noisy,42,3,2,10,47,grad,94,95,conv2,2.570896382027171e-06,0.07271502112993375,0.9114479477821127,1.0955591182425803,2.4908387634747535e-05,0.06356750999993883,0.9048374180359599,1.076788758525065
Residual-Noisy,42,3,2,10,47,grad,94,95,fc1,3.0994852021899146e-06,0.07143864425862405,0.9076120067032601,1.1009107580636341,0.0001339934909062715,0.055947807846633765,0.9048374180359599,1.0608397287408928
Residual-Noisy,42,3,2,10,47,grad,94,95,fc2,7.130650364527717e-07,0.066709826884817,0.9311579741571921,1.0678586119423432,3.962367886571566e-05,0.05601283411394616,0.9048374180359594,1.058472204234086
Residual-Noisy,42,3,3,11,47,grad,141,142,conv1,4.953976037499237e-06,0.0737814389760056,0.9077102096602224,1.098239798552213,2.1419790276610053e-06,0.10055367907458694,0.9130736183891238,1.0861080780569397
Residual-Noisy,42,3,3,11,47,grad,141,142,conv2,2.448302045383774e-06,0.08844856210633409,0.9149517458371887,1.0924836549605468,2.4949306397930727e-05,0.07595327907044423,0.9048374180359596,1.0726571107233083
Residual-Noisy,42,3,3,11,47,grad,141,142,fc1,3.1399607703544814e-06,0.08752247321788173,0.9051475486801887,1.0991929455463145,0.00013389381034433894,0.06848198459916127,0.9048374180359594,1.060586363471898
Residual-Noisy,42,3,3,11,47,grad,141,142,fc2,8.342244955602918e-07,0.08306179000100296,0.923078717571465,1.0880009634022096,3.965037885526118e-05,0.06853025375074612,0.9048374180359599,1.0601494802254277
Residual-Noisy,42,3,4,12,47,grad,188,189,conv1,4.8143099482245034e-06,0.09408434062017486,0.907852142353249,1.0846457413802677,2.635384087843202e-06,0.11089517610614863,0.9145519825107599,1.1046769848079299
Residual-Noisy,42,3,4,12,47,grad,188,189,conv2,2.5595860646051744e-06,0.10306161206832243,0.9095509851411476,1.0978172221764244,2.493347784460454e-05,0.08795108074190085,0.9048374180359594,1.0755045002443648
Residual-Noisy,42,3,4,12,47,grad,188,189,fc1,3.159409750940855e-06,0.10101634574820248,0.9048374180359597,1.096677014816006,0.00013392528171085177,0.07930590176769399,0.9048374180359596,1.0609753479558708
Residual-Noisy,42,3,4,12,47,grad,188,189,fc2,7.765853855148164e-07,0.10249351944338086,0.9298122753640411,1.0818730850302343,3.936329859732139e-05,0.08108391289326565,0.9048374180359597,1.0624015455476858
Residual-Noisy,42,4,1,13,47,grad,47,48,conv1,4.920166961383929e-06,0.04991681935581257,0.9056472469283554,1.0849362875081057,2.705304700278247e-06,0.050009744779620016,0.92024020761175,1.0767442660978461
Residual-Noisy,42,4,1,13,47,grad,47,48,conv2,2.4827987101360377e-06,0.05013348241060436,0.9201695488443866,1.097546094568783,2.5361316965714526e-05,0.04287289220330325,0.9048374180359596,1.0732204521776811
Residual-Noisy,42,4,1,13,47,grad,47,48,fc1,3.135191328045958e-06,0.04875918473697628,0.9048374180359599,1.100366938700021,0.0001340107066375844,0.03979347850997175,0.9048374180359599,1.0610403988054098
Residual-Noisy,42,4,1,13,47,grad,47,48,fc2,7.690321718396597e-07,0.0501120062008207,0.9218934815498184,1.0839381774562076,3.957552910951453e-05,0.04103046370068014,0.9048374180359595,1.0629676972863136
Residual-Noisy,42,4,2,14,47,grad,94,95,conv1,5.302636690283684e-06,0.07504753591423648,0.9154362113719543,1.1003566008724999,2.8655308211580574e-06,0.06608631273111504,0.9239766419483716,1.0973019984589234
Residual-Noisy,42,4,2,14,47,grad,94,95,conv2,2.6589160286136883e-06,0.07484376075382486,0.9064300616758112,1.1034734046887782,2.5138658924029837e-05,0.061477951596097744,0.9048374180359595,1.07542114733494
Residual-Noisy,42,4,2,14,47,grad,94,95,fc1,3.105620237674075e-06,0.06858734559183878,0.9075759997750776,1.102144363039602,0.00013386885164991318,0.05596329749141901,0.9048374180359596,1.0601779344168643
Residual-Noisy,42,4,2,14,47,grad,94,95,fc2,9.215782582269771e-07,0.07259575332255236,0.9159172060540376,1.1051709180756477,3.96317554855208e-05,0.057484703011464376,0.90483741803596,1.0600085575934743
Residual-Noisy,42,4,3,15,47,grad,141,142,conv1,5.31444794181602e-06,0.09485413865888016,0.9048374180359599,1.0711886024582984,2.5231587901584507e-06,0.08730491232171894,0.9200230424746537,1.0873875122475773
Residual-Noisy,42,4,3,15,47,grad,141,142,conv2,2.5226377124074116e-06,0.09200216661619479,0.9097692143913874,1.0926633949700728,2.4744737253522682e-05,0.0762922767708918,0.9048374180359599,1.0788167379839628
Residual-Noisy,42,4,3,15,47,grad,141,142,fc1,3.1389283551231656e-06,0.08372444592739237,0.9048374180359596,1.0982100576434868,0.00013387106623630353,0.06848827355282583,0.9048374180359601,1.0603465626992927
Residual-Noisy,42,4,3,15,47,grad,141,142,fc2,8.554170533149762e-07,0.08638514371181398,0.9048374180359594,1.0705887381922163,3.936989335024847e-05,0.07020501070381835,0.9048374180359599,1.0602142800270493
Residual-Noisy,42,4,4,16,47,grad,188,189,conv1,5.2969529692620816e-06,0.10373511271993215,0.9048374180359599,1.0805959452636509,2.37319599460879e-06,0.09219659437264245,0.9259265765556385,1.0776452920563264
Residual-Noisy,42,4,4,16,47,grad,188,189,conv2,2.416047185144901e-06,0.10188906913172557,0.9185135127111982,1.0867993218320093,2.481539580300927e-05,0.08915945065314666,0.9048374180359596,1.080740479290286
Residual-Noisy,42,4,4,16,47,grad,188,189,fc1,3.1136024302435934e-06,0.0971479208632544,0.9048374180359594,1.092838780319519,0.00013379812606317148,0.07910338691407999,0.9048374180359593,1.060242868101661
Residual-Noisy,42,4,4,16,47,grad,188,189,fc2,9.136113587732474e-07,0.11234625165377872,0.9215654695234793,1.1048890853872784,4.0181593593265884e-05,0.08182275372094185,0.9048374180359596,1.0620237474005403
Residual-Noisy,42,5,1,17,47,grad,47,48,conv1,5.524560899187519e-06,0.04960498719279858,0.9098699457558512,1.0749909988083997,2.3514765766534694e-06,0.05027817160129873,0.9271550029107488,1.089832718639153
Residual-Noisy,42,5,1,17,47,grad,47,48,conv2,2.5974805689060016e-06,0.050125065024542594,0.9069808339626233,1.098165787064481,2.4733977853212454e-05,0.04673389322123835,0.9048374180359597,1.0818472252574005
Residual-Noisy,42,5,1,17,47,grad,47,48,fc1,3.0830855831772515e-06,0.050041071114395444,0.908098709389053,1.099045118494843,0.0001337996796637835,0.03967967681911389,0.9048374180359595,1.0608814325396652
Residual-Noisy,42,5,1,17,47,grad,47,48,fc2,8.412031286075824e-07,0.049867094462483816,0.9176381351235622,1.0745631468589154,3.925185843370038e-05,0.04117181759604121,0.9048374180359595,1.0613303141336565
Residual-Noisy,42,5,2,18,47,grad,94,95,conv1,5.866273912508687e-06,0.07010310835443327,0.90483741803596,1.079510766060941,2.680266463804763e-06,0.07150878048921389,0.9048374180359595,1.0761141345464593
Residual-Noisy,42,5,2,18,47,grad,94,95,conv2,2.532898505178023e-06,0.07172492377361717,0.9097615832474968,1.0864918407177704,2.4693111397219217e-05,0.06617060486376776,0.9048374180359595,1.0805263309921431
Residual-Noisy,42,5,2,18,47,grad,94,95,fc1,3.109866567484814e-06,0.07059033903767838,0.9048374180359595,1.0988865008315691,0.00013381041765507672,0.056085097571932974,0.9048374180359597,1.0606477373138221
Residual-Noisy,42,5,2,18,47,grad,94,95,fc2,8.630377818299697e-07,0.07002059338719233,0.9153718136071418,1.075297300283589,3.9665178918285726e-05,0.05714520554819911,0.9048374180359595,1.0600801337174872
Residual-Noisy,42,5,3,19,47,grad,141,142,conv1,4.631349802291231e-06,0.07877087093931305,0.9217294866995227,1.06270567463022,2.3182597655158544e-06,0.09043439494603003,0.9200996629341586,1.0819890601879212
Residual-Noisy,42,5,3,19,47,grad,141,142,conv2,2.5686807201652896e-06,0.08941578280306942,0.910175525052541,1.0920097268232418,2.4915593595287288e-05,0.08010948743495747,0.9048374180359593,1.0773334374076833
Residual-Noisy,42,5,3,19,47,grad,141,142,fc1,3.111113200368613e-06,0.08607695690067979,0.9048374180359596,1.1024325114756004,0.00013384587637665845,0.0685792376746295,0.9048374180359594,1.0603500265568615
Residual-Noisy,42,5,3,19,47,grad,141,142,fc2,7.817178247610283e-07,0.07656952570572102,0.9279877056387303,1.079639148628234,3.989850744019884e-05,0.07101889670293952,0.9048374180359594,1.0630289635948105
Residual-Noisy,42,5,4,20,47,grad,188,189,conv1,5.2481118048346305e-06,0.09124045132955419,0.9079165049893689,1.066407955813957,2.2342842725013834e-06,0.09746198812975075,0.9238542766733572,1.0866926307284734
Residual-Noisy,42,5,4,20,47,grad,188,189,conv2,2.726115516147602e-06,0.09907225573717351,0.9048374180359592,1.0857670962714754,2.449110023684157e-05,0.09092824445697655,0.9048374180359596,1.074592364830044
Residual-Noisy,42,5,4,20,47,grad,188,189,fc1,3.1639988360466077e-06,0.0997927926902149,0.9048374180359595,1.0962780423504341,0.00013401492208976897,0.07938172210041247,0.9048374180359595,1.0611775738473164
Residual-Noisy,42,5,4,20,47,grad,188,189,fc2,8.783861710485024e-07,0.09473658418496282,0.9259987752369699,1.0991000264255328,3.9437799272600425e-05,0.08112158017107825,0.9048374180359597,1.0579605259066096
Residual-Clean,42,1,1,1,47,summed_grad,47,48,conv1,9.372562890063594e-07,0.025633927272790544,0.9048374180359594,1.0097301553990958,5.644968288597095e-07,0.033158656218761746,0.90483741803596,1.0164692323128288
Residual-Clean,42,1,1,1,47,summed_grad,47,48,conv2,5.860121278568123e-07,0.019676129936908354,0.9048374180359596,1.007545101739747,2.8174278383387788e-06,0.00909783211399213,0.9048374180359594,1.0015445864540042
Residual-Clean,42,1,1,1,47,summed_grad,47,48,fc1,8.186780505498581e-07,0.013765017927327575,0.9048374180359602,1.003944801438035,1.1926215435368532e-05,0.0033374883964441934,0.9048374180359582,1.0002302768389306
Residual-Clean,42,1,1,1,47,summed_grad,47,48,fc2,3.6634256039461745e-06,0.04066705169296207,0.9048374180359595,1.0541593042665458,7.839699542153291e-05,0.012912684301320521,0.9048374180359597,1.0028642822336664
Residual-Clean,42,1,2,2,47,summed_grad,94,95,conv1,1.9267455301884637e-07,0.034506510781718416,0.9634679709358616,1.0043021418931983,1.118794114419683e-07,0.04191968157881483,0.9726803585710562,1.0055718616681144
Residual-Clean,42,1,2,2,47,summed_grad,94,95,conv2,1.0859535630519242e-07,0.026634712403040196,0.9653467831714367,1.004858265624449,6.003373213655266e-07,0.01750565236086764,0.9107451295750496,1.0021668258543381
Residual-Clean,42,1,2,2,47,summed_grad,94,95,fc1,2.449835672541065e-07,0.024338429779993023,0.9048374180359594,1.003710884970768,4.4708588404366154e-06,0.005143913456404128,0.9048374180359599,1.000128169400042
Residual-Clean,42,1,2,2,47,summed_grad,94,95,fc2,1.8958645909602656e-06,0.04231537480853041,0.9539438331011887,1.0361887432762842,7.17016290186671e-05,0.018906795814008674,0.9048374180359593,1.0011734582446092
Residual-Clean,42,1,3,3,47,summed_grad,141,142,conv1,5.308655775276753e-08,0.036744427539276994,0.9904057253953344,1.0014099008481496,2.9504678704823006e-08,0.043866672560323804,0.993346188468309,1.0017938844932626
Residual-Clean,42,1,3,3,47,summed_grad,141,142,conv2,3.8173550805823805e-08,0.02867255010094766,0.988827944198677,1.0020840231286716,2.415454188070705e-07,0.020662331056355742,0.9601397156930734,1.0009233408976375
Residual-Clean,42,1,3,3,47,summed_grad,141,142,fc1,1.541253075453961e-07,0.03115456254498031,0.9421262996031485,1.0024008314454624,3.0476479588790406e-06,0.006889785893604382,0.9048374180359592,1.0001160744784514
Residual-Clean,42,1,3,3,47,summed_grad,141,142,fc2,1.239665324545751e-06,0.04730782798221323,0.9660398316636688,1.019236233909983,4.0563453747676454e-05,0.024813927934678754,0.904837418035959,1.0011029468306063
Residual-Clean,42,1,4,4,47,summed_grad,188,189,conv1,2.5655810554932465e-08,0.03767321170891637,0.9956865667492109,1.00082084687414,1.3860652503183338e-08,0.044649673906166185,0.9971241829731412,1.001014634027583
Residual-Clean,42,1,4,4,47,summed_grad,188,189,conv2,2.3372970045993734e-08,0.02967597737395918,0.9922425909447304,1.0014005328095767,1.5610254747800754e-07,0.022589925857267167,0.9731754024313122,1.0006217073445098
Residual-Clean,42,1,4,4,47,summed_grad,188,189,fc1,1.107260876831289e-07,0.03592364715354012,0.9469754614497109,1.0016772153335933,2.04136464574912e-06,0.008518560629772949,0.9048374180359593,1.0001212938646453
Residual-Clean,42,1,4,4,47,summed_grad,188,189,fc2,6.220002812315143e-07,0.05145905034013157,0.9830227149596331,1.0117539623189302,2.3717509201120383e-05,0.030339519547508256,0.9048374180359594,1.0011599637198727
Residual-Clean,42,2,1,5,47,summed_grad,47,48,conv1,5.0889925528053204e-08,0.03101419619699228,0.9048374180359599,1.0210962327805047,2.759241749868718e-08,0.04640303167523633,0.9048374180359596,1.0427375816051194
Residual-Clean,42,2,1,5,47,summed_grad,47,48,conv2,1.8855257376875245e-08,0.02507552186347699,0.9048374180359592,1.02222890868329,1.0490585845924304e-07,0.01021438272978414,0.9048374180359599,1.003566794309001
Residual-Clean,42,2,1,5,47,summed_grad,47,48,fc1,1.0203484749155547e-07,0.016654321254602856,0.9048374180359596,1.004663020388916,1.4028791283518757e-06,0.0025251600072888477,0.9048374180359596,1.0001814503047222
Residual-Clean,42,2,1,5,47,summed_grad,47,48,fc2,4.0200732550216626e-08,0.0496246271771725,0.9205366748535343,1.0728619666819204,1.3506089623292404e-06,0.008828982350067459,0.9048374180359597,1.001390646484478
Residual-Clean,42,2,2,6,47,summed_grad,94,95,conv1,3.2441844825174955e-08,0.05823782453190169,0.915500482753852,1.0242038531146407,1.8434619361560557e-08,0.0756635268487503,0.9235654914596569,1.0316679552793246
Residual-Clean,42,2,2,6,47,summed_grad,94,95,conv2,1.53712426015189e-08,0.046040075218059036,0.9048374180359599,1.0228851226456408,9.36152501337182e-08,0.01958325378042135,0.9048374180359593,1.0038950563082312
Residual-Clean,42,2,2,6,47,summed_grad,94,95,fc1,1.02103789575025e-07,0.0301683281662758,0.9048374180359595,1.0042822954539508,1.6495246827988738e-06,0.004526955149739332,0.9048374180359601,1.000151439748693
Residual-Clean,42,2,2,6,47,summed_grad,94,95,fc2,4.5896298369533157e-08,0.088439144785109,0.9048374180359596,1.0679187864565096,1.5703394949771416e-06,0.01649820840786238,0.9048374180359595,1.0013324794048848
Residual-Clean,42,2,3,7,47,summed_grad,141,142,conv1,2.990061272998632e-08,0.08251752099467331,0.9264308906948687,1.0245483733178535,1.866549734378304e-08,0.10479973618648786,0.9243908972910388,1.0316934015043278
Residual-Clean,42,2,3,7,47,summed_grad,141,142,conv2,1.637795418468777e-08,0.06646497150070033,0.9048374180359595,1.025385413501354,1.0771743702023625e-07,0.028321555263152196,0.9048374180359595,1.0039460063877024
Residual-Clean,42,2,3,7,47,summed_grad,141,142,fc1,1.0252370868578179e-07,0.041855510323943086,0.9048374180359595,1.0040394185904045,1.8113124554656959e-06,0.006317033298528454,0.9048374180359599,1.0001372650293368
Residual-Clean,42,2,3,7,47,summed_grad,141,142,fc2,5.5133164648042787e-08,0.12560497266595622,0.9048374180359595,1.0565155439622236,1.5887763274700784e-06,0.023198281997524942,0.9048374180359592,1.0013662433599253
Residual-Clean,42,2,4,8,47,summed_grad,188,189,conv1,2.082568825548188e-08,0.09884036461809026,0.945378515298746,1.018969166603744,1.1773335135963452e-08,0.12236565732925159,0.9552880914103657,1.0227115202186674
Residual-Clean,42,2,4,8,47,summed_grad,188,189,conv2,1.1814775377478138e-08,0.08982147484478668,0.9048374180359596,1.0388887248873744,9.857969825963122e-08,0.03636157410688683,0.9048374180359595,1.0044518538150973
Residual-Clean,42,2,4,8,47,summed_grad,188,189,fc1,7.74604880679215e-08,0.05476512958043594,0.9048374180359595,1.0051207328505107,1.32337894265757e-06,0.007902670069078202,0.9048374180359595,1.0001553318007967
Residual-Clean,42,2,4,8,47,summed_grad,188,189,fc2,3.565668358545068e-08,0.1649581141733963,0.9228938359786419,1.0697790286165323,1.1995798266700348e-06,0.029322318429817334,0.9048374180359597,1.001537425160986
Residual-Clean,42,3,1,9,47,summed_grad,47,48,conv1,2.349388842311488e-08,0.040183457241653106,0.9048374180359596,1.0356818889758204,1.5615849653984276e-08,0.045360718441748896,0.90483741803596,1.0421719205029598
Residual-Clean,42,3,1,9,47,summed_grad,47,48,conv2,8.861922149042657e-09,0.02381336612713866,0.9048374180359601,1.0239008272376875,5.866579340313675e-08,0.01022617847362941,0.9048374180359595,1.0037398699980828
Residual-Clean,42,3,1,9,47,summed_grad,47,48,fc1,8.163282096416838e-08,0.017140331297601678,0.9048374180359595,1.0050210724425441,1.4751366684351307e-06,0.0024628928548163734,0.9048374180359599,1.0001410396560428
Residual-Clean,42,3,1,9,47,summed_grad,47,48,fc2,2.7208053108423058e-08,0.049745847551891195,0.9155460239680316,1.0804912492840186,1.1117938585794377e-06,0.008602924266859421,0.9048374180359594,1.0012283829393849
Residual-Clean,42,3,2,10,47,summed_grad,94,95,conv1,1.7166163044768916e-08,0.07262748831203003,0.9050889596045245,1.0348576973643717,1.1464324604630463e-08,0.07822318488968141,0.916697810770727,1.034732359240026
Residual-Clean,42,3,2,10,47,summed_grad,94,95,conv2,7.653931643279502e-09,0.049617310080142724,0.9048374180359599,1.032583425966468,6.405340209397931e-08,0.01858793179460202,0.9048374180359599,1.0032648676642621
Residual-Clean,42,3,2,10,47,summed_grad,94,95,fc1,7.492709548379918e-08,0.029530449346618873,0.9048374180359595,1.004063633289775,1.2377403527181468e-06,0.004582933782903561,0.9048374180359597,1.0001530933066403
Residual-Clean,42,3,2,10,47,summed_grad,94,95,fc2,2.948465731235879e-08,0.08181926855457133,0.9048374180359599,1.0619994676081577,1.0086391549434995e-06,0.016401487384335528,0.9048374180359599,1.0013455131835893
Residual-Clean,42,3,3,11,47,summed_grad,141,142,conv1,1.682474443456046e-08,0.1000470079009189,0.9048374180359592,1.0320299055805464,1.0590024205970482e-08,0.10708548546112132,0.9175021344184919,1.0331434331581053
Residual-Clean,42,3,3,11,47,summed_grad,141,142,conv2,6.243850065039159e-09,0.07108240535556909,0.9048374180359599,1.033664030422891,5.463484670377562e-08,0.027142511953835474,0.9048374180359597,1.0041578184664572
Residual-Clean,42,3,3,11,47,summed_grad,141,142,fc1,7.004747405264166e-08,0.04269872076497283,0.9048374180359594,1.0048909996226412,1.196741643222944e-06,0.00636017749303707,0.9048374180359597,1.0001553850068046
Residual-Clean,42,3,3,11,47,summed_grad,141,142,fc2,2.6835148080137664e-08,0.11286179911182051,0.9048374180359593,1.0591057241887245,8.890630083197772e-07,0.023359349932133417,0.9048374180359597,1.0014069226943294
Residual-Clean,42,3,4,12,47,summed_grad,188,189,conv1,1.3885606657520629e-08,0.12376412386176801,0.9191835040957138,1.03145539417789,8.533487016953392e-09,0.13056779419745074,0.9372451591252062,1.0296525985830554
Residual-Clean,42,3,4,12,47,summed_grad,188,189,conv2,5.571516439120277e-09,0.0928052394585309,0.9048374180359593,1.0382405859537558,5.635703149648798e-08,0.03513765080588123,0.9048374180359593,1.0044269887383617
Residual-Clean,42,3,4,12,47,summed_grad,188,189,fc1,6.847735588626036e-08,0.05449981928732293,0.9048374180359592,1.0047082972368147,1.3155510197703515e-06,0.00792629114698001,0.9048374180359592,1.0001384751295228
Residual-Clean,42,3,4,12,47,summed_grad,188,189,fc2,2.497204619135269e-08,0.14911060465735765,0.9285900552155583,1.0763645136085553,9.424510845501912e-07,0.029585681640094005,0.9048374180359599,1.0013976317874875
