method,seed,epoch,layer,mean,median,p90,p99
M3_a_ghost_p025,2024,1,conv1,0.0009953358676284552,0.0006767992163076997,0.0019210978643968701,0.0063103847205638885
M3_a_ghost_p025,2024,1,conv2,0.011987498961389065,0.009247872047126293,0.023488614708185196,0.03779955208301544
M3_a_ghost_p025,2024,1,fc1,0.5102604627609253,0.4938771724700928,0.6041480898857117,0.7956061959266663
M3_a_ghost_p025,2024,1,fc2,0.4767566919326782,0.4962804317474365,0.5614117980003357,0.6137178540229797
M3_a_ghost_p025,2024,2,conv1,0.011863598600029945,0.010908027179539204,0.018760360777378082,0.029354708269238472
M3_a_ghost_p025,2024,2,conv2,0.08019597083330154,0.07748536020517349,0.10340575128793716,0.14177921414375305
M3_a_ghost_p025,2024,2,fc1,0.6334910988807678,0.6344701051712036,0.6803727149963379,0.7138346433639526
M3_a_ghost_p025,2024,2,fc2,0.27444931864738464,0.27306824922561646,0.3273679316043854,0.3683710992336273
M3_a_ghost_p025,2024,3,conv1,0.016444770619273186,0.015436273068189621,0.025425806641578674,0.034776512533426285
M3_a_ghost_p025,2024,3,conv2,0.10933295637369156,0.1068110466003418,0.13654908537864685,0.16627652943134308
M3_a_ghost_p025,2024,3,fc1,0.5984312891960144,0.597870945930481,0.6459696888923645,0.6851119995117188
M3_a_ghost_p025,2024,3,fc2,0.2757909297943115,0.2748335599899292,0.32821258902549744,0.373203843832016
M3_a_ghost_p025,2024,4,conv1,0.021565567702054977,0.01949418894946575,0.03448498249053955,0.04838972166180611
M3_a_ghost_p025,2024,4,conv2,0.1276637315750122,0.12634903192520142,0.15482711791992188,0.17905808985233307
M3_a_ghost_p025,2024,4,fc1,0.5752975344657898,0.5752847194671631,0.6298099160194397,0.6746414303779602
M3_a_ghost_p025,2024,4,fc2,0.27547311782836914,0.2735632359981537,0.3373607397079468,0.39419424533843994
M3_a_ghost_p025,2024,5,conv1,0.030818957835435867,0.025684071704745293,0.05454951152205467,0.08175613731145859
M3_a_ghost_p025,2024,5,conv2,0.15758700668811798,0.15513594448566437,0.18806609511375427,0.21529822051525116
M3_a_ghost_p025,2024,5,fc1,0.5867825746536255,0.5872355699539185,0.6345171928405762,0.6767542958259583
M3_a_ghost_p025,2024,5,fc2,0.22481147944927216,0.22460350394248962,0.27183133363723755,0.3153976798057556
