epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent
1,234,0.7914153280166479,0.5771883998394013,0.8884,0.7861127240333559
2,468,0.6111336461244485,0.5759920240402222,0.9137,0.8385078418579571
3,702,0.5595689656642767,0.495670117944479,0.9272,0.8909029596825585
4,936,0.5086267795572933,0.45413355821371076,0.9324,0.9432980775071597
5,1170,0.4858113508193921,0.4740453147690743,0.9345,0.995693195331761
