method,family,p,attention_qkv,attention_out,patch_head,identity,mlp_fc1,mlp_fc2
dp_adamw,baseline,,1.0,1.0,1.0,1.0,1.0,1.0
dp_kfc_a_p01,a_only,0.1,1.1691937824140857,1.6038419116380318,0.8756906198035481,1.0285792766039046,1.1553587533100378,1.4824911956466347
dp_kfc_a_p02,a_only,0.2,1.4826973169588793,2.7723015811997973,0.9079395400169648,1.0645758652599768,1.4370155598723768,2.4531269015277317
dp_kfc_a_p03,a_only,0.3,2.0320749255591535,5.020248486028521,1.114005030266287,1.103746201539942,1.9284816645117497,4.340473182234641
dp_kfc_a_p04,a_only,0.4,2.9962323465971625,9.353389095027508,1.5356301006725392,1.1432053849019814,2.8021789908025356,7.98679522442876
dp_kfc_a_p05,a_only,0.5,4.706612503208628,17.728337057430455,2.258870011574183,1.1805119204127243,4.392105189619519,15.025210067524508
