method,family,p,attention_qkv,attention_out,patch_head,identity,mlp_fc1,mlp_fc2
dp_adamw,baseline,,57.75019073486328,56.4643783569336,45.40386962890625,16.56111717224121,69.21649156262393,69.4079609096573
dp_kfc_a_p01,a_only,0.1,67.52116394042969,90.5599365234375,39.759742736816406,17.034421920776367,79.96987940028794,102.89669095635274
dp_kfc_a_p02,a_only,0.2,85.62605285644531,156.53628540039062,41.223968505859375,17.630565643310547,99.46517537526567,170.26653608766554
dp_kfc_a_p03,a_only,0.3,117.35271453857422,283.4652099609375,50.58013916015625,18.27927017211914,133.48273486035248,301.26339296195783
dp_kfc_a_p04,a_only,0.4,173.03298950195312,528.13330078125,69.72354888916016,18.932758331298828,193.95699847384574,554.347170730589
dp_kfc_a_p05,a_only,0.5,271.8077697753906,1001.01953125,102.56143951416016,19.550596237182617,304.0061117994562,1042.8691930261305
