task,method,source,beta,epoch,layer,group,trace_S,d_total,tau,condition_S,log_eigenvalue_spread_S,effective_rank_S,A_condition_raw,G_condition_raw,A_eigenvalue_min,A_eigenvalue_max,G_eigenvalue_min,G_eigenvalue_max,cosA,relative_error_A,cosG,relative_error_G,n
vit,dp_kfm,pink,0.5,3,blocks.4.attn.out_proj,attention_out,7611.780572971383,5526346,40.52616578899828,375.2734678012534,0.7324527478459366,18635.716725644183,12969.991009381289,10.85815522414124,0.001347669508982,17.479261415114618,0.001,0.0108581552241412,0.146087479341469,3.121099710895739,0.2738912073617264,4.117480045579488,1
vit,dp_kfm,pink,0.5,3,blocks.4.attn.q_proj,attention_qkv,33012.72045181859,5526346,40.52616578899828,282.7052586269758,0.6924812832971076,27454.0285826895,45678.419166340434,1.74967226786689,0.001,45.67841916634043,0.0010000324532559,0.0017497290504288,0.2755778140636526,2.146817062526129,0.5304516295440957,7.887782677470312,1
vit,dp_kfm,pink,0.5,3,blocks.4.attn.v_proj,attention_qkv,33161.88957668052,5526346,40.52616578899828,308.178937730422,0.6928801876890542,27444.70624649176,45678.419166340434,2.079193181243804,0.001,45.67841916634043,0.0010002936460197,0.0020798037280458,0.2755778140636526,2.146817062526129,0.1809827470784946,5.795201904461354,1
vit,dp_kfm,pink,0.5,3,blocks.4.mlp.fc1,mlp_fc1,129902.44958765246,5526346,40.52616578899828,483.8725354177154,0.6428976133294586,110860.72322018608,67923.54144353671,3.447002696792501,0.001,67.92354144353672,0.0010000365039878,0.0034471285261369,0.1800672932236837,2.605371411849066,0.157117169796356,6.721722605266697,1
vit,dp_kfm,pink,0.5,3,blocks.4.mlp.fc2,mlp_fc2,27740.842863911806,5526346,40.52616578899828,415.8635658116007,0.7067150436355709,96936.5658460688,11655.158864565992,14.838279544633174,0.0010990314088218,12.809385666966463,0.001,0.0148382795446331,0.2482409579909633,2.272723377139815,0.26722404061816,5.385431206009834,1
vit,dp_kfm,pink,0.5,3,blocks.5.attn.k_proj,attention_qkv,33946.85357585029,5526346,40.52616578899828,242.14394084356184,0.6499467589346783,28133.577636062066,48647.37322033016,1.2052796318866166,0.001,48.64737322033017,0.0010000246572865,0.0012053093508119,0.305962226842963,2.068310610077115,0.5968645717142452,1.271201206751277,1
vit,dp_kfm,pink,0.5,3,blocks.5.attn.out_proj,attention_out,8545.183575413106,5526346,40.52616578899828,396.5538405441101,0.658913469755663,21108.5894554492,10268.79212725744,15.313870073663931,0.0017067371313546,17.52612881775239,0.001,0.0153138700736639,0.1332621431667156,2.88098684490265,0.2510559460659071,7.599990657513799,1
vit,dp_kfm,pink,0.5,3,blocks.5.attn.q_proj,attention_qkv,33926.999212392075,5526346,40.52616578899828,235.32708732362144,0.6499078743204446,28134.33337782622,48647.37322033016,1.1383726265630318,0.001,48.64737322033017,0.0010000290269405,0.0011384056700376,0.305962226842963,2.068310610077115,0.3250081915157264,4.592260491885224,1
vit,dp_kfm,pink,0.5,3,blocks.5.attn.v_proj,attention_qkv,34103.01581275922,5526346,40.52616578899828,282.2432624863868,0.6502978506722158,28126.300813833997,48647.37322033016,1.6375243707026774,0.001,48.64737322033017,0.0010002285651641,0.0016378986517292,0.305962226842963,2.068310610077115,0.2731293166525417,3.923154368974872,1
vit,dp_kfm,pink,0.5,3,blocks.5.mlp.fc1,mlp_fc1,123106.45817075476,5526346,40.52616578899828,771.3906163579514,0.6020732376185839,109053.06798191083,98522.94648577472,6.039643598062872,0.0010000200809954,98.52492492461629,0.0010000098735216,0.0060397032306146,0.1626596101793851,3.353491146518837,0.148232822383862,10.2443539920667,1
vit,dp_kfm,pink,0.5,3,blocks.5.mlp.fc2,mlp_fc2,25550.84201048716,5526346,40.52616578899828,619.9513307574069,0.7516414293654456,88905.01059054102,18240.99242718717,21.070106467181198,0.0010174732712026,18.55972223487229,0.001,0.0210701064671811,0.1491347199766746,3.105209010473449,0.2213431991821903,8.61992255060122,1
vit,dp_kfm,pink,0.5,3,blocks.6.attn.k_proj,attention_qkv,28305.66793700585,5526346,40.52616578899828,368.75490712482406,0.6489710425139513,27122.726719510007,63481.29378174412,2.142051200092942,0.0010000599468006,63.48509928220618,0.0010000122684059,0.0021420774796466,0.1814009924271847,2.959133751748675,0.3559194708461967,4.162768840600929,1
vit,dp_kfm,pink,0.5,3,blocks.6.attn.out_proj,attention_out,5629.512881247258,5526346,40.52616578899828,577.3571756429643,0.6908130346907824,15261.392952431472,17628.951633439887,18.90874257287736,0.0011945755509973,21.05911461102169,0.001,0.0189087425728773,0.0467931732962049,2.8169906119129973,0.2646247943462689,7.679673895685503,1
vit,dp_kfm,pink,0.5,3,blocks.6.attn.q_proj,attention_qkv,28237.623261923996,5526346,40.52616578899828,303.5273514923943,0.6484535424439946,27134.52933186913,63481.29378174412,1.4512756060192618,0.0010000599468006,63.48509928220618,0.0010000135181371,0.0014512952245619,0.1814009924271847,2.959133751748675,0.3488296351835596,13.186349307689218,1
vit,dp_kfm,pink,0.5,3,blocks.6.attn.v_proj,attention_qkv,28618.54461468959,5526346,40.52616578899828,453.16561677957,0.6509284597525179,27076.44681893239,63481.29378174412,3.234954173071139,0.0010000599468006,63.48509928220618,0.0010001160347001,0.0032353295400085,0.1814009924271847,2.959133751748675,0.1813079992612704,11.159795843815209,1
vit,dp_kfm,pink,0.5,3,blocks.6.mlp.fc1,mlp_fc1,127430.4742892396,5526346,40.52616578899828,877.8989060409491,0.6443692780339795,104204.59695244455,126611.55528434024,6.087173382374672,0.001,126.61155528434026,0.001000002337418,0.0060871876106436,0.1126472499369084,3.0773471157931174,0.1546618548203294,10.426810003502252,1
vit,dp_kfm,pink,0.5,3,blocks.6.mlp.fc2,mlp_fc2,24139.66211918105,5526346,40.52616578899828,635.7937583148587,0.7526277385041054,86241.49371832727,16514.53842716142,24.47744482202971,0.0010079930835509,16.64654051261464,0.001,0.0244774448220297,0.073679167904445,2.400448653100756,0.2960580649347598,8.376968742296592,1
vit,dp_kfm,pink,0.5,3,blocks.7.attn.k_proj,attention_qkv,28702.05717759185,5526346,40.52616578899828,333.9433168180112,0.6577595894962928,26550.93307031651,77286.19359451387,1.4429244559836971,0.001,77.28619359451388,0.0010000096304157,0.0014429383519461,0.1643282172092848,3.1446940722823844,0.3512314799315972,4.415148742284013,1
vit,dp_kfm,pink,0.5,3,blocks.7.attn.out_proj,attention_out,5622.734168156964,5526346,40.52616578899828,621.7385710770556,0.6817121483629657,15501.443281761303,15223.49828382931,25.392248454190657,0.0012106189891938,18.42985610436323,0.001,0.0253922484541906,0.1006581065335484,2.97790412223318,0.3042569768306241,8.97232499517799,1
vit,dp_kfm,pink,0.5,3,blocks.7.attn.q_proj,attention_qkv,28748.529241144224,5526346,40.52616578899828,399.91748837882,0.6581735730880034,26541.483788147438,77286.19359451387,2.0693734556307146,0.001,77.28619359451388,0.0010000270639347,0.0020694294610189,0.1643282172092848,3.1446940722823844,0.2420187742084983,25.766257606262133,1
vit,dp_kfm,pink,0.5,3,blocks.7.attn.v_proj,attention_qkv,28870.80399128801,5526346,40.52616578899828,395.03130111634096,0.6584404585331344,26536.663305719903,77286.19359451387,2.019115208084803,0.001,77.28619359451388,0.0010000899872182,0.0020192969026456,0.1643282172092848,3.1446940722823844,0.2269320722746261,8.706696835741198,1
vit,dp_kfm,pink,0.5,3,blocks.7.mlp.fc1,mlp_fc1,152538.2058193581,5526346,40.52616578899828,1034.298473473379,0.6794555742894264,101604.94913621672,194827.6977725508,5.490868826455342,0.001,194.8276977725508,0.0010000018361121,0.0054908789083061,0.1468341033509387,3.2361861087536337,0.1601124188571552,10.749321496247996,1
vit,dp_kfm,pink,0.5,3,blocks.7.mlp.fc2,mlp_fc2,34868.03544052577,5526346,40.52616578899828,3509.5176406833825,0.8197408176562425,42101.31618586517,618531.7821603524,19.912823278456504,0.0010135838355388,626.9338161647647,0.001,0.0199128232784565,0.9989252789386556,0.0504036523637002,0.3700644222207004,6.022143574799305,1
vit,dp_kfm,pink,0.5,3,blocks.8.attn.k_proj,attention_qkv,31308.445496012977,5526346,40.52616578899828,365.4113190012092,0.6587864206842963,25683.054185045115,119412.82274706171,1.1181833657599307,0.001,119.41282274706172,0.0010000022819986,0.0011181859174528,0.2431112088034294,2.7654611199252304,0.4822594769837823,1.6807755610503097,1
vit,dp_kfm,pink,0.5,3,blocks.8.attn.out_proj,attention_out,3771.90395020277,5526346,40.52616578899828,330.91369503931645,0.6065763617928733,17561.18455616732,5527.600771945271,19.810380322752067,0.0010851649227481,5.99835846467059,0.001,0.019810380322752,0.1698167123252188,1.3597346699056414,0.3730234966938444,5.997565024645125,1
vit,dp_kfm,pink,0.5,3,blocks.8.attn.q_proj,attention_qkv,31354.263899341862,5526346,40.52616578899828,440.8363191687508,0.6590255418840834,25678.313020354595,119412.82274706171,1.627435444767045,0.001,119.41282274706172,0.0010000013348843,0.0016274376172051,0.2431112088034294,2.7654611199252304,0.2035183792784594,13.396909123121102,1
vit,dp_kfm,pink,0.5,3,blocks.8.attn.v_proj,attention_qkv,31732.308959068825,5526346,40.52616578899828,588.7707262742591,0.6612242351707056,25630.52692867805,119412.82274706171,2.902962681418133,0.001,119.41282274706172,0.001000046822671,0.0029030986058847,0.2431112088034294,2.7654611199252304,0.3726066176560806,12.787274335392134,1
vit,dp_kfm,pink,0.5,3,blocks.8.mlp.fc1,mlp_fc1,176010.49767774015,5526346,40.52616578899828,1034.856487698522,0.6833118460081133,101474.77524016632,246943.88225186124,4.3367259814902726,0.001000000921369,246.94410977830915,0.0010000003062607,0.004336727309659,0.2176558950047978,2.685555184702008,0.0792106997400448,10.154852329904337,1
vit,dp_kfm,pink,0.5,3,blocks.8.mlp.fc2,mlp_fc2,29488.48254830845,5526346,40.52616578899828,500.6512406237478,0.8036369018437162,90038.94268287803,12894.213726354688,19.439080975196408,0.0010033690545872,12.937655036258002,0.001,0.0194390809751964,0.0934779287647691,1.788472233772188,0.4719393713174987,4.940482050151393,1
vit,dp_kfm,pink,0.5,3,blocks.9.attn.k_proj,attention_qkv,34257.31802390926,5526346,40.52616578899828,353.9985231453393,0.6307817781113492,26733.10640998351,114551.53641112076,1.093961358486988,0.0010000259806699,114.55451253677568,0.0010000013198319,0.0010939628023321,0.2190565634339726,2.772399162019855,0.4788950880132783,1.554821414571998,1
vit,dp_kfm,pink,0.5,3,blocks.9.attn.out_proj,attention_out,3189.2360834938786,5526346,40.52616578899828,272.4373364007332,0.552873673681998,18603.805651867267,3847.838520268462,19.289297582048164,0.0010410060012324,4.005622991373018,0.001,0.0192892975820481,0.1759359859195448,1.2746530895020272,0.4817457549752154,4.984365114476861,1
vit,dp_kfm,pink,0.5,3,blocks.9.attn.q_proj,attention_qkv,34332.621599670136,5526346,40.52616578899828,429.524136242448,0.6310871685071638,26727.17905986569,114551.53641112076,1.610550058034058,0.0010000259806699,114.55451253677568,0.0010000052306875,0.0016105584823182,0.2190565634339726,2.772399162019855,0.3271814261788799,6.882377379184266,1
vit,dp_kfm,pink,0.5,3,blocks.9.attn.v_proj,attention_qkv,34703.50802390157,5526346,40.52616578899828,583.2995591437231,0.633242326633962,26679.982410018358,114551.53641112076,2.97017732242508,0.0010000259806699,114.55451253677568,0.0010000225185566,0.0029702442065313,0.2190565634339726,2.772399162019855,0.4911358678076661,8.69663313899928,1
vit,dp_kfm,pink,0.5,3,blocks.9.mlp.fc1,mlp_fc1,189245.12637197247,5526346,40.52616578899828,912.9259640784444,0.6484319385434384,105758.10835211509,233520.8075340321,3.568991665837302,0.001,233.5208075340321,0.0010000032219132,0.0035690031648188,0.225625283654462,2.485304566282387,0.0413012618035422,8.305616627741529,1
vit,dp_kfm,pink,0.5,3,blocks.9.mlp.fc2,mlp_fc2,30324.491615164345,5526346,40.52616578899828,505.6062294203981,0.7991622147094126,92648.3240492096,14047.633201630462,18.19791672799665,0.0010273026329469,14.43117057470827,0.001,0.0181979167279966,0.117148368037713,2.201990800478393,0.6031039630329582,4.357639364085405,1
vit,dp_kfm,pink,0.5,3,head,patch_head,21410.248430646785,5526346,40.52616578899828,31237.976004546355,1.156812174910128,456.6915276663205,2728706.657130937,357.60939795801204,0.0010002835977772,2729.480512273772,0.001000003987224,0.3576108238268206,0.0654014550684951,3.424558806494906,0.761227136897304,4.115163004332255,1
vit,dp_kfm,pink,0.5,3,identity,identity,1929693.910208942,5526346,40.52616578899828,,,,,,,,,,,,,,1
vit,dp_kfm,pink,0.5,3,patch_embed,patch_head,62984.304651506354,5526346,40.52616578899828,53.95367062109224,0.5252525521579151,108824.16636761592,1487.695495576867,1.95671666825915,0.0176361473773437,26.237217012603995,0.0010000000003625,0.0019567166689686,0.6221872413942543,0.8483407050135697,0.3743594392968593,0.9769566307441598,1
vit,dp_kfm,pink,0.5,4,blocks.0.attn.k_proj,attention_qkv,28656.919450489324,5526346,40.440837026075314,123.14747066950972,1.3384345543890288,24040.626838331533,11077.054122793405,1.3690733442469976,0.001,11.077054122793404,0.0010000000419809,0.0013690734017219,0.3292446647112674,1.573679594138746,0.3670812743047852,0.9611908782088509,1
vit,dp_kfm,pink,0.5,4,blocks.0.attn.out_proj,attention_out,14918.755613841227,5526346,40.440837026075314,151.56006798631697,1.1681363678649883,19107.45665933947,8375.041756441888,2.742727126148199,0.0010026322221073,8.397086726502838,0.001,0.0027427271261481,0.1246891222808563,3.696076841356532,0.475015933584653,0.9565850856322397,1
vit,dp_kfm,pink,0.5,4,blocks.0.attn.q_proj,attention_qkv,28617.8958947674,5526346,40.440837026075314,111.44307808590544,1.3383845823100644,24042.40186405012,11077.054122793405,1.1211969821204828,0.001,11.077054122793404,0.0010000000075475,0.0011211969905827,0.3292446647112674,1.573679594138746,0.2539910861434795,0.9731795882938942,1
vit,dp_kfm,pink,0.5,4,blocks.0.attn.v_proj,attention_qkv,29295.707471065623,5526346,40.440837026075314,183.09343901656965,1.3395283000361344,23994.81814136174,11077.054122793405,3.026364865540663,0.001,11.077054122793404,0.0010000623432629,0.0030265535390012,0.3292446647112674,1.573679594138746,0.2629980574620536,1.0670074586631908,1
vit,dp_kfm,pink,0.5,4,blocks.0.mlp.fc1,mlp_fc1,209700.3058475093,5526346,40.440837026075314,251.39031961857248,1.4692729576734975,97882.42848032994,41982.08462471711,1.505334796088723,0.0010000000161996,41.98208530481124,0.0010000259757114,0.001505373898231,0.3722951114501356,1.8550272476907077,0.4140142032380692,0.9155147405449556,1
vit,dp_kfm,pink,0.5,4,blocks.0.mlp.fc2,mlp_fc2,98344.3928997172,5526346,40.440837026075314,605.1888625354543,1.009059073094367,90199.785142632,117890.28727665072,3.106732266055788,0.0010603081636145,125.00003401030004,0.001,0.0031067322660557,0.1327834993187598,8.058054478100232,0.3835436460113321,0.9249716351172116,1
vit,dp_kfm,pink,0.5,4,blocks.1.attn.k_proj,attention_qkv,24509.63751033201,5526346,40.440837026075314,203.50523383971435,0.9637367350160736,22979.06729700175,35335.53025408614,1.1720322265538303,0.001,35.33553025408614,0.0010000000628544,0.0011720323002213,0.35078381361195,2.072889756774536,0.5116765665160006,0.9083033882772106,1
vit,dp_kfm,pink,0.5,4,blocks.1.attn.out_proj,attention_out,9957.919879367691,5526346,40.440837026075314,347.9945196910178,0.737916846014387,18634.729531702134,36347.33617859867,3.3317485809671528,0.001184923227073,43.06880288025325,0.001,0.0033317485809671,0.0944443806260678,4.591673882719154,0.3794344210299276,0.9312531994919856,1
vit,dp_kfm,pink,0.5,4,blocks.1.attn.q_proj,attention_qkv,24504.13993045056,5526346,40.440837026075314,197.7541601308945,0.9637290370608628,22979.25120927685,35335.53025408614,1.1067248055391283,0.001,35.33553025408614,0.0010000000352838,0.0011067248445886,0.35078381361195,2.072889756774536,0.4474236539921219,1.2272790569721004,1
vit,dp_kfm,pink,0.5,4,blocks.1.attn.v_proj,attention_qkv,24557.22743184524,5526346,40.440837026075314,194.39856125750725,0.9637297301731944,22979.239756323317,35335.53025408614,1.069484463576678,0.001,35.33553025408614,0.0010000635491905,0.0010695524284486,0.35078381361195,2.072889756774536,0.7305498751957908,0.8807014471939133,1
vit,dp_kfm,pink,0.5,4,blocks.1.mlp.fc1,mlp_fc1,125601.85552976378,5526346,40.440837026075314,343.9533115543015,0.8242176724445626,104270.02295940564,60112.908187956025,1.9680279010835355,0.001,60.11290818795602,0.0010000094026252,0.0019680464057124,0.1891548985091438,2.7036044846135323,0.3367789050827958,1.3070582190831366,1
vit,dp_kfm,pink,0.5,4,blocks.1.mlp.fc2,mlp_fc2,34235.67888392843,5526346,40.440837026075314,373.9697972917908,0.8630451864971822,83795.85442738894,32781.80788923881,4.26618964271255,0.0010008834206541,32.81076801540975,0.001,0.0042661896427125,0.0590534829257009,4.381197939053084,0.4412161707593737,1.1518028897203323,1
vit,dp_kfm,pink,0.5,4,blocks.10.attn.k_proj,attention_qkv,37079.58328414235,5526346,40.440837026075314,332.5565555403659,0.5997034486446776,28143.411344929424,101433.4793469261,1.0903092681521425,0.001,101.4334793469261,0.0010000005719414,0.0010903098917452,0.2244553666274299,2.26354500112833,0.5612848147807403,1.8803212894137795,1
vit,dp_kfm,pink,0.5,4,blocks.10.attn.out_proj,attention_out,3196.919111282275,5526346,40.440837026075314,262.1740299579928,0.5551053474346096,17640.451699051337,4973.404376371603,13.820557666891542,0.0010239989539189,5.092760878820241,0.001,0.0138205576668915,0.3574070402534961,1.5640020367627891,0.5998000054370465,4.361191970345383,1
vit,dp_kfm,pink,0.5,4,blocks.10.attn.q_proj,attention_qkv,37125.00049152888,5526346,40.440837026075314,356.5466124624928,0.5997878994423951,28141.886608008364,101433.4793469261,1.2532892263675612,0.001,101.4334793469261,0.0010000145883517,0.0012533075097915,0.2244553666274299,2.26354500112833,0.2753741360031732,5.211868946687122,1
vit,dp_kfm,pink,0.5,4,blocks.10.attn.v_proj,attention_qkv,37393.89759667558,5526346,40.440837026075314,440.5091396151387,0.6008834806302822,28120.422235447342,101433.4793469261,1.9130597050780385,0.001,101.4334793469261,0.0010000061834957,0.0019130715344746,0.2244553666274299,2.26354500112833,0.5211541507442734,4.033176626503619,1
vit,dp_kfm,pink,0.5,4,blocks.10.mlp.fc1,mlp_fc1,189330.6502459853,5526346,40.440837026075314,690.0388937572187,0.6141118294041301,110707.14792358445,194027.58770582537,2.454051408501794,0.0010000437033512,194.03606736164733,0.0010000007931805,0.0024540533550075,0.2732881954660747,2.0753919123529063,0.047968841087626,6.967570514317877,1
vit,dp_kfm,pink,0.5,4,blocks.10.mlp.fc2,mlp_fc2,28932.190958322477,5526346,40.440837026075314,441.1471863993777,0.775792040708207,93628.48452217034,14187.048775186391,13.717499893879827,0.0010051951611676,14.260752780066449,0.001,0.0137174998938798,0.1987270635831441,2.801178548075816,0.7092470318572893,4.205127400640316,1
vit,dp_kfm,pink,0.5,4,blocks.11.attn.k_proj,attention_qkv,38276.23629838882,5526346,40.440837026075314,360.10837478471313,0.5998018304262551,28047.38576136733,119775.7043152124,1.082674005813526,0.001,119.7757043152124,0.0010000001151637,0.0010826741304982,0.3240610886016732,2.287346285114307,0.4292967912995086,1.3558853408669151,1
vit,dp_kfm,pink,0.5,4,blocks.11.attn.out_proj,attention_out,3350.386599189109,5526346,40.440837026075314,298.7874647935246,0.5402124572144296,17413.636017326928,6520.404533602114,13.69147399638768,0.0010381007876932,6.768837082410679,0.001,0.0136914739963876,0.3617101284088067,1.4904657365727156,0.7189074552391757,4.3248785878673885,1
vit,dp_kfm,pink,0.5,4,blocks.11.attn.q_proj,attention_qkv,38308.9278621628,5526346,40.440837026075314,385.742315059503,0.5998558693780152,28046.41146330169,119775.7043152124,1.2422981311458383,0.001,119.7757043152124,0.0010000048614045,0.0012423041704596,0.3240610886016732,2.287346285114307,0.1920036077756798,3.300407151744544,1
vit,dp_kfm,pink,0.5,4,blocks.11.attn.v_proj,attention_qkv,38688.19635255336,5526346,40.440837026075314,531.5581850990131,0.6016652208353592,28009.510350974066,119775.7043152124,2.359026864097265,0.001,119.7757043152124,0.0010000008471937,0.00235902886265,0.3240610886016732,2.287346285114307,0.6888517851301269,15.79739855891474,1
vit,dp_kfm,pink,0.5,4,blocks.11.mlp.fc1,mlp_fc1,159988.6812146798,5526346,40.440837026075314,640.7893242552574,0.6107137088423706,108029.34966844016,181725.8930628207,2.259507168511014,0.001,181.7258930628207,0.0010000000002799,0.0022595071691435,0.4771840966654637,1.58023417625398,0.159203116962914,9.172654682393832,1
vit,dp_kfm,pink,0.5,4,blocks.11.mlp.fc2,mlp_fc2,21352.63949486408,5526346,40.440837026075314,570.5641410966863,0.744606707007566,83896.52510983034,26672.512557604725,12.205203330669429,0.0010027905739396,26.7469441760532,0.0010000000015848,0.0122052033500131,0.8580483197552515,0.5135885279668363,0.7871665026440922,4.155657388829258,1
vit,dp_kfm,pink,0.5,4,blocks.2.attn.k_proj,attention_qkv,27784.50554575776,5526346,40.440837026075314,191.43134298491373,0.8302001406723727,24916.09568633183,28140.259283931817,1.3022608891856464,0.001,28.14025928393182,0.0010000035646342,0.0013022655312693,0.4257541850952055,1.5897099954442404,0.3819457938411952,1.2556342647874583,1
vit,dp_kfm,pink,0.5,4,blocks.2.attn.out_proj,attention_out,11029.708461964534,5526346,40.440837026075314,217.9058374035112,0.8581224451965063,21652.51368921919,8086.02580736971,5.87222389659564,0.0014496722488949,11.722087216792096,0.001,0.0058722238965956,0.1721482728499462,1.9920303276396945,0.3816005402957921,1.475378734471547,1
vit,dp_kfm,pink,0.5,4,blocks.2.attn.q_proj,attention_qkv,27751.87467629396,5526346,40.440837026075314,180.5304203377327,0.8301475926980708,24917.27608407532,28140.259283931817,1.1581710153583469,0.001,28.14025928393182,0.001000001985062,0.0011581733143996,0.4257541850952055,1.5897099954442404,0.4913939844889274,1.6684646023154497,1
vit,dp_kfm,pink,0.5,4,blocks.2.attn.v_proj,attention_qkv,28165.46572586581,5526346,40.440837026075314,249.98776025516656,0.8312380919411496,24890.20963525948,28140.259283931817,2.2207997320436506,0.001,28.14025928393182,0.0010006539329299,0.0022222519861193,0.4257541850952055,1.5897099954442404,0.3575751195253966,1.997974314786876,1
vit,dp_kfm,pink,0.5,4,blocks.2.mlp.fc1,mlp_fc1,142616.92206624063,5526346,40.440837026075314,248.07914300491265,0.7308532856124477,113336.1504672492,41997.34585769752,1.465408347531845,0.001,41.997345857697525,0.0010000332704279,0.0014654571022946,0.2383328502978695,1.8881407665542664,0.4385716219310795,1.1076140759127706,1
vit,dp_kfm,pink,0.5,4,blocks.2.mlp.fc2,mlp_fc2,33799.35468578316,5526346,40.440837026075314,247.3462894676338,0.7512491219603524,98616.88487856757,9591.969507213518,6.378271622673186,0.0010379524854909,9.956008590766151,0.001,0.0063782716226731,0.188904479405447,2.0333496859251863,0.3519677218654417,1.765887594943336,1
vit,dp_kfm,pink,0.5,4,blocks.3.attn.k_proj,attention_qkv,34719.61122233891,5526346,40.440837026075314,221.78791295272808,0.6997583117414335,28129.72175780347,43421.766958209584,1.132839167491012,0.001,43.42176695820959,0.0010000185984064,0.0011328602364942,0.260849854861979,1.9634619283069747,0.5151341427831977,0.8864136915375729,1
vit,dp_kfm,pink,0.5,4,blocks.3.attn.out_proj,attention_out,8264.613835246539,5526346,40.440837026075314,311.49850964137573,0.7080670272113494,21692.69638891303,14078.512489396284,6.892157220578576,0.0011581220635229,16.304635935553126,0.001,0.0068921572205785,0.020868555743491,2.026927784769799,0.2933858952557719,2.394155438778712,1
vit,dp_kfm,pink,0.5,4,blocks.3.attn.q_proj,attention_qkv,34704.80132742876,5526346,40.440837026075314,220.55639738149117,0.6997469265535413,28129.95385428113,43421.766958209584,1.1202935263486573,0.001,43.42176695820959,0.0010000220265496,0.0011203182025495,0.260849854861979,1.9634619283069747,0.4140401469235883,2.303867281941385,1
vit,dp_kfm,pink,0.5,4,blocks.3.attn.v_proj,attention_qkv,34883.22794630699,5526346,40.440837026075314,242.12041042595968,0.6999767944685276,28125.091644507625,43421.766958209584,1.3500669652908188,0.001,43.42176695820959,0.0010001329791526,0.0013502464960518,0.260849854861979,1.9634619283069747,0.2805079834291925,2.03830096861466,1
vit,dp_kfm,pink,0.5,4,blocks.3.mlp.fc1,mlp_fc1,134388.63778557253,5526346,40.440837026075314,367.40889564988527,0.6623188761599805,110523.96192606784,64300.66663857076,2.0993452114802014,0.001,64.30066663857076,0.0010000011262112,0.0020993475757863,0.1423669035439007,2.2057975399700966,0.2412732006621912,2.455602510227545,1
vit,dp_kfm,pink,0.5,4,blocks.3.mlp.fc2,mlp_fc2,28277.517507281653,5526346,40.440837026075314,317.0528332245367,0.7286545395012557,97701.42698068696,11840.529644861166,8.489696159777196,0.0010012743054233,11.85561809600308,0.0010000000012603,0.0084896961704768,0.12759794493933,1.5276614842218517,0.2996796901404548,2.9629509881669707,1
vit,dp_kfm,pink,0.5,4,blocks.4.attn.k_proj,attention_qkv,33278.09576880265,5526346,40.440837026075314,443.2193302187269,0.6890772470901906,27472.54468796219,48322.89099610525,4.065223967981756,0.001,48.32289099610525,0.0010000360000309,0.0040653703161704,0.2718430843877017,2.202238469454099,0.666254334245702,5.58374192086546,1
vit,dp_kfm,pink,0.5,4,blocks.4.attn.out_proj,attention_out,7520.895660857712,5526346,40.440837026075314,326.8179278616593,0.7275774452817015,18483.322212330582,13719.5797595622,7.785220818979161,0.0013464957030657,18.47335519411848,0.001,0.0077852208189791,0.1755968525181348,3.0609917702672087,0.2806987327906377,3.020674264741291,1
vit,dp_kfm,pink,0.5,4,blocks.4.attn.q_proj,attention_qkv,33101.03362240978,5526346,40.440837026075314,293.20014872452947,0.6874024213719577,27524.273315842423,48322.89099610525,1.7789980160544403,0.001,48.32289099610525,0.0010000284234669,0.0017790485813457,0.2718430843877017,2.202238469454099,0.5237167796609193,7.070331754469519,1
vit,dp_kfm,pink,0.5,4,blocks.4.attn.v_proj,attention_qkv,33207.41267135394,5526346,40.440837026075314,277.05861005846566,0.6874685525357884,27523.353665577717,48322.89099610525,1.5885116106508566,0.001,48.32289099610525,0.0010002670073298,0.0015889357548944,0.2718430843877017,2.202238469454099,0.1839409655993405,3.060027206663495,1
vit,dp_kfm,pink,0.5,4,blocks.4.mlp.fc1,mlp_fc1,130528.86747121242,5526346,40.440837026075314,437.6457213615764,0.6393699633128881,111070.14719695874,69850.90411413177,2.742037198446865,0.0010000401686011,69.85370992723567,0.0010000408467835,0.0027421492018469,0.1844461723075722,2.608735830140738,0.163535776078907,5.425425099049757,1
vit,dp_kfm,pink,0.5,4,blocks.4.mlp.fc2,mlp_fc2,28164.41413092106,5526346,40.440837026075314,369.59882759106,0.7106119786754304,96550.24774461224,12749.68110857521,10.714251767819436,0.0010806493727398,13.777934892615043,0.001,0.0107142517678194,0.2561452477248073,2.3262997009667727,0.2607989370457198,3.897264268811344,1
vit,dp_kfm,pink,0.5,4,blocks.5.attn.k_proj,attention_qkv,34337.41246236151,5526346,40.440837026075314,241.69454336249336,0.6488893688877266,28161.44068481672,50444.91773684616,1.158020568017213,0.001,50.444917736846165,0.0010000242308489,0.0011580486278386,0.300123590603693,2.101422388210588,0.568041325231607,0.9075484034505868,1
vit,dp_kfm,pink,0.5,4,blocks.5.attn.out_proj,attention_out,8675.262221764131,5526346,40.440837026075314,355.0760005859122,0.6569086077394145,20955.82545134036,12067.830501602972,10.447525441738648,0.0016273344981767,19.63839689340816,0.001,0.0104475254417386,0.112515633642481,3.0234661858707206,0.2512706725774474,6.13389075592782,1
vit,dp_kfm,pink,0.5,4,blocks.5.attn.q_proj,attention_qkv,34324.40093984131,5526346,40.440837026075314,245.1122543048025,0.6488821404970224,28161.568666542687,50444.91773684616,1.1910023825154996,0.001,50.444917736846165,0.0010000279898232,0.0011910357184617,0.300123590603693,2.101422388210588,0.2294743214476969,4.755786470112962,1
