task,method,source,beta,test_accuracy,best_accuracy,accuracy_auc,test_loss,clip_fraction,mean_clip_factor,matched_norm_p50,matched_norm_p90,matched_norm_p99,matched_norm_max,raw_norm_p50,raw_norm_p90,raw_norm_p99,clip_cos,clip_rel_error,signal_cos,signal_rel_error,update_cos,update_rel_error,total_noise_rms,epsilon,noise_multiplier,peak_cuda_allocated_bytes,bk_cache_bytes,temporary_per_sample_bytes,operator_state_bytes,n
mnist,dp_kfc,pink,,0.951,0.9516,3.7472,0.3725636582933366,0.1676033437252044,0.8508704304695129,1.1503358109621333e-05,58.54049682617188,4617.2314453125,6710.47412109375,6.796100251449388e-07,4.030834674835205,309.3279724121094,0.6346709014016152,0.9996671435616566,0.1409919525514421,0.9990082233976282,0.0023097052926062,1.119070258871605,1.06802072248346,0.995693195331761,1.068115234375,175928320,60819136,51380224,10069172,1
mnist,dp_kfc,public,,0.9481,0.9503,3.7535,0.3671236701905727,0.1710784435272216,0.8491644263267517,2.964528539450839e-05,52.99349594116211,3177.669677734375,4913.35546875,2.023106389970053e-06,3.965118646621704,225.1182556152344,0.6229324780742171,0.9995193620242182,0.1166335497651808,0.998926292980397,0.0018833075092918,1.2012063258297347,1.06802072248346,0.995693195331761,1.068115234375,175928320,60819136,51380224,10069172,1
mnist,dp_kfm,pink,0.25,0.9346,0.9353,3.688,0.4251011221155524,0.1443583518266677,0.8769814372062683,7.502597145503387e-05,8.505922317504883,119.22721099853516,169.23785400390625,0.0001582611585035,17.826637268066406,259.5646057128906,0.7755940727039672,0.9866337719561948,0.7755940727039672,0.9866337719561948,0.0286268585780056,1.116696499922646,1.0680028091925575,0.995693195331761,1.068115234375,187082752,60819136,51380224,20138336,1
mnist,dp_kfm,pink,0.5,0.9132,0.9137,3.54795,0.5554999248504638,0.1918792128562927,0.836997389793396,0.000734093831852,30.131107330322266,91.42196655273438,150.7704315185547,0.0014316509477794,59.24667739868164,187.67562866210935,0.790326589868266,0.9819358545087564,0.790326589868266,0.9819358545087564,0.0344351488777355,1.1534143514217277,1.0675656810503182,0.995693195331761,1.068115234375,187082752,60819136,51380224,20138336,1
mnist,dp_kfm,pink,0.75,0.7686,0.814,2.8362,1.5008188425064086,0.4556216895580292,0.5982833504676819,0.4290347695350647,126.1556625366211,223.2377014160156,383.8861083984375,0.3328555822372436,102.0821762084961,202.98269653320312,0.8293027748439286,0.9905408782103098,0.8293027748439286,0.9905408782103098,0.0416283632125984,1.0412667619631852,1.0653026459323418,0.995693195331761,1.068115234375,187082752,60819136,51380224,20138336,1
mnist,dp_kfm,pink,1.0,0.2444,0.5431,1.28465,3.787529613494873,0.995543897151947,0.0220518708229064,113.46208190917967,377.4405212402344,1152.29248046875,3163.6171875,13.015645027160645,49.1782455444336,158.1161346435547,0.8271562324024949,0.9943035305155016,0.8271562324024949,0.9943035305155016,0.020474165733171,1.0769082827444167,1.0636222446588957,0.995693195331761,1.068115234375,187082752,60819136,51380224,20138336,1
mnist,dp_kfm,public,0.25,0.9348,0.9348,3.68055,0.4492899394750595,0.1429284065961837,0.8779668807983398,6.712002505082637e-05,8.299643516540527,103.36558532714844,147.7041015625,0.0001588681043358,19.76195907592773,252.5678558349609,0.7956499758550244,0.984294231759588,0.7956499758550244,0.984294231759588,0.0332207499557373,1.1148230174285003,1.0680372778451257,0.995693195331761,1.068115234375,187082752,60819136,51380224,20138336,1
mnist,dp_kfm,public,0.5,0.8996,0.8996,3.46075,0.6536834334373474,0.2582720816135406,0.7805285453796387,0.0080737555399537,51.91693878173828,113.44275665283205,178.50978088378906,0.013892387971282,93.70034790039062,203.8990173339844,0.8214009071598657,0.9822113327259092,0.8214009071598657,0.9822113327259092,0.0529599494397619,1.075831191634354,1.0666182231385033,0.995693195331761,1.068115234375,187082752,60819136,51380224,20138336,1
mnist,dp_kfm,public,0.75,0.7995,0.7995,2.21245,1.0256320979118347,0.7792391180992126,0.2916352450847626,18.646181106567383,233.93795776367188,520.9534301757812,987.9647827148438,9.750904083251951,103.15928649902344,246.1800079345703,0.6733700536518883,0.9867270503827116,0.6733700536518883,0.9867270503827116,0.0273222570923405,1.1486560811312638,1.060970077684117,0.995693195331761,1.068115234375,187082752,60819136,51380224,20138336,1
mnist,dp_kfm,public,1.0,0.1981,0.4378,1.00745,2.3148904373168944,0.9977552890777588,0.0132179278880357,118.93251037597656,244.27012634277344,383.5274658203125,1309.9091796875,4.308887481689453,10.25904655456543,98.40459442138672,0.9193677453777254,0.9927037453903468,0.9193677453777254,0.9927037453903468,0.0075522772114516,2.1868148097133493,1.039129396916535,0.995693195331761,1.068115234375,187082752,60819136,51380224,20138336,1
mnist,dp_kfm_a,pink,0.25,0.9298,0.9327,3.6287,0.435550210750103,0.1631472110748291,0.8609926104545593,0.0002286349917994,16.32042121887207,147.05841064453125,202.4378204345703,0.0004474704910535,32.19916534423828,297.6724853515625,0.7894198623733265,0.987979914198674,0.7894198623733265,0.987979914198674,0.0323558957446364,1.0750713729223744,1.068071848454737,0.995693195331761,1.068115234375,172350464,54396608,51380224,19996224,1
mnist,dp_kfm_a,pink,0.5,0.9187,0.9187,3.36025,0.4890919363737106,0.2070599645376205,0.8243230581283569,0.001656626118347,37.14643096923828,121.58698272705078,206.6959228515625,0.0030814378987997,68.83534240722656,211.3922882080078,0.8295483902085726,0.9823409692667748,0.8295483902085726,0.9823409692667748,0.0431193629102182,1.095176720860143,1.0682736571920652,0.995693195331761,1.068115234375,172350464,54396608,51380224,19996224,1
mnist,dp_kfm_a,pink,0.75,0.8118,0.8118,2.3766,1.0651835049629212,0.522596538066864,0.5409243702888489,1.461383581161499,164.67996215820312,435.8473205566406,1087.72119140625,1.3373327255249023,128.9313507080078,287.0566101074219,0.8447345954542211,0.9885434372063604,0.8447345954542211,0.9885434372063604,0.0584049455584047,1.0183319333478107,1.0686714187848667,0.995693195331761,1.068115234375,172350464,54396608,51380224,19996224,1
mnist,dp_kfm_a,pink,1.0,0.5195,0.6137,1.3899,1.856978932952881,0.9854178428649902,0.0471640229225158,58.74283218383789,246.4997100830078,539.5211181640625,1361.7314453125,23.161060333251957,85.85370635986328,245.9967803955078,0.8490923615616284,0.9916479418704528,0.8490923615616284,0.9916479418704528,0.056291644066429,1.027658673425682,1.0716409532502666,0.995693195331761,1.068115234375,172350464,54396608,51380224,19996224,1
