task,method,source,beta,epoch,level,layer,group,noise_rms,noise_energy_share,snr,n
vit,dp_kfm_a,pink,0.25,4,layer,blocks.11.norm1.weight,identity,0.9241281722974902,5.668521419773613e-05,0.0048569904256253,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.11.norm2.bias,identity,0.9131590085857776,5.668521419773613e-05,0.0022013185592787,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.11.norm2.weight,identity,0.917518400103378,5.668521419773613e-05,0.0026318731357026,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.2.attn.k_proj,attention_qkv,0.7663120133624179,0.0075886160565657,0.0025348637787669,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.2.attn.out_proj,attention_out,0.5916134900643669,0.0045216740036313,0.0134487027603013,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.2.attn.q_proj,attention_qkv,0.7662430331941487,0.0075886160565657,0.001901435053871,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.2.attn.v_proj,attention_qkv,0.7658392651087104,0.0075886160565657,0.0094822800785195,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.2.mlp.fc1,mlp_fc1,0.8278459156181467,0.0354319722702018,0.0058668159937386,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.2.mlp.fc2,mlp_fc2,0.5611599453866705,0.016218406146911,0.008055571254114,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.2.norm1.bias,identity,0.9153080443033064,5.668521419773613e-05,0.0172443609918473,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.2.norm1.weight,identity,0.9206876547778317,5.668521419773613e-05,0.013288471603047,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.2.norm2.bias,identity,0.9128187099085726,5.668521419773613e-05,0.0160894644610167,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.2.norm2.weight,identity,0.9213968954757707,5.668521419773613e-05,0.0119661900732365,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.3.attn.k_proj,attention_qkv,0.8232604442783205,0.008758055504894,0.0026226508095538,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.3.attn.out_proj,attention_out,0.5560259453086451,0.0039952674893563,0.0125798542175783,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.3.attn.q_proj,attention_qkv,0.8233099890878647,0.008758055504894,0.0018582080290022,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.3.attn.v_proj,attention_qkv,0.822838458782576,0.008758055504894,0.0078791962533889,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.3.mlp.fc1,mlp_fc1,0.8156328876863114,0.0344102459201804,0.0054849956388452,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.3.mlp.fc2,mlp_fc2,0.5369408592212684,0.014846680339613,0.0082249718879374,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.3.norm1.bias,identity,0.9232725493870516,5.668521419773613e-05,0.0156301247302527,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.3.norm1.weight,identity,0.9170283338746072,5.668521419773613e-05,0.0108471527719999,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.3.norm2.bias,identity,0.923170710814926,5.668521419773613e-05,0.0123301090165823,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.3.norm2.weight,identity,0.9181395695754836,5.668521419773613e-05,0.0116324786004218,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.4.attn.k_proj,attention_qkv,0.8120208130995239,0.0085236643412207,0.0035161581450469,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.4.attn.out_proj,attention_out,0.5343199372218419,0.003690531619908,0.0122806674949197,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.4.attn.q_proj,attention_qkv,0.812148055243143,0.0085236643412207,0.0023865178238123,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.4.attn.v_proj,attention_qkv,0.8120770990923312,0.0085236643412207,0.0077187853054302,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.4.mlp.fc1,mlp_fc1,0.8097356104725266,0.033900375457345,0.0050575713994376,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.4.mlp.fc2,mlp_fc2,0.5344632210828003,0.0147113973740689,0.0077885720367861,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.4.norm1.bias,identity,0.9211075712617336,5.668521419773613e-05,0.0157297642856315,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.4.norm1.weight,identity,0.9239202403160884,5.668521419773613e-05,0.0099285206075561,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.4.norm2.bias,identity,0.9075895733500798,5.668521419773613e-05,0.0113879985643913,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.4.norm2.weight,identity,0.9139484651916908,5.668521419773613e-05,0.0090339914669877,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.5.attn.k_proj,attention_qkv,0.8208505515215718,0.0087100017373116,0.0026187166138989,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.5.attn.out_proj,attention_out,0.5597699481516972,0.0040514703906482,0.0104824919017693,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.5.attn.q_proj,attention_qkv,0.8208306216817601,0.0087100017373116,0.0017517706410192,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.5.attn.v_proj,attention_qkv,0.8210304900064488,0.0087100017373116,0.0071669170797391,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.5.mlp.fc1,mlp_fc1,0.7987048044260191,0.0329752582691754,0.0045978030484796,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.5.mlp.fc2,mlp_fc2,0.5188819061531492,0.0138624200213359,0.0064504448894769,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.5.norm1.bias,identity,0.9227845269631204,5.668521419773613e-05,0.0118745995946919,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.5.norm1.weight,identity,0.9165511477984682,5.668521419773613e-05,0.0081575198099236,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.5.norm2.bias,identity,0.9140580770638748,5.668521419773613e-05,0.0092434656518766,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.5.norm2.weight,identity,0.9191530576235049,5.668521419773613e-05,0.008032198035207,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.6.attn.k_proj,attention_qkv,0.7814759333355485,0.0078918888462535,0.0025190515953937,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.6.attn.out_proj,attention_out,0.4915954635551671,0.0031237880993589,0.0132130736337643,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.6.attn.q_proj,attention_qkv,0.7812778234569633,0.0078918888462535,0.0016491709764666,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.6.attn.v_proj,attention_qkv,0.781554652401013,0.0078918888462535,0.0072753183333169,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.6.mlp.fc1,mlp_fc1,0.8019608289612583,0.0332587833610282,0.0044883498985703,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.6.mlp.fc2,mlp_fc2,0.5095805587392513,0.0133736758700346,0.0063786539953735,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.6.norm1.bias,identity,0.91643955033281,5.668521419773613e-05,0.0116018801454598,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.6.norm1.weight,identity,0.9214700777215004,5.668521419773613e-05,0.0079944272219641,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.6.norm2.bias,identity,0.9165158153621772,5.668521419773613e-05,0.0077303202894742,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.6.norm2.weight,identity,0.9200012434030246,5.668521419773613e-05,0.0065502201380117,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.7.attn.k_proj,attention_qkv,0.7815859246006704,0.0078893879391576,0.0020937511929426,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.7.attn.out_proj,attention_out,0.4896217611855857,0.0030993021763571,0.0106257591882862,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.7.attn.q_proj,attention_qkv,0.7813398079837514,0.0078893879391576,0.0014485697084463,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.7.attn.v_proj,attention_qkv,0.7811836999185737,0.0078893879391576,0.0070477864385274,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.7.mlp.fc1,mlp_fc1,0.834400221917328,0.0359910396655127,0.0037871346429989,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.7.mlp.fc2,mlp_fc2,0.5335175490473144,0.0146596644650028,0.0054488436732981,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.7.norm1.bias,identity,0.917469186637806,5.668521419773613e-05,0.0094869855462984,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.7.norm1.weight,identity,0.9200203787169998,5.668521419773613e-05,0.0065454317809867,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.7.norm2.bias,identity,0.9189989119868008,5.668521419773613e-05,0.0056441090826244,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.7.norm2.weight,identity,0.9247298974174244,5.668521419773613e-05,0.0041837328765911,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.8.attn.k_proj,attention_qkv,0.7932563814398063,0.0081299589103611,0.0019725485055546,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.8.attn.out_proj,attention_out,0.4392684904078724,0.0024936565649794,0.010465491222364,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.8.attn.q_proj,attention_qkv,0.7933775717242214,0.0081299589103611,0.0013680890356862,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.8.attn.v_proj,attention_qkv,0.7929683402330516,0.0081299589103611,0.0060061828149574,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.8.mlp.fc1,mlp_fc1,0.8629975046590289,0.0385224762263841,0.0032788421659946,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.8.mlp.fc2,mlp_fc2,0.5357334514658127,0.0147847235856719,0.0045408687809462,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.8.norm1.bias,identity,0.9119759035269058,5.668521419773613e-05,0.0083893748062822,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.8.norm1.weight,identity,0.9232410145086212,5.668521419773613e-05,0.0074731354853373,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.8.norm2.bias,identity,0.9197271676257776,5.668521419773613e-05,0.0046279818671016,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.8.norm2.weight,identity,0.9154883814736092,5.668521419773613e-05,0.0031310821278841,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.9.attn.k_proj,attention_qkv,0.8150313077490243,0.0085890578477386,0.0020985173170512,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.9.attn.out_proj,attention_out,0.4271594436450176,0.0023580114387165,0.0091358827076816,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.9.attn.q_proj,attention_qkv,0.8145550138027848,0.0085890578477386,0.0013520475226635,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.9.attn.v_proj,attention_qkv,0.8150952835014091,0.0085890578477386,0.0051608400737111,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.9.mlp.fc1,mlp_fc1,0.883519918842524,0.0403697409998136,0.0026942583275444,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.9.mlp.fc2,mlp_fc2,0.5408752238548488,0.0150721012177749,0.0035462991521835,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.9.norm1.bias,identity,0.9191866688175994,5.668521419773613e-05,0.0086282862136854,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.9.norm1.weight,identity,0.9185852160306444,5.668521419773613e-05,0.0063840923588346,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.9.norm2.bias,identity,0.9199366822858348,5.668521419773613e-05,0.0040547979092577,1
vit,dp_kfm_a,pink,0.25,4,layer,blocks.9.norm2.weight,identity,0.9143788785278886,5.668521419773613e-05,0.0076604518421098,1
vit,dp_kfm_a,pink,0.25,4,layer,cls_token,identity,0.9232845402890884,5.668521419773613e-05,0.0069267528612735,1
vit,dp_kfm_a,pink,0.25,4,layer,head,patch_head,0.775077233564924,0.000404533678806,0.0611687729965645,1
vit,dp_kfm_a,pink,0.25,4,layer,norm.bias,identity,0.9253415947970915,5.668521419773613e-05,0.0012789632155962,1
vit,dp_kfm_a,pink,0.25,4,layer,norm.weight,identity,0.9224090470901032,5.668521419773613e-05,0.002032017053482,1
vit,dp_kfm_a,pink,0.25,4,layer,patch_embed,patch_head,0.6715895751665764,0.0232306804975955,0.0109414966789449,1
vit,dp_kfm_a,pink,0.25,4,layer,pos_embed,identity,0.919901090512856,0.0111669871969539,0.0019941614611732,1
vit,dp_kfm_a,pink,0.25,5,group,attention_out,attention_out,0.5181127171738455,0.0416354432604871,0.0103398684482599,1
vit,dp_kfm_a,pink,0.25,5,group,attention_qkv,attention_qkv,0.7985034145564902,0.2967140331948603,0.0039625006513133,1
vit,dp_kfm_a,pink,0.25,5,group,identity,identity,0.91905063329632,0.0140237288784205,0.0050080638592813,1
vit,dp_kfm_a,pink,0.25,5,group,mlp_fc1,mlp_fc1,0.8385503971783708,0.4362901714714229,0.0038995918256173,1
vit,dp_kfm_a,pink,0.25,5,group,mlp_fc2,mlp_fc2,0.5511734681971341,0.1877543152007142,0.0059382735733965,1
vit,dp_kfm_a,pink,0.25,5,group,patch_head,patch_head,0.6721841886834667,0.0235823079940936,0.0122729461180808,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.0.attn.k_proj,attention_qkv,0.7590508862502925,0.0074434377023097,0.002808134197289,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.0.attn.out_proj,attention_out,0.624384012550662,0.0050400718094596,0.0097999018105744,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.0.attn.q_proj,attention_qkv,0.7591116000624958,0.0074434377023097,0.0019188884570002,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.0.attn.v_proj,attention_qkv,0.7585466335306262,0.0074434377023097,0.0069744953568646,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.0.mlp.fc1,mlp_fc1,0.881658569454883,0.0401920783295271,0.0038997210662302,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.0.mlp.fc2,mlp_fc2,0.7261220189068532,0.027154092421157,0.0075777974854102,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.0.norm1.bias,identity,0.9207539903599752,5.654729386459872e-05,0.0200148971062632,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.0.norm1.weight,identity,0.920728067888536,5.654729386459872e-05,0.028760915943352,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.0.norm2.bias,identity,0.9111272379217988,5.654729386459872e-05,0.008419132926908,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.0.norm2.weight,identity,0.920412223066138,5.654729386459872e-05,0.0099207874560167,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.1.attn.k_proj,attention_qkv,0.7343880485115126,0.0069720039962071,0.0015951622010446,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.1.attn.out_proj,attention_out,0.5779317562638877,0.0043167106020551,0.0110284351216466,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.1.attn.q_proj,attention_qkv,0.7342966275091924,0.0069720039962071,0.0011870232275269,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.1.attn.v_proj,attention_qkv,0.7344529291153998,0.0069720039962071,0.0069571126506688,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.1.mlp.fc1,mlp_fc1,0.793837974818439,0.0325969434128719,0.005429774230601,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.1.mlp.fc2,mlp_fc2,0.5547949829463168,0.0158540638425699,0.0063455473824568,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.1.norm1.bias,identity,0.9183406945619164,5.654729386459872e-05,0.014739808682567,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.1.norm1.weight,identity,0.918719326480806,5.654729386459872e-05,0.0123637876699491,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.1.norm2.bias,identity,0.9188149116146848,5.654729386459872e-05,0.0132349318093673,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.1.norm2.weight,identity,0.920991592143637,5.654729386459872e-05,0.0155612858703431,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.10.attn.k_proj,attention_qkv,0.8372570944893133,0.0090525113532622,0.0015615239746464,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.10.attn.out_proj,attention_out,0.4366710148999608,0.002467538508081,0.0064480279944923,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.10.attn.q_proj,attention_qkv,0.8369460105453653,0.0090525113532622,0.0009652041902568,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.10.attn.v_proj,attention_qkv,0.8369411597653755,0.0090525113532622,0.0036540479132017,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.10.mlp.fc1,mlp_fc1,0.888206946266888,0.0407864372832831,0.0018563845366422,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.10.mlp.fc2,mlp_fc2,0.5346409370013487,0.0147217957286009,0.0023793819822239,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.10.norm1.bias,identity,0.9224567769826092,5.654729386459872e-05,0.0065261898411594,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.10.norm1.weight,identity,0.9191024422887932,5.654729386459872e-05,0.0051461955982724,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.10.norm2.bias,identity,0.9149958097041244,5.654729386459872e-05,0.0029002887660549,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.10.norm2.weight,identity,0.9165243825794726,5.654729386459872e-05,0.0061317676894303,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.11.attn.k_proj,attention_qkv,0.8453204289619334,0.0092312652148341,0.0016766457468628,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.11.attn.out_proj,attention_out,0.4338670196470182,0.0024325891553083,0.0057532233649072,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.11.attn.q_proj,attention_qkv,0.8450993728077205,0.0092312652148341,0.0012454707082988,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.11.attn.v_proj,attention_qkv,0.8452054640414957,0.0092312652148341,0.0033336909932704,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.11.mlp.fc1,mlp_fc1,0.8496417650177379,0.0373360891028304,0.0014562484448238,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.11.mlp.fc2,mlp_fc2,0.4930741375369453,0.0125218337493058,0.0025856904597261,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.11.norm1.bias,identity,0.9198120330832328,5.654729386459872e-05,0.005480038696845,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.11.norm1.weight,identity,0.9164803286485615,5.654729386459872e-05,0.0043774310108873,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.11.norm2.bias,identity,0.9197481870555834,5.654729386459872e-05,0.001803163190042,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.11.norm2.weight,identity,0.9182945917240156,5.654729386459872e-05,0.0021138723230792,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.2.attn.k_proj,attention_qkv,0.766070978035822,0.007588178948142,0.0023636216129042,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.2.attn.out_proj,attention_out,0.5923175341183028,0.0045316933336652,0.0125797738897369,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.2.attn.q_proj,attention_qkv,0.7659100103967422,0.007588178948142,0.0017749080419321,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.2.attn.v_proj,attention_qkv,0.7664029419933776,0.007588178948142,0.0088821275713274,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.2.mlp.fc1,mlp_fc1,0.8278812264147322,0.03542814415019,0.0055029754582615,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.2.mlp.fc2,mlp_fc2,0.5608200506318256,0.0161990881642813,0.0075670500312063,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.2.norm1.bias,identity,0.9190669979369774,5.654729386459872e-05,0.0163303669806909,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.2.norm1.weight,identity,0.91186538341367,5.654729386459872e-05,0.012237599940592,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.2.norm2.bias,identity,0.9173084378033566,5.654729386459872e-05,0.0153109042922358,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.2.norm2.weight,identity,0.9205722579947048,5.654729386459872e-05,0.0112041403744235,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.3.attn.k_proj,attention_qkv,0.8225968196794892,0.0087523967852558,0.0024466757410332,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.3.attn.out_proj,attention_out,0.5560295239812497,0.0039958888545949,0.0117406401541304,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.3.attn.q_proj,attention_qkv,0.8228145198631381,0.0087523967852558,0.0017226680264399,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.3.attn.v_proj,attention_qkv,0.822605139651778,0.0087523967852558,0.0073690268316079,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.3.mlp.fc1,mlp_fc1,0.8150952570246958,0.0343518643182341,0.005077411523371,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.3.mlp.fc2,mlp_fc2,0.5368288470748096,0.014839856124424,0.0076627401318981,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.3.norm1.bias,identity,0.915195337296936,5.654729386459872e-05,0.0148585915302276,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.3.norm1.weight,identity,0.9166662617516976,5.654729386459872e-05,0.0108821026330185,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.3.norm2.bias,identity,0.9203659078458758,5.654729386459872e-05,0.0115725580648648,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.3.norm2.weight,identity,0.9178529210097816,5.654729386459872e-05,0.0109711134848922,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.4.attn.k_proj,attention_qkv,0.8110305918739612,0.0085044528488959,0.0032452356014043,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.4.attn.out_proj,attention_out,0.5331227796473579,0.0036756369941363,0.0115047218619791,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.4.attn.q_proj,attention_qkv,0.8111948481322678,0.0085044528488959,0.0022045918065388,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.4.attn.v_proj,attention_qkv,0.811294972755114,0.0085044528488959,0.007242240288486,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.4.mlp.fc1,mlp_fc1,0.8085830006006215,0.0338062687905918,0.0047053597291433,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.4.mlp.fc2,mlp_fc2,0.5334779810893973,0.014659271702838,0.0072704493661432,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.4.norm1.bias,identity,0.9160861159581865,5.654729386459872e-05,0.0148146362903387,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.4.norm1.weight,identity,0.9178142599145532,5.654729386459872e-05,0.0093940825712143,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.4.norm2.bias,identity,0.9200796241463652,5.654729386459872e-05,0.0107339697303899,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.4.norm2.weight,identity,0.9142382669123664,5.654729386459872e-05,0.0084319460697358,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.5.attn.k_proj,attention_qkv,0.8198457214705592,0.0086864425310303,0.0024207736246775,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.5.attn.out_proj,attention_out,0.5596204755859369,0.0040458579018049,0.0097165413561271,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.5.attn.q_proj,attention_qkv,0.8199922366541652,0.0086864425310303,0.0016146847349802,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.5.attn.v_proj,attention_qkv,0.8194890170320265,0.0086864425310303,0.0067052064539815,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.5.mlp.fc1,mlp_fc1,0.7985383173780701,0.0329611052046591,0.0042536292979989,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.5.mlp.fc2,mlp_fc2,0.5181619409153091,0.0138282129955378,0.0059857650293378,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.5.norm1.bias,identity,0.920811605708598,5.654729386459872e-05,0.011236954630418,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.5.norm1.weight,identity,0.9136990527751908,5.654729386459872e-05,0.0076870545965543,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.5.norm2.bias,identity,0.9238771544932036,5.654729386459872e-05,0.0086054812989423,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.5.norm2.weight,identity,0.9155704464655828,5.654729386459872e-05,0.0073285527966952,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.6.attn.k_proj,attention_qkv,0.7820798983553832,0.0079104866709376,0.0023300749679271,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.6.attn.out_proj,attention_out,0.4917611766773795,0.0031279011193048,0.0121746931460516,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.6.attn.q_proj,attention_qkv,0.782383336333548,0.0079104866709376,0.0015211615163785,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.6.attn.v_proj,attention_qkv,0.7818621272330761,0.0079104866709376,0.0067124367199589,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.6.mlp.fc1,mlp_fc1,0.8043177102239778,0.0334413331737024,0.0041261124926896,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.6.mlp.fc2,mlp_fc2,0.5098058810838042,0.0133845712343581,0.0058500956372888,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.6.norm1.bias,identity,0.9202938828587351,5.654729386459872e-05,0.0110015080119229,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.6.norm1.weight,identity,0.9181739713872976,5.654729386459872e-05,0.007439947646644,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.6.norm2.bias,identity,0.9159862588229188,5.654729386459872e-05,0.0072151324523621,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.6.norm2.weight,identity,0.9188224446263044,5.654729386459872e-05,0.0059940233246588,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.7.attn.k_proj,attention_qkv,0.7843865196502562,0.0079550170956811,0.0019122871483527,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.7.attn.out_proj,attention_out,0.4904172878853943,0.00310909552788,0.0096173235948474,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.7.attn.q_proj,attention_qkv,0.7847957376170156,0.0079550170956811,0.0013159896921932,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.7.attn.v_proj,attention_qkv,0.7840331624191835,0.0079550170956811,0.0064012718791759,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.7.mlp.fc1,mlp_fc1,0.837654644994332,0.0362875689675216,0.0034083901988529,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.7.mlp.fc2,mlp_fc2,0.5350038024428533,0.0147408728984247,0.0048431794971632,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.7.norm1.bias,identity,0.919032833418467,5.654729386459872e-05,0.0086983509979861,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.7.norm1.weight,identity,0.9158125320641872,5.654729386459872e-05,0.0058997931409382,1
vit,dp_kfm_a,pink,0.25,5,layer,blocks.7.norm2.bias,identity,0.9067412394211662,5.654729386459872e-05,0.0051645379137535,1
