task,method,source,beta,seed,epoch,train_loss,test_loss,test_accuracy,best_accuracy,accuracy_auc,epsilon,noise_multiplier,accountant_steps,logical_steps,samples,realized_batch_size_sum,realized_batch_size_mean,realized_batch_size_min,realized_batch_size_max,sample_rate,expected_batch_size,optimizer_steps,noise_events,logical_batch_size,physical_batch_size,clip_fraction,mean_clip_factor,matched_norm_p50,matched_norm_p90,matched_norm_p99,matched_norm_max,raw_norm_p50,raw_norm_p90,raw_norm_p99,geometry_build_seconds,oracle_seconds,private_train_seconds,wall_time_seconds,run_wall_time_seconds,peak_cuda_allocated_bytes,bk_cache_bytes,temporary_per_sample_bytes,operator_state_bytes,factor_state_bytes,trace_S,d_total,tau,research_only,clip_cos,clip_rel_error,signal_cos,signal_rel_error,update_cos,update_rel_error,total_noise_rms,run_name,physical_gpu
mnist,dp_kfm_a,public,0.75,42,3,1.806168146995128,1.0352669212341308,0.6683,0.6683,0.858,0.8909029596825585,1.068115234375,702,234,59863,59863,255.82478632478632,215,304,0.0042666666666666,256,702,702,256,256,0.9324624538421632,0.0997182577848434,78.23818969726562,306.1228332519531,612.6300659179688,1253.6800537109375,25.339092254638672,99.2493133544922,225.5539703369141,0.4847315410152077,0.49486811645329,19.66375659313053,22.313287226483222,66.95065074414015,172152320,54412288,51380224,19996224,9998108,206922.0,206922,4.239058954685513,True,0.8290173293995714,0.992664968927872,0.8290173293995714,0.992664968927872,0.0369256020637655,1.0522808767993577,1.071335023683672,mnist_dp_kfm_a_public_beta0.75_seed42,3
mnist,dp_kfm_a,public,0.75,42,4,6.8049668972468815,1.226540556716919,0.6005,0.6683,1.4924,0.9432980775071595,1.068115234375,936,234,59605,59605,254.72222222222223,214,289,0.0042666666666666,256,936,936,256,256,0.9573022127151488,0.0697132870554924,109.67579650878906,1167.735107421875,1986.1104736328125,2997.692138671875,29.5804386138916,231.53939819335935,377.2456359863281,0.4795452393591404,0.4914097469300031,18.688811470754445,21.37288412079215,88.38361013773829,172566016,54365248,51380224,19996224,9998108,206922.0,206922,0.8433960690375946,True,0.7639974248554793,0.996015280997076,0.7639974248554793,0.996015280997076,0.0288923498864061,1.052748488614262,1.0670022049208403,mnist_dp_kfm_a_public_beta0.75_seed42,3
mnist,dp_kfm_a,public,0.75,42,5,2.2265551468985967,1.8600694412231444,0.361,0.6683,1.97315,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.98385488986969,0.0520106330513954,61.03742218017578,154.20492553710938,254.5542907714844,524.0001220703125,18.30352020263672,52.87531661987305,122.41796112060548,0.4751714020967483,0.4893061136826873,19.2042594505474,21.856471695937216,110.30075454059988,172350464,54396608,51380224,19996224,9998108,206922.0,206922,2.4484035504272343,True,0.7847604974403252,0.9896059236776932,0.7847604974403252,0.9896059236776932,0.0356840339000937,1.1110832183389665,1.0744734892868757,mnist_dp_kfm_a_public_beta0.75_seed42,3
mnist,dp_kfm_a,public,1.0,42,1,2.577024039281355,1.9953697322845456,0.2565,0.2565,0.0,0.7861127240333559,1.068115234375,234,234,59766,59766,255.4102564102564,211,294,0.0042666666666666,256,234,234,256,256,1.0,0.0025814396794885,841.906005859375,1361.220947265625,1829.4423828125,2676.726318359375,122.57877349853516,194.77224731445312,258.9244384765625,0.7696366645395756,0.4883963130414486,18.94474107865244,22.022099317982796,22.07196484226733,172581376,54380928,51380224,19996224,9998108,206922.0,206922,12.188097873079004,True,0.982337838608086,0.9978143972075728,0.982337838608086,0.9978143972075728,0.0189396247056215,1.0374947812331825,1.069827063645685,mnist_dp_kfm_a_public_beta1_seed42,1
mnist,dp_kfm_a,public,1.0,42,2,125.07151646492076,5.23614810333252,0.1135,0.2565,0.185,0.8385078418579571,1.068115234375,468,234,59605,59605,254.72222222222223,211,300,0.0042666666666666,256,468,468,256,256,0.9296032190322876,0.0749572366476059,20260.298828125,36334.71875,46680.1640625,60382.12890625,389.9793395996094,740.0801391601562,1099.2620849609375,0.4704177370294928,0.4836385613307357,18.104229003190994,20.688099160790443,42.82199108414352,172353536,54399744,51380224,19996224,9998108,206922.0,206922,0.0686461504564052,True,0.9984418755327826,0.9998738915087296,0.9984418755327826,0.9998738915087296,0.0107095365719044,0.9999877158986792,1.0626748520888227,mnist_dp_kfm_a_public_beta1_seed42,1
mnist,dp_kfm_a,public,1.0,42,3,3.221571741438198,1.4763780460357665,0.5091,0.5091,0.4963,0.8909029596825585,1.068115234375,702,234,59863,59863,255.82478632478632,215,304,0.0042666666666666,256,702,702,256,256,0.9969429969787598,0.0196060147136449,109.07305908203124,287.0339660644531,577.9678344726562,1722.862548828125,26.995895385742188,85.11062622070312,310.5043640136719,0.4877829076722264,0.4861748917028308,18.02927236724645,20.64339258428663,63.52456419542432,172152320,54412288,51380224,19996224,9998108,206922.0,206922,13.492076628236289,True,0.8740694532590059,0.9940955793892516,0.8740694532590059,0.9940955793892516,0.0441562620719355,1.0854788108575182,1.067266192438617,mnist_dp_kfm_a_public_beta1_seed42,1
mnist,dp_kfm_a,public,1.0,42,4,15.926055899499175,3.2071241622924807,0.2247,0.5091,0.8632,0.9432980775071595,1.068115234375,936,234,59605,59605,254.72222222222223,214,289,0.0042666666666666,256,936,936,256,256,0.993943452835083,0.0100132040679454,663.8854370117188,7209.27099609375,11734.650390625,18271.6171875,28.972291946411133,286.3656005859375,540.4901123046875,0.4728631032630801,0.4846831522881984,17.932476270012558,20.52664516400546,84.11101614776999,172566016,54365248,51380224,19996224,9998108,206922.0,206922,0.1944897257472451,True,0.9506982132263612,0.9992443398873262,0.9506982132263612,0.9992443398873262,0.0122138297389077,1.0215615109325569,1.0662385739850948,mnist_dp_kfm_a_public_beta1_seed42,1
mnist,dp_kfm_a,public,1.0,42,5,7.23876249731917,2.518250374603272,0.236,0.5091,1.09355,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.9961258172988892,0.010840811766684,432.4858093261719,1692.5086669921875,3335.408203125,6070.97412109375,51.10638046264648,236.2569122314453,587.4232177734375,0.474480883218348,0.4864253709092736,18.15494691953063,20.74899191595614,104.91950116027148,172350464,54396608,51380224,19996224,9998108,206922.0,206922,4.08441355604789,True,0.9292332419608368,0.9984732400624842,0.9292332419608368,0.9984732400624842,0.0325096338263184,1.0072689999032036,1.0670500903474274,mnist_dp_kfm_a_public_beta1_seed42,1
mnist,dp_sgd,none,,42,1,0.7668666850450235,0.5224877325057984,0.8851,0.8851,0.0,0.7861127240333559,1.068115234375,234,234,59766,59766,255.4102564102564,211,294,0.0042666666666666,256,234,234,256,256,0.5900846719741821,0.4908618032932281,4.0050811767578125,84.70262145996094,191.8057556152344,329.6912841796875,4.0050811767578125,84.70262145996094,191.8057556152344,0.0,0.0,18.4622605945915,19.997159250080585,20.04748928081244,135029760,25278848,51380224,0,0,206922.0,206922,1.0,True,0.755417620071902,0.9784165866055076,0.755417620071902,0.9784165866055076,0.0334605353331958,1.1866738705898328,1.068041857864669,mnist_dp_sgd_none_seed42,1
mnist,dp_sgd,none,,42,2,0.5410135849481581,0.5042014192700386,0.904,0.904,0.89455,0.8385078418579571,1.068115234375,468,234,59605,59605,254.72222222222223,211,300,0.0042666666666666,256,468,468,256,256,0.3097055554389953,0.7367933988571167,0.03516236692667,127.05525207519533,283.42608642578125,406.0241394042969,0.03516236692667,127.05525207519533,283.42608642578125,0.0,0.0,17.16328950971365,18.6920674033463,38.8051578188315,135047168,25297664,51380224,0,0,206922.0,206922,1.0,True,0.7422110941938473,0.99313868736522,0.7422110941938473,0.99313868736522,0.0203095223490416,1.0639268548156406,1.0680854378128677,mnist_dp_sgd_none_seed42,1
mnist,dp_sgd,none,,42,3,0.5441101601469391,0.4822024010598659,0.9189,0.9189,1.806,0.8909029596825585,1.068115234375,702,234,59863,59863,255.82478632478632,215,304,0.0042666666666666,256,702,702,256,256,0.2583565711975097,0.7773422598838806,0.0070691583678126,132.58673095703125,349.9057312011719,530.738037109375,0.0070691583678126,132.58673095703125,349.9057312011719,0.0,0.0,17.065497829578817,18.58732373919338,57.453930149786174,135059456,25310208,51380224,0,0,206922.0,206922,1.0,True,0.7382238860065162,0.9945223739671052,0.7382238860065162,0.9945223739671052,0.0193517644966229,1.046152140078084,1.068038653551272,mnist_dp_sgd_none_seed42,1
mnist,dp_sgd,none,,42,4,0.5082844477473425,0.4989879942536354,0.9191,0.9191,2.725,0.9432980775071595,1.068115234375,936,234,59605,59605,254.72222222222223,214,289,0.0042666666666666,256,936,936,256,256,0.2292928397655487,0.8026825189590454,0.0029102640692144,97.37078094482422,385.5263366699219,553.4185791015625,0.0029102640692144,97.37078094482422,385.5263366699219,0.0,0.0,16.99249019753188,18.508225940167904,76.02228041738272,135014400,25263168,51380224,0,0,206922.0,206922,1.0,True,0.7507538726570173,0.994986233348837,0.7507538726570173,0.994986233348837,0.0182154801788967,1.0441780651257035,1.068272831279176,mnist_dp_sgd_none_seed42,1
mnist,dp_sgd,none,,42,5,0.4901161481177286,0.476163493847847,0.9248,0.9248,3.64695,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.2134614735841751,0.8164445757865906,0.0015310313319787,82.00807189941406,422.624267578125,618.056396484375,0.0015310313319787,82.00807189941406,422.624267578125,0.0,0.0,17.197464150376618,18.72320700902492,94.80496311746538,135044096,25294528,51380224,0,0,206922.0,206922,1.0,True,0.7230147239746377,0.9957828545545028,0.7230147239746377,0.9957828545545028,0.0156380379826438,1.0405617200805433,1.06802072248346,mnist_dp_sgd_none_seed42,1
vit,dp_kfc,pink,,42,1,2.0653630118564155,1.136775807762146,0.6474,0.6474,0.0,2.3316823563394795,0.72021484375,195,195,49649,49649,254.6102564102564,209,301,0.00512,256,195,195,256,128,1.0,8.952706411946565e-05,36384.33203125,58378.796875,77448.6328125,162750.125,131.47305297851562,207.1410980224609,273.83209228515625,4.2012701369822025,9.137146276421843,302.3076379224658,331.04778442531824,331.0929711749777,5696317952,4899282432,19562496,77146304,77146296,5526346.0,5526346,1.0,True,0.8785276790167167,0.9999760929562648,0.4883820578447624,0.996358274125768,0.0075096644432928,1.1250425453469508,0.7202109421663186,vit_dp_kfc_pink_seed42,3
vit,dp_kfc,pink,,42,2,0.8107895990723682,0.6964844114303589,0.8041,0.8041,0.72575,2.5430233194134213,0.72021484375,390,195,49464,49464,253.66153846153847,217,292,0.00512,256,390,390,256,128,0.9963407516479492,0.0155645655468106,7487.17919921875,71415.671875,112625.3359375,267241.5625,26.34100341796875,254.08433532714844,396.8994140625,3.945237334817648,5.977688425220549,297.6754952240736,322.235183457844,653.3875172361732,5705165824,4899282432,19562496,77146304,77146296,5526346.0,5526346,1.0,True,0.4841992185309617,0.9999859696154156,0.2786192738345184,0.9977376842257638,0.0036273762589277,1.1801893791934697,0.7202091040653931,vit_dp_kfc_pink_seed42,3
vit,dp_kfc,pink,,42,3,0.6340273244664254,0.6155612564086914,0.8438,0.8438,1.5497,2.710864462544613,0.72021484375,585,195,50006,50006,256.44102564102565,220,308,0.00512,256,585,585,256,128,0.8841738700866699,0.175403207540512,439.8014221191406,89640.75,167819.90625,388308.03125,1.537623643875122,316.85693359375,595.5265502929688,3.942150928080082,5.943011309020221,302.73804507311434,327.2487349221483,980.6927348021418,5708580352,4899282432,19562496,77146304,77146296,5526346.0,5526346,1.0,True,0.350592450376157,0.9999926795170572,0.2083685485870723,0.9987831907560478,0.0023552293776958,1.1357072238966723,0.7202054970542371,vit_dp_kfc_pink_seed42,3
vit,dp_kfc,pink,,42,4,0.597116164376304,0.5974772007465362,0.8646,0.8646,2.4039,2.859977904455548,0.72021484375,780,195,49772,49772,255.24102564102563,203,293,0.00512,256,780,780,256,128,0.7242425680160522,0.340328961610794,40.16277313232422,100073.046875,214844.40625,627812.875,0.1416431367397308,357.37481689453125,760.0731201171875,3.932623273693025,5.906546328216791,298.81207110825926,323.3890195507556,1304.1434079008177,5703899648,4899282432,19562496,77146304,77146296,5526346.0,5526346,1.0,True,0.3774900236606,0.9999940112816416,0.2238958265014159,0.9990147786997504,0.0021208857448606,1.111244805690362,0.7202177284708838,vit_dp_kfc_pink_seed42,3
vit,dp_kfc,pink,,42,5,0.5735773242463785,0.5924862484455109,0.8778,0.8778,3.2751,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.6151731610298157,0.4421278834342956,7.378459453582764,108538.3046875,246398.140625,582210.5625,0.0260291062295436,387.1866149902344,884.4934692382812,3.9284667801111937,5.853713570162654,299.95578972250223,324.7941374331713,1628.9987334897742,5711415296,4899282432,19562496,77146304,77146296,5526346.0,5526346,1.0,True,0.4006103623464826,0.9999946264351643,0.2385220984363952,0.9991170500026124,0.001979448538626,1.1008045977200211,0.7202342473175513,vit_dp_kfc_pink_seed42,3
vit,dp_kfc,public,,42,1,2.21126136041417,1.1796239154815673,0.6373,0.6373,0.0,2.3316823563394795,0.72021484375,195,195,49649,49649,254.6102564102564,209,301,0.00512,256,195,195,256,128,1.0,0.0003668481658678,8078.19189453125,12254.0927734375,15914.4765625,31000.4609375,142.09242248535156,212.4751434326172,274.65643310546875,5.9967105481773615,5.688218582421541,292.2357189534232,319.27547160722315,319.3199052819982,5697658880,4899282432,19562496,77146304,77146296,5526346.0,5526346,1.0,True,0.8881487250871161,0.999887838950633,0.4918523139538746,0.9968942058164664,0.006931881588507,1.105006815272771,0.7202109421663186,vit_dp_kfc_public_seed42,1
vit,dp_kfc,public,,42,2,0.7989127387241621,0.6208934451103211,0.819,0.819,0.72815,2.5430233194134213,0.72021484375,390,195,49464,49464,253.66153846153847,217,292,0.00512,256,390,390,256,128,0.9814006090164183,0.0476851165294647,1497.5953369140625,13195.83203125,20270.640625,53833.078125,26.53658103942871,235.1432037353516,361.3649597167969,5.7279894491657615,5.955750742927194,292.70485487859696,319.9270020881668,639.3081990936771,5692665856,4899282432,19562496,77146304,77146296,5526346.0,5526346,1.0,True,0.5292832166141247,0.999911579127008,0.3080255911954405,0.9972869957966924,0.0040155792502129,1.2113276700252211,0.7202091040653931,vit_dp_kfc_public_seed42,1
vit,dp_kfc,public,,42,3,0.524140255330005,0.4764394284248352,0.8757,0.8757,1.5755,2.710864462544613,0.72021484375,585,195,50006,50006,256.44102564102565,220,308,0.00512,256,585,585,256,128,0.7837459444999695,0.2873125672340393,53.15743255615234,13837.8671875,25579.810546875,66685.1015625,1.0158792734146118,265.66070556640625,503.9990539550781,5.649158894084394,5.854387477971613,297.394409510307,323.4853228144348,962.8505792375654,5701878272,4899282432,19562496,77146304,77146296,5526346.0,5526346,1.0,True,0.4090266307700782,0.999940740529996,0.2381698146961684,0.99827319818369,0.002593652979727,1.213209727409527,0.7202054970542371,vit_dp_kfc_public_seed42,1
vit,dp_kfc,public,,42,4,0.4336546065770362,0.428237075805664,0.8977,0.8977,2.4622,2.859977904455548,0.72021484375,780,195,49772,49772,255.24102564102563,203,293,0.00512,256,780,780,256,128,0.602487325668335,0.465001106262207,4.345626831054688,12793.27734375,29270.13671875,86663.6875,0.0872715562582016,260.483154296875,614.8584594726562,5.57341583725065,5.739126030355692,293.5540804602206,319.2494387542829,1282.1574378227815,5692708352,4899282432,19562496,77146304,77146296,5526346.0,5526346,1.0,True,0.4241749434851514,0.9999483873363364,0.2431120923591321,0.9985774831874874,0.0021401443620593,1.2127852864704043,0.7202177284708838,vit_dp_kfc_public_seed42,1
vit,dp_kfc,public,,42,5,0.3930364435244067,0.4139585475921631,0.9081,0.9081,3.3651,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.4884826838970184,0.5704498887062073,0.8274999856948853,10065.3515625,32077.34375,87493.4609375,0.0175206661224365,216.8714141845703,712.1856079101562,5.523538913577795,5.705015909858048,294.8130249772221,320.7430143272504,1602.961515174247,5695407616,4899282432,19562496,77146304,77146296,5526346.0,5526346,1.0,True,0.4221352328047774,0.9999553216151228,0.2468459844136998,0.99880561282066,0.0018485110048014,1.1973253369938208,0.7202342473175513,vit_dp_kfc_public_seed42,1
vit,dp_kfm,pink,0.25,42,1,1.6065052670725053,0.7096282846450805,0.781,0.781,0.0,2.3316823563394795,0.72021484375,195,195,49649,49649,254.6102564102564,209,301,0.00512,256,195,195,256,128,0.9662631750106812,0.07807207852602,120.90399932861328,230.766357421875,331.29852294921875,709.4131469726562,112.30044555664062,212.37518310546875,303.6669006347656,3.962946643121541,5.915639186277986,294.3448818922043,319.9608092363924,320.00508473813534,5773501440,4899282432,19562496,154292600,77146296,5526346.0,5526346,8.619422901227574,True,0.7751672778079753,0.994348439878276,0.7751672778079753,0.994348439878276,0.0104772178339797,1.1573657349250783,0.720220580543599,vit_dp_kfm_pink_beta0.25_seed42,2
vit,dp_kfm,pink,0.25,42,2,0.5177661180689017,0.4556039257526397,0.872,0.872,0.8265,2.5430233194134213,0.72021484375,390,195,49464,49464,253.66153846153847,217,292,0.00512,256,390,390,256,128,0.6330057978630066,0.4594231843948364,4.152868747711182,278.89434814453125,481.5958251953125,1071.491455078125,3.8091015815734863,256.8007507324219,443.6742248535156,3.817050081677735,5.819571155123413,292.58846451248974,316.8513902416453,636.9157730937004,5782349312,4899282432,19562496,154292600,77146296,5526346.0,5526346,8.576479216575027,True,0.5420514237601042,0.996553530121247,0.5420514237601042,0.996553530121247,0.0045746041529693,1.2581308849136497,0.720193558402427,vit_dp_kfm_pink_beta0.25_seed42,2
vit,dp_kfm,pink,0.25,42,3,0.397069936293924,0.3884666677951813,0.897,0.897,1.711,2.710864462544613,0.72021484375,585,195,50006,50006,256.44102564102565,220,308,0.00512,256,585,585,256,128,0.4416469931602478,0.6297146081924438,0.5004122257232666,279.7410888671875,594.4049682617188,1565.990234375,0.4617055654525757,258.27862548828125,547.6067504882812,3.823455147445202,5.841412057168782,299.4769179178402,324.4045616518706,961.3772849589586,5785390080,4899282432,19562496,154292600,77146296,5526346.0,5526346,8.574772918031401,True,0.5342887450525744,0.9974356833653104,0.5342887450525744,0.9974356833653104,0.0035546407035544,1.2479586268356788,0.7202034443087327,vit_dp_kfm_pink_beta0.25_seed42,2
vit,dp_kfm,pink,0.25,42,4,0.3543854607442064,0.3588212682247161,0.9061,0.9061,2.61255,2.859977904455548,0.72021484375,780,195,49772,49772,255.24102564102563,203,293,0.00512,256,780,780,256,128,0.3642208576202392,0.6929279565811157,0.1554890424013137,244.9264373779297,667.0171508789062,1362.4102783203125,0.1430753767490387,227.27740478515625,614.1561279296875,3.825369227677584,5.885808143764734,295.2379493098706,319.5744634177536,1281.0117387054488,5780677632,4899282432,19562496,154292600,77146296,5526345.999999999,5526346,8.53239308329161,True,0.5490319144999342,0.9977393449760592,0.5490319144999342,0.9977393449760592,0.0032496304407774,1.2353801962250708,0.7201976220258935,vit_dp_kfm_pink_beta0.25_seed42,2
vit,dp_kfm,pink,0.25,42,5,0.3243063977941607,0.3360055635929108,0.9187,0.9187,3.52495,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.3124924898147583,0.7380481362342834,0.0702690109610557,193.95245361328125,718.6544189453125,1439.4720458984375,0.0650681406259536,179.16575622558594,664.56787109375,3.814552246592939,6.050950140692294,297.5494968891144,323.4950180994347,1604.569473106414,5788318208,4899282432,19562496,154292600,77146296,5526346.0,5526346,8.510263692020734,True,0.5535424627344561,0.9979595801310408,0.5535424627344561,0.9979595801310408,0.002954413211031,1.2236764749233016,0.7202419723242233,vit_dp_kfm_pink_beta0.25_seed42,2
vit,dp_kfm,pink,0.5,42,1,1.850388236160031,0.9225237390518188,0.7133,0.7133,0.0,2.3316823563394795,0.72021484375,195,195,49649,49649,254.6102564102564,209,301,0.00512,256,195,195,256,128,0.9947028160095216,0.024260476231575,245.5258026123047,417.8046875,572.4353637695312,1294.765869140625,125.94979095458984,211.5592498779297,291.3121643066406,4.1069039003923535,5.980328980833292,299.0135878203437,323.9466888541356,323.9911408824846,5773501440,4899282432,19562496,154292600,77146296,5526346.0,5526346,40.922467006860245,True,0.8273217525612079,0.9967678276889428,0.8273217525612079,0.9967678276889428,0.0064001406566488,1.1374688006618756,0.7202455719984934,vit_dp_kfm_pink_beta0.5_seed42,3
vit,dp_kfm,pink,0.5,42,2,0.6595439881582814,0.5536833423137665,0.8426,0.8426,0.77795,2.5430233194134213,0.72021484375,390,195,49464,49464,253.66153846153847,217,292,0.00512,256,390,390,256,128,0.7856218814849854,0.3033736944198608,22.429443359375,509.4679870605469,835.7686157226562,1725.730224609375,11.54319190979004,263.1741943359375,434.2060852050781,3.9245778396725655,5.93965706974268,296.8226577732712,321.54337372258306,645.5941223055124,5782349312,4899282432,19562496,154292600,77146296,5526346.0,5526346,40.39340784421422,True,0.5339066988490491,0.997999200098738,0.5339066988490491,0.997999200098738,0.0029592214263946,1.2101457293025617,0.7201540064559353,vit_dp_kfm_pink_beta0.5_seed42,3
vit,dp_kfm,pink,0.5,42,3,0.4804624369758246,0.4630853722572327,0.8755,0.8755,1.637,2.710864462544613,0.72021484375,585,195,50006,50006,256.44102564102565,220,308,0.00512,256,585,585,256,128,0.5626924633979797,0.517839252948761,2.0963070392608643,551.8651123046875,1038.085205078125,2642.875732421875,1.0878653526306152,287.602294921875,542.994384765625,3.940654208883643,5.940121843479574,302.0727872168645,327.03800598345697,972.6901854295284,5785390080,4899282432,19562496,154292600,77146296,5526346.0,5526346,40.52616578899828,True,0.5148846273100129,0.998505364025061,0.5148846273100129,0.998505364025061,0.0022159597238268,1.212542893053144,0.7201947993729828,vit_dp_kfm_pink_beta0.5_seed42,3
vit,dp_kfm,pink,0.5,42,4,0.4287176746882532,0.432597581911087,0.8901,0.8901,2.5198,2.859977904455548,0.72021484375,780,195,49772,49772,255.24102564102563,203,293,0.00512,256,780,780,256,128,0.4570240378379822,0.6089821457862854,0.5648339986801147,560.5444946289062,1187.1761474609375,2783.3173828125,0.2955363988876343,294.0863952636719,629.2283935546875,3.928043780848384,5.870542415417731,299.1157066076994,323.8549529481679,1296.6079460298645,5780677632,4899282432,19562496,154292600,77146296,5526346.0,5526346,40.440837026075314,True,0.5333807032022091,0.9986952827934834,0.5333807032022091,0.9986952827934834,0.002093680684495,1.1989524484347285,0.7201334181483774,vit_dp_kfm_pink_beta0.5_seed42,3
vit,dp_kfm,pink,0.5,42,5,0.3964039522292952,0.4126303476333618,0.8991,0.8991,3.4144,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.3951001167297363,0.6641002893447876,0.2335366904735565,533.9229736328125,1291.8994140625,2978.164306640625,0.1225616633892059,282.0242614746094,681.9397583007812,3.936217575334013,5.940340366214514,300.2357274433598,324.87735751084983,1621.5474408753216,5788318208,4899282432,19562496,154292600,77146296,5526346.0,5526346,40.40737221304118,True,0.5373477763450665,0.9988328657052312,0.5373477763450665,0.9988328657052312,0.0018443040718455,1.1860398190724672,0.7202888856085449,vit_dp_kfm_pink_beta0.5_seed42,3
vit,dp_kfm,pink,0.75,42,1,2.200617550290933,1.3512508155822751,0.5722,0.5722,0.0,2.3316823563394795,0.72021484375,195,195,49649,49649,254.6102564102564,209,301,0.00512,256,195,195,256,128,0.9999597072601318,0.002760240342468,843.1017456054688,1312.2960205078125,1733.259765625,3521.31982421875,139.6422882080078,213.23394775390625,283.1134033203125,3.995167702436447,5.833021971397102,296.14306343439966,320.459287407808,320.5030137458816,5773501440,4899282432,19562496,154292600,77146296,5526346.0,5526346,83.7356158535368,True,0.8830543322604743,0.99897367847371,0.8830543322604743,0.99897367847371,0.0024228100991033,1.1129287042883589,0.720094636360817,vit_dp_kfm_pink_beta0.75_seed42,1
vit,dp_kfm,pink,0.75,42,2,0.9950263606254556,0.803413529586792,0.7613,0.7613,0.66675,2.5430233194134213,0.72021484375,390,195,49464,49464,253.66153846153847,217,292,0.00512,256,390,390,256,128,0.9698164463043212,0.0724647343158721,361.1548767089844,1604.5155029296875,2428.328857421875,5381.828125,60.57823944091797,268.850341796875,408.4892883300781,3.827330362051725,5.722046487033367,297.75245960522443,321.92525777127594,642.4874829240143,5782349312,4899282432,19562496,154292600,77146296,5526346.0,5526346,83.3490970155215,True,0.5865205910299887,0.9992986954091818,0.5865205910299887,0.9992986954091818,0.0012283788921481,1.148584772282039,0.7201384723485724,vit_dp_kfm_pink_beta0.75_seed42,1
vit,dp_kfm,pink,0.75,42,3,0.711491422787078,0.6518713195800782,0.8157,0.8157,1.45525,2.710864462544613,0.72021484375,585,195,50006,50006,256.44102564102565,220,308,0.00512,256,585,585,256,128,0.8084830045700073,0.2697445750236511,50.17369842529297,1966.2210693359373,3271.45849609375,6840.8486328125,8.195998191833496,323.9804077148437,540.2075805664062,3.8105637934058905,5.769204393029213,299.305078712292,324.81695611961186,967.3853356279432,5785390080,4899282432,19562496,154292600,77146296,5526346.0,5526346,84.07813878158836,True,0.490461931239928,0.9995496406722708,0.490461931239928,0.9995496406722708,0.0007925090459048,1.1338625868067405,0.720231494183829,vit_dp_kfm_pink_beta0.75_seed42,1
vit,dp_kfm,pink,0.75,42,4,0.6243781221839361,0.5969863887786865,0.8409,0.8409,2.28355,2.859977904455548,0.72021484375,780,195,49772,49772,255.24102564102563,203,293,0.00512,256,780,780,256,128,0.6846620440483093,0.3895452618598938,12.65936279296875,2192.5439453125,3978.4755859375,9020.1572265625,2.09010648727417,364.8107299804688,664.5388793945312,3.826853357255459,5.998345868662,294.388371469453,319.9459948958829,1287.3991081388667,5780677632,4899282432,19562496,154292600,77146296,5526346.0,5526346,83.84218944380477,True,0.487780423214749,0.9996222553505274,0.487780423214749,0.9996222553505274,0.0008120702415133,1.1241267493039917,0.7199233288525464,vit_dp_kfm_pink_beta0.75_seed42,1
vit,dp_kfm,pink,0.75,42,5,0.5833538971933125,0.5839325752735138,0.852,0.852,3.13,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.612966001033783,0.45734304189682,4.952652931213379,2380.97412109375,4545.4287109375,9055.9921875,0.810172438621521,392.38525390625,757.30517578125,3.8257475895807143,5.825782475061715,296.1710300091654,320.47394397854805,1607.9391201734545,5788318208,4899282432,19562496,154292600,77146296,5526346.0,5526346,83.78621917171651,True,0.5054939162947889,0.9996550634086898,0.5054939162947889,0.9996550634086898,0.0007537632304512,1.1141357467298496,0.7208408646091654,vit_dp_kfm_pink_beta0.75_seed42,1
vit,dp_kfm,pink,1.0,42,1,2.605282266324048,1.9190724346160888,0.3786,0.3786,0.0,2.3316823563394795,0.72021484375,195,195,49649,49649,254.6102564102564,209,301,0.00512,256,195,195,256,128,1.0,0.0003418840060476,3985.83349609375,5930.8779296875,7765.2255859375,15850.669921875,150.41636657714844,217.97027587890625,286.8597412109375,3.978987783193588,5.839389223605394,299.34026455227286,324.2395694954321,324.28405253682286,5773501440,4899282432,19562496,154292600,77146296,5526346.0,5526346,96.39234359587606,True,0.9334454914675931,0.9997731744980418,0.9334454914675931,0.9997731744980418,0.0011633340308871,1.08579158134358,0.7185085605841335,vit_dp_kfm_pink_beta1_seed42,2
