task,method,source,beta,seed,epoch,train_loss,test_loss,test_accuracy,best_accuracy,accuracy_auc,epsilon,noise_multiplier,accountant_steps,logical_steps,samples,realized_batch_size_sum,realized_batch_size_mean,realized_batch_size_min,realized_batch_size_max,sample_rate,expected_batch_size,optimizer_steps,noise_events,logical_batch_size,physical_batch_size,clip_fraction,mean_clip_factor,matched_norm_p50,matched_norm_p90,matched_norm_p99,matched_norm_max,raw_norm_p50,raw_norm_p90,raw_norm_p99,geometry_build_seconds,oracle_seconds,private_train_seconds,wall_time_seconds,run_wall_time_seconds,peak_cuda_allocated_bytes,bk_cache_bytes,temporary_per_sample_bytes,operator_state_bytes,factor_state_bytes,trace_S,d_total,normalization,research_only,clip_cos,clip_rel_error,signal_cos,signal_rel_error,update_cos,update_rel_error,total_noise_rms,run_name,tau
mnist,dp_kfm,public,0.25,42,3,0.4756141754232467,0.3998469797983766,0.9273,0.9273,1.8162,0.8909029596825585,1.068115234375,702,234,59863,59863,255.82478632478632,215,304,0.0042666666666666,256,702,702,256,256,0.1850558817386627,0.8440929055213928,0.000794080842752,22.236019134521484,92.1537094116211,141.75662231445312,0.0019794681575149,56.45495223999024,227.75286865234372,0.540348568931222,0.5301527744159102,18.993052241392437,21.707324256189167,67.75964481942356,187113984,60834816,51380224,20138336,10069164,206922.0,206922,global,True,0.8251252900383218,0.9788406719029538,0.8251252900383218,0.9788406719029538,0.056081918034133,1.0921730213812042,1.0680373524651443,mnist_dp_kfm_public_beta0.25_seed42,8.778124254352846
mnist,dp_kfm,public,0.25,42,4,0.429067186832868,0.4212120958685875,0.9333,0.9333,2.7465,0.9432980775071595,1.068115234375,936,234,59605,59605,254.72222222222223,214,289,0.0042666666666666,256,936,936,256,256,0.1553057581186294,0.8688551783561707,0.0001939015492098,11.856781005859377,93.53659057617188,132.20953369140625,0.0004737053241115,29.601831436157227,236.8206787109375,0.5132550867274404,0.5241159424185753,18.887610535137355,21.272740217857063,89.08285830542445,187134976,60787776,51380224,20138336,10069164,206922.0,206922,global,True,0.8148475539775498,0.980800970157907,0.8148475539775498,0.980800970157907,0.0421081460193049,1.1060954406555836,1.0680792045514111,mnist_dp_kfm_public_beta0.25_seed42,8.288072287120643
mnist,dp_kfm,public,0.25,42,5,0.4555362405079585,0.4492899394750595,0.9348,0.9348,3.68055,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.1429284065961837,0.8779668807983398,6.712002505082637e-05,8.299643516540527,103.36558532714844,147.7041015625,0.0001588681043358,19.76195907592773,252.5678558349609,0.4467927413061261,0.5059502758085728,19.6156853325665,22.25681712944061,111.39853073563428,187082752,60819136,51380224,20138336,10069164,206922.0,206922,global,True,0.7956499758550244,0.984294231759588,0.7956499758550244,0.984294231759588,0.0332207499557373,1.1148230174285003,1.0680372778451257,mnist_dp_kfm_public_beta0.25_seed42,7.900721973167707
vit,dp_kfm,pink,0.5,42,1,1.7572135126994823,0.8059627878189087,0.7474,0.7474,0.0,2.3316823563394795,0.72021484375,195,195,49649,49649,254.6102564102564,209,301,0.00512,256,195,195,256,128,0.9886603951454164,0.0409112833440303,158.6317138671875,272.8391418457031,371.0389709472656,747.4025268554688,120.91276550292967,209.8057556152344,292.0227966308594,4.080169596709311,5.95612742844969,293.8878515204415,318.65226957015693,318.6952945003286,5831800832,4899282432,19562496,154293184,77146296,5526346.0,5526346,layer,True,0.821120217138466,0.9950680318017132,0.821120217138466,0.9950680318017132,0.0093484982152432,1.1475989976722705,0.7202316725540114,vit_dp_kfm_pink_beta0.5_seed42,
vit,dp_kfm,pink,0.5,42,2,0.564009805105852,0.4700291372776031,0.8653,0.8653,0.8063499999999999,2.5430233194134213,0.72021484375,390,195,49464,49464,253.66153846153847,217,292,0.00512,256,390,390,256,128,0.7096272110939026,0.3860763013362884,8.936908721923828,311.86553955078125,526.897705078125,1167.827392578125,7.21717357635498,252.87744140625,428.3113403320313,3.82620622497052,5.727322623133659,291.8919820524752,315.94503099191934,634.6971769947559,5827220480,4899282432,19562496,154293184,77146296,5526346.0,5526346,layer,True,0.5527332360655781,0.9966870777986504,0.5527332360655781,0.9966870777986504,0.0045347737456275,1.247546713911432,0.7202056490022266,vit_dp_kfm_pink_beta0.5_seed42,
vit,dp_kfm,pink,0.5,42,3,0.4072746306911676,0.396559798336029,0.894,0.894,1.686,2.710864462544613,0.72021484375,585,195,50006,50006,256.44102564102565,220,308,0.00512,256,585,585,256,128,0.4815222024917602,0.5950997471809387,0.8051219582557678,313.7142333984375,641.6224365234375,1517.7103271484375,0.6613987684249878,260.88531494140625,533.081298828125,3.832913427613676,5.70286819152534,297.5364739717916,321.98853866849095,956.742944185622,5836544512,4899282432,19562496,154293184,77146296,5526346.0,5526346,layer,True,0.5316565223320158,0.9975768478321596,0.5316565223320158,0.9975768478321596,0.0033715632843392,1.2468148893917923,0.7202285559222593,vit_dp_kfm_pink_beta0.5_seed42,
vit,dp_kfm,pink,0.5,42,4,0.3595037231163264,0.3672606732845306,0.9032,0.9032,2.5846,2.859977904455548,0.72021484375,780,195,49772,49772,255.24102564102563,203,293,0.00512,256,780,780,256,128,0.3887125253677368,0.671947181224823,0.2316010445356369,284.6626281738281,724.2715454101562,1420.7080078125,0.1917843967676162,239.44532775878903,608.7542724609375,3.8349408619105816,5.794849356636405,294.3861574586481,318.55357955023646,1275.356967575848,5827266048,4899282432,19562496,154293184,77146296,5526346.0,5526346,layer,True,0.5468912358047985,0.9978792384472754,0.5468912358047985,0.9978792384472754,0.0030295388170902,1.2316726602945758,0.7201895931741378,vit_dp_kfm_pink_beta0.5_seed42,
vit,dp_kfm,pink,0.5,42,5,0.332722365174469,0.3493287243843078,0.9124,0.9124,3.4924,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.3328383862972259,0.7193529605865479,0.0997632816433906,241.26803588867188,787.4083251953125,2228.597412109375,0.0834477990865707,205.1804962158203,667.3221435546875,3.837145294994116,5.780590013600886,295.9546608021483,320.7465988351032,1596.1719226483256,5829929984,4899282432,19562496,154293184,77146296,5526346.0,5526346,layer,True,0.5513363074394568,0.9980989607849284,0.5513363074394568,0.9980989607849284,0.0028500799022997,1.2145645218987486,0.7202359446372194,vit_dp_kfm_pink_beta0.5_seed42,
vit,dp_kfm,pink,0.5,42,1,1.850388236160031,0.9225237390518188,0.7133,0.7133,0.0,2.3316823563394795,0.72021484375,195,195,49649,49649,254.6102564102564,209,301,0.00512,256,195,195,256,128,0.9947028160095216,0.024260476231575,245.5258026123047,417.8046875,572.4353637695312,1294.765869140625,125.94979095458984,211.5592498779297,291.3121643066406,4.1069039003923535,5.980328980833292,299.0135878203437,323.9466888541356,323.9911408824846,5773501440,4899282432,19562496,154292600,77146296,5526346.0,5526346,global,True,0.8273217525612079,0.9967678276889428,0.8273217525612079,0.9967678276889428,0.0064001406566488,1.1374688006618756,0.7202455719984934,vit_dp_kfm_pink_beta0.5_seed42,40.922467006860245
vit,dp_kfm,pink,0.5,42,2,0.6595439881582814,0.5536833423137665,0.8426,0.8426,0.77795,2.5430233194134213,0.72021484375,390,195,49464,49464,253.66153846153847,217,292,0.00512,256,390,390,256,128,0.7856218814849854,0.3033736944198608,22.429443359375,509.4679870605469,835.7686157226562,1725.730224609375,11.54319190979004,263.1741943359375,434.2060852050781,3.9245778396725655,5.93965706974268,296.8226577732712,321.54337372258306,645.5941223055124,5782349312,4899282432,19562496,154292600,77146296,5526346.0,5526346,global,True,0.5339066988490491,0.997999200098738,0.5339066988490491,0.997999200098738,0.0029592214263946,1.2101457293025617,0.7201540064559353,vit_dp_kfm_pink_beta0.5_seed42,40.39340784421422
vit,dp_kfm,pink,0.5,42,3,0.4804624369758246,0.4630853722572327,0.8755,0.8755,1.637,2.710864462544613,0.72021484375,585,195,50006,50006,256.44102564102565,220,308,0.00512,256,585,585,256,128,0.5626924633979797,0.517839252948761,2.0963070392608643,551.8651123046875,1038.085205078125,2642.875732421875,1.0878653526306152,287.602294921875,542.994384765625,3.940654208883643,5.940121843479574,302.0727872168645,327.03800598345697,972.6901854295284,5785390080,4899282432,19562496,154292600,77146296,5526346.0,5526346,global,True,0.5148846273100129,0.998505364025061,0.5148846273100129,0.998505364025061,0.0022159597238268,1.212542893053144,0.7201947993729828,vit_dp_kfm_pink_beta0.5_seed42,40.52616578899828
vit,dp_kfm,pink,0.5,42,4,0.4287176746882532,0.432597581911087,0.8901,0.8901,2.5198,2.859977904455548,0.72021484375,780,195,49772,49772,255.24102564102563,203,293,0.00512,256,780,780,256,128,0.4570240378379822,0.6089821457862854,0.5648339986801147,560.5444946289062,1187.1761474609375,2783.3173828125,0.2955363988876343,294.0863952636719,629.2283935546875,3.928043780848384,5.870542415417731,299.1157066076994,323.8549529481679,1296.6079460298645,5780677632,4899282432,19562496,154292600,77146296,5526346.0,5526346,global,True,0.5333807032022091,0.9986952827934834,0.5333807032022091,0.9986952827934834,0.002093680684495,1.1989524484347285,0.7201334181483774,vit_dp_kfm_pink_beta0.5_seed42,40.440837026075314
vit,dp_kfm,pink,0.5,42,5,0.3964039522292952,0.4126303476333618,0.8991,0.8991,3.4144,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.3951001167297363,0.6641002893447876,0.2335366904735565,533.9229736328125,1291.8994140625,2978.164306640625,0.1225616633892059,282.0242614746094,681.9397583007812,3.936217575334013,5.940340366214514,300.2357274433598,324.87735751084983,1621.5474408753216,5788318208,4899282432,19562496,154292600,77146296,5526346.0,5526346,global,True,0.5373477763450665,0.9988328657052312,0.5373477763450665,0.9988328657052312,0.0018443040718455,1.1860398190724672,0.7202888856085449,vit_dp_kfm_pink_beta0.5_seed42,40.40737221304118
mnist,dp_kfm,pink,0.5,42,1,1.0303327757459413,0.6879725140571594,0.837,0.837,0.0,0.7861127240333559,1.068115234375,234,234,59766,59766,255.4102564102564,211,294,0.0042666666666666,256,234,234,256,256,0.6689589619636536,0.4152729511260986,7.116006374359131,112.18255615234376,216.04800415039065,367.7049255371094,8.457761764526367,120.0863037109375,222.4039764404297,0.3850350426509976,0.4271414307877421,17.02176615409553,19.574324109591544,19.628424003720284,188582400,60803456,51380224,20138360,10069164,206922.0,206922,layer,True,0.8849770598054207,0.9753797394775232,0.8849770598054207,0.9753797394775232,0.0723736744533281,1.0857715935198775,1.068228289746281,mnist_dp_kfm_pink_beta0.5_seed42,
mnist,dp_kfm,pink,0.5,42,2,1.7693188178580277,1.8426205658912655,0.7128,0.837,0.7748999999999999,0.8385078418579571,1.068115234375,468,234,59605,59605,254.72222222222223,211,300,0.0042666666666666,256,468,468,256,256,0.6242597103118896,0.4331232607364654,9.016242027282717,349.5726318359375,580.4036254882812,889.1113891601562,6.695898532867432,247.2992248535156,363.9674682617188,0.0677486304193735,0.5221310192719102,19.26764341723174,21.535702160559595,41.22941843699664,188468736,60822272,51380224,20138360,10069164,206922.0,206922,layer,True,0.9441728959487974,0.9947632940637444,0.9441728959487974,0.9947632940637444,0.0661251876727954,0.9993037846001848,1.06648435589172,mnist_dp_kfm_pink_beta0.5_seed42,
mnist,dp_kfm,pink,0.5,42,3,1.41207870754352,0.993221958065033,0.8288,0.837,1.5457,0.8909029596825585,1.068115234375,702,234,59863,59863,255.82478632478632,215,304,0.0042666666666666,256,702,702,256,256,0.475068062543869,0.5839945673942566,0.6544418334960938,134.83111572265625,235.5872039794922,362.2605590820313,0.7165161967277527,150.77247619628906,261.841796875,0.0624120291322469,0.5230261422693729,18.906953057274222,21.070790904574096,62.345686016604304,188612096,60834816,51380224,20138360,10069164,206922.0,206922,layer,True,0.9017442209029148,0.9887005807092828,0.9017442209029148,0.9887005807092828,0.0684648148251252,1.0140741761963672,1.0685579078969023,mnist_dp_kfm_pink_beta0.5_seed42,
mnist,dp_kfm,pink,0.5,42,4,0.8581850576516756,0.649805076277256,0.879,0.879,2.3996,0.9432980775071595,1.068115234375,936,234,59605,59605,254.72222222222223,214,289,0.0042666666666666,256,936,936,256,256,0.3460783362388611,0.7016313672065735,0.0524850524961948,87.12680053710938,170.21035766601562,283.36004638671875,0.0693041682243347,130.6919708251953,214.09027099609372,0.0573600623756647,0.4201238211244344,16.45762496162206,18.187886835075915,80.57712991628796,188435968,60787776,51380224,20138360,10069164,206922.0,206922,layer,True,0.8766706807754936,0.9856685781327568,0.8766706807754936,0.9856685781327568,0.0579000776827012,1.037925760873082,1.067571351412833,mnist_dp_kfm_pink_beta0.5_seed42,
mnist,dp_kfm,pink,0.5,42,5,0.6387760183538526,0.5372093254089355,0.9079,0.9079,3.29305,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.2684812545776367,0.7716661691665649,0.0099769476801157,64.27832794189453,127.82292938232422,196.46826171875,0.0154597274959087,104.63868713378906,211.92758178710935,0.0542076556012034,0.4295353731140494,15.960775430314245,17.773038359358907,98.39449752029032,188596736,60819136,51380224,20138360,10069164,206922.0,206922,layer,True,0.8455068256978311,0.9837858395311136,0.8455068256978311,0.9837858395311136,0.0490371445385835,1.0727492147626332,1.0676053724519623,mnist_dp_kfm_pink_beta0.5_seed42,
mnist,dp_kfm,pink,0.5,42,1,0.9713164736331557,0.557216030216217,0.8723,0.8723,0.0,0.7861127240333559,1.068115234375,234,234,59766,59766,255.4102564102564,211,294,0.0042666666666666,256,234,234,256,256,0.5681490898132324,0.5174700021743774,2.397138833999634,79.99535369873047,178.0937957763672,280.3273620605469,4.032322883605957,113.11865234375,222.7063140869141,0.5210694773122668,0.5456153871491551,19.611365390010175,22.48214532621205,22.53410722129047,186213888,60803456,51380224,20138336,10069164,206922.0,206922,global,True,0.9100725530121966,0.9688195527613074,0.9100725530121966,0.9688195527613074,0.0965767622004253,1.0638719167794304,1.0682958292703977,mnist_dp_kfm_pink_beta0.5_seed42,366.2611827557988
mnist,dp_kfm,pink,0.5,42,2,1.093676669237028,0.7709324725866318,0.8579,0.8723,0.8651,0.8385078418579571,1.068115234375,468,234,59605,59605,254.72222222222223,211,300,0.0042666666666666,256,468,468,256,256,0.4437211751937866,0.6175906658172607,0.3979390561580658,105.01471710205078,220.7144775390625,381.48095703125,0.4632349610328674,125.9158706665039,204.60340881347656,0.0619297036901116,0.5193171622231603,19.06476162187755,21.342277731746435,43.943515255115926,187082752,60822272,51380224,20138336,10069164,206922.0,206922,global,True,0.9076698534725404,0.9847673779990608,0.9076698534725404,0.9847673779990608,0.0768358407676225,1.0178471287489923,1.066494804854507,mnist_dp_kfm_pink_beta0.5_seed42,58.60886997631374
mnist,dp_kfm,pink,0.5,42,3,0.8308457461125592,0.6612650281921029,0.8836,0.8836,1.73585,0.8909029596825585,1.068115234375,702,234,59863,59863,255.82478632478632,215,304,0.0042666666666666,256,702,702,256,256,0.3391410410404205,0.7104517817497253,0.0533917471766471,84.42444610595703,198.0568084716797,340.332763671875,0.057048562914133,102.22765350341795,195.65354919433597,0.0623132605105638,0.5178793640807271,18.792934441007677,21.04884228948504,65.05768387485296,187113984,60834816,51380224,20138336,10069164,206922.0,206922,global,True,0.8338328689773695,0.9870578003483272,0.8338328689773695,0.9870578003483272,0.0431760297730221,1.0711483297218685,1.0674695005972898,mnist_dp_kfm_pink_beta0.5_seed42,51.3715716781382
mnist,dp_kfm,pink,0.5,42,4,0.6055470137255733,0.4843113059186376,0.9137,0.9137,2.6345,0.9432980775071595,1.068115234375,936,234,59605,59605,254.72222222222223,214,289,0.0042666666666666,256,936,936,256,256,0.2262561917304992,0.8088462352752686,0.0027951847296208,40.93981170654297,95.49211120605467,148.98402404785156,0.005176025442779,78.7116928100586,176.9097442626953,0.0597725110128521,0.543129320256412,18.68841247726232,20.964122970588505,86.0829390194267,187134976,60787776,51380224,20138336,10069164,206922.0,206922,global,True,0.8120247618794275,0.9804816789467946,0.8120247618794275,0.9804816789467946,0.0438365743512597,1.1296853897116492,1.0685034387491128,mnist_dp_kfm_pink_beta0.5_seed42,52.63845939321486
mnist,dp_kfm,pink,0.5,42,5,0.5738235196578547,0.5554999248504638,0.9132,0.9137,3.54795,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.1918792128562927,0.836997389793396,0.000734093831852,30.131107330322266,91.42196655273438,150.7704315185547,0.0014316509477794,59.24667739868164,187.67562866210935,0.0628476506099104,0.52580008469522,18.97278179321438,21.23855213727802,107.3857024498284,187082752,60819136,51380224,20138336,10069164,206922.0,206922,global,True,0.790326589868266,0.9819358545087564,0.790326589868266,0.9819358545087564,0.0344351488777355,1.1534143514217277,1.0675656810503182,mnist_dp_kfm_pink_beta0.5_seed42,67.64242637158253
vit,dp_kfm,public,0.5,42,1,1.4815395270477465,0.7002424049377441,0.789,0.789,0.0,2.3316823563394795,0.72021484375,195,195,49649,49649,254.6102564102564,209,301,0.00512,256,195,195,256,128,0.941670536994934,0.1106551364064216,89.99478912353516,195.4924774169922,310.9061889648437,709.5550537109375,112.2251968383789,237.4566650390625,360.0658874511719,5.834631740115583,5.744927178137004,301.44118877500296,327.8684987965971,327.9128436539322,5833202176,4899282432,19562496,154293184,77146296,5526346.0,5526346,layer,True,0.7479516672618741,0.9934661108475654,0.7479516672618741,0.9934661108475654,0.0127612350938452,1.1428668490711031,0.7202164586315366,vit_dp_kfm_public_beta0.5_seed42,
vit,dp_kfm,public,0.5,42,2,0.5558913588890187,0.5123587157249451,0.8604,0.8604,0.8247,2.5430233194134213,0.72021484375,390,195,49464,49464,253.66153846153847,217,292,0.00512,256,390,390,256,128,0.5842430591583252,0.5029988884925842,2.56604552268982,205.3347320556641,365.9632263183594,1008.1317138671876,3.7990689277648926,308.98687744140625,549.5476684570312,5.580460386350751,5.755920577794313,294.4902906520292,320.38936915807426,648.3727990016341,5828067328,4899282432,19562496,154293184,77146296,5526346.0,5526346,layer,True,0.5905249390738373,0.995310387749092,0.5905249390738373,0.995310387749092,0.0072172323629375,1.1847996582029736,0.7202143785937245,vit_dp_kfm_public_beta0.5_seed42,
vit,dp_kfm,public,0.5,42,3,0.4732517371658077,0.4750934703826904,0.8795,0.8795,1.69465,2.710864462544613,0.72021484375,585,195,50006,50006,256.44102564102565,220,308,0.00512,256,585,585,256,128,0.4233292043209076,0.6411190629005432,0.3569144606590271,222.58172607421875,436.7308044433594,1341.7083740234375,0.5484536290168762,347.34747314453125,683.4749145507812,5.595485804602504,5.810258254408836,304.2736804513261,330.68034922424704,979.1111026946456,5837391360,4899282432,19562496,154293184,77146296,5526346.0,5526346,layer,True,0.5984999992698773,0.9963410950373518,0.5984999992698773,0.9963410950373518,0.0062814024238094,1.1515625903778808,0.7202341058012476,vit_dp_kfm_public_beta0.5_seed42,
vit,dp_kfm,public,0.5,42,4,0.4431192817617476,0.4676731458187103,0.8868,0.8868,2.5778,2.859977904455548,0.72021484375,780,195,49772,49772,255.24102564102563,203,293,0.00512,256,780,780,256,128,0.3670537769794464,0.6866229772567749,0.1438192129135131,230.63357543945312,487.3991394042969,1149.3331298828125,0.2244962453842163,367.2265625,798.6317749023438,5.719997864216566,5.751150025986135,297.9761872952804,324.0772094959393,1303.2489591799676,5828216832,4899282432,19562496,154293184,77146296,5526346.0,5526346,layer,True,0.6120857658681959,0.996766979046639,0.6120857658681959,0.996766979046639,0.0062426099228591,1.128764797780869,0.7201579247901169,vit_dp_kfm_public_beta0.5_seed42,
vit,dp_kfm,public,0.5,42,5,0.4595401044727936,0.4696104343414307,0.8897,0.8897,3.46605,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.3438741564750671,0.705474317073822,0.0887801051139831,248.4719696044922,522.7001953125,1345.3350830078125,0.1437940150499344,406.1493225097656,874.9849853515625,5.56364705786109,5.727437702007592,300.375444942154,326.28507369197905,1629.6154917264355,5830764032,4899282432,19562496,154293184,77146296,5526346.0,5526346,layer,True,0.6187164933443948,0.9970802562510006,0.6187164933443948,0.9970802562510006,0.0062263139211537,1.105649776735191,0.7202195988305051,vit_dp_kfm_public_beta0.5_seed42,
vit,dp_kfm,public,0.5,42,1,1.7200808587416476,0.9780494159698486,0.7021,0.7021,0.0,2.3316823563394795,0.72021484375,195,195,49649,49649,254.6102564102564,209,301,0.00512,256,195,195,256,128,0.9869886636734008,0.0422325320541858,156.6850128173828,319.75848388671875,510.3676452636719,1164.1180419921875,131.07540893554688,241.99388122558597,350.5033569335937,5.8405078779906034,5.872943033464253,295.81153438799083,323.44236523099244,323.486335917376,5774973440,4899282432,19562496,154292600,77146296,5526346.0,5526346,global,True,0.7702279675153418,0.9958347210190598,0.7702279675153418,0.9958347210190598,0.0087935358087929,1.1182406546554051,0.7202437617496805,vit_dp_kfm_public_beta0.5_seed42,35.98396894847264
vit,dp_kfm,public,0.5,42,2,0.7422129374847585,0.6607153124809265,0.8186,0.8186,0.76035,2.5430233194134213,0.72021484375,390,195,49464,49464,253.66153846153847,217,292,0.00512,256,390,390,256,128,0.7323912382125854,0.3555795550346374,13.944368362426758,314.74530029296875,565.7140502929688,1932.06103515625,14.428177833557127,325.0125732421875,542.6271362304688,5.596653470769525,6.625424497760832,294.0079372934997,321.0883360831067,644.6343837566674,5769999872,4899282432,19562496,154292600,77146296,5526346.0,5526346,global,True,0.5652315770942936,0.996890827864664,0.5652315770942936,0.996890827864664,0.0055911732176223,1.1401509325360524,0.7201494788186863,vit_dp_kfm_public_beta0.5_seed42,36.43089171912626
vit,dp_kfm,public,0.5,42,3,0.5904329070538391,0.5717901947975159,0.8537,0.8537,1.5964999999999998,2.710864462544613,0.72021484375,585,195,50006,50006,256.44102564102565,220,308,0.00512,256,585,585,256,128,0.5380754470825195,0.5365433692932129,1.617722988128662,341.2367553710937,659.0963745117188,2551.959716796875,1.788219928741455,378.66693115234375,706.054931640625,5.531644310802221,5.681813661940396,295.6188545729965,321.51142043154687,966.2034519053996,5779323904,4899282432,19562496,154292600,77146296,5526346.0,5526346,global,True,0.5726616008964184,0.9974654418060858,0.5726616008964184,0.9974654418060858,0.0048295171001995,1.1251576248688078,0.7201832445275228,vit_dp_kfm_public_beta0.5_seed42,36.32611440792025
vit,dp_kfm,public,0.5,42,4,0.5377791641628993,0.5511796087265015,0.8651,0.8651,2.4559,2.859977904455548,0.72021484375,780,195,49772,49772,255.24102564102563,203,293,0.00512,256,780,780,256,128,0.4562203586101532,0.6060973405838013,0.5333070755004883,360.2382507324219,720.8986206054688,1690.775634765625,0.6042064428329468,410.5130004882813,809.9240112304688,5.571930792182684,5.735016972757876,293.40450989920646,321.0477930903435,1287.3158831335604,5770018304,4899282432,19562496,154292600,77146296,5526345.999999999,5526346,global,True,0.5903082586689932,0.9977263347585512,0.5903082586689932,0.9977263347585512,0.0049585637606118,1.1084791085432868,0.7201601177708418,vit_dp_kfm_public_beta0.5_seed42,36.00767792339552
vit,dp_kfm,public,0.5,42,5,0.5314911519683638,0.5272657543182373,0.8738,0.8738,3.32535,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.4137004017829895,0.643673300743103,0.2757841348648071,377.9676208496094,759.5397338867188,2164.675537109375,0.3221951723098755,444.2607116699219,889.130126953125,5.8197614178061485,5.784021786414087,296.52622602228075,323.97906279284507,1611.3584783198312,5772696576,4899282432,19562496,154292600,77146296,5526346.000000001,5526346,global,True,0.5952915131246785,0.9978894873793124,0.5952915131246785,0.9978894873793124,0.00468508982851,1.097011495920101,0.7202470235616961,vit_dp_kfm_public_beta0.5_seed42,35.88190086600359
mnist,dp_kfm,public,0.5,42,1,1.1884460862819095,0.718891457080841,0.8122,0.8122,0.0,0.7861127240333559,1.068115234375,234,234,59766,59766,255.4102564102564,211,294,0.0042666666666666,256,234,234,256,256,0.7337449193000793,0.3479821681976318,13.240665435791016,124.72152709960938,229.02882385253903,366.4071350097656,14.39232349395752,123.68694305419922,216.63514709472656,0.6965574463829398,0.4492783658206463,20.092716556042436,23.07167667336762,23.12344382982701,188582400,60803456,51380224,20138360,10069164,206922.0,206922,layer,True,0.8888404608661671,0.9762830760402322,0.8888404608661671,0.9762830760402322,0.0766875084473194,1.0783185695505737,1.0686360674769555,mnist_dp_kfm_public_beta0.5_seed42,
mnist,dp_kfm,public,0.5,42,2,2.500219514083766,2.7839789443969725,0.5625,0.8122,0.68735,0.8385078418579571,1.068115234375,468,234,59605,59605,254.72222222222223,211,300,0.0042666666666666,256,468,468,256,256,0.7886418700218201,0.2616134881973266,115.77922058105467,643.263916015625,1122.8658447265625,1685.2188720703125,64.15081787109375,280.9079284667969,421.0006408691406,0.5162779511883855,0.5224290527403355,18.966100849211216,21.666821808554232,44.860227053985,188468736,60822272,51380224,20138360,10069164,206922.0,206922,layer,True,0.9455565564734932,0.9969150469303372,0.9455565564734932,0.9969150469303372,0.0603087807540218,0.9986243057195006,1.065279626495423,mnist_dp_kfm_public_beta0.5_seed42,
mnist,dp_kfm,public,0.5,42,3,1.998740492145379,1.2698777544975282,0.7402,0.8122,1.3387,0.8909029596825585,1.068115234375,702,234,59863,59863,255.82478632478632,215,304,0.0042666666666666,256,702,702,256,256,0.7341763973236084,0.3317127227783203,27.79085731506348,283.841552734375,427.1472778320313,621.175048828125,18.96489715576172,160.6919403076172,258.07574462890625,0.517180722206831,0.523196836002171,18.848578345030543,21.533415178768337,66.45983474608511,188612096,60834816,51380224,20138360,10069164,206922.0,206922,layer,True,0.8935849126819406,0.993088122264179,0.8935849126819406,0.993088122264179,0.0679194640867923,1.002192564153454,1.0672933600848726,mnist_dp_kfm_public_beta0.5_seed42,
mnist,dp_kfm,public,0.5,42,4,1.010111459994934,0.7597939401626587,0.8553,0.8553,2.13645,0.9432980775071595,1.068115234375,936,234,59605,59605,254.72222222222223,214,289,0.0042666666666666,256,936,936,256,256,0.4861672818660736,0.5810220837593079,0.810026228427887,99.0866470336914,186.96871948242188,274.8790283203125,0.9353176355361938,117.61913299560548,205.47210693359372,0.5123664094135165,0.5208802465349436,18.57080980297178,21.25845134817064,87.77683671656996,188435968,60787776,51380224,20138360,10069164,206922.0,206922,layer,True,0.9007739080984886,0.984680062917458,0.9007739080984886,0.984680062917458,0.0766645455870727,1.0167924762091385,1.066196312995031,mnist_dp_kfm_public_beta0.5_seed42,
mnist,dp_kfm,public,0.5,42,5,0.8311045497833269,0.8063724649429321,0.8662,0.8662,2.9972,0.995693195331761,1.068115234375,1170,234,60142,60142,257.017094017094,214,299,0.0042666666666666,256,1170,1170,256,256,0.355525255203247,0.6958492398262024,0.0779867172241211,76.24250030517578,182.4478759765625,262.3276672363281,0.103867694735527,119.43218994140624,217.5935516357422,0.5150109343230724,0.517091809771955,18.860251327045265,21.540233560837805,109.37650787457824,188596736,60819136,51380224,20138360,10069164,206922.0,206922,layer,True,0.8846755756499822,0.9835612385102064,0.8846755756499822,0.9835612385102064,0.0681209185383933,1.0358207061786162,1.0672133898927705,mnist_dp_kfm_public_beta0.5_seed42,
mnist,dp_kfm,public,0.5,42,1,1.101832737274982,0.6030186973571777,0.8555,0.8555,0.0,0.7861127240333559,1.068115234375,234,234,59766,59766,255.4102564102564,211,294,0.0042666666666666,256,234,234,256,256,0.6122377514839172,0.4728069007396698,4.052027702331543,101.5314483642578,220.40383911132807,363.8611755371094,6.138297080993652,124.9959716796875,245.44015502929688,0.8257651748135686,0.5192060023546219,19.448702360503376,22.66860327217728,22.719488659873605,186213888,60803456,51380224,20138336,10069164,206922.0,206922,global,True,0.9152540937722002,0.970709492121976,0.9152540937722002,0.970709492121976,0.0983911203628771,1.0521017996968618,1.0686789949374262,mnist_dp_kfm_public_beta0.5_seed42,332.88328768201626
