level,layer,group,noise_rms,noise_energy_share,expected_noise_energy,signal_norm,snr,task,method,source,beta,seed,epoch,research_only,run_name,normalization
layer,blocks.1.mlp.fc1,mlp_fc1,0.7201636558744725,0.0268213390909653,76885.18524169922,3.575476359191578,0.0128947396603624,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.1.mlp.fc2,mlp_fc2,0.7201800714714829,0.0267171110893166,76586.4086151123,3.079453296645621,0.0111275042711163,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.2.attn.q_proj,attention_qkv,0.7201509466417915,0.0067053347727413,19221.296310424805,0.4998068502342809,0.003605046470336,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.2.attn.k_proj,attention_qkv,0.720313296694839,0.0067053347727413,19221.296310424805,0.6481042976768178,0.0046746980551672,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.2.attn.v_proj,attention_qkv,0.7199374856156144,0.0067053347727413,19221.296310424805,2.77078054480258,0.0199853055604064,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.2.attn.out_proj,attention_out,0.7203428375218645,0.0067053347727413,19221.296310424805,3.0912360206257907,0.0222967122197485,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.2.mlp.fc1,mlp_fc1,0.720294925645629,0.0268213390909653,76885.18524169922,3.790388505064739,0.0136698073415569,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.2.mlp.fc2,mlp_fc2,0.7203313565511035,0.0267171110893166,76586.4086151123,3.555795090968352,0.0128487498430531,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.3.attn.q_proj,attention_qkv,0.7200166116337993,0.0067053347727413,19221.296310424805,0.5910381212499745,0.004263086614054,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.3.attn.k_proj,attention_qkv,0.7203627295071451,0.0067053347727413,19221.296310424805,0.7894805146451259,0.0056944276401702,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.3.attn.v_proj,attention_qkv,0.7200567110314204,0.0067053347727413,19221.296310424805,2.7015550463415368,0.0194859903974244,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.3.attn.out_proj,attention_out,0.7206233784347795,0.0067053347727413,19221.296310424805,2.7895966699020445,0.0201210239991261,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.3.mlp.fc1,mlp_fc1,0.7201625751740549,0.0268213390909653,76885.18524169922,3.590299639273197,0.0129481989251884,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.3.mlp.fc2,mlp_fc2,0.7203601551374609,0.0267171110893166,76586.4086151123,3.471858069535801,0.0125454461477145,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.4.attn.q_proj,attention_qkv,0.7202616023088441,0.0067053347727413,19221.296310424805,0.7546829168097577,0.0054434367680087,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.4.attn.k_proj,attention_qkv,0.720534377618423,0.0067053347727413,19221.296310424805,1.1335642084190702,0.0081762617830166,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.4.attn.v_proj,attention_qkv,0.7202379444782159,0.0067053347727413,19221.296310424805,2.242764199157912,0.0161767874053355,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.4.attn.out_proj,attention_out,0.7204826175893714,0.0067053347727413,19221.296310424805,2.33539026521986,0.0168448880373321,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.4.mlp.fc1,mlp_fc1,0.7202470990234172,0.0268213390909653,76885.18524169922,3.318257118240371,0.0119670939945827,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.4.mlp.fc2,mlp_fc2,0.720069792838051,0.0267171110893166,76586.4086151123,3.217314486024762,0.0116256611924467,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.5.attn.q_proj,attention_qkv,0.7201803806327153,0.0067053347727413,19221.296310424805,0.5275586202732945,0.0038052166372272,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.5.attn.k_proj,attention_qkv,0.7199895873724328,0.0067053347727413,19221.296310424805,0.7806829947662431,0.0056309721913859,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.5.attn.v_proj,attention_qkv,0.7203304857017734,0.0067053347727413,19221.296310424805,2.3770086867311067,0.017145076687207,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.5.attn.out_proj,attention_out,0.7199507529584299,0.0067053347727413,19221.296310424805,2.339847678893678,0.0168770388240292,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.5.mlp.fc1,mlp_fc1,0.720122665065809,0.0268213390909653,76885.18524169922,3.453852322479281,0.0124561099136391,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.5.mlp.fc2,mlp_fc2,0.720160250993934,0.0267171110893166,76586.4086151123,3.0142771623257567,0.0108919924308137,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.6.attn.q_proj,attention_qkv,0.719992682593993,0.0067053347727413,19221.296310424805,0.5648588494665991,0.0040742586872371,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.6.attn.k_proj,attention_qkv,0.7199532580299514,0.0067053347727413,19221.296310424805,0.8521686535663118,0.0061465896180299,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.6.attn.v_proj,attention_qkv,0.7203828828005463,0.0067053347727413,19221.296310424805,2.4987448536368038,0.0180231449622015,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.6.attn.out_proj,attention_out,0.7200168166612109,0.0067053347727413,19221.296310424805,2.668689737094448,0.01924893688957,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.6.mlp.fc1,mlp_fc1,0.7202200934406161,0.0268213390909653,76885.18524169922,3.394333755609858,0.0122414597949868,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.6.mlp.fc2,mlp_fc2,0.7202965348309804,0.0267171110893166,76586.4086151123,3.119623003046297,0.0112726561979307,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.7.attn.q_proj,attention_qkv,0.7206087890223976,0.0067053347727413,19221.296310424805,0.5643365287161349,0.0040704912507225,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.7.attn.k_proj,attention_qkv,0.7204656229492814,0.0067053347727413,19221.296310424805,0.7377051915640622,0.0053209784854889,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.7.attn.v_proj,attention_qkv,0.7206540215920582,0.0067053347727413,19221.296310424805,2.6550241519614923,0.0191503686738171,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.7.attn.out_proj,attention_out,0.7203378274461048,0.0067053347727413,19221.296310424805,2.719960330607879,0.0196187454908146,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.7.mlp.fc1,mlp_fc1,0.7202688414296459,0.0268213390909653,76885.18524169922,3.477126417594019,0.0125400465327594,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.7.mlp.fc2,mlp_fc2,0.7202677557870717,0.0267171110893166,76586.4086151123,3.9664869935818032,0.0143327716677784,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.8.attn.q_proj,attention_qkv,0.720634000927986,0.0067053347727413,19221.296310424805,0.5655958762704436,0.0040795747725939,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.8.attn.k_proj,attention_qkv,0.7205240167106862,0.0067053347727413,19221.296310424805,0.8584773593354104,0.0061920935511085,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.8.attn.v_proj,attention_qkv,0.7201599884722844,0.0067053347727413,19221.296310424805,2.8738052998572314,0.0207284106807002,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.8.attn.out_proj,attention_out,0.7202697414171738,0.0067053347727413,19221.296310424805,2.8499513751629446,0.0205563552017037,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.8.mlp.fc1,mlp_fc1,0.7202080054380148,0.0268213390909653,76885.18524169922,3.449772060750868,0.0124413946960154,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.8.mlp.fc2,mlp_fc2,0.7201011785043839,0.0267171110893166,76586.4086151123,3.3214681786852616,0.0120020171713455,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.9.attn.q_proj,attention_qkv,0.7199713533661742,0.0067053347727413,19221.296310424805,0.5800680379734194,0.0041839607277703,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.9.attn.k_proj,attention_qkv,0.7204590308193987,0.0067053347727413,19221.296310424805,0.9257749422758572,0.0066775028921927,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.9.attn.v_proj,attention_qkv,0.719836243002875,0.0067053347727413,19221.296310424805,2.8188717281565907,0.0203321814600132,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.9.attn.out_proj,attention_out,0.7203319075652446,0.0067053347727413,19221.296310424805,2.773839027478266,0.0200073660267033,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.9.mlp.fc1,mlp_fc1,0.7201271526159537,0.0268213390909653,76885.18524169922,3.2393999169640217,0.0116827002582938,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.9.mlp.fc2,mlp_fc2,0.7199861347404797,0.0267171110893166,76586.4086151123,2.9466493888107474,0.0106476216720644,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.10.attn.q_proj,attention_qkv,0.720107312137387,0.0067053347727413,19221.296310424805,0.5466317534617549,0.0039427888442649,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.10.attn.k_proj,attention_qkv,0.7202965770076433,0.0067053347727413,19221.296310424805,0.9290752050217288,0.0067013072889464,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.10.attn.v_proj,attention_qkv,0.7203432512089587,0.0067053347727413,19221.296310424805,2.7653961018522346,0.0199464682234556,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.10.attn.out_proj,attention_out,0.7202112718664735,0.0067053347727413,19221.296310424805,2.7280699231838463,0.0196772390030147,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.10.mlp.fc1,mlp_fc1,0.7201814985240468,0.0268213390909653,76885.18524169922,2.8618328620582925,0.0103210274661291,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.10.mlp.fc2,mlp_fc2,0.7201968407893887,0.0267171110893166,76586.4086151123,2.5476096792410066,0.009205704667699,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.11.attn.q_proj,attention_qkv,0.7201857100695279,0.0067053347727413,19221.296310424805,0.6914825089304697,0.0049875798559992,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.11.attn.k_proj,attention_qkv,0.7197954805457923,0.0067053347727413,19221.296310424805,0.9539274198141486,0.0068805633138997,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.11.attn.v_proj,attention_qkv,0.7204275215101898,0.0067053347727413,19221.296310424805,2.464256917130531,0.0177743876398222,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.11.attn.out_proj,attention_out,0.7199079191711492,0.0067053347727413,19221.296310424805,2.090587664544078,0.0150791564330501,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.11.mlp.fc1,mlp_fc1,0.7200923349407032,0.0268213390909653,76885.18524169922,2.567203633785692,0.0092584649392809,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.11.mlp.fc2,mlp_fc2,0.7202080134285243,0.0267171110893166,76586.4086151123,2.5628371284162714,0.0092607285597387,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,head,patch_head,0.7189473292457682,0.0003492361860802,1001.1091828346252,10.898021764652924,0.3444347400530727,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,cls_token,identity,0.7141159629350641,3.474266721627629e-05,99.59220886230467,0.1719677982516204,0.0172319509022408,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,pos_embed,identity,0.7202692493818748,0.0068443054416064,19619.665145874023,0.5849162614265304,0.0041758789418013,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.0.norm1.weight,identity,0.7198966559318914,3.474266721627629e-05,99.59220886230467,0.754900536013164,0.0756444468377761,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.0.norm1.bias,identity,0.7214011287070016,3.474266721627629e-05,99.59220886230467,0.4736596174168299,0.0474628352208031,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.0.norm2.weight,identity,0.7198330597675036,3.474266721627629e-05,99.59220886230467,0.2796233968899534,0.0280195286286982,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.0.norm2.bias,identity,0.719295220760294,3.474266721627629e-05,99.59220886230467,0.222843320406446,0.0223299082454817,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.1.norm1.weight,identity,0.7201664361592618,3.474266721627629e-05,99.59220886230467,0.4345976547348564,0.0435486499493488,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.1.norm1.bias,identity,0.721503788450501,3.474266721627629e-05,99.59220886230467,0.4777771371307494,0.0478754293126659,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.1.norm2.weight,identity,0.7218347042004147,3.474266721627629e-05,99.59220886230467,0.5540778860895953,0.0555211093366622,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.1.norm2.bias,identity,0.7180172354511912,3.474266721627629e-05,99.59220886230467,0.4089070478077352,0.0409743349803964,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.2.norm1.weight,identity,0.7203505521739182,3.474266721627629e-05,99.59220886230467,0.4033839530451031,0.0404208959136309,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.2.norm1.bias,identity,0.7163903795672324,3.474266721627629e-05,99.59220886230467,0.4799989982377846,0.048098069841284,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.2.norm2.weight,identity,0.7214467553030348,3.474266721627629e-05,99.59220886230467,0.3195858273674141,0.0320239448445424,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.2.norm2.bias,identity,0.7182306329092334,3.474266721627629e-05,99.59220886230467,0.4526449621750931,0.0453570717520909,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.3.norm1.weight,identity,0.715897813432502,3.474266721627629e-05,99.59220886230467,0.3198497782319664,0.0320503939145707,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.3.norm1.bias,identity,0.7185715588629581,3.474266721627629e-05,99.59220886230467,0.4629514375248103,0.046389827180765,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.3.norm2.weight,identity,0.7168448718661599,3.474266721627629e-05,99.59220886230467,0.2871858775220561,0.0287773233802531,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.3.norm2.bias,identity,0.7250678974291619,3.474266721627629e-05,99.59220886230467,0.3595014842389795,0.0360236741335985,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.4.norm1.weight,identity,0.7180958293248871,3.474266721627629e-05,99.59220886230467,0.2501008094643299,0.0250612318882753,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.4.norm1.bias,identity,0.7217479770181263,3.474266721627629e-05,99.59220886230467,0.4621318014996337,0.0463076959452247,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.4.norm2.weight,identity,0.7172649338843595,3.474266721627629e-05,99.59220886230467,0.2374387462344209,0.0237924359036945,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.4.norm2.bias,identity,0.7225413241951496,3.474266721627629e-05,99.59220886230467,0.3299939609380374,0.0330668868865781,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.5.norm1.weight,identity,0.7156588038331706,3.474266721627629e-05,99.59220886230467,0.2475545765197929,0.0248060878349583,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.5.norm1.bias,identity,0.7180342609535993,3.474266721627629e-05,99.59220886230467,0.3713882624756665,0.0372147830565651,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.5.norm2.weight,identity,0.7226680856316783,3.474266721627629e-05,99.59220886230467,0.2338479022872512,0.0234326171049175,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.5.norm2.bias,identity,0.7219805237184768,3.474266721627629e-05,99.59220886230467,0.3040802470043277,0.0304702155868327,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.6.norm1.weight,identity,0.7238994584660878,3.474266721627629e-05,99.59220886230467,0.2325617245451416,0.023303736279967,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.6.norm1.bias,identity,0.7182448204604617,3.474266721627629e-05,99.59220886230467,0.3849074554089752,0.0385694673127642,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.6.norm2.weight,identity,0.7218172330493724,3.474266721627629e-05,99.59220886230467,0.2086059936844436,0.0209032637367596,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.6.norm2.bias,identity,0.7207453810932937,3.474266721627629e-05,99.59220886230467,0.2817604725185764,0.028233673269039,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.7.norm1.weight,identity,0.7214836546319633,3.474266721627629e-05,99.59220886230467,0.2477567292569991,0.0248263444532188,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.7.norm1.bias,identity,0.7190386683256822,3.474266721627629e-05,99.59220886230467,0.3439310785811698,0.0344634490882632,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.7.norm2.weight,identity,0.7169024323897683,3.474266721627629e-05,99.59220886230467,0.1563432351153475,0.0156662990327014,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.7.norm2.bias,identity,0.7183353431527848,3.474266721627629e-05,99.59220886230467,0.2297109143188899,0.0230180722059379,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.8.norm1.weight,identity,0.7194275706080325,3.474266721627629e-05,99.59220886230467,0.2988640870570863,0.0299475327763127,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.8.norm1.bias,identity,0.7214316652373783,3.474266721627629e-05,99.59220886230467,0.3703166098945562,0.0371073986226786,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.8.norm2.weight,identity,0.7213060314688632,3.474266721627629e-05,99.59220886230467,0.1437861232637555,0.0144080196507443,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.8.norm2.bias,identity,0.7169370991880998,3.474266721627629e-05,99.59220886230467,0.2278991542576048,0.0228365256562924,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.9.norm1.weight,identity,0.7232845781269153,3.474266721627629e-05,99.59220886230467,0.3298622344570345,0.0330536872976072,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.9.norm1.bias,identity,0.7192420332762735,3.474266721627629e-05,99.59220886230467,0.400725977938928,0.0401545547904982,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.9.norm2.weight,identity,0.7178842162365565,3.474266721627629e-05,99.59220886230467,0.5461331896730001,0.0547250148353901,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.9.norm2.bias,identity,0.7202040711169818,3.474266721627629e-05,99.59220886230467,0.2164519698203734,0.0216894660195653,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.10.norm1.weight,identity,0.7213290639844787,3.474266721627629e-05,99.59220886230467,0.2572059033385923,0.0257731944187135,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.10.norm1.bias,identity,0.7198469624059669,3.474266721627629e-05,99.59220886230467,0.3699666773254252,0.0370723337971027,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.10.norm2.weight,identity,0.7199312728641792,3.474266721627629e-05,99.59220886230467,0.3874367864610629,0.0388229177200394,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
layer,blocks.10.norm2.bias,identity,0.7191252260302871,3.474266721627629e-05,99.59220886230467,0.1743836635068796,0.0174740315236612,vit,dp_kfm,pink,0.25,42,1,True,vit_dp_kfm_pink_beta0.25_seed42,layer
