estimator,label_seed,layer,kron_relative_error,A_relative_error,A_cosine,C_relative_error,C_cosine,C_relative_error_vs_KFLR
KFLR,-1,conv1,0.7767264543465817,0.800472780401398,0.8531770266840706,0.4344961579884056,0.9450557635690954,0.0
KFLR,-1,conv2,0.6860441445993203,0.688840145154654,0.7946263794974263,0.3022822690184606,0.9652607074708863,0.0
KFLR,-1,fc1,0.891927019126987,0.8630479460854092,0.5372928328042786,0.5793972907908703,0.8512896979419855,0.0
KFLR,-1,fc2,0.7370427719719211,0.7331680981398524,0.8086534097157897,0.1038973115444677,0.994590431426364,0.0
KFAC-M-1,0,conv1,0.7883399178359785,0.800472780401398,0.8531770266840706,0.3786683393524961,0.9480576752345257,0.1071062684059143
KFAC-M-1,0,conv2,0.7020880507608337,0.688840145154654,0.7946263794974263,0.33714589103903453,0.9498135690454919,0.19484007358551025
KFAC-M-1,0,fc1,1.0146884992358303,0.8630479460854092,0.5372928328042786,1.4777430136278595,0.5276816054002416,1.2631608247756958
KFAC-M-1,0,fc2,0.8414900080723798,0.7331680981398524,0.8086534097157897,1.118970194915542,0.6684746525316518,1.1365770101547241
KFAC-U-9,1,conv1,0.7743593943406107,0.800472780401398,0.8531770266840706,0.4391599253371006,0.9462963410792433,0.03226090222597122
KFAC-U-9,1,conv2,0.683611548904122,0.688840145154654,0.7946263794974263,0.31536231945394483,0.9643215285297797,0.07165005058050156
KFAC-U-9,1,fc1,0.9293068933680841,0.8630479460854092,0.5372928328042786,0.9153989192280334,0.7013720541907839,0.6107761859893799
KFAC-U-9,1,fc2,0.7845979174077377,0.7331680981398524,0.8086534097157897,0.6586655468063262,0.8209771856925216,0.605448305606842
KFAC-U-1,1,conv1,0.764300518052941,0.800472780401398,0.8531770266840706,0.5265625063204473,0.9366648811667331,0.12222224473953247
KFAC-U-1,1,conv2,0.6834903013659629,0.688840145154654,0.7946263794974263,0.4122685861547117,0.9478950916566928,0.2117902636528015
KFAC-U-1,1,fc1,1.0144220478787778,0.8630479460854092,0.5372928328042786,1.504997091768788,0.5531540931792247,1.269714593887329
KFAC-U-1,1,fc2,0.8608673209324543,0.7331680981398524,0.8086534097157897,1.1719692968173743,0.6322229690141138,1.171902060508728
KFAC-M-3,0,conv1,0.7776380000811027,0.800472780401398,0.8531770266840706,0.4352529703153871,0.9439810697771572,0.04985446482896805
KFAC-M-3,0,conv2,0.6898188925151507,0.688840145154654,0.7946263794974263,0.32253655040994933,0.959400964585257,0.10300246626138687
KFAC-M-3,0,fc1,0.9100334877572362,0.8630479460854092,0.5372928328042786,0.8026436500615344,0.7739571870163882,0.5288650989532471
KFAC-M-3,0,fc2,0.744409861151979,0.7331680981398524,0.8086534097157897,0.39857554386360144,0.9310576892972305,0.431006520986557
KFAC-M-9,1,conv1,0.7764552317132335,0.800472780401398,0.8531770266840706,0.43058033569020054,0.9462492417130238,0.03214474394917488
KFAC-M-9,1,conv2,0.684896281532534,0.688840145154654,0.7946263794974263,0.30863774785472975,0.9647617037793921,0.07131306082010269
KFAC-M-9,1,fc1,0.9265185261973139,0.8630479460854092,0.5372928328042786,0.896778538500493,0.7112773290761026,0.5924792289733887
