estimator,layer,kron_relative_error,A_relative_error,A_cosine,C_relative_error,C_cosine,C_relative_error_vs_KFLR,scope
KFAC-M-1,conv1,0.7788879797407604,0.800472780401398,0.8531770266840706,0.43840681997841957,0.9428107272967456,0.1008358895778656,layer_seed_mean
KFAC-M-1,conv2,0.6929606547954614,0.688840145154654,0.7946263794974263,0.3583301936590205,0.9514300894000922,0.19582705199718475,layer_seed_mean
KFAC-M-1,fc1,1.0067547699728312,0.8630479460854092,0.5372928328042786,1.4583664994052188,0.559339416056895,1.2292383909225464,layer_seed_mean
KFAC-M-1,fc2,0.8379856741296228,0.7331680981398524,0.8086534097157897,1.1083851553665132,0.674966379341039,1.127212405204773,layer_seed_mean
KFAC-M-3,conv1,0.7764180576624649,0.800472780401398,0.8531770266840706,0.44219678132861423,0.943539094234951,0.04854539409279823,layer_seed_mean
KFAC-M-3,conv2,0.6866013774820364,0.688840145154654,0.7946263794974263,0.32433627542868393,0.9609873185670861,0.09958027675747871,layer_seed_mean
KFAC-M-3,fc1,0.9166318758958805,0.8630479460854092,0.5372928328042786,0.8536227771373975,0.7514737716396285,0.5703380107879639,layer_seed_mean
KFAC-M-3,fc2,0.7543224501546085,0.7331680981398524,0.8086534097157897,0.48300832941436644,0.899687182037577,0.4992237538099289,layer_seed_mean
KFAC-M-9,conv1,0.7770317762682231,0.800472780401398,0.8531770266840706,0.43264741861218536,0.9451941170899593,0.029042525216937065,layer_seed_mean
KFAC-M-9,conv2,0.6859907038486188,0.688840145154654,0.7946263794974263,0.30862998264444363,0.9641474751127574,0.06457500159740448,layer_seed_mean
KFAC-M-9,fc1,0.9168553597828517,0.8630479460854092,0.5372928328042786,0.8078415927245135,0.7474162243465855,0.47425681352615356,layer_seed_mean
KFAC-M-9,fc2,0.7647449336687417,0.7331680981398524,0.8086534097157897,0.49695057039807455,0.8861886102996268,0.4505310505628586,layer_seed_mean
KFAC-U-1,conv1,0.7763202180034369,0.800472780401398,0.8531770266840706,0.4526154217713536,0.9423612784147227,0.11466426029801369,layer_seed_mean
KFAC-U-1,conv2,0.6927891760633983,0.688840145154654,0.7946263794974263,0.3747072385968731,0.9488543303510923,0.20331516861915588,layer_seed_mean
KFAC-U-1,fc1,1.014555273557304,0.8630479460854092,0.5372928328042786,1.4913700526983238,0.5404178492897331,1.2664377093315125,layer_seed_mean
KFAC-U-1,fc2,0.8511786645024171,0.7331680981398524,0.8086534097157897,1.1454697458664582,0.6503488107728828,1.154239535331726,layer_seed_mean
KFAC-U-3,conv1,0.7755223553943675,0.800472780401398,0.8531770266840706,0.4461965364957027,0.9435042502561749,0.05046822503209114,layer_seed_mean
KFAC-U-3,conv2,0.6864363387437125,0.688840145154654,0.7946263794974263,0.3298434885621333,0.9601331076446096,0.1020321249961853,layer_seed_mean
KFAC-U-3,fc1,0.9191877054625814,0.8630479460854092,0.5372928328042786,0.8690470711183342,0.7425332912318034,0.5918419063091278,layer_seed_mean
KFAC-U-3,fc2,0.759143802993913,0.7331680981398524,0.8086534097157897,0.5065040054781833,0.888198168831881,0.516609326004982,layer_seed_mean
KFAC-U-9,conv1,0.7762611024379313,0.800472780401398,0.8531770266840706,0.4361925351693451,0.9451251443574025,0.029482658952474594,layer_seed_mean
KFAC-U-9,conv2,0.6858652054040288,0.688840145154654,0.7946263794974263,0.3122066557622956,0.9636031350324148,0.06475288420915604,layer_seed_mean
KFAC-U-9,fc1,0.9184878133188037,0.8630479460854092,0.5372928328042786,0.8181354075545839,0.7414977562777012,0.4901777505874634,layer_seed_mean
KFAC-U-9,fc2,0.7681334850672242,0.7331680981398524,0.8086534097157897,0.5178035264481851,0.8770169700922139,0.4708035737276077,layer_seed_mean
KFLR,conv1,0.7767264543465817,0.800472780401398,0.8531770266840706,0.4344961579884056,0.9450557635690954,0.0,layer_seed_mean
KFLR,conv2,0.6860441445993203,0.688840145154654,0.7946263794974263,0.3022822690184606,0.9652607074708863,0.0,layer_seed_mean
KFLR,fc1,0.891927019126987,0.8630479460854092,0.5372928328042786,0.5793972907908703,0.8512896979419855,0.0,layer_seed_mean
KFLR,fc2,0.7370427719719211,0.7331680981398524,0.8086534097157897,0.1038973115444677,0.994590431426364,0.0,layer_seed_mean
KFRA-block,conv1,0.7794898924609155,0.800472780401398,0.8531770266840706,0.419921921521048,0.9458673275790654,0.04498601332306862,layer_seed_mean
KFRA-block,conv2,0.6859106649481251,0.688840145154654,0.7946263794974263,0.30151420903955967,0.9654723254894982,0.020489467307925224,layer_seed_mean
KFRA-block,fc1,0.8919572845928543,0.8630479460854092,0.5372928328042786,0.579747411180229,0.8511413407523608,0.006825919263064861,layer_seed_mean
KFRA-block,fc2,0.7370428060600857,0.7331680981398524,0.8086534097157897,0.10389722254901519,0.9945904411248601,3.219630855255673e-07,layer_seed_mean
KFAC-M-1,ALL,0.8291472696596689,0.7713822424453284,0.7484374121753913,0.840872167102293,0.782136653023693,0.6632784344255924,global_mean
KFAC-M-3,ALL,0.7834934402987476,0.7713822424453284,0.7484374121753913,0.5257910408272656,0.8889218416198106,0.3044218588620424,global_mean
KFAC-M-9,ALL,0.7861556933921088,0.7713822424453284,0.7484374121753913,0.5115173910948043,0.8857366067122323,0.2546013477258384,global_mean
KFAC-U-1,ALL,0.8337108330316391,0.7713822424453284,0.7484374121753913,0.8660406147332522,0.7704955672071078,0.684664168395102,global_mean
KFAC-U-3,ALL,0.7850725506486436,0.7713822424453284,0.7484374121753913,0.5378977754135884,0.8835922044911172,0.31523789558559656,global_mean
KFAC-U-9,ALL,0.787186901556997,0.7713822424453284,0.7484374121753913,0.5210845312336024,0.8818107514399331,0.26380421686917543,global_mean
KFLR,ALL,0.7729350975112026,0.7713822424453284,0.7484374121753913,0.35501825733555104,0.9390491501020828,0.0,global_mean
KFRA-block,ALL,0.7736001620154951,0.7713822424453284,0.7484374121753913,0.35127019107246293,0.9392678587364461,0.018075430464286057,global_mean
