epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent
1,234,0.909389388994274,0.7041936728477478,0.8715,0.7861127240333559
2,468,0.6724585535434576,0.6335332688927651,0.904,0.8385078418579571
3,702,0.6345484799936286,0.5678458436727524,0.9188,0.8909029596825585
4,936,0.6374902029832205,0.5137045791842043,0.9254,0.9432980775071597
5,1170,0.5554413796744795,0.575836384677887,0.9244,0.995693195331761
