p,seed,epoch,layer,mean,median,p90,p99
0.375,3407,1,conv1,0.0005235846037976444,0.0003710616729222238,0.0009489351650699973,0.0031164023093879223
0.375,3407,1,conv2,0.014724524691700935,0.011532667092978954,0.02868407405912876,0.05139262601733208
0.375,3407,1,fc1,0.5306538343429565,0.5198297500610352,0.6181141138076782,0.8069978952407837
0.375,3407,1,fc2,0.45409804582595825,0.46738284826278687,0.54449063539505,0.5962532758712769
0.375,3407,2,conv1,0.010189991444349289,0.009090645238757133,0.016762739047408104,0.026294013485312462
0.375,3407,2,conv2,0.0748138427734375,0.07111406326293945,0.09913840144872665,0.14474959671497345
0.375,3407,2,fc1,0.6881155967712402,0.6866961121559143,0.7449823617935181,0.7871949672698975
0.375,3407,2,fc2,0.22688060998916626,0.2266392707824707,0.2919062674045563,0.3514653146266937
0.375,3407,3,conv1,0.016735950484871864,0.014444046653807163,0.029144026339054108,0.04430897906422615
0.375,3407,3,conv2,0.09095580875873566,0.08846510946750641,0.11600416153669357,0.14729700982570648
0.375,3407,3,fc1,0.7470833659172058,0.7512646913528442,0.7869256734848022,0.8094345927238464
0.375,3407,3,fc2,0.14522483944892883,0.14091458916664124,0.18810012936592102,0.2512896955013275
0.375,3407,4,conv1,0.019881421700119972,0.016706373542547226,0.0352952815592289,0.059303801506757736
0.375,3407,4,conv2,0.10525020211935043,0.10258792340755463,0.13388396799564362,0.1664496809244156
0.375,3407,4,fc1,0.7277106046676636,0.7327618598937988,0.7801544666290283,0.8079769015312195
0.375,3407,4,fc2,0.1471577286720276,0.1395280361175537,0.20365045964717865,0.2855013608932495
0.375,3407,5,conv1,0.021892890334129333,0.017673958092927933,0.039818160235881805,0.06660429388284683
0.375,3407,5,conv2,0.11975270509719849,0.11747656762599945,0.15052688121795654,0.18628548085689545
0.375,3407,5,fc1,0.6801943182945251,0.6892285943031311,0.7379624247550964,0.7689288854598999
0.375,3407,5,fc2,0.17816005647182465,0.16362141072750092,0.25749263167381287,0.3995124399662018
