task,method,source,beta,seed,epoch,layer,research_only,cosA,relative_error_A,cosG,relative_error_G,group,trace_S,d_total,tau,operator_state_bytes,condition_S,log_eigenvalue_spread_S,effective_rank_S,A_condition_raw,A_eigenvalue_min,A_eigenvalue_max,G_condition_raw,G_eigenvalue_min,G_eigenvalue_max
mnist,dp_kfm,public,0.75,42,1,conv1,True,0.9660282295184386,0.9784331189526183,0.9602655070538624,0.2939348904776388,conv1,2025.4100960785524,206922,2225.2218987667525,20138336,88.76786388993085,1.2445203931895574,62.41579932062711,395.691981769996,0.029905743251455643,11.833462813473167,1.0007304370166321,0.0010000955613114282,0.0010008260681295795
mnist,dp_kfm,public,0.75,42,1,conv2,True,0.9336224782831184,0.8054845076380771,0.9778417985488469,0.20950976294702925,conv2,13506.497815737523,206922,2225.2218987667525,20138336,2171.5186165266664,1.3189019611189854,370.3254119719686,27834.50520087131,0.0015100995273601104,42.0328731481383,1.010263285672062,0.00100008015705891,0.001010344265405766
mnist,dp_kfm,public,0.75,42,1,fc1,True,0.8361055847818185,0.5683062079376703,0.838050190344123,0.5767823576680139,fc1,178520.56613579256,206922,2225.2218987667525,20138336,63613.08297802855,0.9767630133457346,4268.897719498964,90705.98599344745,0.001,90.70598599344746,27.995784600295444,0.001,0.027995784600295445
mnist,dp_kfm,public,0.75,42,1,fc2,True,0.9332410043666731,0.3713046355254961,0.9956489595702971,0.09319473705885735,fc2,12869.525952391396,206922,2225.2218987667525,20138336,12020.252669774933,1.2918103611200813,126.15162173123785,2488.395510222416,0.001,2.488395510222416,110.65355893127156,0.001,0.11065355893127156
mnist,dp_kfm,public,0.75,42,2,conv1,True,0.9661403163949288,0.9965325945176372,0.9928533851361986,5.780171934012723,conv1,15.85622528678278,206922,16.342050833289782,20138336,128.36842511409512,1.2451211424163433,62.25520698123204,394.03404002678036,0.03033189995576493,11.951801081258177,1.6434022451545327,0.0010017034047621067,0.0016462016243649858
mnist,dp_kfm,public,0.75,42,2,conv2,True,0.9820840578935112,1.0393781017829755,0.9427200642829224,3.792220141438552,conv2,289.1560746978211,206922,16.342050833289782,20138336,11650.216648675487,1.5295608610635978,177.0103308963761,153004.54790721554,0.0014228131005569332,217.69687520717716,1.726133291849878,0.001,0.001726133291849878
mnist,dp_kfm,public,0.75,42,2,fc1,True,0.8662745963692412,0.9482076801790656,0.7672161048473007,3.8467462190579953,fc1,139266.4132141403,206922,16.342050833289782,20138336,24879455.951387342,1.892253951517214,201.98190829704876,30201149.8631166,0.001,30201.1498631166,240.49037189154402,0.001,0.240490371891544
mnist,dp_kfm,public,0.75,42,2,fc2,True,0.9770508944188562,0.9627528085580799,0.7555809678155652,3.894016519094948,fc2,67350.57448587511,206922,16.342050833289782,20138336,28953994.01801124,2.725874421547447,14.399532572125002,18588763.69636683,0.001,18588.763696366834,478.2931200117286,0.0010000083502523611,0.4782971138799833
mnist,dp_kfm,public,0.75,42,3,conv1,True,0.9665223723415756,0.9633589764940979,0.9824093134412757,3.421343095344607,conv1,298.8276967154887,206922,249.2217829246701,20138336,262.7040222665243,1.2655305259212524,59.53688666621813,378.5765307387435,0.031014027277385652,11.741182850909418,4.444285423896425,0.00100762161428388,0.004478158053164834
mnist,dp_kfm,public,0.75,42,3,conv2,True,0.978445618570117,0.9948159225832331,0.9737480475380632,2.3503914232961685,conv2,3558.993555522362,206922,249.2217829246701,20138336,37134.470062749184,1.5404178815532927,176.31294750190978,95903.03529734896,0.0011677387957355016,111.98969494550558,12.918258026159746,0.001,0.012918258026159746
mnist,dp_kfm,public,0.75,42,3,fc1,True,0.8375792651937174,0.8629939370980577,0.904742411221471,1.347091943307081,fc1,198281.5458802485,206922,249.2217829246701,20138336,5225330.22082929,1.4395267534823688,279.4838494648778,468472.73129756894,0.001,468.47273129756894,1935.5334081644767,0.001,1.9355334081644766
mnist,dp_kfm,public,0.75,42,3,fc2,True,0.9335587474268982,0.5100548780729465,0.9525924599515491,0.3930776939934099,fc2,4782.6328675136565,206922,249.2217829246701,20138336,60055.227636789066,1.5730051718395026,60.12068472655367,13815.802437845321,0.001,13.81580243784532,170.22563999558457,0.001,0.17022563999558457
mnist,dp_kfm,public,0.75,42,4,conv1,True,0.9659774451333032,0.9922542403752851,0.9557095219702101,4.322544198607137,conv1,40.259280680127205,206922,36.787959801602156,20138336,192.382562839875,1.2536669306322823,61.25003037778516,389.56779598597933,0.030600689356173133,11.921043108135985,2.8508293824961575,0.0010027485643733845,0.0028586650705714842
