method,source,seed,epoch,test_accuracy,test_loss,noise_multiplier,epsilon,accountant_steps,batches,diagnostic_scope,builder_forward_calls,builder_vjp_calls,builder_backward_calls,builder_reverse_vectors,builder_samples,m_p,m_reference,scale_match,builder_seconds,builder_allocated_at_phase_start_bytes,builder_reserved_at_phase_start_bytes,builder_peak_cuda_allocated_bytes,builder_peak_cuda_reserved_bytes,builder_incremental_peak_bytes,oracle_seconds,private_train_seconds,ghost_first_pass_seconds,ghost_second_pass_seconds,aggregate_transform_seconds,train_allocated_at_phase_start_bytes,train_reserved_at_phase_start_bytes,train_peak_cuda_allocated_bytes,train_peak_cuda_reserved_bytes,train_incremental_peak_bytes,peak_allocated_cuda_bytes,clip_fraction,transformed_norm_mean,transformed_norm_p90,transformed_norm_p99
a_public_fashion,fashion,42,1,0.9211,0.3507054707527161,1.068115234375,0.7861127240333559,234,234,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,10,0,0,0,2560,31577.3695437928,86785.14840187249,1.6578099061806917,1.0587641559541223,17397760,33554432,175437312,264241152,158039552,0.0733408844098448,8.343443275429308,3.608106466293335,0.3048717743158343,0.0238839032500982,27397120,264241152,175578624,264241152,148181504,175578624,0.6768162846565247,106.54541778564452,313.8867492675781,1095.383056640625
a_public_fashion,fashion,42,2,0.9458,0.282033239506185,1.068115234375,0.8385078418579571,468,234,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,10,0,0,0,2560,61242.78729144496,137013.74780935733,1.495734802664267,0.481298690661788,18205184,264241152,176244736,266338304,158039552,0.031746283173561,8.130435860715806,3.532207525253294,0.3033592590093613,0.0234956792369484,28204544,266338304,175792128,266338304,147587584,176244736,0.2206864356994629,21.268579483032227,43.61165618896485,325.7608642578125
a_public_fashion,fashion,42,3,0.9518,0.2542457103062421,1.068115234375,0.8909029596825585,702,234,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,10,0,0,0,2560,70572.99189009782,148416.48471475483,1.4501796476450042,0.4618087597191334,18205184,266338304,176244736,266338304,158039552,0.0317270969972014,8.145386280491948,3.545625567436215,0.3053119041919706,0.0237148153111337,28204544,266338304,175792128,266338304,147587584,176244736,0.1614082604646682,17.24324607849121,13.100440979003906,324.025634765625
a_public_fashion,fashion,42,4,0.9617,0.2018498585343361,1.068115234375,0.9432980775071595,936,234,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,10,0,0,0,2560,76298.29273270775,154345.5845778669,1.4222950379393038,0.4646217720583081,18205184,266338304,176244736,266338304,158039552,0.0319419912993907,8.186202463693917,3.5524766063690194,0.3054017320871352,0.0236789752990006,28204544,266338304,175792128,266338304,147587584,176244736,0.1361511796712875,14.081850051879885,5.233936309814453,300.28448486328125
a_public_fashion,fashion,42,5,0.9618,0.2075620664462447,1.068115234375,0.995693195331761,1170,234,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,10,0,0,0,2560,80343.99095320977,158547.5385055412,1.4047629731489182,0.4744528699666261,18205184,266338304,176244736,266338304,158039552,0.0319715626537799,8.174559250473976,3.55082707309723,0.305098372578621,0.0237649913281201,28204544,266338304,175792128,266338304,147587584,176244736,0.1227797865867614,13.172480583190918,3.110942840576172,311.6037292480469
full_public_fashion,fashion,42,1,0.904,0.4730233666658401,1.068115234375,0.7861127240333559,234,234,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,10,10,0,2560,2560,,,,0.9945471957325936,17397760,33554432,175404032,270532608,158006272,0.074064590036869,8.530455413274467,3.836480602264405,0.3050021775960926,0.0263444481939077,27468288,270532608,146289664,270532608,118821376,175404032,0.8085269927978516,2468.788330078125,7161.431640625,25759.18359375
full_public_fashion,fashion,42,2,0.9364,0.4301164485812187,1.068115234375,0.8385078418579571,468,234,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,10,10,0,2560,2560,,,,0.4878504797816276,18205184,270532608,176211456,272629760,158006272,0.0383072290569543,8.497546745464206,3.8216686630249,0.3049506607055665,0.0264591362401843,28275712,272629760,146503168,272629760,118227456,176211456,0.2734709084033966,238.6611328125,630.88916015625,3691.202880859375
full_public_fashion,fashion,42,3,0.9397,0.4266349940001964,1.068115234375,0.8909029596825585,702,234,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,10,10,0,2560,2560,,,,0.4879547748714685,18205184,272629760,176211456,272629760,158006272,0.037368381395936,8.482104395516217,3.819890663146973,0.3046462746858597,0.0262400001659989,28275712,272629760,146503168,272629760,118227456,176211456,0.1998030245304107,193.4762725830078,174.99334716796875,3299.845703125
full_public_fashion,fashion,42,4,0.9506,0.334423433047533,1.068115234375,0.9432980775071595,936,234,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,10,10,0,2560,2560,,,,0.489685470238328,18205184,272629760,176211456,272629760,158006272,0.0372989187017083,8.525670913979411,3.820591587066652,0.3046687079668047,0.0263372801989317,28275712,272629760,146503168,272629760,118227456,176211456,0.1841112524271011,168.2796630859375,80.91590881347656,3058.646728515625
full_public_fashion,fashion,42,5,0.9486,0.3660427971839904,1.068115234375,0.995693195331761,1170,234,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,10,10,0,2560,2560,,,,0.4875055430456996,18205184,272629760,176211456,272629760,158006272,0.0373252416029572,8.43008060194552,3.819126457214359,0.304860420227051,0.0264007682204246,28275712,272629760,146503168,272629760,118227456,176211456,0.1724091917276382,164.35919189453125,50.49740982055664,3156.457763671875
