method,source,final_accuracy_mean,final_accuracy_sample_std,best_accuracy_mean,best_accuracy_sample_std,accuracy_auc_mean,accuracy_auc_sample_std,builder_seconds_mean,builder_seconds_sample_std,private_train_seconds_mean,private_train_seconds_sample_std,peak_allocated_cuda_bytes_mean,peak_allocated_cuda_bytes_sample_std,clip_fraction_mean,clip_fraction_sample_std,transformed_norm_mean_mean,transformed_norm_mean_sample_std,transformed_norm_p90_mean,transformed_norm_p90_sample_std,transformed_norm_p99_mean,transformed_norm_p99_sample_std
a_pink,pink,0.9620666666666667,0.0015143755588800858,0.9620666666666667,0.0015143755588800858,3.7932666666666672,0.010176729992160507,1.4111606537674863,0.11273442671924026,45.653814965238176,1.9938246940794468,176244736.0,0.0,0.2600805868705114,0.011609909997859755,52.091850916544594,2.074786928795784,120.51977950731913,12.681796125130246,711.1206095377605,15.945162762735285
a_public_cifar10,cifar10,0.9639666666666665,0.002112660250332098,0.9639666666666665,0.002112660250332098,3.8088499999999996,0.01754344606968629,6.027848400486012,0.08267050660144216,43.34756965904186,0.9976139128169907,176244736.0,0.0,0.25622998028993604,0.018259025468993367,42.28019383748372,7.7334201387989445,88.26366991996765,30.07267161188115,600.101485188802,42.06801659994643
a_public_fashion,fashion,0.9622,0.002128379665379252,0.9622,0.002128379665379252,3.8119666666666667,0.012631937038052913,3.218941061447064,0.39261131081338735,45.4591481667012,4.5094442085131705,176244736.0,0.0,0.250804636379083,0.012880482426484593,30.689202499389648,3.7115061043500557,60.2680455048879,15.241806954034018,455.9575703938802,16.07097374852446
dp_sgd,none,0.9283333333333333,0.004878865988458118,0.9295,0.002858321185591336,3.6567166666666666,0.012286713691355013,0.00014558310310045877,7.568329989991841e-06,45.544742573052645,1.0803305514828558,117459968.0,0.0,0.3089254081249237,0.010228807678778202,26.487415822347003,1.0497583769517098,91.8041613260905,9.135791272859567,320.9060282389323,3.8428890797427138
full_pink,pink,0.9499333333333334,0.00030550504633043745,0.9504,0.0005291502622129122,3.750966666666667,0.007784974844746429,1.4057638601710398,0.13437302171799312,43.2903927921628,0.7501785058835753,176211456.0,0.0,0.3083377987146378,0.01224138206053001,966.503060913086,29.4463569067455,2571.2740984598795,115.68621888132253,11968.728385416667,588.1822432870707
full_public_cifar10,cifar10,0.9496666666666668,0.0032624121954978685,0.9496666666666668,0.0032624121954978685,3.7533,0.025525330556135973,6.038554543008407,0.30773972013538975,44.92263554160794,0.7868116532076883,176211456.0,0.0,0.3218961586554845,0.023987231270732923,883.6855519612631,190.84055930131353,2209.1551462809243,788.5250292418391,10593.438313802084,1025.8745467201795
full_public_fashion,fashion,0.9503333333333334,0.002916047553338823,0.9512,0.0028478061731796664,3.765333333333333,0.017450596933438162,3.1409338355685272,0.1926990903307714,43.94557225052267,1.6365882846770272,176211456.0,0.0,0.31424613992373146,0.015500418649371784,571.9193328857422,75.65722491150748,1325.741410891215,296.9082648186401,7346.889208984375,425.44453693544745
