task,method,source,beta,seed,epoch,layer,research_only,cosA,relative_error_A,cosG,relative_error_G,group,trace_S,d_total,tau,operator_state_bytes,condition_S,log_eigenvalue_spread_S,effective_rank_S,A_condition_raw,A_eigenvalue_min,A_eigenvalue_max,G_condition_raw,G_eigenvalue_min,G_eigenvalue_max
vit,dp_kfm,pink,1.0,42,1,patch_embed,True,0.621153982490905,0.8487813064691657,0.42626516165673717,0.9797418694677276,patch_head,3773.6114119194385,5526346,96.39234359587606,154292600,2567.585256522991,1.0495603057941725,15474.557105034824,1492.0695620062106,0.01765302459148114,26.33954067029613,1.7208214160408588,0.001,0.0017208214160408589
vit,dp_kfm,pink,1.0,42,1,blocks.0.attn.q_proj,True,0.3396325371922061,1.7188422276091564,0.19695907043131017,0.9847559219117982,attention_qkv,2535.9580103079106,5526346,96.39234359587606,154292600,12287.081779146076,2.6940103200866656,12741.542157186528,11108.455905783541,0.001,11.108455905783542,1.106101683560619,0.001,0.001106101683560619
vit,dp_kfm,pink,1.0,42,1,blocks.0.attn.k_proj,True,0.3396325371922061,1.7188422276091564,0.23448466739917542,0.977290907293152,attention_qkv,2545.51348428595,5526346,96.39234359587606,154292600,17614.34809587771,2.6942131707957486,12732.085168309593,11108.455905783541,0.001,11.108455905783542,1.5856702538385126,0.001,0.0015856702538385127
vit,dp_kfm,pink,1.0,42,1,blocks.0.attn.v_proj,True,0.3396325371922061,1.7188422276091564,0.31318070845818086,1.3125149015610904,attention_qkv,2671.566436649089,5526346,96.39234359587606,154292600,48872.33814902563,2.696911466780547,12516.290446641795,11108.455905783541,0.001,11.108455905783542,4.399561790003648,0.0010000375481197638,0.004399726985276647
vit,dp_kfm,pink,1.0,42,1,blocks.0.attn.out_proj,True,0.10836942728802505,4.822867426418404,0.3839608285899357,0.9594593572825071,attention_out,1083.771449600244,5526346,96.39234359587606,154292600,32238.022475563423,2.3406482909315702,6011.477250634816,8320.81050132666,0.001001976580563823,8.337257253638837,3.874384889599809,0.001,0.003874384889599809
vit,dp_kfm,pink,1.0,42,1,blocks.0.mlp.fc1,True,0.3641099132362489,1.9164945556238355,0.2675850739800798,1.0571617404928226,mlp_fc1,32237.853599852137,5526346,96.39234359587606,154292600,90836.22597464394,2.9596598595693187,57015.84190306339,41399.56624741298,0.0010000000312211559,41.39956753995529,2.194134726721206,0.0010000210460805877,0.0021941809046574848
vit,dp_kfm,pink,1.0,42,1,blocks.0.mlp.fc2,True,0.1190921571486446,7.593671423422714,0.25676510917688833,0.9971774028972651,mlp_fc2,10494.735800575496,5526346,96.39234359587606,154292600,625098.0286273543,2.0245048678629036,17899.98314239759,115985.06320138722,0.001059067615111467,122.83602427324595,5.389470086695421,0.001,0.005389470086695421
vit,dp_kfm,pink,1.0,42,1,blocks.1.attn.q_proj,True,0.36522506393233223,2.1311724236103684,0.5183309850729813,1.0581960098371879,attention_qkv,2423.9987158724666,5526346,96.39234359587606,154292600,39812.23399506781,1.9502561260769165,6183.846695988083,34750.087291249554,0.001,34.75008729124956,1.1456729205135825,0.0010000000138471847,0.001145672936377927
vit,dp_kfm,pink,1.0,42,1,blocks.1.attn.k_proj,True,0.36522506393233223,2.1311724236103684,0.5560658952255346,0.8833777809699428,attention_qkv,2425.037150256076,5526346,96.39234359587606,154292600,42214.12280641477,1.9502766566091285,6183.54717444886,34750.087291249554,0.001,34.75008729124956,1.2147918493731307,0.001000000031980409,0.001214791888222671
vit,dp_kfm,pink,1.0,42,1,blocks.1.attn.v_proj,True,0.36522506393233223,2.1311724236103684,0.4623862677496231,0.9244597815393628,attention_qkv,2433.636333454557,5526346,96.39234359587606,154292600,40789.73309782546,1.9502700283893695,6183.665518579879,34750.087291249554,0.001,34.75008729124956,1.1738023204360915,0.0010000524436955943,0.0011738638789676723
