source_method,method,seed,epoch,statistic_sha256,target_sha256,module,coordinates,operator_dof,log_scale_rmse,log_scale_pearson,log_scale_spearman,correlation_defined,gain_geomean,log10_gain_range,gain_min,gain_p1,gain_p10,gain_median,gain_p90,gain_p99,gain_max
Full-Fisher Equil,Full-Fisher Equil,7,1,2e8d4259826c7a697bbfa3f88c90f65f2cbfd1705d690c209adec1794f1f5688,8c909b5289eff3e957ccae2a8fdde4218a10ed40a8683a3933bcd938bb9c659e,fc1,200832,200832,0.0,1.0,1.0,True,1.004982579730803,0.8802609432845462,0.21181054413318637,0.37816137221270196,0.5068839907629829,1.1439704298915303,1.607712984085083,1.607712984085083,1.607712984085083
Full-Fisher Equil,Full-Fisher Equil,7,1,2e8d4259826c7a697bbfa3f88c90f65f2cbfd1705d690c209adec1794f1f5688,8c909b5289eff3e957ccae2a8fdde4218a10ed40a8683a3933bcd938bb9c659e,fc2,1290,1290,0.0,0.9999999999999999,1.0,True,0.6840864676402593,1.2165923130435243,0.0976374000310898,0.17837891433769232,0.2815513960914348,0.6482757894791219,1.607712984085083,1.607712984085083,1.607712984085083
Full-Fisher Equil,Full-Fisher Equil,7,1,2e8d4259826c7a697bbfa3f88c90f65f2cbfd1705d690c209adec1794f1f5688,8c909b5289eff3e957ccae2a8fdde4218a10ed40a8683a3933bcd938bb9c659e,__global__,206922,206921,0.0,1.0,1.0,True,0.999999998886465,1.2165923130435243,0.0976374000310898,0.36784171476371774,0.5037878990171512,1.136823594569596,1.607712984085083,1.607712984085083,1.607712984085083
Full-Fisher Equil,Full-Fisher Equil,7,2,569f4cb90d3ae862a76c99d69f822cd0ac7831a7fa4d14dae450d51c2b31e778,ab7a4045d0a5da216c4f96e1e008683757fca4136522361535fddfc4f7305c52,conv1,160,160,0.0,1.0,1.0,True,0.6738468166441127,0.7759580837926867,0.23446275293827057,0.26099428787719475,0.33546594859413326,0.6978589845276498,1.2584639144196195,1.3750284188296527,1.3996902704238892
Full-Fisher Equil,Full-Fisher Equil,7,2,569f4cb90d3ae862a76c99d69f822cd0ac7831a7fa4d14dae450d51c2b31e778,ab7a4045d0a5da216c4f96e1e008683757fca4136522361535fddfc4f7305c52,conv2,4640,4640,0.0,0.9999999999999999,1.0,True,0.8953743735582367,0.7665441900601039,0.2569003105163574,0.36808054274389906,0.5609880774760265,0.9135312129639922,1.4402014017030063,1.4833776542453316,1.5007516145706177
Full-Fisher Equil,Full-Fisher Equil,7,2,569f4cb90d3ae862a76c99d69f822cd0ac7831a7fa4d14dae450d51c2b31e778,ab7a4045d0a5da216c4f96e1e008683757fca4136522361535fddfc4f7305c52,fc1,200832,200832,0.0,1.0,1.0,True,1.0079020327556845,0.7323112505837834,0.278087854385376,0.43231024412314495,0.6408674061090021,1.0678629875183105,1.455661284922815,1.501335941553115,1.5013891458511353
Full-Fisher Equil,Full-Fisher Equil,7,2,569f4cb90d3ae862a76c99d69f822cd0ac7831a7fa4d14dae450d51c2b31e778,ab7a4045d0a5da216c4f96e1e008683757fca4136522361535fddfc4f7305c52,fc2,1290,1290,0.0,1.0,1.0,True,0.4589033009816999,1.0296832242903997,0.1402200162410736,0.17077799291329454,0.23243157913704082,0.414126810849813,1.062605323900981,1.5013269328900243,1.5013890266418457
Full-Fisher Equil,Full-Fisher Equil,7,2,569f4cb90d3ae862a76c99d69f822cd0ac7831a7fa4d14dae450d51c2b31e778,ab7a4045d0a5da216c4f96e1e008683757fca4136522361535fddfc4f7305c52,__global__,206922,206921,0.0,1.0,1.0,True,0.9999999999955888,1.029683258773091,0.1402200162410736,0.4094455942509354,0.6328950881952663,1.0616405010206256,1.4548606753337872,1.50133216381073,1.5013891458511353
Full-Fisher Equil,Full-Fisher Equil,7,3,add1f4af7ba3473556c02ace6e8e4f8c0b0e055ce7e3e17589f5b044841c8b4a,c41aafc0faf4d200d07202610b99696fe6c26d529de0f813f8cb0444b9bbed2a,conv1,160,160,0.0,1.0,1.0,True,0.7717773893130162,0.6598204269008762,0.3135860562324524,0.3633542731789786,0.47895785318914214,0.7943486554541155,1.197368963960349,1.3875412938624812,1.4327722787857056
Full-Fisher Equil,Full-Fisher Equil,7,3,add1f4af7ba3473556c02ace6e8e4f8c0b0e055ce7e3e17589f5b044841c8b4a,c41aafc0faf4d200d07202610b99696fe6c26d529de0f813f8cb0444b9bbed2a,conv2,4640,4640,0.0,1.0,1.0,True,0.8711869891901056,0.602690929483559,0.37014997005462646,0.4117800282938646,0.5573980053374138,0.8621427398362624,1.445623695814442,1.4785587927911878,1.4827524423599243
Full-Fisher Equil,Full-Fisher Equil,7,3,add1f4af7ba3473556c02ace6e8e4f8c0b0e055ce7e3e17589f5b044841c8b4a,c41aafc0faf4d200d07202610b99696fe6c26d529de0f813f8cb0444b9bbed2a,fc1,200832,200832,0.0,0.9999999999999998,0.9999999999999999,True,1.008397354932339,0.6889225078739974,0.30352887511253357,0.4634193989631068,0.6584391355514438,1.0554223656636028,1.4385038137435842,1.481949518918867,1.4829363822937012
Full-Fisher Equil,Full-Fisher Equil,7,3,add1f4af7ba3473556c02ace6e8e4f8c0b0e055ce7e3e17589f5b044841c8b4a,c41aafc0faf4d200d07202610b99696fe6c26d529de0f813f8cb0444b9bbed2a,fc2,1290,1290,0.0,1.0,1.0,True,0.46128736222026495,0.9879637356514142,0.1524610072374344,0.18227895343176018,0.23467817807798877,0.4321772994576757,1.0225304357425282,1.4727076378030037,1.4829363822937012
Full-Fisher Equil,Full-Fisher Equil,7,3,add1f4af7ba3473556c02ace6e8e4f8c0b0e055ce7e3e17589f5b044841c8b4a,c41aafc0faf4d200d07202610b99696fe6c26d529de0f813f8cb0444b9bbed2a,__global__,206922,206921,0.0,1.0,1.0,True,0.9999999998024358,0.9879637356514142,0.1524610072374344,0.4415294835024489,0.6491965532297183,1.048593282699036,1.4382806897163387,1.4818531846998977,1.4829363822937012
Full-Fisher Equil,Full-Fisher Equil,7,4,934c06cdb9bdab4c51b75e911103ef01c67aec6296cc5f90a4e4810f3e10c422,da9d7c0c8b36ee74fb10b3fb062f4bf3e7ab47f2657ed936bd16e8463a474a70,conv1,160,160,0.0,1.0,1.0,True,0.6986381482488301,0.7192506646733302,0.27459287643432617,0.28310241369110317,0.39757434618674625,0.7339713961020874,1.2471489242652334,1.4306459322815726,1.4385995864868164
Full-Fisher Equil,Full-Fisher Equil,7,4,934c06cdb9bdab4c51b75e911103ef01c67aec6296cc5f90a4e4810f3e10c422,da9d7c0c8b36ee74fb10b3fb062f4bf3e7ab47f2657ed936bd16e8463a474a70,conv2,4640,4640,0.0,0.9999999999999999,1.0,True,0.8700714712158075,0.6338782092037125,0.3462640941143036,0.4027741559012554,0.5452098896863007,0.8624592713506632,1.4686118699268838,1.485222805677717,1.490341067314148
Full-Fisher Equil,Full-Fisher Equil,7,4,934c06cdb9bdab4c51b75e911103ef01c67aec6296cc5f90a4e4810f3e10c422,da9d7c0c8b36ee74fb10b3fb062f4bf3e7ab47f2657ed936bd16e8463a474a70,fc1,200832,200832,0.0,0.9999999999999998,0.9999999999999999,True,1.0083579161334821,0.6959460324965627,0.3004547655582428,0.4516580600600523,0.6392269968986471,1.0628318786619422,1.45117607116276,1.4906080389022174,1.4918498992919922
Full-Fisher Equil,Full-Fisher Equil,7,4,934c06cdb9bdab4c51b75e911103ef01c67aec6296cc5f90a4e4810f3e10c422,da9d7c0c8b36ee74fb10b3fb062f4bf3e7ab47f2657ed936bd16e8463a474a70,fc2,1290,1290,0.0,1.0,1.0,True,0.47204190486866565,1.09616615063134,0.1195523291826248,0.1528518871907843,0.22439510521025274,0.4453265695183077,1.2349569169238983,1.4871831305478205,1.4918466806411743
Full-Fisher Equil,Full-Fisher Equil,7,4,934c06cdb9bdab4c51b75e911103ef01c67aec6296cc5f90a4e4810f3e10c422,da9d7c0c8b36ee74fb10b3fb062f4bf3e7ab47f2657ed936bd16e8463a474a70,__global__,206922,206921,0.0,0.9999999999999998,1.0,True,1.000000000096853,1.0961670876182301,0.1195523291826248,0.4315704501306627,0.631818175314617,1.0548954606042051,1.4512281656258896,1.4905615985393326,1.4918498992919922
Full-Fisher Equil,Full-Fisher Equil,7,5,8a1438f81ea8f6a37f41b2d02b54f95dee61ae9f1c788a3b92dec28870e277a8,4f9014cb31f57aa35b62deebeb6051cd1da416212fad75d7bae159e4e25f31f1,conv1,160,160,0.0,1.0,1.0,True,0.7056676277141676,0.7206122903539126,0.2803897261619568,0.31729528888852143,0.4316723994363278,0.7243740064539531,1.124811059999787,1.4668435409920058,1.4735822677612305
Full-Fisher Equil,Full-Fisher Equil,7,5,8a1438f81ea8f6a37f41b2d02b54f95dee61ae9f1c788a3b92dec28870e277a8,4f9014cb31f57aa35b62deebeb6051cd1da416212fad75d7bae159e4e25f31f1,conv2,4640,4640,0.0,1.0,1.0,True,0.8172110043716346,0.656582881171135,0.328476220369339,0.4114239282469668,0.5363236482948682,0.7973498387221711,1.4660741923886316,1.4886718463793058,1.4896588325500488
Full-Fisher Equil,Full-Fisher Equil,7,5,8a1438f81ea8f6a37f41b2d02b54f95dee61ae9f1c788a3b92dec28870e277a8,4f9014cb31f57aa35b62deebeb6051cd1da416212fad75d7bae159e4e25f31f1,fc1,200832,200832,0.0,1.0,1.0,True,1.009963015220123,0.6718251612190921,0.31721755862236023,0.4551142823503248,0.657827109077285,1.06277781724701,1.432327568530936,1.4865034162997943,1.4899866580963135
Full-Fisher Equil,Full-Fisher Equil,7,5,8a1438f81ea8f6a37f41b2d02b54f95dee61ae9f1c788a3b92dec28870e277a8,4f9014cb31f57aa35b62deebeb6051cd1da416212fad75d7bae159e4e25f31f1,fc2,1290,1290,0.0,1.0,1.0,True,0.46111756871560633,1.078587219327635,0.1243342310190201,0.15179037246918456,0.22466417831868277,0.41200400763785516,1.2714275872402223,1.4854266131959162,1.489971399307251
Full-Fisher Equil,Full-Fisher Equil,7,5,8a1438f81ea8f6a37f41b2d02b54f95dee61ae9f1c788a3b92dec28870e277a8,4f9014cb31f57aa35b62deebeb6051cd1da416212fad75d7bae159e4e25f31f1,__global__,206922,206921,0.0,0.9999999999999998,1.0,True,0.9999999999972033,1.0785916669123072,0.1243342310190201,0.4356246131190636,0.6458242654678416,1.0535753965290404,1.4323945879918498,1.4868277311325073,1.4899866580963135
Module-Elementwise Equil,Module-Elementwise Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,conv1,160,160,0.0,1.0,1.0,True,1.4934854024707789,0.138392112365128,1.1610636711120605,1.2492795036269106,1.4443395393638434,1.4947717032160144,1.5674480643499162,1.5955950133532857,1.5967912673950195
Module-Elementwise Equil,Module-Elementwise Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,conv2,4640,4640,0.0,1.0,1.0,True,1.3149996484357211,0.506255630061352,0.5034248232841492,0.7458557813043335,0.9645096290338545,1.4220163820463942,1.6004314780018367,1.6147485649495184,1.6150659322738647
Module-Elementwise Equil,Module-Elementwise Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,fc1,200832,200832,0.0,0.9999999999999999,1.0,True,0.9939031598737249,0.8959519703814028,0.20522879064083097,0.36921172767290955,0.4949580311750194,1.128678560235044,1.6150659322738647,1.6150659322738647,1.6150659322738647
Module-Elementwise Equil,Module-Elementwise Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,fc2,1290,1290,0.0,1.0,1.0,True,0.9206926657658117,1.033492281379256,0.14951954782009125,0.2751372553433489,0.45612675864639596,0.982052490293234,1.6150659322738647,1.6150659322738647,1.6150659322738647
Module-Elementwise Equil,Module-Elementwise Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,__global__,206922,206921,0.0,0.9999999999999999,0.9999999999999999,True,0.9999999954176217,1.033492281379256,0.14951954782009125,0.36947873999670583,0.49726491868417166,1.1420199274938374,1.6150659322738647,1.6150659322738647,1.6150659322738647
Module-Elementwise Equil,Factorized Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,conv1,160,25,0.022458548774226792,0.8754978106510743,0.8639106996367046,True,1.4934854138434746,0.08542301586172629,1.3214478492736816,1.3313600952522113,1.4369479431890122,1.4911273669559417,1.5835824030951042,1.6062889714690531,1.6086925268173218
Module-Elementwise Equil,Factorized Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,conv2,4640,176,0.08597999400000914,0.907232314533015,0.9240985055681681,True,1.3149996561321315,0.4637078409833515,0.6719903349876404,0.8747554483373269,1.0217114862898384,1.3159779305302015,1.6631581585925348,1.9167354297489647,1.9546583890914917
Module-Elementwise Equil,Factorized Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,fc1,200832,1696,0.1836282256848324,0.922433685578216,0.9457795604979686,True,0.9939031641801201,0.9399882731960253,0.301334023475647,0.4588412055372842,0.5677333772138465,1.0025738477672608,1.844844913480869,2.6110177014548257,2.624438762664795
Module-Elementwise Equil,Factorized Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,fc2,1290,138,0.057750160694056585,0.9938279852299644,0.9680042808324524,True,0.9206926666260326,1.029683906209374,0.1700037121772766,0.30339633988013526,0.47085669114956985,0.9691377137413042,1.6744044758771262,1.8202972412109375,1.8202972412109375
Module-Elementwise Equil,Factorized Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,__global__,206922,2034,0.18142180341347672,0.9236090481035972,0.942777259287272,True,0.999999999765868,1.1885780389378289,0.1700037121772766,0.4581425073649466,0.5687826573846968,1.0180464386916115,1.8250047921179586,2.6093015670776367,2.624438762664795
Module-Elementwise Equil,Layer-Scalar Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,conv1,160,1,0.046476660454737855,,,False,1.4934854507446291,0.0,1.493485450744629,1.493485450744629,1.493485450744629,1.493485450744629,1.493485450744629,1.493485450744629,1.493485450744629
Module-Elementwise Equil,Layer-Scalar Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,conv2,4640,1,0.20440770004680897,,,False,1.3149996995925903,0.0,1.3149996995925903,1.3149996995925903,1.3149996995925903,1.3149996995925903,1.3149996995925903,1.3149996995925903,1.3149996995925903
Module-Elementwise Equil,Layer-Scalar Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,fc1,200832,1,0.47552918439652264,,,False,0.9939031600952148,0.0,0.9939031600952148,0.9939031600952148,0.9939031600952148,0.9939031600952148,0.9939031600952148,0.9939031600952148,0.9939031600952148
Module-Elementwise Equil,Layer-Scalar Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,fc2,1290,1,0.520590064083374,,,False,0.9206926822662354,0.0,0.9206926822662354,0.9206926822662354,0.9206926822662354,0.9206926822662354,0.9206926822662354,0.9206926822662354,0.9206926822662354
Module-Elementwise Equil,Layer-Scalar Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,__global__,206922,3,0.4712758299896105,0.09173133039391759,0.05393989188923992,True,0.999999996642981,0.21008630478487136,0.9206926822662354,0.9939031600952148,0.9939031600952148,0.9939031600952148,0.9939031600952148,1.3149996995925903,1.493485450744629
Module-Elementwise Equil,Module-Elementwise Equil,7,2,e41612fc51bdfa6c6c9c638456ed0fa5b3d16645494ab72d560d15f762bb3629,b2e7a514102941dd3a84ecc73f0e40f32ff24e1b1c5001a30b61f44fb2f3bee1,conv1,160,160,0.0,1.0,1.0,True,1.2267527023309515,0.33233978038972734,0.6989765763282776,0.7596435288116647,0.8842162816692072,1.2772178194449255,1.4835653422600745,1.4974751249726188,1.5024582147598267
Module-Elementwise Equil,Module-Elementwise Equil,7,2,e41612fc51bdfa6c6c9c638456ed0fa5b3d16645494ab72d560d15f762bb3629,b2e7a514102941dd3a84ecc73f0e40f32ff24e1b1c5001a30b61f44fb2f3bee1,conv2,4640,4640,0.0,1.0,1.0,True,1.3110421226199311,0.338925992571016,0.6902768611907959,0.8460424397957843,1.092871473394614,1.353893220300994,1.4995170831628695,1.5042537641490028,1.506431221961975
Module-Elementwise Equil,Module-Elementwise Equil,7,2,e41612fc51bdfa6c6c9c638456ed0fa5b3d16645494ab72d560d15f762bb3629,b2e7a514102941dd3a84ecc73f0e40f32ff24e1b1c5001a30b61f44fb2f3bee1,fc1,200832,200832,0.0,1.0,1.0,True,0.9978802809254489,0.7305485982895871,0.2801832854747772,0.41972729046108215,0.6182488620251614,1.0573591589918787,1.475235641002384,1.5057680320739584,1.5065752267837524
Module-Elementwise Equil,Module-Elementwise Equil,7,2,e41612fc51bdfa6c6c9c638456ed0fa5b3d16645494ab72d560d15f762bb3629,b2e7a514102941dd3a84ecc73f0e40f32ff24e1b1c5001a30b61f44fb2f3bee1,fc2,1290,1290,0.0,1.0,1.0,True,0.5121627015509945,1.013648791008287,0.14599604904651642,0.19342986464041828,0.2693626727637056,0.481449723694457,1.102123873441874,1.5064045071435168,1.5065720081329346
Module-Elementwise Equil,Module-Elementwise Equil,7,2,e41612fc51bdfa6c6c9c638456ed0fa5b3d16645494ab72d560d15f762bb3629,b2e7a514102941dd3a84ecc73f0e40f32ff24e1b1c5001a30b61f44fb2f3bee1,__global__,206922,206921,0.0,1.0,1.0,True,1.0000000000026508,1.013649718837019,0.14599604904651642,0.40691311197770474,0.6165313482269569,1.065309286117527,1.4764182686805374,1.5057475066184967,1.5065752267837524
Module-Elementwise Equil,Factorized Equil,7,2,e41612fc51bdfa6c6c9c638456ed0fa5b3d16645494ab72d560d15f762bb3629,b2e7a514102941dd3a84ecc73f0e40f32ff24e1b1c5001a30b61f44fb2f3bee1,conv1,160,25,0.04081560953094001,0.9779747390109139,0.9576555724833002,True,1.2267526806587377,0.3057012068850804,0.7576144933700562,0.8113926187322541,0.8821042992582788,1.2634104768983985,1.4916495778681738,1.5180153788448507,1.5316145420074463
Module-Elementwise Equil,Factorized Equil,7,2,e41612fc51bdfa6c6c9c638456ed0fa5b3d16645494ab72d560d15f762bb3629,b2e7a514102941dd3a84ecc73f0e40f32ff24e1b1c5001a30b61f44fb2f3bee1,conv2,4640,176,0.05459432259459466,0.910731977505848,0.9250017791607482,True,1.3110421245246378,0.2671712680066403,0.898087203502655,0.9801871225296283,1.1070243238388593,1.323619050803397,1.5217718481857727,1.6453364694418726,1.6614595651626587
Module-Elementwise Equil,Factorized Equil,7,2,e41612fc51bdfa6c6c9c638456ed0fa5b3d16645494ab72d560d15f762bb3629,b2e7a514102941dd3a84ecc73f0e40f32ff24e1b1c5001a30b61f44fb2f3bee1,fc1,200832,1696,0.10485667609496227,0.9487916968399712,0.9654384356749726,True,0.9978802772701671,0.7843055649073457,0.3718612790107727,0.49676871060991895,0.661793422698046,0.9965331852435847,1.513895654672463,1.9771990346721502,2.263010263442993
Module-Elementwise Equil,Factorized Equil,7,2,e41612fc51bdfa6c6c9c638456ed0fa5b3d16645494ab72d560d15f762bb3629,b2e7a514102941dd3a84ecc73f0e40f32ff24e1b1c5001a30b61f44fb2f3bee1,fc2,1290,138,0.06055567014771746,0.9936167695272199,0.9951391196999028,True,0.5121627025378649,1.0634942409896302,0.15608863532543182,0.20113718937383274,0.2752222464557456,0.4789036585563263,1.102606487273778,1.6311367685212794,1.806614637374878
Module-Elementwise Equil,Factorized Equil,7,2,e41612fc51bdfa6c6c9c638456ed0fa5b3d16645494ab72d560d15f762bb3629,b2e7a514102941dd3a84ecc73f0e40f32ff24e1b1c5001a30b61f44fb2f3bee1,__global__,206922,2034,0.10374155942173102,0.9514625426622619,0.9647931127434021,True,0.9999999964783429,1.1613152399984343,0.15608863532543182,0.4812005670995287,0.6602967143048231,1.0039411187171776,1.5135365366931128,1.9727579617417106,2.263010263442993
Module-Elementwise Equil,Layer-Scalar Equil,7,2,e41612fc51bdfa6c6c9c638456ed0fa5b3d16645494ab72d560d15f762bb3629,b2e7a514102941dd3a84ecc73f0e40f32ff24e1b1c5001a30b61f44fb2f3bee1,conv1,160,1,0.19554890321972035,,,False,1.226752758026123,0.0,1.226752758026123,1.226752758026123,1.226752758026123,1.226752758026123,1.226752758026123,1.226752758026123,1.226752758026123
Module-Elementwise Equil,Layer-Scalar Equil,7,2,e41612fc51bdfa6c6c9c638456ed0fa5b3d16645494ab72d560d15f762bb3629,b2e7a514102941dd3a84ecc73f0e40f32ff24e1b1c5001a30b61f44fb2f3bee1,conv2,4640,1,0.13219031533958475,,,False,1.311042070388794,0.0,1.311042070388794,1.311042070388794,1.311042070388794,1.311042070388794,1.311042070388794,1.311042070388794,1.311042070388794
Module-Elementwise Equil,Layer-Scalar Equil,7,2,e41612fc51bdfa6c6c9c638456ed0fa5b3d16645494ab72d560d15f762bb3629,b2e7a514102941dd3a84ecc73f0e40f32ff24e1b1c5001a30b61f44fb2f3bee1,fc1,200832,1,0.33192746087332614,,,False,0.9978802800178528,0.0,0.9978802800178528,0.9978802800178528,0.9978802800178528,0.9978802800178528,0.9978802800178528,0.9978802800178528,0.9978802800178528
Module-Elementwise Equil,Layer-Scalar Equil,7,2,e41612fc51bdfa6c6c9c638456ed0fa5b3d16645494ab72d560d15f762bb3629,b2e7a514102941dd3a84ecc73f0e40f32ff24e1b1c5001a30b61f44fb2f3bee1,fc2,1290,1,0.5368014903876479,,,False,0.5121626853942871,0.0,0.5121626853942871,0.5121626853942871,0.5121626853942871,0.5121626853942871,0.5121626853942871,0.5121626853942871,0.5121626853942871
Module-Elementwise Equil,Layer-Scalar Equil,7,2,e41612fc51bdfa6c6c9c638456ed0fa5b3d16645494ab72d560d15f762bb3629,b2e7a514102941dd3a84ecc73f0e40f32ff24e1b1c5001a30b61f44fb2f3bee1,__global__,206922,3,0.3303801640342874,0.1983993441202095,0.15869011151812137,True,0.9999999980649801,0.40820869419023753,0.5121626853942871,0.9978802800178528,0.9978802800178528,0.9978802800178528,0.9978802800178528,1.311042070388794,1.311042070388794
Module-Elementwise Equil,Module-Elementwise Equil,7,3,a539017505b2af35205b51ed708f1f91d569a4b22f16e8c58b417d44c9828676,de44e6c872e9871e47e680210b1a6398adc2538d6dc59feb351ea69b43a28953,conv1,160,160,0.0,1.0,1.0,True,1.193581088888986,0.3475289656067887,0.6730096936225891,0.7250837284512374,0.8395783129785066,1.240338899964478,1.480649875236122,1.49590550025719,1.4981327056884766
Module-Elementwise Equil,Module-Elementwise Equil,7,3,a539017505b2af35205b51ed708f1f91d569a4b22f16e8c58b417d44c9828676,de44e6c872e9871e47e680210b1a6398adc2538d6dc59feb351ea69b43a28953,conv2,4640,4640,0.0,1.0,0.9999999999999998,True,1.2617845279090392,0.3188008934787956,0.7207760214805603,0.7959787079548272,1.0216879722467491,1.3002827166500268,1.4969185590728638,1.5011756085634405,1.5017623901367188
Module-Elementwise Equil,Module-Elementwise Equil,7,3,a539017505b2af35205b51ed708f1f91d569a4b22f16e8c58b417d44c9828676,de44e6c872e9871e47e680210b1a6398adc2538d6dc59feb351ea69b43a28953,fc1,200832,200832,0.0,1.0,1.0,True,0.9986141556375832,0.6809358745494555,0.31309232115745544,0.44305527238463355,0.6252166330814297,1.0548440217947486,1.4652606368063306,1.5001455509660917,1.5017868280410767
Module-Elementwise Equil,Module-Elementwise Equil,7,3,a539017505b2af35205b51ed708f1f91d569a4b22f16e8c58b417d44c9828676,de44e6c872e9871e47e680210b1a6398adc2538d6dc59feb351ea69b43a28953,fc2,1290,1290,0.0,1.0,1.0,True,0.5260171446737126,0.9323849093747788,0.17547793686389926,0.20909757561929776,0.2640647376725576,0.4921838467464274,1.2018691777357025,1.4982030341494361,1.501783847808838
Module-Elementwise Equil,Module-Elementwise Equil,7,3,a539017505b2af35205b51ed708f1f91d569a4b22f16e8c58b417d44c9828676,de44e6c872e9871e47e680210b1a6398adc2538d6dc59feb351ea69b43a28953,__global__,206922,206921,0.0,0.9999999999999998,1.0,True,0.9999999999991072,0.932385771214606,0.17547793686389926,0.43019739568041065,0.623889237641513,1.061912894194764,1.4664210081084763,1.5003222107886482,1.5017868280410767
Module-Elementwise Equil,Factorized Equil,7,3,a539017505b2af35205b51ed708f1f91d569a4b22f16e8c58b417d44c9828676,de44e6c872e9871e47e680210b1a6398adc2538d6dc59feb351ea69b43a28953,conv1,160,25,0.045053573485250804,0.9760072460141566,0.9555402554787297,True,1.1935810731832364,0.3365163424892284,0.7115921378135681,0.771817674921296,0.8362031032122986,1.23742694673364,1.4898073583897613,1.5326827337725037,1.5443562269210815
Module-Elementwise Equil,Factorized Equil,7,3,a539017505b2af35205b51ed708f1f91d569a4b22f16e8c58b417d44c9828676,de44e6c872e9871e47e680210b1a6398adc2538d6dc59feb351ea69b43a28953,conv2,4640,176,0.05621559671540966,0.9288656251453112,0.9416082391871246,True,1.261784509796082,0.29942077417968194,0.8520767092704773,0.9033035179053056,1.0371067376742182,1.274218436910807,1.5000220753014921,1.670075560782532,1.6978505849838257
Module-Elementwise Equil,Factorized Equil,7,3,a539017505b2af35205b51ed708f1f91d569a4b22f16e8c58b417d44c9828676,de44e6c872e9871e47e680210b1a6398adc2538d6dc59feb351ea69b43a28953,fc1,200832,1696,0.10318965878715618,0.9479408363608556,0.9681910413116162,True,0.9986141539444586,0.7365313947356001,0.4119478762149811,0.5189231908289486,0.6696124732432468,0.9952028095721659,1.50176874393758,2.002142198062802,2.2458133697509766
Module-Elementwise Equil,Factorized Equil,7,3,a539017505b2af35205b51ed708f1f91d569a4b22f16e8c58b417d44c9828676,de44e6c872e9871e47e680210b1a6398adc2538d6dc59feb351ea69b43a28953,fc2,1290,138,0.07284056074724966,0.9909382621704192,0.992596952073667,True,0.5260171383280033,1.0201793942748405,0.18346090614795685,0.21906514144832792,0.2699018233530481,0.4892301460738551,1.17738591843137,1.707060569508233,1.9218652248382568
